,FA_20240301_2H_yeast_1.3.2.1r#1,FA_20240301_2H_yeast_1.3.3.1r#2,FA_20240301_2H_yeast_1.3.4.1r#3,FA_20240301_2H_yeast_1.3.5.1r#4,FA_20240301_2H_yeast_1.3.6.1r#5,FA_20240301_2H_yeast_1.3.7.1r#6,FA_20240301_2H_yeast_1.3.8.1r#7,FA_20240301_2H_yeast_1.3.9.1r#8,FA_20240301_2H_yeast_1.3.10.1r#9,FA_20240301_2H_yeast_1.3.11.1r#10,FA_20240301_2H_yeast_1.3.12.1r#11,FA_20240301_2H_yeast_1.3.13.1r#12,FA_20240301_2H_yeast_1.3.14.1r#13,FA_20240301_2H_yeast_1.3.15.1r#14,FA_20240301_2H_yeast_1.3.16.1r#15,FA_20240301_2H_yeast_1.3.17.1r#16,FA_20240301_2H_yeast_1.3.18.1r#17,FA_20240301_2H_yeast_1.3.19.1r#18,FA_20240301_2H_yeast_1.3.20.1r#19,FA_20240301_2H_yeast_1.3.21.1r#20,FA_20240301_2H_yeast_1.3.22.1r#21,FA_20240301_2H_yeast_1.3.23.1r#22,FA_20240301_2H_yeast_1.3.24.1r#23,FA_20240301_2H_yeast_1.3.25.1r#24,FA_20240301_2H_yeast_1.3.26.1r#25,FA_20240301_2H_yeast_1.3.27.1r#26,FA_20240301_2H_yeast_1.3.28.1r#27,FA_20240301_2H_yeast_1.3.29.1r#28,FA_20240301_2H_yeast_1.3.30.1r#29,FA_20240301_2H_yeast_1.3.31.1r#30,FA_20240301_2H_yeast_1.3.32.1r#31,FA_20240301_2H_yeast_1.3.33.1r#32,FA_20240301_2H_yeast_1.3.34.1r#33,FA_20240301_2H_yeast_1.3.35.1r#34,FA_20240301_2H_yeast_1.3.36.1r#35,FA_20240301_2H_yeast_1.3.37.1r#36,FA_20240301_2H_yeast_1.3.38.1r#37,FA_20240301_2H_yeast_1.3.39.1r#38,FA_20240301_2H_yeast_1.3.40.1r#39,FA_20240301_2H_yeast_1.3.41.1r#40,FA_20240301_2H_yeast_1.3.42.1r#41,FA_20240301_2H_yeast_1.3.43.1r#42,FA_20240301_2H_yeast_1.3.44.1r#43,FA_20240301_2H_yeast_1.3.45.1r#44,FA_20240301_2H_yeast_1.3.46.1r#45,FA_20240301_2H_yeast_1.3.47.1r#46,FA_20240301_2H_yeast_1.3.48.1r#47,FA_20240301_2H_yeast_1.3.49.1r#48,FA_20240301_2H_yeast_1.3.50.1r#49,FA_20240301_2H_yeast_1.3.51.1r#50,FA_20240301_2H_yeast_1.3.52.1r#51,FA_20240301_2H_yeast_1.3.53.1r#52,FA_20240301_2H_yeast_1.3.54.1r#53,FA_20240301_2H_yeast_1.3.55.1r#54,FA_20240301_2H_yeast_1.3.56.1r#55,FA_20240301_2H_yeast_1.3.57.1r#56,FA_20240301_2H_yeast_1.3.58.1r#57,FA_20240301_2H_yeast_1.3.59.1r#58,FA_20240301_2H_yeast_1.3.60.1r#59
-0.288847,2.51482e+6,-1.02091e+6,-1.78802e+6,803183,3.08680e+6,2.33467e+6,2.26583e+6,5.63679e+6,4.12918e+6,-1.09695e+6,1.72436e+6,6.16015e+6,-2.47909e+6,1.23863e+6,-702378,2.47477e+6,4.16272e+6,4.57966e+6,-87481.0,1.00115e+6,4.30369e+6,3.22910e+6,1.10585e+6,1.16919e+6,468001,1.32683e+6,6.44539e+6,3.44797e+6,508321,2.74618e+6,-4432.47,614209,-2.33815e+6,1.69358e+6,3.66974e+6,3.44275e+6,2.18385e+6,2.35810e+6,-424016,2.39754e+6,-478251,4.46262e+6,-1.12373e+6,3.02767e+6,218035,306759,3.60619e+6,854593,2.60372e+6,2.01855e+6,-1.84191e+6,-561097,3.28179e+6,6.43303e+6,2.76215e+6,4.61149e+6,40788.2,115843,4.10363e+6
-0.286811,2.64757e+6,-936447,-1.72873e+6,762247,3.23026e+6,2.39978e+6,2.22670e+6,5.46490e+6,4.14135e+6,-1.04235e+6,1.76398e+6,6.03514e+6,-2.39186e+6,1.25977e+6,-761557,2.66268e+6,4.29287e+6,4.66589e+6,-182407,1.03032e+6,4.34058e+6,3.17565e+6,1.21040e+6,1.27195e+6,425846,1.29681e+6,6.36433e+6,3.38364e+6,585491,2.67781e+6,48386.1,652154,-2.34508e+6,1.65720e+6,3.62229e+6,3.49034e+6,2.21865e+6,2.15382e+6,-409098,2.44853e+6,-399977,4.54751e+6,-1.11309e+6,3.03754e+6,183348,304208,3.60093e+6,943341,2.51602e+6,2.20635e+6,-1.69448e+6,-648420,3.37982e+6,6.61819e+6,2.65909e+6,4.53463e+6,109586,22704.2,4.11397e+6
-0.284774,2.76515e+6,-848883,-1.65123e+6,730434,3.35952e+6,2.47156e+6,2.16627e+6,5.27976e+6,4.15460e+6,-970741,1.80664e+6,5.90939e+6,-2.28253e+6,1.27904e+6,-821429,2.84991e+6,4.41202e+6,4.74159e+6,-283197,1.06591e+6,4.36835e+6,3.12174e+6,1.30865e+6,1.36704e+6,387234,1.26631e+6,6.28409e+6,3.30714e+6,674461,2.60804e+6,89881.9,690891,-2.32237e+6,1.62355e+6,3.57339e+6,3.53151e+6,2.23823e+6,1.94939e+6,-392572,2.49659e+6,-328526,4.62411e+6,-1.10371e+6,3.03694e+6,149056,283197,3.59937e+6,1.03781e+6,2.44144e+6,2.39415e+6,-1.55053e+6,-738635,3.47580e+6,6.78678e+6,2.55471e+6,4.44834e+6,178695,-73220.0,4.13595e+6
-0.282738,2.86692e+6,-759184,-1.55717e+6,709871,3.47216e+6,2.54786e+6,2.08812e+6,5.08291e+6,4.16656e+6,-882313,1.85161e+6,5.78598e+6,-2.15407e+6,1.29548e+6,-881905,3.03396e+6,4.51887e+6,4.80404e+6,-387371,1.10789e+6,4.38940e+6,3.06973e+6,1.39833e+6,1.45369e+6,353721,1.23520e+6,6.20407e+6,3.21719e+6,773764,2.53781e+6,121029,730737,-2.27312e+6,1.59494e+6,3.52303e+6,3.56740e+6,2.24077e+6,1.74749e+6,-373968,2.54108e+6,-266461,4.69193e+6,-1.09534e+6,3.02558e+6,115459,242759,3.60002e+6,1.13824e+6,2.38067e+6,2.58046e+6,-1.41044e+6,-828676,3.56789e+6,6.93432e+6,2.44970e+6,4.35360e+6,247384,-170757,4.16734e+6
-0.280702,2.95294e+6,-668025,-1.44903e+6,702466,3.56631e+6,2.62642e+6,1.99625e+6,4.87628e+6,4.17512e+6,-777652,1.89808e+6,5.66802e+6,-2.01005e+6,1.30807e+6,-942533,3.21214e+6,4.61280e+6,4.85079e+6,-492281,1.15631e+6,4.40614e+6,3.02211e+6,1.47785e+6,1.53149e+6,326568,1.20392e+6,6.12387e+6,3.11273e+6,881712,2.46809e+6,143358,772006,-2.20078e+6,1.57364e+6,3.47113e+6,3.59935e+6,2.22497e+6,1.55055e+6,-352948,2.58122e+6,-215889,4.75054e+6,-1.08708e+6,3.00333e+6,82379.3,182469,3.60134e+6,1.24466e+6,2.33381e+6,2.76406e+6,-1.27439e+6,-915318,3.65451e+6,7.05671e+6,2.34468e+6,4.25144e+6,314497,-268504,4.20563e+6
-0.278666,3.02388e+6,-575804,-1.33007e+6,709841,3.64061e+6,2.70493e+6,1.89476e+6,4.66212e+6,4.17843e+6,-657779,1.94517e+6,5.55840e+6,-1.85448e+6,1.31587e+6,-1.00245e+6,3.38177e+6,4.69385e+6,4.87982e+6,-595308,1.21124e+6,4.42071e+6,2.98116e+6,1.54631e+6,1.60043e+6,306639,1.17344e+6,6.04346e+6,2.99301e+6,996448,2.39983e+6,158800,814901,-2.10892e+6,1.56170e+6,3.41752e+6,3.62881e+6,2.19014e+6,1.36076e+6,-329408,2.61607e+6,-178343,4.79957e+6,-1.07748e+6,2.97033e+6,49056.7,102452,3.60186e+6,1.35673e+6,2.30057e+6,2.94410e+6,-1.14229e+6,-995376,3.73442e+6,7.15054e+6,2.24015e+6,4.14288e+6,378543,-364896,4.24822e+6
-0.276629,3.08099e+6,-482756,-1.20409e+6,733270,3.69423e+6,2.78116e+6,1.78750e+6,4.44304e+6,4.17493e+6,-524209,1.99195e+6,5.45963e+6,-1.69157e+6,1.31823e+6,-1.06038e+6,3.54019e+6,4.76267e+6,4.88968e+6,-693992,1.27282e+6,4.43482e+6,2.94881e+6,1.60345e+6,1.66081e+6,294302,1.14507e+6,5.96323e+6,2.85761e+6,1.11601e+6,2.33382e+6,169512,859464,-2.00096e+6,1.56091e+6,3.36203e+6,3.65725e+6,2.13623e+6,1.18017e+6,-303484,2.64464e+6,-154721,4.83859e+6,-1.06468e+6,2.92700e+6,14126.6,3484.22,3.60020e+6,1.47374e+6,2.28036e+6,3.12012e+6,-1.01384e+6,-1.06592e+6,3.80673e+6,7.21334e+6,2.13652e+6,4.02904e+6,437848,-458279,4.29248e+6
-0.274593,3.12594e+6,-389130,-1.07526e+6,773667,3.72678e+6,2.85295e+6,1.67786e+6,4.22184e+6,4.16324e+6,-378900,2.03748e+6,5.37370e+6,-1.52553e+6,1.31493e+6,-1.11467e+6,3.68493e+6,4.82031e+6,4.87956e+6,-786197,1.34108e+6,4.44967e+6,2.92636e+6,1.64951e+6,1.71318e+6,289407,1.12030e+6,5.88391e+6,2.70655e+6,1.23837e+6,2.27069e+6,177660,905526,-1.88008e+6,1.57260e+6,3.30443e+6,3.68607e+6,2.06376e+6,1.01076e+6,-275541,2.66598e+6,-145290,4.86716e+6,-1.04657e+6,2.87415e+6,-24316.4,-112967,3.59522e+6,1.59448e+6,2.27243e+6,3.29196e+6,-888526,-1.12447e+6,3.87088e+6,7.24370e+6,2.03398e+6,3.91111e+6,490754,-546979,4.33577e+6
-0.272557,3.16064e+6,-295321,-947817,831544,3.73821e+6,2.91841e+6,1.56861e+6,4.00144e+6,4.14219e+6,-224206,2.08083e+6,5.30190e+6,-1.36024e+6,1.30617e+6,-1.16341e+6,3.81376e+6,4.86815e+6,4.84940e+6,-870158,1.41592e+6,4.46597e+6,2.91445e+6,1.68514e+6,1.75822e+6,291295,1.10071e+6,5.80656e+6,2.54020e+6,1.36152e+6,2.21085e+6,185232,952706,-1.74902e+6,1.59755e+6,3.24455e+6,3.71643e+6,1.97381e+6,854541,-246063,2.67935e+6,-149771,4.88472e+6,-1.02105e+6,2.81292e+6,-68611.3,-244635,3.58613e+6,1.71725e+6,2.27594e+6,3.45972e+6,-765624,-1.16909e+6,3.92653e+6,7.24141e+6,1.93251e+6,3.79043e+6,535804,-629367,4.37555e+6
-0.270521,3.18711e+6,-202078,-825783,907002,3.72883e+6,2.97588e+6,1.46181e+6,3.78470e+6,4.11069e+6,-62741.2,2.12107e+6,5.24483e+6,-1.19907e+6,1.29263e+6,-1.20456e+6,3.92471e+6,4.90769e+6,4.79983e+6,-944563,1.49706e+6,4.48405e+6,2.91304e+6,1.71125e+6,1.79662e+6,298883,1.08777e+6,5.73237e+6,2.35928e+6,1.48352e+6,2.15451e+6,193842,1.00044e+6,-1.61005e+6,1.63590e+6,3.18235e+6,3.74915e+6,1.86787e+6,713556,-215486,2.68432e+6,-167451,4.89064e+6,-986142,2.74479e+6,-121276,-388422,3.57261e+6,1.83984e+6,2.29008e+6,3.62361e+6,-644223,-1.19850e+6,3.97339e+6,7.20738e+6,1.83177e+6,3.66849e+6,571890,-703910,4.40930e+6
-0.268484,3.20738e+6,-110568,-712692,999679,3.69918e+6,3.02403e+6,1.35888e+6,3.57426e+6,4.06775e+6,102720,2.15727e+6,5.20237e+6,-1.04468e+6,1.27539e+6,-1.23601e+6,4.01613e+6,4.94049e+6,4.73223e+6,-1.00850e+6,1.58399e+6,4.50403e+6,2.92150e+6,1.72889e+6,1.82899e+6,310812,1.08282e+6,5.66249e+6,2.16476e+6,1.60256e+6,2.10171e+6,204583,1.04806e+6,-1.46486e+6,1.68710e+6,3.11791e+6,3.78461e+6,1.74784e+6,589862,-184057,2.68095e+6,-197349,4.88427e+6,-940241,2.67142e+6,-184781,-540411,3.55488e+6,1.95957e+6,2.31406e+6,3.78379e+6,-523293,-1.21218e+6,4.01113e+6,7.14366e+6,1.73116e+6,3.54698e+6,598406,-769216,4.43461e+6
-0.266448,3.22328e+6,-22524.7,-611339,1.10873e+6,3.65012e+6,3.06182e+6,1.26075e+6,3.37242e+6,4.01252e+6,269393,2.18850e+6,5.17382e+6,-898933,1.25577e+6,-1.25579e+6,4.08671e+6,4.96805e+6,4.64856e+6,-1.06146e+6,1.67596e+6,4.52594e+6,2.93878e+6,1.73912e+6,1.85568e+6,325593,1.08692e+6,5.59788e+6,1.95780e+6,1.71700e+6,2.05238e+6,217917,1.09484e+6,-1.31464e+6,1.75000e+6,3.05159e+6,3.82271e+6,1.61590e+6,485388,-151735,2.66973e+6,-238377,4.86496e+6,-882186,2.59454e+6,-261236,-695941,3.53371e+6,2.07348e+6,2.34708e+6,3.94023e+6,-401782,-1.21032e+6,4.03918e+6,7.05320e+6,1.62984e+6,3.42770e+6,615315,-824092,4.44917e+6
-0.264412,3.23642e+6,59813.5,-523582,1.23277e+6,3.58279e+6,3.08844e+6,1.16798e+6,3.18106e+6,3.94435e+6,434568,2.21375e+6,5.15801e+6,-762903,1.23519e+6,-1.26211e+6,4.13548e+6,4.99179e+6,4.55132e+6,-1.10317e+6,1.77205e+6,4.54996e+6,2.96353e+6,1.74289e+6,1.87680e+6,341779,1.10084e+6,5.53917e+6,1.73960e+6,1.82546e+6,2.00640e+6,233648,1.14016e+6,-1.16013e+6,1.82293e+6,2.98399e+6,3.86293e+6,1.47446e+6,401818,-118135,2.65166e+6,-289454,4.83216e+6,-811403,2.51582e+6,-352131,-849805,3.51038e+6,2.17846e+6,2.38832e+6,4.09255e+6,-278756,-1.19389e+6,4.05676e+6,6.93972e+6,1.52679e+6,3.31259e+6,623182,-867582,4.45088e+6
-0.262375,3.24809e+6,133736,-450249,1.36991e+6,3.49871e+6,3.10329e+6,1.08108e+6,3.00159e+6,3.86287e+6,595727,2.23199e+6,5.15351e+6,-636917,1.21496e+6,-1.25350e+6,4.16183e+6,5.01302e+6,4.44335e+6,-1.13354e+6,1.87115e+6,4.57641e+6,2.99437e+6,1.74099e+6,1.89216e+6,358127,1.12499e+6,5.48657e+6,1.51132e+6,1.92683e+6,1.96367e+6,250954,1.18355e+6,-1.00169e+6,1.90391e+6,2.91601e+6,3.90439e+6,1.32622e+6,340402,-82590.9,2.62813e+6,-349645,4.78548e+6,-727975,2.43675e+6,-458146,-996506,3.48653e+6,2.27155e+6,2.43679e+6,4.23997e+6,-153536,-1.16456e+6,4.06285e+6,6.80748e+6,1.42097e+6,3.20352e+6,623150,-899025,4.43800e+6
-0.260339,3.25917e+6,196194,-391074,1.51771e+6,3.39978e+6,3.10591e+6,1.00054e+6,2.83499e+6,3.76807e+6,750618,2.24209e+6,5.15883e+6,-520670,1.19619e+6,-1.22889e+6,4.16551e+6,5.03302e+6,4.32769e+6,-1.15255e+6,1.97202e+6,4.60589e+6,3.02995e+6,1.73395e+6,1.90138e+6,373682,1.15932e+6,5.43983e+6,1.27403e+6,2.02028e+6,1.92420e+6,268518,1.22485e+6,-839407,1.99082e+6,2.84881e+6,3.94608e+6,1.17405e+6,301793,-44271.9,2.60079e+6,-418159,4.72473e+6,-632737,2.35856e+6,-579026,-1.13059e+6,3.46399e+6,2.35014e+6,2.49131e+6,4.38131e+6,-25809.5,-1.12463e+6,4.05629e+6,6.66103e+6,1.31145e+6,3.10224e+6,616910,-918145,4.40921e+6
-0.258303,3.27018e+6,244026,-344741,1.67330e+6,3.28832e+6,3.09594e+6,927037,2.68182e+6,3.66041e+6,897341,2.24288e+6,5.17263e+6,-413325,1.17958e+6,-1.18772e+6,4.14663e+6,5.05301e+6,4.20741e+6,-1.16010e+6,2.07329e+6,4.63917e+6,3.06905e+6,1.72208e+6,1.90400e+6,387856,1.20334e+6,5.39835e+6,1.02868e+6,2.10530e+6,1.88813e+6,284684,1.26421e+6,-673244,2.08156e+6,2.78373e+6,3.98694e+6,1.02108e+6,285981,-2340.45,2.57136e+6,-494380,4.65002e+6,-527307,2.28220e+6,-713564,-1.24700e+6,3.44448e+6,2.41223e+6,2.55039e+6,4.51502e+6,104263,-1.07693e+6,4.03595e+6,6.50497e+6,1.19753e+6,3.01017e+6,606612,-925106,4.36389e+6
-0.256267,3.28113e+6,274182,-308985,1.83346e+6,3.16706e+6,3.07324e+6,861360,2.54238e+6,3.54087e+6,1.03438e+6,2.23323e+6,5.19380e+6,-313674,1.16542e+6,-1.12999e+6,4.10567e+6,5.07425e+6,4.08548e+6,-1.15603e+6,2.17348e+6,4.67715e+6,3.11066e+6,1.70549e+6,1.89967e+6,400435,1.25605e+6,5.36124e+6,776136,2.18163e+6,1.85582e+6,297659,1.30214e+6,-503089,2.17417e+6,2.72222e+6,4.02611e+6,870603,292238,43891.7,2.54149e+6,-577844,4.56170e+6,-414093,2.20837e+6,-859725,-1.34145e+6,3.42945e+6,2.45667e+6,2.61227e+6,4.63934e+6,236041,-1.02461e+6,4.00087e+6,6.34376e+6,1.07887e+6,2.92824e+6,594801,-920568,4.30218e+6
-0.254230,3.29160e+6,283963,-280834,1.99476e+6,3.03902e+6,3.03782e+6,804433,2.41671e+6,3.41092e+6,1.16066e+6,2.21219e+6,5.22159e+6,-220197,1.15357e+6,-1.05629e+6,4.04344e+6,5.09804e+6,3.96463e+6,-1.14002e+6,2.27103e+6,4.72078e+6,3.15386e+6,1.68416e+6,1.88828e+6,411552,1.31598e+6,5.32743e+6,517308,2.24920e+6,1.82777e+6,305737,1.33952e+6,-328844,2.26691e+6,2.66573e+6,4.06300e+6,726067,319222,94832.6,2.51255e+6,-668160,4.46040e+6,-296207,2.13759e+6,-1.01476e+6,-1.41067e+6,3.41975e+6,2.48319e+6,2.67491e+6,4.75251e+6,368380,-970934,3.95045e+6,6.18144e+6,955515,2.85674e+6,584300,-905701,4.22514e+6
-0.252194,3.30069e+6,271261,-256780,2.15375e+6,2.90752e+6,2.98999e+6,757139,2.30472e+6,3.27247e+6,1.27555e+6,2.17902e+6,5.25552e+6,-131218,1.14352e+6,-967835,3.96108e+6,5.12571e+6,3.84727e+6,-1.11173e+6,2.36438e+6,4.77090e+6,3.19791e+6,1.65803e+6,1.87007e+6,421643,1.38132e+6,5.29592e+6,253244,2.30808e+6,1.80471e+6,307461,1.37751e+6,-150491,2.35824e+6,2.61566e+6,4.09735e+6,590977,365054,150558,2.48560e+6,-764997,4.34701e+6,-177325,2.07019e+6,-1.17539e+6,-1.45269e+6,3.41552e+6,2.49247e+6,2.73615e+6,4.85301e+6,499698,-919100,3.88460e+6,6.02154e+6,827936,2.79527e+6,578074,-882110,4.13473e+6
-0.250158,3.30714e+6,234671,-233136,2.30708e+6,2.77599e+6,2.93036e+6,720219,2.20621e+6,3.12781e+6,1.37882e+6,2.13339e+6,5.29535e+6,-44981.3,1.13459e+6,-866390,3.86003e+6,5.15857e+6,3.73547e+6,-1.07083e+6,2.45199e+6,4.82813e+6,3.24210e+6,1.62714e+6,1.84576e+6,431352,1.44996e+6,5.26580e+6,-14713.2,2.35839e+6,1.78746e+6,301759,1.41754e+6,31864.3,2.44676e+6,2.57321e+6,4.12919e+6,468770,427543,210845,2.46124e+6,-867989,4.22261e+6,-61430.7,2.00645e+6,-1.33801e+6,-1.46687e+6,3.41607e+6,2.48601e+6,2.79379e+6,4.93977e+6,628054,-872043,3.80384e+6,5.86687e+6,696966,2.74261e+6,579096,-851738,4.03376e+6
-0.248122,3.30942e+6,173603,-206274,2.45167e+6,2.64787e+6,2.85991e+6,694129,2.12090e+6,2.97948e+6,1.47061e+6,2.07540e+6,5.34087e+6,40230.9,1.12604e+6,-754156,3.74198e+6,5.19778e+6,3.63096e+6,-1.01719e+6,2.53251e+6,4.89277e+6,3.28578e+6,1.59165e+6,1.81647e+6,441470,1.51975e+6,5.23645e+6,-284820,2.40034e+6,1.77693e+6,288002,1.46120e+6,217940,2.53116e+6,2.53940e+6,4.15877e+6,362662,504371,275245,2.43963e+6,-976704,4.08841e+6,47447.5,1.94651e+6,-1.49880e+6,-1.45394e+6,3.41984e+6,2.46596e+6,2.84574e+6,5.01240e+6,751226,-832268,3.70931e+6,5.71949e+6,563720,2.69688e+6,590145,-816657,3.92574e+6
-0.246085,3.30587e+6,88252.0,-172958,2.58475e+6,2.52649e+6,2.77992e+6,678989,2.04842e+6,2.83011e+6,1.55139e+6,2.00560e+6,5.39180e+6,125976,1.11738e+6,-633631,3.60896e+6,5.24427e+6,3.53517e+6,-951017,2.60489e+6,4.96466e+6,3.32829e+6,1.55194e+6,1.78368e+6,452853,1.58866e+6,5.20759e+6,-554819,2.43417e+6,1.77401e+6,265983,1.51023e+6,407211,2.61011e+6,2.51501e+6,4.18646e+6,275466,593300,343246,2.42053e+6,-1.09056e+6,3.94575e+6,145599,1.89042e+6,-1.65390e+6,-1.41588e+6,3.42457e+6,2.43485e+6,2.89018e+6,5.07129e+6,866871,-801779,3.60282e+6,5.58065e+6,429542,2.65561e+6,613605,-778889,3.81460e+6
-0.244049,3.29484e+6,-20497.7,-130567,2.70394e+6,2.41493e+6,2.69192e+6,674546,1.98828e+6,2.68232e+6,1.62186e+6,1.92502e+6,5.44761e+6,213566,1.10846e+6,-507419,3.46323e+6,5.29854e+6,3.44924e+6,-872990,2.66847e+6,5.04311e+6,3.36895e+6,1.50860e+6,1.74905e+6,466349,1.65493e+6,5.17935e+6,-821927,2.46030e+6,1.77944e+6,235862,1.56639e+6,598835,2.68224e+6,2.50058e+6,4.21261e+6,209438,692350,414414,2.40331e+6,-1.20880e+6,3.79600e+6,229933,1.83808e+6,-1.79952e+6,-1.35577e+6,3.42740e+6,2.39531e+6,2.92564e+6,5.11759e+6,972636,-782030,3.48675e+6,5.45088e+6,295941,2.61598e+6,651288,-740206,3.70443e+6
-0.242013,3.27490e+6,-151158,-77302.4,2.80720e+6,2.31585e+6,2.59753e+6,680230,1.93988e+6,2.53851e+6,1.68285e+6,1.83497e+6,5.50735e+6,303909,1.09966e+6,-378058,3.30736e+6,5.36052e+6,3.37411e+6,-784362,2.72312e+6,5.12688e+6,3.40703e+6,1.46238e+6,1.71433e+6,482773,1.71730e+6,5.15223e+6,-1.08284e+6,2.47935e+6,1.79378e+6,198053,1.63145e+6,791595,2.74606e+6,2.49635e+6,4.23746e+6,166119,799943,488516,2.38704e+6,-1.33038e+6,3.64057e+6,298287,1.78922e+6,-1.93205e+6,-1.27755e+6,3.42512e+6,2.34983e+6,2.95101e+6,5.15311e+6,1.06633e+6,-773911,3.36396e+6,5.32999e+6,164560,2.57504e+6,704276,-702023,3.59915e+6
-0.239977,3.24491e+6,-301783,-12259.3,2.89288e+6,2.23144e+6,2.49839e+6,695193,1.90251e+6,2.40077e+6,1.73525e+6,1.73704e+6,5.56965e+6,397489,1.09188e+6,-247830,3.14418e+6,5.42952e+6,3.31048e+6,-686963,2.76921e+6,5.21411e+6,3.44172e+6,1.41414e+6,1.68117e+6,502851,1.77504e+6,5.12705e+6,-1.33383e+6,2.49228e+6,1.81731e+6,153112,1.70706e+6,983832,2.80003e+6,2.50230e+6,4.26108e+6,146285,914975,565605,2.37054e+6,-1.45399e+6,3.48087e+6,349641,1.74327e+6,-2.04824e+6,-1.18583e+6,3.41442e+6,2.30050e+6,2.96561e+6,5.18013e+6,1.14610e+6,-777799,3.23774e+6,5.21724e+6,37190.3,2.52992e+6,772876,-665344,3.50220e+6
-0.237940,3.20409e+6,-470091,64535.8,2.95971e+6,2.16325e+6,2.39601e+6,718422,1.87527e+6,2.27078e+6,1.77995e+6,1.63287e+6,5.63272e+6,494242,1.08646e+6,-118640,2.97671e+6,5.50410e+6,3.25884e+6,-583154,2.80757e+6,5.30237e+6,3.47212e+6,1.36477e+6,1.65096e+6,527190,1.82804e+6,5.10489e+6,-1.57096e+6,2.50046e+6,1.85000e+6,101629,1.79468e+6,1.17348e+6,2.84265e+6,2.51808e+6,4.28343e+6,149903,1.03683e+6,646026,2.35246e+6,-1.57802e+6,3.31835e+6,384240,1.69937e+6,-2.14525e+6,-1.08563e+6,3.39215e+6,2.24888e+6,2.96912e+6,5.20104e+6,1.21060e+6,-793573,3.11160e+6,5.11141e+6,-84219.8,2.47813e+6,856630,-630800,3.41634e+6
-0.235904,3.15209e+6,-653543,152194,3.00677e+6,2.11216e+6,2.29164e+6,748806,1.85718e+6,2.14972e+6,1.81776e+6,1.52402e+6,5.69443e+6,593586,1.08513e+6,8070.87,2.80804e+6,5.58219e+6,3.21939e+6,-475680,2.83943e+6,5.38878e+6,3.49721e+6,1.31507e+6,1.62479e+6,556265,1.87680e+6,5.08683e+6,-1.79023e+6,2.50569e+6,1.89158e+6,44188.5,1.89544e+6,1.35813e+6,2.87257e+6,2.54297e+6,4.30438e+6,176245,1.16533e+6,730354,2.33135e+6,-1.70055e+6,3.15449e+6,403588,1.65633e+6,-2.22087e+6,-982190,3.35551e+6,2.19596e+6,2.96158e+6,5.21811e+6,1.25914e+6,-820678,2.98912e+6,5.01093e+6,-197555,2.41760e+6,954454,-598755,3.34345e+6
-0.233868,3.08894e+6,-849417,249134,3.03362e+6,2.07831e+6,2.18631e+6,785264,1.84710e+6,2.03828e+6,1.84938e+6,1.41185e+6,5.75251e+6,694434,1.08970e+6,131344,2.64116e+6,5.66118e+6,3.19200e+6,-367500,2.86615e+6,5.47020e+6,3.51584e+6,1.26572e+6,1.60334e+6,590345,1.92228e+6,5.07383e+6,-1.98785e+6,2.51022e+6,1.94151e+6,-18649.4,2.01006e+6,1.53516e+6,2.88879e+6,2.57585e+6,4.32379e+6,223970,1.30058e+6,819246,2.30578e+6,-1.81947e+6,2.99077e+6,410311,1.61260e+6,-2.27359e+6,-880760,3.30221e+6,2.14215e+6,2.94335e+6,5.23320e+6,1.29182e+6,-858167,2.87381e+6,4.91399e+6,-300561,2.34689e+6,1.06483e+6,-569421,3.28453e+6
-0.231832,3.01505e+6,-1.05488e+6,353273,3.04022e+6,2.06109e+6,2.08071e+6,826785,1.84383e+6,1.93673e+6,1.87541e+6,1.29743e+6,5.80476e+6,795277,1.10195e+6,250701,2.47870e+6,5.73813e+6,3.17616e+6,-261586,2.88911e+6,5.54339e+6,3.52682e+6,1.21719e+6,1.58688e+6,629490,1.96589e+6,5.06645e+6,-2.16055e+6,2.51670e+6,1.99913e+6,-86333.0,2.13879e+6,1.70198e+6,2.89075e+6,2.61519e+6,4.34161e+6,291309,1.44284e+6,913259,2.27438e+6,-1.93256e+6,2.82864e+6,407914,1.56641e+6,-2.30260e+6,-786403,3.23058e+6,2.08744e+6,2.91514e+6,5.24754e+6,1.30964e+6,-904736,2.76889e+6,4.81862e+6,-390951,2.26517e+6,1.18604e+6,-542979,3.23969e+6
-0.229795,2.93116e+6,-1.26700e+6,462219,3.02707e+6,2.05924e+6,1.97531e+6,872575,1.84615e+6,1.84503e+6,1.89638e+6,1.18143e+6,5.84925e+6,894320,1.12339e+6,366064,2.32275e+6,5.81002e+6,3.17094e+6,-160716,2.90945e+6,5.60532e+6,3.52894e+6,1.16976e+6,1.57526e+6,673501,2.00920e+6,5.06471e+6,-2.30573e+6,2.52809e+6,2.06373e+6,-158230,2.28135e+6,1.85628e+6,2.87846e+6,2.65905e+6,4.35791e+6,376194,1.59233e+6,1.01263e+6,2.23599e+6,-2.03758e+6,2.66943e+6,400442,1.51583e+6,-2.30791e+6,-703811,3.13964e+6,2.03150e+6,2.87795e+6,5.26166e+6,1.31448e+6,-958787,2.67714e+6,4.72278e+6,-466558,2.17220e+6,1.31637e+6,-519663,3.20822e+6
