2H chemical shift (ppm),FA_20240105_2H_yeast_1.5.ser#1,FA_20240105_2H_yeast_1.5.ser#2,FA_20240105_2H_yeast_1.5.ser#3,FA_20240105_2H_yeast_1.5.ser#4,FA_20240105_2H_yeast_1.5.ser#5,FA_20240105_2H_yeast_1.5.ser#6,FA_20240105_2H_yeast_1.5.ser#7,FA_20240105_2H_yeast_1.5.ser#8,FA_20240105_2H_yeast_1.5.ser#9,FA_20240105_2H_yeast_1.5.ser#10,FA_20240105_2H_yeast_1.5.ser#11,FA_20240105_2H_yeast_1.5.ser#12,FA_20240105_2H_yeast_1.5.ser#13,FA_20240105_2H_yeast_1.5.ser#14,FA_20240105_2H_yeast_1.5.ser#15,FA_20240105_2H_yeast_1.5.ser#16,FA_20240105_2H_yeast_1.5.ser#17,FA_20240105_2H_yeast_1.5.ser#18,FA_20240105_2H_yeast_1.5.ser#19,FA_20240105_2H_yeast_1.5.ser#20,FA_20240105_2H_yeast_1.5.ser#21,FA_20240105_2H_yeast_1.5.ser#22,FA_20240105_2H_yeast_1.5.ser#23,FA_20240105_2H_yeast_1.5.ser#24,FA_20240105_2H_yeast_1.5.ser#25,FA_20240105_2H_yeast_1.5.ser#26,FA_20240105_2H_yeast_1.5.ser#27,FA_20240105_2H_yeast_1.5.ser#28,FA_20240105_2H_yeast_1.5.ser#29,FA_20240105_2H_yeast_1.5.ser#30,FA_20240105_2H_yeast_1.5.ser#31,FA_20240105_2H_yeast_1.5.ser#32,FA_20240105_2H_yeast_1.5.ser#33,FA_20240105_2H_yeast_1.5.ser#34,FA_20240105_2H_yeast_1.5.ser#35,FA_20240105_2H_yeast_1.5.ser#36,FA_20240105_2H_yeast_1.5.ser#37,FA_20240105_2H_yeast_1.5.ser#38,FA_20240105_2H_yeast_1.5.ser#39,FA_20240105_2H_yeast_1.5.ser#40,FA_20240105_2H_yeast_1.5.ser#41,FA_20240105_2H_yeast_1.5.ser#42,FA_20240105_2H_yeast_1.5.ser#43,FA_20240105_2H_yeast_1.5.ser#44,FA_20240105_2H_yeast_1.5.ser#45,FA_20240105_2H_yeast_1.5.ser#46,FA_20240105_2H_yeast_1.5.ser#47,FA_20240105_2H_yeast_1.5.ser#48,FA_20240105_2H_yeast_1.5.ser#49,FA_20240105_2H_yeast_1.5.ser#50,FA_20240105_2H_yeast_1.5.ser#51,FA_20240105_2H_yeast_1.5.ser#52,FA_20240105_2H_yeast_1.5.ser#53,FA_20240105_2H_yeast_1.5.ser#54,FA_20240105_2H_yeast_1.5.ser#55,FA_20240105_2H_yeast_1.5.ser#56,FA_20240105_2H_yeast_1.5.ser#57,FA_20240105_2H_yeast_1.5.ser#58,FA_20240105_2H_yeast_1.5.ser#59,FA_20240105_2H_yeast_1.5.ser#60,FA_20240105_2H_yeast_1.5.ser#61,FA_20240105_2H_yeast_1.5.ser#62,FA_20240105_2H_yeast_1.5.ser#63,FA_20240105_2H_yeast_1.5.ser#64,FA_20240105_2H_yeast_1.5.ser#65,FA_20240105_2H_yeast_1.5.ser#66,FA_20240105_2H_yeast_1.5.ser#67,FA_20240105_2H_yeast_1.5.ser#68,FA_20240105_2H_yeast_1.5.ser#69,FA_20240105_2H_yeast_1.5.ser#70,FA_20240105_2H_yeast_1.5.ser#71,FA_20240105_2H_yeast_1.5.ser#72,FA_20240105_2H_yeast_1.5.ser#73,FA_20240105_2H_yeast_1.5.ser#74,FA_20240105_2H_yeast_1.5.ser#75,FA_20240105_2H_yeast_1.5.ser#76,FA_20240105_2H_yeast_1.5.ser#77,FA_20240105_2H_yeast_1.5.ser#78,FA_20240105_2H_yeast_1.5.ser#79,FA_20240105_2H_yeast_1.5.ser#80,FA_20240105_2H_yeast_1.5.ser#81,FA_20240105_2H_yeast_1.5.ser#82,FA_20240105_2H_yeast_1.5.ser#83,FA_20240105_2H_yeast_1.5.ser#84,FA_20240105_2H_yeast_1.5.ser#85,FA_20240105_2H_yeast_1.5.ser#86,FA_20240105_2H_yeast_1.5.ser#87,FA_20240105_2H_yeast_1.5.ser#88,FA_20240105_2H_yeast_1.5.ser#89,FA_20240105_2H_yeast_1.5.ser#90,FA_20240105_2H_yeast_1.5.ser#91,FA_20240105_2H_yeast_1.5.ser#92,FA_20240105_2H_yeast_1.5.ser#93,FA_20240105_2H_yeast_1.5.ser#94,FA_20240105_2H_yeast_1.5.ser#95,FA_20240105_2H_yeast_1.5.ser#96,FA_20240105_2H_yeast_1.5.ser#97,FA_20240105_2H_yeast_1.5.ser#98,FA_20240105_2H_yeast_1.5.ser#99,FA_20240105_2H_yeast_1.5.ser#100,FA_20240105_2H_yeast_1.5.ser#101,FA_20240105_2H_yeast_1.5.ser#102,FA_20240105_2H_yeast_1.5.ser#103,FA_20240105_2H_yeast_1.5.ser#104,FA_20240105_2H_yeast_1.5.ser#105,FA_20240105_2H_yeast_1.5.ser#106,FA_20240105_2H_yeast_1.5.ser#107,FA_20240105_2H_yeast_1.5.ser#108,FA_20240105_2H_yeast_1.5.ser#109,FA_20240105_2H_yeast_1.5.ser#110,FA_20240105_2H_yeast_1.5.ser#111,FA_20240105_2H_yeast_1.5.ser#112,FA_20240105_2H_yeast_1.5.ser#113,FA_20240105_2H_yeast_1.5.ser#114,FA_20240105_2H_yeast_1.5.ser#115,FA_20240105_2H_yeast_1.5.ser#116,FA_20240105_2H_yeast_1.5.ser#117,FA_20240105_2H_yeast_1.5.ser#118,FA_20240105_2H_yeast_1.5.ser#119,FA_20240105_2H_yeast_1.5.ser#120,FA_20240105_2H_yeast_1.5.ser#121,FA_20240105_2H_yeast_1.5.ser#122,FA_20240105_2H_yeast_1.5.ser#123,FA_20240105_2H_yeast_1.5.ser#124,FA_20240105_2H_yeast_1.5.ser#125,FA_20240105_2H_yeast_1.5.ser#126,FA_20240105_2H_yeast_1.5.ser#127,FA_20240105_2H_yeast_1.5.ser#128,FA_20240105_2H_yeast_1.5.ser#129,FA_20240105_2H_yeast_1.5.ser#130,FA_20240105_2H_yeast_1.5.ser#131,FA_20240105_2H_yeast_1.5.ser#132,FA_20240105_2H_yeast_1.5.ser#133,FA_20240105_2H_yeast_1.5.ser#134,FA_20240105_2H_yeast_1.5.ser#135,FA_20240105_2H_yeast_1.5.ser#136,FA_20240105_2H_yeast_1.5.ser#137,FA_20240105_2H_yeast_1.5.ser#138,FA_20240105_2H_yeast_1.5.ser#139,FA_20240105_2H_yeast_1.5.ser#140,FA_20240105_2H_yeast_1.5.ser#141,FA_20240105_2H_yeast_1.5.ser#142,FA_20240105_2H_yeast_1.5.ser#143,FA_20240105_2H_yeast_1.5.ser#144,FA_20240105_2H_yeast_1.5.ser#145,FA_20240105_2H_yeast_1.5.ser#146,FA_20240105_2H_yeast_1.5.ser#147,FA_20240105_2H_yeast_1.5.ser#148,FA_20240105_2H_yeast_1.5.ser#149,FA_20240105_2H_yeast_1.5.ser#150,FA_20240105_2H_yeast_1.5.ser#151,FA_20240105_2H_yeast_1.5.ser#152,FA_20240105_2H_yeast_1.5.ser#153,FA_20240105_2H_yeast_1.5.ser#154,FA_20240105_2H_yeast_1.5.ser#155,FA_20240105_2H_yeast_1.5.ser#156,FA_20240105_2H_yeast_1.5.ser#157,FA_20240105_2H_yeast_1.5.ser#158,FA_20240105_2H_yeast_1.5.ser#159,FA_20240105_2H_yeast_1.5.ser#160,FA_20240105_2H_yeast_1.5.ser#161,FA_20240105_2H_yeast_1.5.ser#162,FA_20240105_2H_yeast_1.5.ser#163,FA_20240105_2H_yeast_1.5.ser#164,FA_20240105_2H_yeast_1.5.ser#165,FA_20240105_2H_yeast_1.5.ser#166,FA_20240105_2H_yeast_1.5.ser#167,FA_20240105_2H_yeast_1.5.ser#168,FA_20240105_2H_yeast_1.5.ser#169,FA_20240105_2H_yeast_1.5.ser#170,FA_20240105_2H_yeast_1.5.ser#171,FA_20240105_2H_yeast_1.5.ser#172,FA_20240105_2H_yeast_1.5.ser#173,FA_20240105_2H_yeast_1.5.ser#174,FA_20240105_2H_yeast_1.5.ser#175,FA_20240105_2H_yeast_1.5.ser#176,FA_20240105_2H_yeast_1.5.ser#177,FA_20240105_2H_yeast_1.5.ser#178,FA_20240105_2H_yeast_1.5.ser#179,FA_20240105_2H_yeast_1.5.ser#180
-1.27847,132.664,-242.262,-81.2734,165.79,-195.45,476.504,431.65,-58.9722,-26.9813,505.096,-11.9618,1.22147,565.135,-532.714,-546.228,303.829,-56.4007,-175.784,71.0501,-279.009,544.231,-508.829,23.909,-262.402,410.006,-232.922,141.415,-279.865,-318.252,81.3749,345.652,-3.22661,-285.076,239.943,-764.476,241.755,254.653,-202.071,-83.4473,-550.057,-405.022,-163.236,279.353,-676.287,420.613,230.803,344.434,589.72,289.128,97.3459,-281.626,-596.739,-21.7111,-301.207,75.9678,435.842,-290.032,-153.727,98.0915,649.518,-252.711,267.652,158.109,-474.825,-67.1761,16.9573,317.14,264.286,238.071,53.7852,-386.588,-124.088,500.145,472.54,551.269,-200.3,360.268,31.0993,-27.301,-84.7137,-375.509,-10.9484,292.032,-30.7567,-7.53552,467.32,-291.038,33.346,118.923,492.451,400.665,-246.645,-99.4868,175.452,22.2206,333.511,220.536,-629.663,-308.678,-183.672,420.728,351.666,815.499,-64.539,165.845,294.564,486.831,278.758,631.243,-149.512,214.954,-106.543,46.3039,242.278,-92.7989,884.54,638.663,229.903,-110.98,-85.0371,453.735,-235.27,-233.683,-245.168,46.3635,-59.7348,192.976,-180.963,-63.9963,242.269,-230.796,224.358,469.022,103.124,-250.637,-53.5891,169.11,-54.2213,82.9686,166.049,435.194,-77.2903,316.041,112.69,531.173,-30.4124,108.364,-328.156,-86.3695,-257.631,-379.305,153.072,-133.894,154.732,82.6443,-24.558,-217.868,476.192,-121.168,318.618,171.497,338.421,136.125,293.344,114.341,511.607,599.426,131.403,-308.082,-32.424,30.3338,839.207,143.14,-296.68,-518.161,276.182,24.5713,72.7824,-43.4782,594.77
-1.27033,87.34,-272.357,-87.7881,199.851,-219.654,484.384,291.356,100.978,12.9813,430.805,26.668,-6.68495,661.631,-456.835,-637.341,228.533,-33.9417,-88.1983,37.8441,-143.453,450.967,-511.291,63.7645,-162.41,403.819,-228.501,96.8657,-309.314,-297.15,79.0605,339.713,102.223,-251.435,321.512,-680.034,327.108,225.972,-158.361,-6.36971,-578.023,-335.073,-87.3081,182.798,-695.469,357.843,127.837,321.042,597.178,160.687,92.9162,-280.277,-662.971,-35.9698,-288.353,19.9198,556.07,-276.855,-67.0942,38.5448,745.073,-344.929,281.262,126.551,-437.609,-105.116,-57.8603,267.086,302.642,39.3382,18.7465,-417.355,-94.9314,438.568,471.184,581.229,-119.075,450.372,-9.04669,7.67698,-206.601,-366.937,12.1878,347.505,-10.1125,6.54903,496.082,-274.672,100.724,237.209,533.091,454.812,-272.851,-25.5992,211.741,121.581,398.477,134.967,-563.896,-280.664,-8.04386,423.324,387.031,691.65,-81.2773,137.701,432.604,411.914,221.514,603.497,-59.0509,166.021,-37.5813,-112.923,243.895,-64.9935,824.871,759.369,157.919,-210.406,-87.5964,440.405,-282.233,-278.88,-287.147,66.2814,-29.0245,220.671,-67.8551,-83.079,275.449,-203.476,223.126,488.556,227.131,-289.328,55.4309,236.681,-153.15,91.0087,192.376,459.609,-108.804,269.431,89.2245,612.016,58.7526,247.061,-301.031,-4.6602,-188.566,-509.193,136.499,-106.721,168.953,19.4194,44.2949,-190.158,458.962,-108.598,447.683,191.776,425.1,106.516,354.648,32.1829,384.532,650.142,182.952,-317.902,-53.5957,55.3783,724.284,192.376,-273.267,-513.645,239.045,-48.8294,20.1029,-132.632,589.195
-1.26218,104.777,-274.844,-93.4503,200.643,-217.601,459.451,156.536,227.917,3.04895,323.932,28.4663,18.9612,658.875,-408.639,-715.786,162.667,-48.3551,42.014,10.4388,-32.7935,345.073,-488.162,118.227,-25.9142,324.96,-143.055,89.7539,-296.356,-229.038,78.7166,269.583,260.639,-226.256,353.696,-561.359,418.377,196.02,-88.3744,22.6727,-531.381,-232.541,31.5871,87.7492,-648.915,298.163,72.1488,245.082,573.541,58.3074,30.4695,-247.942,-726.164,-85.7943,-299.767,-1.37666,704.53,-208.381,16.6588,-8.11356,819.759,-459.811,282.473,53.959,-358.467,-114.124,-112.533,227.115,328.134,-95.0691,22.1427,-456.878,-80.2745,366.521,433.568,597.745,-25.8516,597.439,-2.22845,-22.5346,-336.963,-334.177,73.0121,386.803,4.95508,43.3583,477.587,-241.416,143.362,309.47,510.733,419.976,-325.236,52.3651,277.086,180.264,418.219,31.3091,-493.225,-262.714,177.053,414.23,443.098,592.802,-81.0805,140.261,575.649,329.912,195.291,514.515,56.3302,106.859,74.3026,-221.177,248.503,-7.01711,741.492,810.07,29.623,-280.402,-87.6311,364.015,-339.72,-202.881,-313.195,65.1348,-29.2323,257.068,49.3798,-77.9428,269.814,-157.299,204.637,496.82,337.153,-301.539,146.01,256.856,-208.578,141.823,247.824,466.693,-158.314,206.331,71.1952,642.018,162.935,367.358,-246.752,42.4983,-125.384,-622.848,85.0006,-88.7916,109.4,43.0672,83.1099,-104.658,468.123,-97.7027,601.555,264.223,467.297,44.37,424.828,-36.9856,219.872,633.549,210.032,-303.339,-126.926,42.2942,643.401,245.547,-179.465,-474.508,258.633,-65.3267,-38.5157,-200.826,573.05
-1.25404,141.804,-279.009,-85.0606,215.771,-197.056,413.849,53.2119,288.419,-26.3576,226.224,-6.0144,68.1421,577.799,-409.934,-782.417,93.7862,-65.4721,161.795,20.0238,32.3913,216.998,-433.806,149.75,127.337,205.126,-18.2905,96.79,-243.055,-154.639,89.114,153.676,440.457,-212.541,383.414,-438.569,479.978,163.794,-23.8744,11.0185,-438.38,-114.016,153.563,32.6236,-585.882,234.295,79.5817,159.637,531.765,-29.2418,-37.638,-226.063,-765.99,-108.986,-303.137,15.6033,782.285,-110.461,55.588,-18.5318,890.95,-558.697,264.897,1.45617,-247.426,-81.925,-165.616,192.267,369.005,-157.993,42.2621,-443.477,-32.2471,302.055,343.135,613.577,77.9062,811.72,41.1989,-80.636,-436.237,-300.744,128.004,391.114,52.1166,99.7053,376.414,-242.265,175.657,318.072,458.596,314.384,-376.011,133.392,360.416,208.03,410.086,-78.3437,-420.431,-251.238,335.826,385.538,475.406,506.019,-88.5296,171.951,698.794,238.597,205.138,375.703,149.071,23.9663,155.314,-281.989,268.005,98.1199,663.038,795.941,-107.492,-296.054,-130.592,267.905,-367.052,-67.6255,-316.12,67.3805,-43.8149,317.51,194.31,-75.2567,237.258,-122.999,172.935,487.143,379.391,-296.39,203.788,271.808,-193.297,236.44,322.181,431.444,-236.895,123.531,98.7351,608.682,258.296,411.508,-174.186,67.682,-78.2507,-695.06,17.8209,-82.2513,-10.5496,165.577,81.7161,33.1898,451.647,-101.101,758.483,355.884,469.089,-63.2425,486.309,-115.257,68.4573,539.291,215.415,-286.007,-183.418,68.2412,553.448,267.122,-44.9682,-396.067,293.574,-34.164,-113.347,-236.526,545.355
-1.24589,156.271,-292.898,-70.9485,284.279,-154.05,351.016,-32.791,313.385,-14.3095,174.318,-33.1872,114.099,476.104,-429.578,-841.604,22.4356,-38.9724,210.641,36.0656,76.2379,70.5551,-356.729,140.957,264.83,76.2089,92.0621,99.1979,-172.604,-122.702,98.9257,36.5471,598.017,-202.444,396.315,-367.138,510.912,162.561,9.31795,-52.8814,-332.502,-52.1773,244.369,9.75303,-538.918,126.71,126.87,100.796,471.34,-111.341,-73.2567,-233.76,-740.982,-74.1105,-249.829,60.1513,724.509,-57.9411,48.7722,-14.2906,949.212,-628.271,222.171,-5.34568,-158.404,-20.3478,-200.075,158.203,442.729,-185.761,49.8751,-363.694,44.1833,254.415,222.748,619.981,187.244,1028.38,104.017,-72.0495,-459.377,-262.879,171.992,349.548,115.858,164.482,181.46,-308.587,221.285,279.862,405.512,167.393,-410.795,220.196,441.106,200.839,395.105,-146.553,-335.443,-255.457,426.157,346.177,474.587,434.234,-91.1849,201.32,777.591,173.34,261.584,222.403,197.161,-58.7389,197.492,-267.475,304.547,244.817,629.67,758.351,-211.466,-271.282,-197.086,223.603,-334.483,49.0001,-296.661,83.4535,-69.5217,404.385,367.513,-101.2,190.451,-128.686,137.286,478.547,330.873,-296.966,254.175,297.011,-139.732,326.279,375.892,335.574,-325.673,24.7509,214.933,536.852,275.528,392.47,-70.8023,113.936,-35.4298,-706.866,-32.1197,-87.0092,-132.016,286.538,46.0483,158.191,376.833,-102.15,887.35,442.94,477.984,-204.345,531.482,-186.706,-1.06966,423.303,219.766,-301.176,-177.529,142.7,477.642,224.625,78.8624,-304.647,304.423,14.5979,-189.469,-228.137,537.166
-1.23775,130.774,-297.061,-49.4869,376.244,-93.3138,261.224,-81.4064,328.306,61.1776,152.097,-34.2396,116.913,385.447,-441.1,-899.024,-10.8821,17.4562,199.406,31.3821,143.391,-32.9442,-268.153,106.855,355.017,-69.0508,178.09,110.098,-111.379,-144.444,122.835,-45.199,697.548,-209.45,363.566,-355.514,535.179,209.712,-8.61201,-163.462,-214.871,-104.358,321.59,-19.3593,-530.432,-10.9526,187.148,93.3273,380.658,-160.868,-117.452,-268.488,-610.135,2.16994,-120.567,107.272,569.404,-94.3434,18.252,-26.8281,982.901,-663.208,162.774,12.7442,-156.922,20.731,-185.209,112.316,523.386,-191.638,16.7906,-237.368,142.734,215.313,123.181,624.136,273.331,1186.62,184.243,15.5647,-375.33,-236.92,239.002,286.245,140.916,208.31,-51.9479,-392.871,318.23,235.761,338.678,36.2534,-414.089,302.985,493.242,149.399,393.845,-160.117,-225.767,-285.02,453.906,304.51,443.772,444.57,-115.673,213.61,792.729,159.86,341.107,100.561,211.464,-110.073,250.041,-151.346,351.152,380.37,637.141,716.872,-277.865,-246.293,-236.593,278.722,-253.664,119.373,-261.595,104.992,-105.8,502.781,506.918,-142.593,156.17,-139.212,111.85,461.007,202.663,-324.084,308.998,341.717,-116.253,368.007,387.538,196.164,-390.292,-88.5612,392.946,456.803,183.881,366.299,84.4385,205.544,0.376353,-678.339,-62.7965,-127.186,-195.484,340.192,-12.8638,206.598,283.006,-50.8267,961.042,505.891,515.025,-363.307,541.977,-218.744,18.3396,341.297,247.729,-340.827,-127.052,223.165,473.005,118.249,145.248,-226.111,279.75,76.5069,-251.127,-177.353,568.681
-1.2296,81.584,-268.281,-4.32578,455.648,-22.0671,145.795,-73.1956,314.581,177.843,113.234,-12.4356,75.1317,268.2,-426.238,-921.024,23.8267,80.1397,176.296,20.7089,231.962,-57.5111,-171.756,81.3237,404.496,-247.91,232.603,142.258,-44.0443,-177.574,190.197,-93.1796,756.33,-234.21,304.423,-360.142,558.009,283.154,-65.117,-282.751,-98.4608,-261.542,390.559,-62.7711,-558.834,-132.306,237.847,154.793,251.725,-164.391,-200.627,-332.613,-379.594,91.7175,57.7433,133.598,426.307,-206.097,-25.7146,-80.4841,976.731,-665.367,116.614,31.0946,-199.126,-1.27351,-139.194,68.307,589.584,-158.635,-30.7897,-109.031,249.869,216.269,86.8942,643.041,293.785,1264.7,261.502,158.247,-214.891,-248.279,319.997,241.091,100.546,188.507,-249.125,-427.687,467.233,226.921,250.051,-64.3597,-374.997,363.139,511.148,57.1868,433.915,-142.813,-103.502,-337.08,468.73,244.965,388.59,569.421,-179.45,220.364,751.209,191.641,384.905,26.4598,217.272,-126.824,324.719,25.9222,392.099,432.377,657.062,651.178,-298.215,-249.875,-229,397.089,-166.132,127.601,-214.287,115.22,-133.984,592.611,538.519,-153.593,151.923,-127.484,105.586,405.519,36.054,-366.439,351.449,415.194,-144.323,362.8,361.367,75.8058,-401.366,-209.772,554.283,366.755,40.545,373.974,265.814,326.025,24.2368,-636.631,-83.6072,-186.522,-177.638,355.507,-59.3721,184.158,218.842,62.4013,957.771,532.798,549.993,-521.494,526.632,-183.722,79.9857,304.846,303.766,-344.642,-70.0714,277.752,535.82,-23.4252,148.924,-166.093,231.749,165.982,-290.546,-98.2301,619.687
-1.22146,46.0124,-214.607,75.8346,506.123,59.8045,37.4308,-40.4737,270.411,298.569,52.0041,13.8116,51.1415,93.7546,-400.742,-884.791,104.951,151.272,153.906,12.8676,283.042,-59.3218,-74.9804,104.727,431.238,-436.573,247.217,164.812,49.4838,-171.891,303.397,-135.81,785.201,-246.248,257.822,-343.062,561.376,343.634,-136.943,-360.851,-16.5629,-448.445,435.254,-108.916,-582.113,-178.632,248.63,256.895,99.856,-132.889,-291.808,-447.034,-128.311,195.228,228.563,141.41,378.592,-333.073,-80.998,-168.803,895.795,-652.623,129.316,39.4876,-187.839,-75.7458,-102.049,42.8142,646.036,-75.0635,-39.4623,-37.2224,332.996,288.269,100.431,680.445,251.743,1241.08,294.676,329.241,-37.0599,-295.491,360.65,224.761,22.1657,85.9345,-356.181,-415.854,603.843,274.215,153.651,-156.788,-307.826,395.809,507.79,-33.0917,508.288,-106.484,5.17996,-382.534,495.348,170.978,332.678,754.737,-224.276,226.607,687.668,253.293,376.033,-20.2881,244.869,-121.764,368.011,180.937,382.779,373.919,659.803,553.688,-266.649,-259.359,-180.208,506.155,-100.49,55.7162,-136.449,90.5342,-138.569,639.075,463.424,-101.514,165.656,-97.892,118.315,348.6,-100.749,-402.445,370.31,477.549,-200.628,346.188,306.296,20.0977,-341.57,-338.439,658.206,266.358,-85.726,406.361,405.701,430.411,44.4138,-597.255,-106.853,-202.185,-105.4,345.662,-28.7293,161.822,180.431,179.121,863.325,545.616,560.976,-632.86,505.839,-114.09,165.691,316.688,374.458,-288.079,-54.1807,286.983,605.57,-139.549,121.576,-133.19,177.935,277.728,-286.756,11.052,646.297
-1.21331,43.0047,-174.311,178.647,505.133,147.288,-23.8218,-26.395,218.762,364.987,1.96155,28.4268,97.6712,-90.1883,-392.753,-807.551,183.595,210.076,113.612,-5.75916,279.945,-96.7469,9.42071,160.88,425.12,-561.091,232.643,155.961,151.089,-125.515,413.689,-183.505,754.994,-217.115,243.188,-300.582,562.851,355.457,-199.751,-386.093,10.0405,-585.721,453.127,-124.153,-577.013,-118.867,202.851,359.922,-31.5298,-84.7184,-350.188,-581.447,53.8313,306.098,364.201,138.589,426.666,-404.84,-123.655,-254.699,722.758,-628.631,216.526,45.7799,-114.961,-150.17,-95.6376,20.6027,685.639,45.3662,10.5397,-20.1061,367.957,402.514,131.979,727.07,187.008,1139.26,274.441,472.811,129.937,-356.999,340.856,213.478,-43.1922,-69.1378,-365.945,-383.073,658.345,362.116,67.9554,-215.226,-232.333,433.407,478.437,-80.8414,555.955,-55.3902,60.7088,-398.875,530.401,127.716,301.32,932.689,-201.497,232.53,626.152,316.169,337.736,-37.7308,283.581,-99.9992,324.032,263.667,290.066,208.336,647.572,458.312,-178.546,-230.276,-100.877,581.586,-56.9803,-66.7798,-8.56665,30.3584,-151.499,636.484,346.965,17.8895,173.798,-43.4556,142.404,351.337,-156.186,-425.375,361.062,510.157,-266.764,344.396,230.132,34.6029,-220.468,-480.47,723.968,181.526,-178.382,431.373,458.88,462.785,57.0628,-566.864,-142.891,-164.058,-24.9028,273.416,76.9752,176.154,166.841,233.155,690.382,569.025,563.099,-662.621,487.973,-64.3871,275.942,388.964,429.048,-218.09,-100.092,253.067,621.73,-166.176,78.0877,-140.261,151.28,385.867,-240.955,126.253,627.372
-1.20517,44.2363,-180.716,275.251,458.286,220.414,-44.2217,-22.7021,185.436,359.273,-24.8395,22.7255,200.795,-201.617,-380.094,-693.374,232.26,215.614,53.198,-41.2641,263.032,-166.085,58.4125,189.595,375.806,-575.209,215.82,169.967,218.625,-86.6508,461.012,-229.963,653.454,-134.923,257.717,-230.763,597.437,308.863,-222.199,-368.41,-32.5534,-654.139,439.969,-59.8287,-554.82,12.0757,127.794,466.291,-104.267,-36.5863,-374.806,-665.597,134.86,402.725,468,111.221,503.809,-398.667,-144.627,-327.219,487.44,-588.038,350.83,41.7548,-25.5838,-190.019,-121.649,-29.1459,665.831,190.828,83.7103,-27.4051,345.005,502.846,163.68,742.173,117.999,1022.03,213,550.036,267.32,-406.742,304.314,187.622,-57.0234,-206.108,-311.135,-319.831,621.624,446.279,14.0481,-197.455,-172.434,505.943,411.863,-74.3128,518.965,3.90789,42.7345,-393.023,549.551,131.039,280.129,1065.8,-129.883,239.899,536.174,355.138,304.658,-26.6265,280.763,-33.6231,189.373,315.342,169.703,-27.851,647.994,402.966,-44.7497,-160.045,8.91086,633.594,-24.5429,-165.509,145.727,-50.0048,-220.617,626.122,244.734,165.489,181.229,43.6241,177.387,408.795,-166.495,-430.591,312.051,561.417,-352.426,357.77,156.53,94.5863,-72.9263,-593.476,786.199,156.835,-225.682,449.342,462.389,421.641,59.2366,-512.37,-178.274,-138.082,39.6742,131.408,170.921,207.203,183.818,202.106,509.666,593.136,587.791,-624.512,475.875,-27.2744,385.536,516.276,423.615,-180.845,-183.694,192.807,587.173,-95.5362,15.8813,-180.309,177.307,466.933,-179.642,182.693,589.123
-1.19702,13.5459,-233.465,349.736,373.978,278.477,-47.6401,9.05451,169.18,348.91,-33.763,12.9078,313.05,-215.376,-349.238,-516.118,229.057,163.615,-23.2755,-73.4342,260.02,-235.44,61.85,165.563,305.84,-502.649,195.893,244.144,253.227,-78.3235,442.617,-262.639,511.987,2.17106,290.635,-109.574,647.44,246.708,-181.122,-291.665,-133.365,-671.178,386.058,86.437,-511.217,155.401,59.3867,581.086,-122.256,-8.70513,-378.289,-672.898,144.312,466.285,532.411,59.8958,537.016,-360.339,-170.944,-388.784,246.822,-534.875,476.737,14.6379,71.5871,-186.993,-178.828,-103.64,549.804,346.772,136.699,-61.503,291.146,558.01,198.2,694.584,57.8768,915.512,136.75,560.809,340.621,-436.842,297.582,166.951,-24.6981,-282.349,-215.865,-204.208,548.555,490.344,3.98335,-106.35,-156.194,603.217,323.741,-35.9962,397.283,75.5561,-22.036,-372.588,515.716,161.956,259.776,1113,-71.8039,252.733,401.456,371.17,317.768,-19.1089,221.588,85.7601,35.0098,406.04,100.395,-275.293,670.841,373.086,106.749,-94.3807,156.952,651.633,25.9004,-211.043,259.65,-150.738,-325.463,616.915,157.7,301.305,214.235,139.418,219.002,477.952,-206.46,-424.036,239.856,633.423,-441.905,365.393,108.721,159.676,62.2864,-637.861,865.831,197.48,-196.47,475.329,471.544,362.187,82.1423,-398.043,-212.274,-160.233,103.292,-16.9686,203.871,217.526,209.826,109.805,398.974,593.421,637.24,-541.757,453.491,16.1904,468.866,653.226,357.789,-175.381,-286.227,116.171,541.002,36.4962,-41.1475,-222.079,249.017,520.765,-116.701,148.331,566.189
