2H chemical shift (ppm),FA_20240105_2H_yeast_1.5.ser#1,FA_20240105_2H_yeast_1.5.ser#2,FA_20240105_2H_yeast_1.5.ser#3,FA_20240105_2H_yeast_1.5.ser#4,FA_20240105_2H_yeast_1.5.ser#5,FA_20240105_2H_yeast_1.5.ser#6,FA_20240105_2H_yeast_1.5.ser#7,FA_20240105_2H_yeast_1.5.ser#8,FA_20240105_2H_yeast_1.5.ser#9,FA_20240105_2H_yeast_1.5.ser#10,FA_20240105_2H_yeast_1.5.ser#11,FA_20240105_2H_yeast_1.5.ser#12,FA_20240105_2H_yeast_1.5.ser#13,FA_20240105_2H_yeast_1.5.ser#14,FA_20240105_2H_yeast_1.5.ser#15,FA_20240105_2H_yeast_1.5.ser#16,FA_20240105_2H_yeast_1.5.ser#17,FA_20240105_2H_yeast_1.5.ser#18,FA_20240105_2H_yeast_1.5.ser#19,FA_20240105_2H_yeast_1.5.ser#20,FA_20240105_2H_yeast_1.5.ser#21,FA_20240105_2H_yeast_1.5.ser#22,FA_20240105_2H_yeast_1.5.ser#23,FA_20240105_2H_yeast_1.5.ser#24,FA_20240105_2H_yeast_1.5.ser#25,FA_20240105_2H_yeast_1.5.ser#26,FA_20240105_2H_yeast_1.5.ser#27,FA_20240105_2H_yeast_1.5.ser#28,FA_20240105_2H_yeast_1.5.ser#29,FA_20240105_2H_yeast_1.5.ser#30,FA_20240105_2H_yeast_1.5.ser#31,FA_20240105_2H_yeast_1.5.ser#32,FA_20240105_2H_yeast_1.5.ser#33,FA_20240105_2H_yeast_1.5.ser#34,FA_20240105_2H_yeast_1.5.ser#35,FA_20240105_2H_yeast_1.5.ser#36,FA_20240105_2H_yeast_1.5.ser#37,FA_20240105_2H_yeast_1.5.ser#38,FA_20240105_2H_yeast_1.5.ser#39,FA_20240105_2H_yeast_1.5.ser#40,FA_20240105_2H_yeast_1.5.ser#41,FA_20240105_2H_yeast_1.5.ser#42,FA_20240105_2H_yeast_1.5.ser#43,FA_20240105_2H_yeast_1.5.ser#44,FA_20240105_2H_yeast_1.5.ser#45,FA_20240105_2H_yeast_1.5.ser#46,FA_20240105_2H_yeast_1.5.ser#47,FA_20240105_2H_yeast_1.5.ser#48,FA_20240105_2H_yeast_1.5.ser#49,FA_20240105_2H_yeast_1.5.ser#50,FA_20240105_2H_yeast_1.5.ser#51,FA_20240105_2H_yeast_1.5.ser#52,FA_20240105_2H_yeast_1.5.ser#53,FA_20240105_2H_yeast_1.5.ser#54,FA_20240105_2H_yeast_1.5.ser#55,FA_20240105_2H_yeast_1.5.ser#56,FA_20240105_2H_yeast_1.5.ser#57,FA_20240105_2H_yeast_1.5.ser#58,FA_20240105_2H_yeast_1.5.ser#59,FA_20240105_2H_yeast_1.5.ser#60,FA_20240105_2H_yeast_1.5.ser#61,FA_20240105_2H_yeast_1.5.ser#62,FA_20240105_2H_yeast_1.5.ser#63,FA_20240105_2H_yeast_1.5.ser#64,FA_20240105_2H_yeast_1.5.ser#65,FA_20240105_2H_yeast_1.5.ser#66,FA_20240105_2H_yeast_1.5.ser#67,FA_20240105_2H_yeast_1.5.ser#68,FA_20240105_2H_yeast_1.5.ser#69,FA_20240105_2H_yeast_1.5.ser#70,FA_20240105_2H_yeast_1.5.ser#71,FA_20240105_2H_yeast_1.5.ser#72,FA_20240105_2H_yeast_1.5.ser#73,FA_20240105_2H_yeast_1.5.ser#74,FA_20240105_2H_yeast_1.5.ser#75,FA_20240105_2H_yeast_1.5.ser#76,FA_20240105_2H_yeast_1.5.ser#77,FA_20240105_2H_yeast_1.5.ser#78,FA_20240105_2H_yeast_1.5.ser#79,FA_20240105_2H_yeast_1.5.ser#80,FA_20240105_2H_yeast_1.5.ser#81,FA_20240105_2H_yeast_1.5.ser#82,FA_20240105_2H_yeast_1.5.ser#83,FA_20240105_2H_yeast_1.5.ser#84,FA_20240105_2H_yeast_1.5.ser#85,FA_20240105_2H_yeast_1.5.ser#86,FA_20240105_2H_yeast_1.5.ser#87,FA_20240105_2H_yeast_1.5.ser#88,FA_20240105_2H_yeast_1.5.ser#89,FA_20240105_2H_yeast_1.5.ser#90,FA_20240105_2H_yeast_1.5.ser#91,FA_20240105_2H_yeast_1.5.ser#92,FA_20240105_2H_yeast_1.5.ser#93,FA_20240105_2H_yeast_1.5.ser#94,FA_20240105_2H_yeast_1.5.ser#95,FA_20240105_2H_yeast_1.5.ser#96,FA_20240105_2H_yeast_1.5.ser#97,FA_20240105_2H_yeast_1.5.ser#98,FA_20240105_2H_yeast_1.5.ser#99,FA_20240105_2H_yeast_1.5.ser#100,FA_20240105_2H_yeast_1.5.ser#101,FA_20240105_2H_yeast_1.5.ser#102,FA_20240105_2H_yeast_1.5.ser#103,FA_20240105_2H_yeast_1.5.ser#104,FA_20240105_2H_yeast_1.5.ser#105,FA_20240105_2H_yeast_1.5.ser#106,FA_20240105_2H_yeast_1.5.ser#107,FA_20240105_2H_yeast_1.5.ser#108,FA_20240105_2H_yeast_1.5.ser#109,FA_20240105_2H_yeast_1.5.ser#110,FA_20240105_2H_yeast_1.5.ser#111,FA_20240105_2H_yeast_1.5.ser#112,FA_20240105_2H_yeast_1.5.ser#113,FA_20240105_2H_yeast_1.5.ser#114,FA_20240105_2H_yeast_1.5.ser#115,FA_20240105_2H_yeast_1.5.ser#116,FA_20240105_2H_yeast_1.5.ser#117,FA_20240105_2H_yeast_1.5.ser#118,FA_20240105_2H_yeast_1.5.ser#119,FA_20240105_2H_yeast_1.5.ser#120,FA_20240105_2H_yeast_1.5.ser#121,FA_20240105_2H_yeast_1.5.ser#122,FA_20240105_2H_yeast_1.5.ser#123,FA_20240105_2H_yeast_1.5.ser#124,FA_20240105_2H_yeast_1.5.ser#125,FA_20240105_2H_yeast_1.5.ser#126,FA_20240105_2H_yeast_1.5.ser#127,FA_20240105_2H_yeast_1.5.ser#128,FA_20240105_2H_yeast_1.5.ser#129,FA_20240105_2H_yeast_1.5.ser#130,FA_20240105_2H_yeast_1.5.ser#131,FA_20240105_2H_yeast_1.5.ser#132,FA_20240105_2H_yeast_1.5.ser#133,FA_20240105_2H_yeast_1.5.ser#134,FA_20240105_2H_yeast_1.5.ser#135,FA_20240105_2H_yeast_1.5.ser#136,FA_20240105_2H_yeast_1.5.ser#137,FA_20240105_2H_yeast_1.5.ser#138,FA_20240105_2H_yeast_1.5.ser#139,FA_20240105_2H_yeast_1.5.ser#140,FA_20240105_2H_yeast_1.5.ser#141,FA_20240105_2H_yeast_1.5.ser#142,FA_20240105_2H_yeast_1.5.ser#143,FA_20240105_2H_yeast_1.5.ser#144,FA_20240105_2H_yeast_1.5.ser#145,FA_20240105_2H_yeast_1.5.ser#146,FA_20240105_2H_yeast_1.5.ser#147,FA_20240105_2H_yeast_1.5.ser#148,FA_20240105_2H_yeast_1.5.ser#149,FA_20240105_2H_yeast_1.5.ser#150,FA_20240105_2H_yeast_1.5.ser#151,FA_20240105_2H_yeast_1.5.ser#152,FA_20240105_2H_yeast_1.5.ser#153,FA_20240105_2H_yeast_1.5.ser#154,FA_20240105_2H_yeast_1.5.ser#155,FA_20240105_2H_yeast_1.5.ser#156,FA_20240105_2H_yeast_1.5.ser#157,FA_20240105_2H_yeast_1.5.ser#158,FA_20240105_2H_yeast_1.5.ser#159,FA_20240105_2H_yeast_1.5.ser#160,FA_20240105_2H_yeast_1.5.ser#161,FA_20240105_2H_yeast_1.5.ser#162,FA_20240105_2H_yeast_1.5.ser#163,FA_20240105_2H_yeast_1.5.ser#164,FA_20240105_2H_yeast_1.5.ser#165,FA_20240105_2H_yeast_1.5.ser#166,FA_20240105_2H_yeast_1.5.ser#167,FA_20240105_2H_yeast_1.5.ser#168,FA_20240105_2H_yeast_1.5.ser#169,FA_20240105_2H_yeast_1.5.ser#170,FA_20240105_2H_yeast_1.5.ser#171,FA_20240105_2H_yeast_1.5.ser#172,FA_20240105_2H_yeast_1.5.ser#173,FA_20240105_2H_yeast_1.5.ser#174,FA_20240105_2H_yeast_1.5.ser#175,FA_20240105_2H_yeast_1.5.ser#176,FA_20240105_2H_yeast_1.5.ser#177,FA_20240105_2H_yeast_1.5.ser#178,FA_20240105_2H_yeast_1.5.ser#179,FA_20240105_2H_yeast_1.5.ser#180
2.41938,671.657,1121.12,688.507,876.32,144.925,805.706,525.172,639.616,508.896,258.77,678.454,779.815,89.1553,1463.04,774.691,683.664,959.463,526.468,1254.3,1104.04,896.215,1512.16,1014.8,797.806,699.631,524.9,1017,1161.61,1425.18,1219.52,721.241,901.334,474.334,1129.7,980.432,458.878,875.04,313.401,1320.34,1157,997.548,747.409,851.714,1004.86,1323.32,1343.54,1157.66,1091.54,1284.95,1513.18,1011.51,518.584,851.388,1265.38,1008.63,1328.48,1210.99,485.858,1252.19,1295.2,1422.38,1468.18,1252.8,1158.25,1263.86,1218.46,954.54,1360.41,1687.94,924.003,1249.09,1144.85,1428.52,881.489,752.178,1371.39,1078.82,1319.79,1129.54,1314.45,1127.53,749.672,707.562,1262.23,845.548,1304.66,1020.02,928.589,1376.82,903.495,1265.68,951.435,1429.78,1240.54,1352.82,1148.57,959.782,1344.99,1172.39,882.466,1059.35,589.205,1190.11,1040.96,1081.77,539.307,782.43,676.049,1308.25,1027.86,777.368,307.735,249.085,628.156,178.641,1169.43,1134.55,505.692,1016.47,843.726,856.193,783.443,1390.78,72.7615,786.98,721.546,890.173,663.048,440.75,571.292,1209.88,928.06,744.781,509.93,964.956,710.64,1199.35,327.041,497.978,776.541,963.571,449.278,296.187,612.524,346.25,734.968,659.605,953.528,1044.79,783.764,199.765,529.876,924.69,505.531,594.111,361.503,803.094,518.727,356.001,279.983,609.3,354.624,513.476,687.941,773.098,534.37,533.85,356.809,199.989,499.724,432.966,555.69,-7.21808,860.437,385.272,707.693,860.594,471.342,600.993,816.914
2.42752,615.21,1169.7,665.384,924.054,243.893,878.828,623.443,715.051,551.781,232.519,764.042,696.587,254.512,1483.94,790.936,683.395,981.657,606.43,1131.24,1060.68,854.325,1503.66,1060.14,819.86,812.195,527.345,1010.8,1188.75,1517.75,1229.24,724.32,1001.5,577.824,1163.82,1081.88,441.568,780.878,278.71,1347.39,1259.36,1062.73,793.282,940.185,1005.76,1291.25,1449.69,1192.91,1103.6,1260.16,1600.22,1125.28,517.415,868.416,1284.66,1157.63,1377.53,1129.99,589.134,1383,1358.87,1485.53,1487.43,1246.71,1192.68,1388.72,1297.26,974.749,1426.97,1781.83,999.522,1298.5,1262.1,1506.99,999.358,801.055,1438.08,1098.07,1397.91,1226.72,1355.78,1232.19,848.932,879.355,1255.9,745.522,1335.6,1140.65,1018.85,1452.93,802.849,1370.46,923.001,1589.56,1259.39,1379.64,1119.36,958.376,1440.85,1156,957.548,1089.1,590.645,1165.78,1019.55,1125.08,484.674,768.892,714.924,1195.74,1114.71,867.64,415.532,479.975,771.865,112.239,1123.86,1212.06,492.288,941.92,878.536,905.892,683.523,1375.17,98.6695,702.35,727.393,949.386,561.22,603.615,583.406,1336.58,1005.98,662.695,567.461,1076.26,690.217,1256.09,267.757,515.201,713.316,936.482,443.315,225.313,648.392,362.499,835.686,702.284,1028.39,977.28,718.26,165.304,441.148,961.8,459.257,716.034,375.294,935.311,601.193,288.053,192.478,530.595,357.001,616.481,761.429,697.833,562.533,586.414,423.992,287.283,454.009,426.905,560.818,31.913,906.171,434.623,674.809,919.369,449.658,494.945,784.737
2.43567,575.979,1190.38,610.822,942.443,330.965,924.08,712.294,728.976,600.541,216.667,793.596,677.432,335.093,1478.22,780.561,684.666,1001.19,669.849,951.415,960.359,813.508,1441.37,1019.22,849.036,938.819,467.157,953.113,1139.26,1527.18,1211.74,714.319,1014.07,687.11,1103.32,1191.36,420.857,641.855,209.552,1303.48,1303.38,1050.51,794.129,934.933,916.947,1195.88,1464.14,1185.48,1101.91,1134.04,1568.64,1120.36,438.782,865.019,1239.49,1213.3,1372.59,959.304,618.023,1397.4,1321.44,1427.1,1436.56,1164.6,1164.48,1421,1298.7,949.95,1451.88,1711.74,1010.62,1279.98,1359.75,1556.94,1039.56,795.582,1378.72,1096.4,1402.92,1238.69,1349.46,1219.6,877.36,969.908,1170.78,611.435,1282.56,1204.34,1049.84,1464.48,725.119,1440.37,869.942,1644.34,1195.75,1353.49,1017.84,911.341,1417.77,1074.08,1031.67,1097.28,529.341,1058.02,959.572,1138.45,403.267,733.699,677.947,1027.96,1182.32,893.559,502.156,678.678,889.931,-5.8292,1044.44,1242.14,484.017,821.48,870.425,871.164,639.488,1311.5,172.127,557.424,762.54,998.342,474.668,710.028,624.664,1364.08,1002.12,653.047,612.207,1111.16,620.25,1254.08,168.805,488.058,592.973,871.551,362.775,134.024,663.457,406.622,908.292,708.813,1043.84,857.483,653.321,102.018,369.028,847.177,416.769,751.867,371.159,1061.65,635.276,212.331,190.429,441.319,308.184,705.759,799.729,538.336,546.823,586.025,424.611,396.878,412.314,405.778,553.019,77.2596,917.942,417.22,645.039,945.104,452.668,410.449,759.676
2.44381,533.378,1157.39,545.435,941.508,408.382,932.458,764.338,666.411,640.149,172.766,775.165,707.781,333.756,1417.49,738.412,669.599,1008.4,678.998,754.623,862.239,776.827,1322.72,885.553,899.406,1056.22,403.45,882.515,1063,1476.11,1200.51,684.074,933.419,767.542,1001.96,1301.86,403.732,506.135,131.238,1197.17,1253.81,987.131,781.19,878.579,808.068,1077.19,1398.16,1138.56,1102.53,986.88,1420.69,1008.39,351.436,850.417,1156.69,1198.16,1328.76,790.013,612.982,1325.76,1240.88,1288.36,1330.51,1037.49,1087.16,1333.89,1232.55,886.422,1413.93,1544.63,964.377,1260.65,1398.28,1579.78,993.338,749.763,1213.11,1044.84,1358.17,1165.29,1318.84,1126.65,839.779,983.62,1048.96,476.347,1199.03,1211.11,1009.78,1420.98,675.592,1445.67,797.493,1613.71,1098.19,1310.64,912.554,771.973,1319.84,925,1107.11,1094.68,408.379,928.338,942.878,1107.01,333.953,674.515,585.728,847.609,1216.95,914.093,576.942,772.374,958.816,-119.838,961.175,1222.69,482.698,696.815,842.939,815.142,615.009,1231.65,243.432,374.095,795.567,1023.27,479.422,731.714,665.539,1311.09,960.113,692.302,602.31,1099.7,546.995,1205.7,50.1535,420.169,471.733,784.696,284.939,73.512,653.533,443.587,921.51,699.683,1002.04,720.099,593.184,43.9745,319.046,590.976,392.812,712.088,355.929,1134.4,623.551,138.804,259.192,336.709,236.72,717.155,797.309,347.308,516.617,559.87,367.369,493.344,413.351,387.558,535.056,153.109,882.17,397.566,612.198,882.515,499.35,378.536,710.729
2.45196,484.837,1060.21,500.646,927.4,457.883,909.875,782.613,579.282,670.446,110.142,739.269,742.302,297.899,1281.67,670.457,623.615,978.802,627.068,581.651,801.977,726.728,1157.79,716.371,952.553,1165.26,388.11,822.532,1029.22,1410.6,1220.79,646.449,775.085,790.526,884.027,1378.42,402.097,388.561,50.1665,1030.19,1128.3,941.453,780.604,834.016,732.58,929.808,1277.7,1039.25,1103.15,919.834,1195.48,848.76,326.677,856.458,1071.04,1166.85,1299.39,708.736,570.933,1199.97,1173.32,1141.78,1192.63,886.58,979.025,1146.82,1119.94,795.035,1326.68,1353.24,892.872,1275.7,1355.23,1578.51,889.431,661.106,1016.65,957.471,1260.02,1056.22,1267.96,1013.13,770.428,982.172,917.549,376.999,1120.36,1167.92,917.423,1345.72,613.198,1383.98,725.962,1510.68,994.385,1254.07,826.738,592.677,1220.42,727.997,1144.75,1084.5,271.934,828.359,984,1047.26,321.593,590.3,471.036,669.559,1228.11,982.614,621.738,776.038,975.821,-181.11,909.333,1145.17,486.199,632.779,793.461,800.438,584.023,1141.43,294.146,236.114,851.449,1024.97,603.723,657.267,660.649,1215.95,932.765,716.094,537.183,1064.66,516.529,1142.37,-91.9722,315.951,405.844,708.69,278.373,75.1017,625.896,497.033,854.85,702.454,946.906,606.23,564.025,38.6844,277.396,288.463,394.384,659.75,328.951,1154.61,559.339,51.8408,347.424,203.199,204.016,622.339,750.662,186.062,506.309,533.254,309.081,514.817,463.071,376.148,536.51,288.52,823.975,416.154,582.269,726.138,550.449,381.232,627.869
2.4601,469.125,936.483,496.46,918.134,464.308,864.996,797.422,518.09,661.979,76.5816,709.13,732.513,257.837,1110.77,630.56,556.831,916.088,526.948,467.079,787.795,675.243,990.7,581.72,987.408,1260.76,421.652,771.646,1062.05,1352.47,1277.27,647.34,605.938,782.702,761.769,1398.76,454.893,292.664,-35.1051,827.182,976.813,934.798,789.929,811.889,707.469,745.341,1133.94,910.613,1092.99,955.197,938.703,724.188,394.586,905.72,1005.96,1140.94,1300.38,718.046,485.167,1067.37,1151.06,1038.2,1038.55,723.67,865.861,914.427,1009.54,718.517,1232.9,1181,822.22,1294.63,1246.08,1536.51,759.769,540.786,876.825,839.524,1109.82,939.268,1210.5,918.657,714.226,997.417,765.705,323.224,1031.01,1077.87,816.445,1227.52,528.304,1290.53,686.158,1345.22,897.941,1151.69,739.975,446.929,1138.55,538.849,1106.83,1075.29,172.818,778.638,1029.78,1000.95,362.461,523.622,368.084,502.676,1206.02,1084.38,615.065,740.95,984.283,-194.499,891.289,1012.74,487.225,651.901,714.446,808.448,521.761,1062.46,342.404,184.805,952.782,998.919,787.039,520,630.577,1087.15,919.519,706.637,442.828,1010.93,551.909,1077.76,-250.437,202.737,403.483,694.698,321.624,117.149,597.493,577.258,721.764,760.67,917.232,549.808,563.546,89.6893,262.174,16.6058,396.635,638.906,339.021,1119.98,462.679,-40.4324,400.667,72.1562,248.746,500.715,670.624,86.1252,506.592,527.89,284.315,466.601,537.108,356.965,581.955,465.807,788.847,447.286,563.055,550.011,585.42,370.466,556.264
2.46825,552.423,846.409,540.454,948.84,455.102,786.919,795.98,530.448,574.219,92.6821,690.154,656.588,252.235,974.465,632.91,490.606,834.439,420.424,417.933,808.142,640.936,889.341,506.897,989.778,1297.32,482.503,734.271,1110.5,1290.72,1354,690.858,499.645,789.834,657.31,1376.27,560.261,222.323,-86.402,657.083,832.228,915.92,807.412,807.256,704.916,555.909,982.981,821.513,1069.97,1068.11,701.305,654.615,544.659,975.566,974.237,1117.71,1294.28,748.918,391.063,967.815,1155.42,1022.2,871.634,582.203,784.1,698.664,942.89,683.47,1139.47,1049.56,771.293,1270.83,1116.22,1435.29,623.025,452.885,825.524,694.666,936.69,819.28,1166.89,875.59,688.009,1022.43,610.101,288.518,928.254,964.826,738.8,1058.97,486.658,1198.35,701.942,1157.63,832.077,1003.47,669.484,352.341,1043.5,418.556,1008.87,1065.89,141.653,764.26,1028.11,989.359,409.571,487.484,318.545,369.292,1134.63,1158.14,560.059,683.92,1018.17,-177.605,888.029,868.785,472.596,698.19,628.628,774.046,419.112,1024.3,417.252,185.581,1054.44,926.6,922.994,413.056,621.847,925.955,871.179,674.134,330.592,946.2,644.656,1017.6,-361.166,100.651,444.129,731.178,351.044,128.959,557.07,645.797,546.499,886.825,913.624,562.42,559.335,170.249,284.302,-191.473,369.468,632.25,436.044,1020.24,391.338,-113.831,410.199,-8.72285,348.89,442.695,568.048,37.6508,531.193,536.705,313.21,427.236,607.891,328.904,654.747,619.084,769.997,472.075,584.979,418.9,618.175,336.106,546.694
2.47639,735.763,814.982,627.739,1040.45,495.228,702.483,749.589,656.298,430.588,151.491,677.279,575.187,304.198,881.112,618.576,442.88,733.13,341.054,410.254,852.734,617.919,854.675,466.694,958.29,1220.04,544.277,713.186,1117.28,1211.63,1408.34,724.445,476.928,807.004,589.556,1340.34,666.832,183.936,-60.2286,560.293,713.487,841.222,811.16,821.18,695.001,384.987,827.711,800.844,1025.11,1202.6,551.185,594.015,749.972,1028.77,969.185,1091.38,1224.91,743.964,321.804,887.829,1128.42,1109.15,699.762,486.393,728.958,541.06,918.554,679.236,1030.67,950.693,742.99,1203.96,995.875,1295.93,483.248,450.808,823.731,556.547,784.481,715.776,1127.65,903.358,650.708,1063.39,508.229,249.344,855.95,891.621,698.689,884.177,510.879,1115.33,733.366,984.069,805.46,854.86,660.864,308.337,914.494,388.779,901.393,1047.59,183.083,747.942,954.308,987.688,444.861,449.605,321.566,283.184,1026.88,1153.05,488.874,620.391,1065.15,-135.245,872.82,770.633,447.963,725.074,557.291,679.261,299.138,1008.73,528.877,197.612,1115.35,800.298,943.018,383.401,662.764,765.193,755.519,635.693,210.535,867.111,750.288,970.646,-350.017,6.54783,488.506,750.042,347.755,72.6936,480.185,663.223,351.272,1044.61,895.277,624.125,516.679,270.641,284.954,-303.049,293.88,609.216,576.467,877.125,368.876,-152.157,389.371,-9.7442,443.937,458.125,462.783,9.07621,613.541,507.001,409.037,441.952,663.798,319.668,722.002,687.529,724.836,496.948,672.118,333.99,646.596,319.625,589.897
2.48454,933.062,810.317,741.944,1181.59,602.774,668.659,663.639,874.633,299.878,238.455,674.48,579.568,381.234,786.754,550.539,434.832,620.694,269.609,430.346,896.934,594.858,823.486,428.471,888.517,1037.88,604.617,695.755,1061.72,1106.59,1396.83,692.498,511.238,808.858,576.548,1310.28,727.181,175.229,23.933,533.521,650.418,723.994,782.561,813.373,693.626,234.862,698.505,794.815,949.072,1297.23,497.623,525.478,968.369,1072.84,969.55,1026.27,1072.89,718.659,279.954,813.044,1041.8,1269.55,555.686,434.329,689.782,422.694,893.08,693.734,923.107,878.763,713.086,1122.36,885.06,1179.48,346.162,515.262,825.131,460.893,694.79,647.722,1060.26,965.932,585.347,1118.79,489.171,238.132,813.302,885.538,682.104,753.648,557.354,1035.1,708.83,823.323,794.327,742.421,710.61,328.147,766.464,418.27,827.653,1011.84,256.356,723.779,817.009,959.685,492.713,391.851,332.942,230.06,920.906,1060.39,459.333,572.746,1088.34,-56.2467,829.698,747.109,437.347,749.373,490.055,602.437,176.826,964.46,652.57,200.014,1138.03,642.653,850.739,432.015,744.864,634.493,631.326,621.789,86.9847,787.443,810.579,926.785,-216.893,-59.542,503.32,694.054,328.666,-19.613,391.796,627.669,152.057,1164.95,836.793,701.754,410.409,385.672,196.836,-306.3,195.431,552.734,664.084,739.396,357.204,-113.961,341.731,58.8337,485.867,511.824,370.964,-1.15101,753.982,424.917,536.072,471.216,654.462,369.734,777.656,641.222,652.3,526.54,805.892,275.83,654.285,334.414,636.061
2.49268,1048.96,814.909,850.983,1316.34,736.554,687.988,572.941,1105.55,261.082,335.923,661.106,670.236,450.921,696.986,468.089,484.905,530.656,198.598,454.194,915.11,571.063,776.74,380.367,767.986,816.622,693.086,693.914,960.57,1020.88,1324.34,587.572,568.08,795.385,605.152,1275.64,735.779,200.469,113.703,569.604,660.901,613.369,741.286,741.33,748.423,117.434,643.315,764.689,878.067,1338.85,493.032,482.39,1151.31,1132.69,971.592,917.056,877.694,677.987,274.524,752.342,920.043,1452.49,481.994,417.071,704.547,314.457,852.245,712.422,822.716,847.188,677.344,1023.39,796.108,1120.72,243.323,592.872,811.868,437.033,666.674,600.363,950.38,1008.14,530.415,1162.16,518.375,265.305,720.742,904.255,668.68,677.447,592.359,952.406,634.294,668.395,764.903,666.639,754.707,406.102,628.031,447.201,808.663,958.815,284.622,699.342,672.511,897.613,534.648,319.748,326.217,217.008,854.616,923.6,500.455,545.431,1076.56,77.1818,760.007,758.189,464.617,798.206,424.951,623.131,68.4055,871.984,748.067,172.519,1116.96,521.526,715.916,544.031,817.999,535.523,565.711,633.459,-33.1757,760.741,806.641,856.387,-26.641,-65.2546,505.634,557.907,312.747,-116.276,356.679,583.791,-53.2958,1198.61,751.731,772.775,251.443,476.83,28.5674,-243.267,116.489,471.733,659.345,636.792,319.473,19.0147,273.084,143.933,488.123,553.311,284.639,19.2553,912.876,352.988,627.997,471.096,536.375,486.905,835.507,517.07,578.299,560.999,927.34,254.991,635.531,353.038,658.646
2.50083,1032.06,855.994,910.937,1389.92,849.801,716.262,543.043,1263.02,346.958,423.562,624.838,762.646,487.827,640.549,413.133,582.766,503.565,182.802,454.098,906.734,560.704,756.216,323.625,602.359,611.827,804.855,728.164,871.053,1010.28,1227.54,448.08,635.303,783.743,634.014,1207.36,695.712,262.994,192.858,659.787,732.704,576.037,700.834,609.442,858.622,50.4636,646.622,738.466,859.653,1348.2,510.029,494.076,1267,1175.86,974.574,806.977,698.304,592.492,317.789,710.579,800.716,1593.32,476.717,398.223,802.567,252.351,828.686,710.793,707.555,842.048,655.34,888.415,725.997,1071.14,226.844,643.782,788.781,478.806,655.588,572.541,812.363,1012.38,496.251,1189.74,546.299,269.811,533.761,910.311,657.72,646.568,604.624,899.954,570.273,560.111,706.225,597.156,730.823,498.516,531.845,426.846,837.012,884.124,245.923,654.128,592.427,803.427,538.231,256.7,323.426,274.401,830.054,805.518,591.134,530.429,1063.68,245.796,669.323,755.028,523.906,873.262,358.504,725.447,7.06018,762.453,778.888,106.714,1041.13,494.42,588.527,670.146,854.377,466.993,528.567,633.288,-118.719,798.507,771.449,749.686,157.434,-12.9803,518.724,376.3,308.453,-228.475,423.142,564.827,-232.05,1170.09,668.525,817.346,97.0706,497.791,-136.232,-159.995,85.4316,391.153,598.795,587.15,270.542,186.165,232.925,218.07,483.941,542.636,209.579,71.1213,1039.76,358.749,662.501,425.743,337.985,620.934,926.928,392.04,521.309,570.751,975.235,276.073,618.427,375.09,662.929
2.50897,905.33,930.437,903.058,1390.2,938.4,714.064,596.574,1311.05,492.135,478.02,591.657,793.742,472.109,601.275,377.719,701.632,541.909,263.81,438.083,865.612,578.801,770.592,277.067,422.636,464.907,879.036,778.944,828.529,1051.93,1155.41,333.535,689.789,782.501,652.753,1109.75,591.486,339.485,284.985,762.482,829.318,618.07,660.196,480.993,965.559,48.3348,658.655,737.674,879.111,1348.43,539.484,560.267,1289.03,1145.06,979.879,735.163,573.944,462.535,370.214,673.697,688.454,1630.69,510.667,346.897,967.056,265.935,831.746,669.635,601.712,848.156,649.866,726.254,659.323,966.485,288.055,659.07,771.828,539.012,630.428,601.955,676.565,959.334,486.886,1211.93,553.248,223.022,318.447,896.239,641.116,644.593,612.597,889.606,547.421,544.34,626.685,510.168,663.261,555.681,505.806,357.515,877.892,786.968,202.96,588.248,592.454,689.888,510.451,217.714,380.722,378.19,822.596,740.611,688.624,533.473,1076.11,377.994,570.222,725.974,571.385,949.595,270.789,832.858,11.6662,684.026,727.916,38.6484,933.129,568.588,481.893,765.319,848.789,446.648,455.446,589.237,-108.194,857.472,740.526,627.741,287.85,89.4992,526.132,184.587,317.931,-364.064,568.495,557.097,-320.831,1115.26,579.306,811.152,4.84481,444.158,-236.005,-80.4431,150.915,349.204,523.084,607.972,241.333,325.302,264.5,271.157,480.368,488.94,177.875,126.324,1099.57,417.592,661.187,342.676,130.241,715.149,1037.11,293.32,484.027,523.184,924.135,300.681,611.47,408.173,665.178
