,FA_20240108_2H_yeast_1.11.ser#1,FA_20240108_2H_yeast_1.11.ser#2,FA_20240108_2H_yeast_1.11.ser#3,FA_20240108_2H_yeast_1.11.ser#4,FA_20240108_2H_yeast_1.11.ser#5,FA_20240108_2H_yeast_1.11.ser#6,FA_20240108_2H_yeast_1.11.ser#7,FA_20240108_2H_yeast_1.11.ser#8,FA_20240108_2H_yeast_1.11.ser#9,FA_20240108_2H_yeast_1.11.ser#10,FA_20240108_2H_yeast_1.11.ser#11,FA_20240108_2H_yeast_1.11.ser#12,FA_20240108_2H_yeast_1.11.ser#13,FA_20240108_2H_yeast_1.11.ser#14,FA_20240108_2H_yeast_1.11.ser#15,FA_20240108_2H_yeast_1.11.ser#16,FA_20240108_2H_yeast_1.11.ser#17,FA_20240108_2H_yeast_1.11.ser#18,FA_20240108_2H_yeast_1.11.ser#19,FA_20240108_2H_yeast_1.11.ser#20,FA_20240108_2H_yeast_1.11.ser#21,FA_20240108_2H_yeast_1.11.ser#22,FA_20240108_2H_yeast_1.11.ser#23,FA_20240108_2H_yeast_1.11.ser#24,FA_20240108_2H_yeast_1.11.ser#25,FA_20240108_2H_yeast_1.11.ser#26,FA_20240108_2H_yeast_1.11.ser#27,FA_20240108_2H_yeast_1.11.ser#28,FA_20240108_2H_yeast_1.11.ser#29,FA_20240108_2H_yeast_1.11.ser#30,FA_20240108_2H_yeast_1.11.ser#31,FA_20240108_2H_yeast_1.11.ser#32,FA_20240108_2H_yeast_1.11.ser#33,FA_20240108_2H_yeast_1.11.ser#34,FA_20240108_2H_yeast_1.11.ser#35,FA_20240108_2H_yeast_1.11.ser#36,FA_20240108_2H_yeast_1.11.ser#37,FA_20240108_2H_yeast_1.11.ser#38,FA_20240108_2H_yeast_1.11.ser#39
4.11360,1041.79,372.567,2354.98,859.423,854.270,-81.0797,1085.87,169.764,1556.26,667.729,111.180,-790.563,556.259,1394.31,1186.00,1946.80,574.947,942.781,869.809,-436.012,-1472.65,-164.766,-171.320,867.637,990.960,754.899,568.422,535.204,-350.429,677.759,1936.20,1158.44,275.123,1729.67,1422.30,-253.959,-803.541,-20.9844,303.820
4.12175,746.918,755.995,2075.97,608.205,1019.67,-154.877,1100.25,-120.964,1291.32,313.653,285.783,-777.097,665.502,1568.45,1641.95,1832.88,509.961,688.181,1134.87,169.782,-1070.13,348.508,-229.863,644.694,1211.32,1158.14,380.119,696.888,-53.6795,491.636,1619.64,1298.39,246.663,1852.85,1482.99,-323.781,-666.544,-40.0824,-155.282
4.12989,353.610,1298.30,1668.24,-16.0607,1239.45,16.5594,1228.74,-287.819,900.290,62.0400,388.025,-371.365,692.137,1616.14,2183.20,1731.09,403.717,664.633,1318.66,504.378,-913.953,556.353,256.352,164.922,1160.71,1383.07,83.0742,640.046,151.211,273.331,1476.61,1589.10,175.120,1675.23,1406.22,-579.348,-574.295,-129.047,-285.218
4.13804,213.539,1584.73,1436.39,-382.313,1372.34,326.068,1206.39,-226.088,762.628,207.815,402.993,131.043,545.082,1595.35,2635.61,1613.33,487.797,673.481,1358.34,297.804,-806.590,667.969,649.740,-314.613,1114.05,1398.25,156.600,371.393,629.722,2.24279,1546.95,1502.62,286.140,966.724,1243.94,-881.374,-580.929,-140.717,121.031
4.14618,441.890,1726.93,1256.45,-137.413,1173.09,496.338,997.964,-143.063,527.729,386.526,536.652,293.936,431.015,1633.90,2970.31,1263.11,1095.13,604.448,1499.66,-16.7570,-552.568,794.620,624.079,-377.695,1168.21,1190.54,509.254,62.5826,1505.15,-257.560,1790.85,1011.69,713.211,395.189,1078.06,-777.599,-442.780,160.764,639.368
4.15433,771.979,1910.36,1015.46,317.253,862.101,774.154,908.886,-119.636,193.337,477.945,785.840,290.166,132.370,1653.28,3169.46,853.730,1923.06,473.719,1709.38,-262.265,-236.716,1028.85,552.381,-76.9506,1087.75,835.153,794.079,-161.583,2174.53,-328.154,2021.89,500.496,1052.39,445.927,1220.30,-387.638,-425.754,525.116,921.965
4.16247,1269.39,1710.41,913.424,555.638,756.798,1111.75,942.341,7.88395,-79.3037,506.092,903.102,638.340,-225.329,1578.67,3201.61,514.119,2103.96,401.649,1812.63,-227.054,71.5170,1328.15,613.999,266.306,966.384,715.148,912.116,-2.29439,2445.66,-44.8017,1934.50,150.169,913.499,450.564,1522.33,-77.7960,-339.150,819.629,922.781
4.17062,1537.42,1212.40,990.355,737.082,1080.63,1099.78,799.759,601.736,124.628,386.126,935.121,1133.43,-216.540,1331.44,2968.85,431.893,1573.42,405.296,1657.66,117.840,125.137,1490.42,807.020,507.050,951.823,858.959,705.391,387.607,2419.60,384.884,1472.67,-79.5735,506.940,164.197,1707.77,-38.5956,68.2058,1127.88,1036.59
4.17876,1294.63,954.619,1164.58,936.074,1629.20,768.802,349.401,1175.53,654.362,265.180,1200.61,1251.89,-179.295,1122.28,2664.37,979.793,731.141,492.226,1240.36,276.068,-32.9839,1222.55,1308.33,507.280,823.465,1282.84,421.181,477.560,2266.14,784.614,1042.98,134.644,332.896,6.87444,1766.85,46.2248,543.889,1023.34,1100.98
4.18691,675.551,975.302,1152.24,1029.58,1754.26,357.003,70.5428,1285.59,788.625,80.6093,1598.97,1071.49,-230.017,1150.37,2377.02,1743.93,228.715,502.705,667.873,471.373,-151.322,622.382,1836.03,426.995,582.286,1805.43,334.617,136.769,2177.40,1259.34,925.620,373.699,308.057,140.874,1766.35,62.0715,671.292,561.407,813.435
4.19505,2.16540,970.207,840.649,1192.30,1483.90,34.1509,88.8147,897.527,688.483,-20.9646,1756.90,1053.19,-44.9772,1201.25,1896.84,1826.19,172.922,286.056,-76.5006,785.013,-271.339,282.260,2235.47,540.150,370.652,2145.57,459.797,-193.918,2066.91,1631.73,1036.65,161.468,371.240,299.757,1728.40,-160.092,591.347,244.731,441.326
4.20320,-167.967,934.983,571.799,1383.79,1147.93,-188.441,223.663,350.662,934.773,93.1739,1752.97,1206.87,347.058,1045.61,1474.32,1179.51,-110.213,-210.582,-666.548,1141.83,-639.834,288.811,2547.98,887.222,276.678,1996.47,594.868,-302.777,1965.13,1628.38,1299.59,105.922,616.582,203.364,1575.63,-190.725,704.254,426.309,376.533
4.21134,121.116,983.301,659.814,1469.94,942.360,-370.221,372.389,42.0442,1538.36,218.606,1691.18,1455.29,651.441,991.086,1190.70,370.626,-480.255,-820.840,-785.678,1539.67,-1080.55,342.458,2743.22,1238.71,283.735,1333.97,621.870,-147.483,1966.81,1264.30,1622.12,344.071,986.688,291.644,1362.22,222.420,1075.32,939.232,556.068
4.21949,774.849,1075.04,769.272,1296.37,942.283,-226.649,886.352,223.623,1883.31,270.909,1679.02,1701.70,844.569,1197.34,990.335,-104.473,-421.316,-1139.85,-633.663,1684.02,-983.099,410.512,2602.41,1309.17,242.464,677.542,827.927,210.223,2003.47,655.372,1888.87,558.437,1176.73,624.032,1095.95,795.195,1283.95,1534.35,669.606
4.22763,1501.36,1363.45,614.301,1147.21,1153.66,177.989,1445.01,724.398,1902.51,421.510,1601.34,1667.36,865.951,1100.43,801.167,-62.4108,-19.4470,-1073.78,-275.034,1831.15,-477.946,617.593,1980.17,1008.73,316.581,474.530,1368.22,371.129,2058.78,160.479,1923.94,989.281,1188.68,747.638,1059.02,1375.80,1019.47,2022.16,492.002
4.23578,2139.06,1526.53,485.525,1277.17,1386.94,600.552,1573.15,1016.02,2103.34,858.318,1261.94,1294.64,829.517,681.887,761.121,144.322,277.848,-810.805,172.234,2026.20,-16.0906,851.413,1086.74,602.603,760.693,611.289,2066.33,131.837,2052.10,117.564,1543.91,1637.61,910.002,606.173,1554.90,1630.53,521.813,2152.40,108.097
4.24392,2259.92,1175.80,478.801,1505.12,1470.13,1000.24,1387.43,1240.15,2586.86,1457.18,941.718,924.164,943.610,262.790,1000.95,411.424,441.408,-505.432,518.467,2105.23,229.401,1031.22,116.626,360.855,1182.15,753.725,2439.02,-60.7339,1744.29,533.080,1090.89,2162.14,564.838,257.465,2181.82,1603.29,312.032,1868.14,-171.274
4.25207,1862.53,766.628,522.005,1672.01,1483.22,1447.84,984.618,1612.44,2959.59,2005.39,1020.56,800.481,1012.85,-151.241,1585.21,873.961,636.590,-422.534,592.660,1821.94,143.368,1018.58,-648.585,211.881,1234.69,959.348,2204.07,52.4795,1164.94,887.882,899.654,2376.30,422.684,-155.297,2731.34,1688.24,473.649,1570.34,38.3214
4.26021,1405.53,766.733,787.569,1677.40,1375.06,1877.79,563.759,2002.61,3125.20,2132.01,1441.67,693.079,858.088,-398.330,2076.96,1229.95,1020.33,-673.939,599.059,1588.98,-104.088,1059.48,-1018.08,283.447,972.298,1154.90,1779.62,368.350,686.633,886.117,934.596,2323.16,353.403,-273.919,2973.74,2053.02,888.142,1350.24,605.235
4.26836,1145.61,1133.99,1193.91,1213.08,1323.30,2017.28,313.996,2149.07,3228.49,2114.42,1833.59,431.225,466.233,-256.254,1914.27,1461.92,1372.23,-681.959,850.128,1844.53,-10.6859,1258.18,-1000.58,497.649,765.046,1157.71,1473.46,592.121,550.100,613.018,870.905,2069.05,218.645,-190.787,2863.93,2273.88,1293.48,1002.13,854.454
4.27650,1089.67,1499.91,1574.90,364.216,1380.42,1808.10,300.430,1954.68,3210.07,2086.25,1980.43,330.089,114.630,186.324,1670.88,1675.45,1185.57,-54.9054,1296.16,2106.49,294.723,1236.13,-751.991,611.738,878.666,1039.14,1430.54,686.119,570.914,474.360,698.176,1932.90,285.646,108.642,2724.44,2175.68,1519.68,540.568,685.152
4.28465,1181.50,1694.49,1706.97,-236.065,1633.94,1372.13,485.786,1675.21,3007.45,1831.32,1806.65,501.273,79.2569,668.829,1810.16,1750.79,679.782,724.276,1675.82,2081.66,645.390,755.810,-389.303,576.397,1323.44,890.628,1618.86,708.266,662.628,697.996,618.886,1952.77,689.874,838.944,2897.11,1835.68,1483.49,192.272,444.276
4.29279,1588.49,1755.48,1623.94,-372.842,2010.00,942.974,591.559,1424.49,2614.98,1686.15,1433.23,736.381,309.806,807.844,1880.31,1476.07,272.188,1278.98,1844.43,1923.85,873.331,82.0581,68.4985,224.645,1826.58,837.932,1723.33,668.644,1031.45,916.746,915.872,1865.30,1332.20,1785.23,3050.81,1266.26,1413.43,129.126,371.612
4.30094,2122.73,1730.49,1503.53,-375.648,2032.45,633.677,521.099,1177.20,2287.50,1809.60,1009.39,856.264,704.980,700.433,1602.91,1059.81,108.479,1706.79,1829.34,1824.52,1141.52,-210.905,509.924,-200.834,2071.38,901.650,1720.89,786.210,1543.57,1027.41,1416.71,1631.94,1866.28,2339.35,2882.60,947.060,1388.52,213.337,474.151
4.30908,2156.77,1610.54,1572.02,-237.053,1912.77,522.771,563.069,1181.03,2307.11,2078.87,1008.45,774.704,1139.75,787.339,1382.93,939.862,422.913,2065.70,2013.62,1820.77,1590.33,-87.1806,865.830,-202.396,1961.25,976.563,1956.08,1183.28,2004.17,1078.35,1597.71,1545.60,2116.76,2401.43,2549.43,1089.56,1250.33,521.001,988.060
4.31723,1842.05,1520.89,1701.86,253.257,1938.89,643.773,968.116,1310.02,2427.64,2445.30,1338.16,531.713,1425.15,1160.23,1497.29,938.846,1033.46,2231.87,2197.55,1854.02,2039.88,336.820,1250.14,45.3951,1581.01,999.052,2404.26,1466.14,2164.07,886.704,1486.39,1507.63,2199.72,2373.06,2203.18,1323.91,1148.52,1073.24,1636.11
4.32537,1495.52,1417.03,1663.86,832.839,1933.50,1224.62,1423.33,1157.67,2472.43,2554.19,1569.04,267.924,1893.50,1605.78,1693.29,880.537,1481.72,2427.61,2293.79,1842.84,2346.54,884.757,1755.81,374.482,1367.36,1006.29,2843.85,1665.43,1874.53,610.069,1344.83,1582.57,2259.89,2395.33,2046.64,1442.77,1174.19,1468.88,1750.99
4.33352,1335.89,1426.64,1527.06,1167.94,1846.01,1818.82,1754.84,821.822,2289.78,2345.70,1761.28,280.983,2203.77,1816.26,1599.21,840.928,1694.07,2517.05,2340.38,1680.93,2322.52,1306.47,2241.54,642.578,1612.11,874.574,3097.61,2027.90,1443.54,550.114,1325.79,1622.19,2073.11,2574.06,2070.08,1700.43,1278.47,1514.63,1345.94
4.34166,1490.13,1689.36,1631.58,1178.78,1609.34,2091.79,2154.74,730.854,2156.65,2009.16,1947.92,444.390,1948.69,1691.87,1368.30,1100.70,1751.93,2170.54,2202.36,1616.92,2192.09,1492.54,2405.43,680.154,1838.96,560.478,2898.73,2464.13,1304.00,913.640,1451.03,1560.64,1641.32,3014.25,1977.86,2155.29,1576.37,1379.51,931.367
4.34981,1734.42,2109.13,1899.91,909.370,1304.67,2034.21,2643.38,1223.15,2421.70,1730.65,2264.24,479.695,1568.46,1329.63,1465.75,1592.39,1666.62,1846.65,1858.92,1639.72,2049.00,1572.34,2158.64,672.221,1709.19,311.189,2718.52,2892.02,1510.93,1345.49,1508.83,1500.47,1151.80,3439.38,1852.71,2380.92,2066.21,1099.20,755.831
4.35795,1924.99,2303.64,2001.97,491.597,1101.39,1925.91,2765.11,2093.57,2603.07,1555.57,2596.27,374.713,1394.57,1150.60,1831.58,1982.34,1942.67,1807.67,1504.94,1671.50,1979.41,1629.64,1856.96,814.066,1506.29,344.389,2854.36,3132.82,1791.30,1442.91,1433.38,1457.78,861.151,3500.71,1730.10,2227.13,2632.61,731.604,670.848
4.36610,2225.12,2272.53,1966.25,344.406,934.889,1905.48,2379.05,2985.23,2615.64,1471.06,2759.23,344.478,1308.67,1269.11,2174.04,2328.75,2397.40,1743.17,1460.11,1987.14,2202.24,1613.26,1682.46,1016.83,1321.20,496.435,2814.78,3095.78,1821.24,1563.88,1707.98,1369.46,1138.25,3240.54,1539.96,1971.76,2924.42,429.988,629.345
4.37425,2519.36,2146.20,1787.48,617.304,965.883,1700.44,1910.26,3740.83,2698.79,1444.06,2584.64,404.672,1141.40,1342.82,2251.14,2545.51,2607.13,1415.71,1693.75,2205.44,2678.16,1496.13,1521.12,1151.93,1334.23,721.434,2540.80,2925.76,1690.32,1626.58,2258.23,1328.36,1797.35,2854.25,1286.76,1951.04,2731.52,371.795,934.350
4.38239,2682.54,1858.77,1670.33,1013.94,1274.14,1506.65,1578.74,4279.98,2780.64,1463.87,2349.82,615.748,1107.47,1176.26,2437.05,2385.28,2593.04,1222.89,1945.40,2207.96,3217.63,1254.93,1417.23,1287.00,1634.54,1164.97,2190.80,3015.33,1547.35,1548.23,2529.00,1402.24,2087.86,2437.52,1097.24,2012.48,2185.79,533.103,1577.79
4.39054,2727.30,1582.08,1892.04,1496.74,1668.08,1643.86,1277.89,4333.61,2866.63,1617.94,2405.66,946.658,1444.12,1036.41,2730.95,1860.19,2264.87,1302.37,2212.35,2122.32,3441.87,1073.63,1283.40,1571.04,1953.77,1577.56,2002.81,3310.60,1446.87,1526.76,2356.20,1485.75,2153.03,1962.18,1057.59,1795.12,1664.56,840.957,2075.38
4.39868,2824.58,1532.86,2424.97,2084.95,1833.59,1715.55,1042.63,4052.02,2972.58,1619.57,2392.86,1216.37,1964.60,1123.00,2721.45,1448.37,1834.87,1398.69,2356.65,1717.45,3219.93,1031.38,1443.56,1917.12,2328.66,1985.52,2158.52,3347.23,1276.63,1528.34,1959.52,1332.04,2214.07,1392.62,1134.29,1467.99,1538.66,1220.46,2113.94
4.40683,3269.23,1649.23,3063.86,2557.99,1585.08,1507.88,954.259,3649.11,3222.14,1533.63,2042.25,1252.18,2461.64,1242.83,2490.65,1334.53,1784.49,1716.77,2428.86,1328.99,2936.75,1101.69,1836.48,2406.17,2690.93,2292.84,2456.08,2958.98,1109.48,1411.99,1538.07,1290.28,2237.43,1080.69,1304.79,1433.71,1867.35,1557.01,1749.54
4.41497,3753.68,1824.36,3389.15,2984.80,995.833,1305.26,1269.06,3385.18,3398.33,1704.71,1628.69,1317.56,2946.02,1305.09,2367.50,1235.83,2093.15,2193.97,2607.17,1155.92,2946.61,1146.30,2184.86,2977.01,2708.93,2197.06,2728.57,2624.78,1033.69,1346.92,1530.44,1475.97,2331.80,1235.89,1544.87,1739.39,2484.05,1932.21,1537.40
4.42312,3726.89,2243.64,3541.37,3437.04,415.091,1442.58,1903.44,3309.95,3385.06,1987.71,1459.92,1687.48,3412.54,1395.84,2183.33,1211.25,2287.21,2853.52,2674.62,1223.90,3288.05,1228.60,2421.79,3434.72,2344.61,1761.39,2888.89,2489.64,1177.93,1299.21,1659.41,1608.62,2606.37,1470.55,1907.07,2240.53,2956.62,2445.59,1755.97
4.43126,3304.12,2761.63,3938.05,3500.43,125.586,1916.65,2538.50,3079.99,3326.56,2310.27,1673.23,2126.49,3560.39,1703.97,1953.85,1490.16,2138.12,3391.60,2800.23,1501.59,3517.21,1419.07,2586.73,3609.75,1928.72,1726.90,2921.70,2312.38,1414.85,1454.74,1517.28,1490.26,2720.05,1863.27,2303.50,2660.59,2913.30,3147.81,1962.07
4.43941,2873.50,2927.49,4392.83,3082.56,82.3823,2357.84,2969.19,3005.75,3272.38,2399.69,1967.57,2430.70,3135.07,2091.49,1978.54,1803.32,1876.94,3471.78,2976.99,1923.73,3265.94,1737.79,2522.24,3429.93,1800.08,2083.13,2951.32,1893.12,1432.42,1807.38,1288.61,1452.89,2428.22,2298.20,2713.34,2849.14,2503.06,3928.30,1895.08
4.44755,2850.14,2697.73,4542.90,2727.33,325.934,2595.41,3134.58,3252.78,3268.21,2030.01,2078.86,2610.14,2668.14,2195.12,2521.07,1968.81,1972.77,3205.73,2996.99,2361.54,2641.78,2358.56,2347.34,3331.84,2027.54,2455.19,3126.09,1559.79,1491.97,2270.72,1097.42,1651.85,1980.05,2642.83,3277.82,2984.10,2297.86,4399.85,1666.14
4.45570,3291.69,2447.29,4430.33,2559.65,765.609,2848.92,3266.34,3647.11,3325.30,1691.34,2117.12,2797.72,2656.27,1961.83,3255.96,2245.72,2340.45,2992.01,2960.37,2584.46,2250.44,3011.24,2309.08,3215.77,2405.26,2847.13,3406.13,1719.30,1720.12,3088.24,911.508,1854.70,1868.97,2820.76,3492.30,3258.64,2597.17,4408.38,1303.68
4.46384,3564.88,2315.31,4288.55,2419.89,1205.11,3288.78,3307.95,3884.84,3485.41,1657.44,2049.12,3085.16,3114.49,1790.21,3815.21,2642.50,2369.50,3033.33,2957.39,2498.46,2389.14,3297.20,2079.72,2988.40,2969.28,2991.68,3609.41,2010.38,2086.76,3657.57,840.586,2042.63,2210.63,2861.65,3480.55,3562.58,3210.37,4200.91,1091.76
4.47199,3574.25,2114.54,4229.68,2419.77,1615.92,3711.20,3195.21,4021.85,3668.64,1748.92,1975.93,3258.55,3673.02,2051.78,4322.46,2893.10,2113.78,3145.79,3224.99,2374.46,2607.69,3509.63,1777.14,3059.80,3480.96,2991.98,3743.03,2162.05,2436.51,3667.10,1053.24,2241.13,2891.29,3000.66,3491.57,3525.51,3708.56,3739.86,1166.07
4.48013,3748.69,1943.96,4186.76,2332.46,2274.11,3624.08,3285.92,4217.21,3617.45,1804.44,2139.59,3352.39,4110.84,2600.67,4442.41,2772.61,1993.26,3222.10,3614.22,2443.40,2846.12,3919.70,1919.38,3491.27,3887.69,2958.92,3995.31,2153.16,2592.21,3458.38,1561.91,2456.99,3426.53,2980.82,3758.57,3243.83,4080.84,3228.50,1553.00
4.48828,4059.28,2024.86,4035.51,1945.08,3224.71,3273.45,3461.80,4240.05,3289.25,1815.15,2389.46,3488.41,4179.04,3096.81,4074.96,2565.37,2071.47,3377.40,3735.58,2991.11,3109.83,4253.90,2416.85,3729.98,4128.07,2807.82,4135.15,2231.67,2658.65,3265.73,2333.67,2888.72,3594.89,2822.91,4372.05,3108.05,4504.61,3056.25,2301.97
4.49642,4448.61,2305.75,4001.05,1544.24,4240.30,3061.43,3495.30,4142.20,3159.59,1971.39,2683.08,3782.00,3951.99,3436.67,3891.97,2337.36,2175.30,3570.54,3751.81,3663.90,3597.76,4465.02,2852.59,3413.86,4007.24,2535.78,3993.53,2532.99,2560.63,3303.57,3429.53,3445.71,3697.36,2957.47,4902.44,3005.23,4810.24,3228.52,3121.54
4.50457,4912.17,2538.20,4289.74,1417.16,4787.93,3128.73,3529.38,4306.83,3390.49,2453.32,3067.81,4094.38,3652.13,3703.52,3973.68,2049.81,2222.65,3737.93,3769.08,4026.98,4310.94,4346.46,3058.40,2987.89,3685.90,2518.48,3841.30,2864.23,2358.17,3610.23,4716.60,3745.37,3763.49,3346.04,5399.01,2831.73,4736.87,3496.31,3774.04
4.51271,5405.72,2878.89,4641.72,1745.48,4743.33,3411.40,3726.62,4618.05,3718.11,3099.54,3647.47,4153.78,3537.06,3506.91,3928.84,2041.20,2417.66,3586.77,3841.97,4157.63,5013.95,3982.67,3167.63,2978.63,3662.19,2985.99,3789.90,3059.80,2452.02,3908.25,5793.30,3963.93,3749.61,3642.42,5892.56,2734.46,4394.15,3428.48,4083.32
4.52086,5715.74,3354.08,4991.00,2435.69,4545.15,3748.84,4024.03,5012.35,4166.45,3780.07,4296.78,4293.82,3556.09,3080.55,3863.30,2282.36,2776.22,3291.15,4203.78,4070.66,5515.37,3876.77,3488.06,3459.89,3947.13,3636.37,3857.60,3177.69,3055.73,4049.95,6461.97,4211.71,3608.52,3839.56,6220.93,3021.85,4014.10,3298.20,4253.46
4.52900,5701.31,3799.48,5299.91,3083.64,4666.97,4002.71,4189.01,5178.59,4853.31,4271.66,4946.35,4577.02,3649.21,3076.60,4093.11,2528.90,3287.25,3414.06,4765.77,4105.70,5779.92,4037.03,3893.52,4160.26,4103.84,4314.38,4172.49,3370.20,4038.78,4194.67,6832.43,4194.96,3696.06,4127.64,6424.75,3834.12,3581.56,3631.67,4536.23
4.53715,5497.99,4367.21,5535.84,3404.37,5268.70,4206.21,4296.09,5127.63,5156.27,4588.12,5731.97,4735.41,3815.55,3515.16,4508.94,2815.90,3813.41,4111.45,5406.55,4493.19,6122.87,4447.91,4222.94,4447.51,4199.24,4552.62,4631.98,3727.70,4842.68,4398.21,7019.33,4042.26,4212.64,4498.46,6346.83,4775.22,3184.19,4151.50,4702.85
4.54529,5367.45,5127.10,5715.51,3763.14,6291.63,4475.89,4607.54,5094.17,5157.76,4941.05,6535.85,5069.53,4478.94,4129.62,4931.18,3260.58,4556.90,4954.03,5862.64,5116.46,6663.87,4941.87,4721.46,4406.19,4479.42,4444.70,5188.60,3960.32,4992.59,4871.28,6731.93,4328.07,5057.21,4832.48,6180.17,5491.43,3209.49,4712.65,4668.25
4.55344,5407.85,5997.67,6011.18,4231.35,7086.74,4992.83,5088.90,5065.11,5474.96,5377.93,7153.97,5374.13,5615.38,4772.85,5333.90,3855.81,5373.04,5419.09,6106.28,5867.28,7140.88,5428.91,5565.15,4371.05,4933.78,4807.72,5769.92,4217.36,4814.90,5761.61,5928.53,4993.53,5799.06,4915.04,6249.78,6292.30,3922.94,5713.65,4802.03
4.56158,5502.11,6863.59,6324.96,4669.14,7337.84,5867.06,5468.60,5353.26,5870.19,5821.71,7540.38,5357.61,6398.72,5332.51,5885.71,4479.88,6227.98,5809.54,6519.06,6543.72,7402.24,6144.08,6451.76,4446.43,5523.44,5395.56,6335.96,4557.64,5193.04,6649.78,5267.82,5837.04,6096.27,4893.79,6391.81,7151.87,4756.15,6780.55,5443.39
4.56973,5544.26,7506.82,6588.46,4915.71,7333.31,6977.45,5810.57,5916.39,6199.72,6449.80,7944.29,5459.23,6865.98,6073.62,6527.99,5188.60,7203.83,6683.69,7345.10,7196.36,7599.98,7097.54,7304.87,4617.18,6026.67,5856.07,7150.98,4845.93,6321.85,7413.12,5361.39,6703.56,6246.04,5344.17,6690.13,7727.13,5444.77,7523.49,6263.09
4.57787,5737.14,8196.86,6991.35,5095.00,7575.42,7866.99,6336.48,6556.79,6736.93,7272.97,8447.75,5971.29,7292.34,6868.75,7112.83,6057.01,7998.72,7780.30,8550.85,7854.35,8042.15,8017.26,8299.11,4807.96,6670.90,6581.69,8104.80,5268.32,7561.31,7945.00,6058.13,7407.61,6478.68,6196.91,7309.31,8195.68,6233.60,7984.88,7049.16
4.58602,6388.22,9219.14,7647.89,5805.14,8234.71,8444.87,7137.08,7258.95,7375.68,8198.65,9002.91,7154.14,7933.32,7404.49,7503.61,6905.07,8604.58,8433.01,9789.07,8501.10,8610.56,8707.10,9265.08,5230.59,7803.31,7796.40,8952.04,5967.12,8582.38,8173.35,6967.46,8031.42,6898.68,7108.34,8088.95,8803.90,7055.79,8422.19,8082.78
4.59416,7523.38,10458.3,8425.53,7482.17,9297.51,8923.62,8074.00,7954.00,8253.39,9175.06,9808.39,8759.74,8927.86,7955.13,7908.46,7692.65,9089.26,8640.20,10772.8,9293.87,9236.64,9483.58,10075.8,6181.99,9200.54,9456.55,9615.66,7080.82,9802.76,8301.63,8143.73,8941.58,7621.75,8175.15,8924.01,9532.14,8180.23,8733.21,9137.83
4.60231,8766.84,11654.0,9286.19,9716.87,10582.9,9731.85,9181.31,8848.54,9552.82,10171.9,10959.9,10404.8,10162.4,8969.77,8895.18,8596.57,9621.10,9116.06,11944.3,10406.6,10388.0,10660.5,11019.9,7770.14,10564.0,11122.4,10548.6,8428.83,11133.4,8716.97,9556.03,10285.7,8531.13,9173.47,9669.11,10207.6,9426.06,9073.54,9935.00
4.61045,10052.4,13108.3,10494.3,11947.1,12047.6,11008.0,10692.7,10364.2,11098.3,11399.3,12271.6,12219.5,11519.2,10696.2,10691.1,9727.04,10567.3,10278.4,13626.5,11741.3,12259.1,11985.9,12209.7,9704.19,11841.2,12761.5,11908.5,10034.6,12355.2,9925.13,10985.9,11972.1,9585.44,10286.3,10587.9,11056.4,10694.8,9901.16,10994.4
4.61860,11922.3,15326.5,12239.5,14328.6,13977.1,12709.7,12933.2,12393.5,12931.4,13282.6,14041.9,14110.2,13319.2,12937.1,13106.1,11218.4,12124.7,12236.6,15556.4,13223.7,14423.7,13433.2,13685.2,11885.7,13315.9,14512.4,13597.2,12247.9,13761.7,11827.2,12679.4,13780.9,11021.4,12088.2,11917.4,12373.9,12350.0,11394.4,12578.7
4.62674,14486.6,18172.6,14754.6,17396.4,16690.2,14874.5,15934.5,15220.7,15431.0,16016.6,16637.7,16269.8,15639.1,15372.4,16253.9,13372.7,14465.5,14838.0,17603.0,15068.9,16857.1,15420.3,15856.5,14379.4,15084.9,16509.8,15796.6,15107.7,15636.9,14192.7,15036.2,15750.2,13197.0,14358.8,13815.2,14306.3,14330.5,13461.0,14724.2
4.63489,17542.6,21499.9,18378.5,21319.7,20414.7,18086.9,19528.2,19104.8,18536.8,19475.9,20138.9,19167.3,18703.4,18180.4,20204.0,16556.1,17639.4,17719.9,20017.2,17599.2,19822.1,18509.9,18876.2,17591.0,17427.8,19155.3,18427.9,18397.9,18039.3,16858.2,18040.8,18126.2,16356.2,16901.4,16458.2,16974.7,16627.4,15940.9,17407.6
