,FA_20240213_2H_E.coli_1.9.ser#1,FA_20240213_2H_E.coli_1.9.ser#2,FA_20240213_2H_E.coli_1.9.ser#3,FA_20240213_2H_E.coli_1.9.ser#4,FA_20240213_2H_E.coli_1.9.ser#5,FA_20240213_2H_E.coli_1.9.ser#6,FA_20240213_2H_E.coli_1.9.ser#7,FA_20240213_2H_E.coli_1.9.ser#8,FA_20240213_2H_E.coli_1.9.ser#9,FA_20240213_2H_E.coli_1.9.ser#10,FA_20240213_2H_E.coli_1.9.ser#11,FA_20240213_2H_E.coli_1.9.ser#12,FA_20240213_2H_E.coli_1.9.ser#13,FA_20240213_2H_E.coli_1.9.ser#14,FA_20240213_2H_E.coli_1.9.ser#15,FA_20240213_2H_E.coli_1.9.ser#16,FA_20240213_2H_E.coli_1.9.ser#17,FA_20240213_2H_E.coli_1.9.ser#18,FA_20240213_2H_E.coli_1.9.ser#19,FA_20240213_2H_E.coli_1.9.ser#20,FA_20240213_2H_E.coli_1.9.ser#21,FA_20240213_2H_E.coli_1.9.ser#22,FA_20240213_2H_E.coli_1.9.ser#23,FA_20240213_2H_E.coli_1.9.ser#24,FA_20240213_2H_E.coli_1.9.ser#25,FA_20240213_2H_E.coli_1.9.ser#26,FA_20240213_2H_E.coli_1.9.ser#27,FA_20240213_2H_E.coli_1.9.ser#28,FA_20240213_2H_E.coli_1.9.ser#29,FA_20240213_2H_E.coli_1.9.ser#30,FA_20240213_2H_E.coli_1.9.ser#31,FA_20240213_2H_E.coli_1.9.ser#32,FA_20240213_2H_E.coli_1.9.ser#33,FA_20240213_2H_E.coli_1.9.ser#34,FA_20240213_2H_E.coli_1.9.ser#35,FA_20240213_2H_E.coli_1.9.ser#36,FA_20240213_2H_E.coli_1.9.ser#37,FA_20240213_2H_E.coli_1.9.ser#38,FA_20240213_2H_E.coli_1.9.ser#39,FA_20240213_2H_E.coli_1.9.ser#40,FA_20240213_2H_E.coli_1.9.ser#41,FA_20240213_2H_E.coli_1.9.ser#42,FA_20240213_2H_E.coli_1.9.ser#43,FA_20240213_2H_E.coli_1.9.ser#44,FA_20240213_2H_E.coli_1.9.ser#45,FA_20240213_2H_E.coli_1.9.ser#46,FA_20240213_2H_E.coli_1.9.ser#47,FA_20240213_2H_E.coli_1.9.ser#48,FA_20240213_2H_E.coli_1.9.ser#49,FA_20240213_2H_E.coli_1.9.ser#50,FA_20240213_2H_E.coli_1.9.ser#51,FA_20240213_2H_E.coli_1.9.ser#52,FA_20240213_2H_E.coli_1.9.ser#53,FA_20240213_2H_E.coli_1.9.ser#54,FA_20240213_2H_E.coli_1.9.ser#55,FA_20240213_2H_E.coli_1.9.ser#56,FA_20240213_2H_E.coli_1.9.ser#57,FA_20240213_2H_E.coli_1.9.ser#58,FA_20240213_2H_E.coli_1.9.ser#59,FA_20240213_2H_E.coli_1.9.ser#60,FA_20240213_2H_E.coli_1.9.ser#61,FA_20240213_2H_E.coli_1.9.ser#62,FA_20240213_2H_E.coli_1.9.ser#63,FA_20240213_2H_E.coli_1.9.ser#64,FA_20240213_2H_E.coli_1.9.ser#65,FA_20240213_2H_E.coli_1.9.ser#66,FA_20240213_2H_E.coli_1.9.ser#67,FA_20240213_2H_E.coli_1.9.ser#68,FA_20240213_2H_E.coli_1.9.ser#69,FA_20240213_2H_E.coli_1.9.ser#70,FA_20240213_2H_E.coli_1.9.ser#71,FA_20240213_2H_E.coli_1.9.ser#72,FA_20240213_2H_E.coli_1.9.ser#73,FA_20240213_2H_E.coli_1.9.ser#74,FA_20240213_2H_E.coli_1.9.ser#75,FA_20240213_2H_E.coli_1.9.ser#76,FA_20240213_2H_E.coli_1.9.ser#77,FA_20240213_2H_E.coli_1.9.ser#78,FA_20240213_2H_E.coli_1.9.ser#79,FA_20240213_2H_E.coli_1.9.ser#80,FA_20240213_2H_E.coli_1.9.ser#81,FA_20240213_2H_E.coli_1.9.ser#82,FA_20240213_2H_E.coli_1.9.ser#83,FA_20240213_2H_E.coli_1.9.ser#84,FA_20240213_2H_E.coli_1.9.ser#85,FA_20240213_2H_E.coli_1.9.ser#86,FA_20240213_2H_E.coli_1.9.ser#87,FA_20240213_2H_E.coli_1.9.ser#88,FA_20240213_2H_E.coli_1.9.ser#89,FA_20240213_2H_E.coli_1.9.ser#90,FA_20240213_2H_E.coli_1.9.ser#91,FA_20240213_2H_E.coli_1.9.ser#92,FA_20240213_2H_E.coli_1.9.ser#93,FA_20240213_2H_E.coli_1.9.ser#94,FA_20240213_2H_E.coli_1.9.ser#95,FA_20240213_2H_E.coli_1.9.ser#96,FA_20240213_2H_E.coli_1.9.ser#97,FA_20240213_2H_E.coli_1.9.ser#98,FA_20240213_2H_E.coli_1.9.ser#99,FA_20240213_2H_E.coli_1.9.ser#100,FA_20240213_2H_E.coli_1.9.ser#101,FA_20240213_2H_E.coli_1.9.ser#102,FA_20240213_2H_E.coli_1.9.ser#103,FA_20240213_2H_E.coli_1.9.ser#104,FA_20240213_2H_E.coli_1.9.ser#105,FA_20240213_2H_E.coli_1.9.ser#106,FA_20240213_2H_E.coli_1.9.ser#107,FA_20240213_2H_E.coli_1.9.ser#108,FA_20240213_2H_E.coli_1.9.ser#109,FA_20240213_2H_E.coli_1.9.ser#110,FA_20240213_2H_E.coli_1.9.ser#111,FA_20240213_2H_E.coli_1.9.ser#112,FA_20240213_2H_E.coli_1.9.ser#113,FA_20240213_2H_E.coli_1.9.ser#114,FA_20240213_2H_E.coli_1.9.ser#115,FA_20240213_2H_E.coli_1.9.ser#116,FA_20240213_2H_E.coli_1.9.ser#117,FA_20240213_2H_E.coli_1.9.ser#118,FA_20240213_2H_E.coli_1.9.ser#119,FA_20240213_2H_E.coli_1.9.ser#120,FA_20240213_2H_E.coli_1.9.ser#121,FA_20240213_2H_E.coli_1.9.ser#122,FA_20240213_2H_E.coli_1.9.ser#123,FA_20240213_2H_E.coli_1.9.ser#124,FA_20240213_2H_E.coli_1.9.ser#125,FA_20240213_2H_E.coli_1.9.ser#126,FA_20240213_2H_E.coli_1.9.ser#127,FA_20240213_2H_E.coli_1.9.ser#128,FA_20240213_2H_E.coli_1.9.ser#129,FA_20240213_2H_E.coli_1.9.ser#130
1.34014,210.446,-77.9265,-254.472,94.5112,-157.996,-170.693,147.617,181.740,-61.3908,-184.145,125.442,116.998,-178.961,236.384,-237.018,78.6879,-91.8544,-264.012,-200.864,102.100,140.806,-273.029,-72.0611,-45.9815,-153.617,106.985,-0.110820,-67.6819,-50.7262,-258.762,-179.242,43.8763,121.292,350.653,84.8968,249.490,88.7559,-104.089,59.9363,42.2702,-27.6379,17.4117,-320.609,-212.877,92.3436,-240.278,218.850,-239.798,-269.727,-131.132,-14.9616,-199.669,-114.342,-123.570,-55.3800,97.4818,-230.715,-8.23613,-394.622,-295.815,-190.891,-72.3162,-87.1877,82.2966,-264.923,2.07582,-58.4269,127.987,65.6688,-144.032,160.862,127.118,-223.600,-304.367,135.211,-166.883,-146.934,-252.865,124.373,-123.005,-298.335,-67.0773,-280.677,-64.3080,145.293,-88.0907,-98.8747,105.928,231.586,152.392,83.8042,125.658,24.5699,159.746,-202.218,172.728,-168.983,133.608,72.7552,23.9609,102.220,-225.844,-33.5352,-231.860,86.5607,-47.5444,26.4522,-231.368,-37.5331,-157.020,-209.009,24.6653,201.909,86.3897,-256.129,-30.5246,21.4450,53.0319,-118.008,-256.932,159.746,21.1303,170.900,-118.988,-147.390,-210.446,111.769,-276.416,137.048,-160.524
1.34422,215.663,-56.5883,-280.904,102.518,-158.907,-171.082,148.049,200.095,-60.9656,-205.816,88.7223,116.560,-164.020,229.803,-235.041,47.1539,-98.6274,-283.952,-182.990,115.766,148.454,-271.209,-68.1315,-48.6357,-161.690,105.349,-5.36927,-71.1846,-23.1651,-246.827,-170.031,58.3821,96.7818,372.210,103.175,227.988,103.142,-141.313,40.2914,69.8092,-40.9309,-6.03646,-320.071,-223.612,89.6218,-252.748,187.977,-252.919,-221.399,-134.591,-41.9777,-198.904,-124.893,-94.7253,-68.6772,81.3364,-256.121,36.6975,-382.939,-294.247,-203.818,-75.0272,-93.2195,108.133,-279.561,-12.6840,-53.1268,123.915,85.4934,-111.451,164.734,133.636,-216.104,-290.874,163.507,-199.763,-127.591,-259.239,126.127,-138.703,-277.442,-96.7976,-323.594,-69.1902,145.074,-86.7612,-108.534,85.1095,199.098,128.594,62.2873,97.0438,36.7826,192.328,-190.543,134.549,-167.660,129.397,79.1160,18.9253,101.200,-222.170,6.11535,-225.122,88.4374,-12.2878,28.6025,-217.250,-26.0684,-148.596,-214.660,-2.14859,210.009,83.5600,-284.045,-25.9548,49.4072,55.7905,-138.615,-254.525,141.772,50.4104,152.549,-127.832,-175.754,-222.913,122.560,-281.353,157.163,-151.204
1.34829,204.579,-43.3037,-303.517,102.623,-155.295,-174.899,145.290,214.657,-60.9675,-226.154,41.6188,110.513,-144.735,214.085,-229.785,12.4581,-111.219,-300.206,-161.919,128.415,158.377,-268.814,-61.0016,-54.4416,-170.129,100.132,-7.01758,-81.8618,2.27884,-234.511,-154.338,70.9312,69.0196,386.935,120.736,203.189,108.196,-178.360,21.0583,97.6318,-62.3000,-31.4313,-315.180,-235.392,86.0168,-269.198,158.587,-266.032,-170.058,-137.222,-68.8936,-200.036,-130.875,-61.0696,-93.7578,67.5016,-271.103,85.7672,-373.761,-286.751,-221.383,-78.7051,-100.058,129.884,-295.008,-31.5402,-58.9381,117.854,104.231,-75.3367,169.011,137.017,-204.527,-274.211,178.668,-228.192,-100.305,-266.139,130.526,-144.834,-253.218,-129.122,-362.780,-65.9004,154.869,-80.6873,-112.459,58.3905,160.880,99.1549,36.6887,69.8759,45.2297,221.938,-182.159,94.9079,-167.171,124.693,88.1078,8.90270,96.8080,-213.223,43.0393,-211.489,89.3348,24.6623,33.7927,-201.927,-7.93928,-144.336,-220.119,-29.7746,214.354,80.1352,-305.297,-19.5285,79.7820,61.2328,-158.415,-253.099,116.213,78.4236,132.462,-135.814,-196.198,-229.596,128.618,-282.438,170.276,-142.365
1.35236,180.058,-38.2157,-318.389,93.4423,-146.598,-182.941,137.996,223.595,-61.2041,-244.844,-11.9635,98.8091,-124.599,192.884,-224.191,-20.7416,-131.579,-311.578,-141.252,139.967,171.646,-264.894,-51.4317,-65.0133,-179.433,90.7616,-4.09210,-97.2835,26.1156,-227.301,-133.589,83.9747,42.9487,391.162,137.004,177.639,103.534,-213.017,5.14124,122.517,-87.0897,-57.8850,-306.693,-244.393,79.2702,-288.823,132.218,-276.647,-119.237,-137.783,-92.5128,-200.842,-133.361,-25.2992,-128.375,57.3302,-274.726,135.608,-368.840,-271.980,-240.330,-85.5136,-105.342,146.620,-307.660,-55.2269,-74.5033,111.531,119.359,-36.4616,173.721,136.615,-187.520,-253.403,180.805,-251.071,-68.9030,-275.156,136.876,-144.023,-226.533,-161.067,-393.359,-55.5446,171.535,-69.6918,-109.588,29.3794,122.486,68.5795,11.0128,45.8317,48.6898,246.996,-177.717,57.6676,-168.590,121.481,100.687,-8.51551,88.5339,-200.901,73.8937,-193.384,89.6346,59.6687,40.4550,-185.150,15.3916,-144.251,-225.624,-58.1025,215.991,76.7591,-319.245,-12.8340,113.363,71.2326,-174.110,-252.285,85.1022,104.478,110.732,-142.986,-204.728,-228.675,127.285,-280.437,176.048,-133.641
1.35643,147.422,-40.1720,-321.501,75.7950,-134.390,-194.015,125.423,225.351,-61.9435,-262.465,-67.1108,83.4384,-105.195,170.639,-221.176,-47.3606,-160.055,-317.403,-125.017,150.015,188.783,-259.058,-40.2160,-81.1340,-190.654,77.8635,4.53335,-114.818,50.0811,-228.536,-110.291,98.3253,22.4911,382.422,151.704,153.129,90.9561,-242.840,-6.11050,142.276,-109.856,-84.5327,-295.878,-247.649,68.0546,-310.397,110.534,-282.423,-72.4500,-134.320,-109.208,-199.155,-133.261,9.01052,-168.050,51.8281,-268.495,182.617,-367.368,-249.238,-257.968,-94.7191,-107.799,159.670,-314.386,-82.6377,-96.0361,106.174,128.589,3.53390,179.428,132.316,-164.139,-229.483,173.568,-268.416,-36.2055,-284.207,144.103,-140.518,-197.068,-188.205,-412.903,-40.1603,190.493,-53.5705,-101.964,3.05367,89.7651,41.6703,-10.5354,26.6662,47.4466,266.646,-177.092,26.5083,-173.506,121.655,117.901,-33.8433,77.1025,-188.556,96.3891,-173.450,89.1930,89.7480,45.8794,-165.777,41.7382,-146.737,-229.120,-85.3010,215.577,73.7775,-326.736,-7.05779,150.544,85.6541,-185.329,-253.115,51.9663,127.664,87.3053,-149.509,-199.345,-218.999,116.888,-275.661,177.200,-124.255
1.36051,112.956,-47.0978,-310.463,53.0386,-121.107,-206.121,107.128,219.037,-63.1691,-280.335,-119.376,67.6003,-86.3925,151.247,-223.366,-63.5777,-195.403,-317.498,-115.947,157.483,209.553,-251.694,-27.8532,-101.926,-204.562,62.7274,19.2811,-132.376,74.9199,-238.469,-87.3689,112.352,9.84989,359.893,164.763,130.620,73.2841,-265.482,-12.3935,155.855,-126.836,-109.260,-284.130,-244.925,52.3651,-333.144,95.1653,-282.718,-32.1168,-124.800,-116.062,-193.037,-130.948,38.9002,-207.847,51.1161,-255.787,223.782,-367.047,-219.473,-272.243,-103.016,-106.971,172.136,-313.729,-111.238,-118.101,101.707,130.598,42.2990,186.059,124.655,-135.684,-205.267,161.488,-280.539,-3.84894,-289.277,151.588,-138.721,-164.207,-205.697,-422.368,-21.8850,207.435,-31.5643,-93.6425,-15.6203,66.8474,22.4335,-25.3776,13.4972,42.4545,280.322,-180.040,4.12577,-182.729,126.178,139.598,-65.3294,64.7312,-179.068,109.375,-154.263,87.7980,113.736,47.5599,-142.491,69.6806,-149.860,-227.353,-108.043,213.744,71.1071,-329.785,-2.70943,190.915,102.149,-193.870,-257.775,20.7501,147.578,62.9499,-155.366,-181.026,-201.072,96.0740,-268.277,178.030,-112.779
1.36458,82.2886,-56.5286,-285.537,30.1166,-108.822,-217.440,82.9696,205.121,-64.3066,-299.263,-166.177,54.2870,-67.1943,137.045,-231.956,-67.7867,-235.107,-312.537,-114.364,159.727,232.539,-243.940,-14.7937,-124.433,-220.874,46.4635,38.9755,-148.796,98.9934,-254.739,-67.6987,122.494,5.60678,324.484,176.704,110.857,53.2805,-279.509,-13.5880,162.933,-137.405,-128.903,-272.512,-239.175,33.3743,-356.922,86.9655,-279.363,0.780963,-108.255,-112.426,-180.773,-126.046,62.9078,-244.075,54.6765,-240.294,257.506,-365.243,-185.520,-281.723,-106.211,-102.920,187.205,-306.129,-138.275,-135.174,96.4876,125.555,77.0933,192.477,115.159,-106.602,-183.768,147.141,-287.539,27.1222,-287.473,159.573,-141.682,-128.056,-210.537,-425.223,-2.18267,219.541,-3.24344,-89.1159,-23.7876,54.9406,13.9783,-33.4696,5.72592,34.4139,287.271,-185.812,-8.35663,-195.283,134.931,163.386,-99.8292,54.3581,-173.094,112.653,-137.972,85.8255,132.250,44.3319,-114.001,99.1450,-152.921,-218.188,-122.824,211.281,68.4471,-330.723,0.272121,232.723,117.398,-201.313,-268.673,-5.52155,163.799,39.4280,-160.465,-153.500,-177.442,63.1822,-258.359,181.938,-97.3131
1.36865,59.1421,-66.4586,-249.363,11.6265,-98.8353,-226.702,53.4811,185.672,-64.7529,-318.067,-206.909,45.2384,-47.0456,128.356,-245.948,-61.0244,-275.667,-304.636,-118.618,153.064,255.031,-237.217,-1.99334,-144.295,-237.740,29.9028,60.4633,-163.686,119.280,-273.361,-53.1085,124.556,9.39763,278.961,188.945,95.1821,33.3086,-284.904,-9.49875,163.618,-143.772,-141.130,-261.258,-235.250,13.0687,-381.968,85.4580,-275.989,26.7624,-85.5826,-100.602,-161.530,-117.661,80.7008,-274.878,62.0326,-224.360,283.681,-359.931,-151.301,-285.860,-101.367,-96.2506,206.200,-293.277,-161.867,-143.495,87.7418,114.708,105.351,197.082,106.263,-83.1392,-166.949,129.752,-288.969,55.7946,-278.665,168.829,-150.291,-89.8881,-203.637,-425.499,18.3527,225.672,30.1590,-92.0809,-22.3827,52.6579,18.1532,-36.2856,0.417244,23.6496,287.061,-192.537,-11.4972,-208.813,147.141,185.208,-134.233,48.5500,-169.158,106.768,-125.659,84.2678,146.398,36.5266,-79.1131,130.440,-157.158,-202.766,-127.496,208.838,65.7615,-331.431,1.74979,272.463,129.019,-207.677,-287.351,-25.3220,174.809,19.1400,-165.149,-121.835,-151.808,16.8829,-245.808,189.743,-76.2614
1.37272,44.7381,-76.0920,-205.719,0.308155,-91.9107,-232.984,20.1505,163.503,-64.7753,-333.798,-242.073,40.5186,-27.0402,123.675,-262.821,-46.5783,-312.824,-297.072,-126.467,134.972,273.705,-232.412,8.97066,-157.445,-252.010,14.4484,79.3087,-176.731,133.685,-289.849,-43.4768,115.586,20.4091,228.012,203.096,85.3068,15.3537,-282.823,-0.248740,158.378,-149.393,-146.251,-249.559,-237.398,-6.38243,-408.430,88.9753,-276.359,47.7327,-59.6222,-84.9032,-136.192,-105.030,92.3717,-299.812,72.8672,-208.483,302.954,-350.380,-120.555,-285.050,-88.1993,-87.7810,227.768,-277.134,-181.209,-142.041,72.6958,99.2781,125.599,198.729,100.173,-70.6851,-155.589,105.863,-283.582,81.3943,-264.856,179.600,-163.190,-52.0845,-189.705,-425.809,39.5576,225.795,65.4276,-104.454,-16.0082,56.9876,34.5262,-34.6943,-6.90361,10.7158,280.469,-197.136,-7.23029,-221.116,162.051,201.339,-166.441,48.7898,-165.140,93.3212,-116.966,83.9821,156.457,25.5729,-37.2582,162.886,-164.887,-185.845,-121.813,206.188,63.5075,-333.102,0.740032,305.161,136.518,-212.072,-313.910,-38.3172,177.930,4.63368,-170.433,-90.4519,-127.483,-42.3141,-230.268,199.839,-49.2979
1.37680,38.0835,-85.7524,-158.299,-3.28624,-88.6553,-235.139,-14.9315,141.005,-65.8309,-343.974,-272.239,38.3862,-9.75933,120.523,-279.974,-28.4028,-342.049,-292.695,-136.078,105.936,285.812,-229.320,16.7401,-161.756,-260.378,2.71796,91.7114,-186.931,142.410,-300.663,-37.2725,95.8351,37.2908,177.351,219.571,81.8628,0.998667,-275.090,13.1257,148.110,-157.074,-147.247,-236.085,-246.888,-23.4419,-435.537,95.4638,-282.695,66.1094,-34.4850,-69.7799,-107.344,-88.0909,98.2285,-319.166,86.2854,-192.132,315.938,-337.278,-96.0404,-280.364,-68.8738,-77.8149,248.640,-259.104,-195.673,-132.061,50.0792,80.0715,138.194,197.453,97.5141,-71.9909,-149.405,71.4924,-269.679,103.359,-248.732,190.552,-177.352,-17.8125,-174.648,-426.192,60.9262,220.468,98.3543,-125.642,-10.4308,64.1916,60.0475,-27.7437,-20.3659,-3.13757,269.593,-196.213,1.85567,-231.199,179.275,210.097,-195.275,55.1293,-159.723,75.5449,-110.605,84.7559,161.588,13.7720,10.6427,194.384,-177.712,-174.025,-106.888,201.582,62.1655,-336.201,-3.86552,325.646,140.527,-214.077,-347.343,-44.7106,170.806,-2.14413,-177.512,-61.7466,-106.530,-111.201,-211.146,209.606,-17.8434
1.38087,36.8498,-95.8945,-110.244,-0.0935313,-89.7735,-231.423,-49.9227,119.806,-70.1038,-348.667,-297.048,35.6408,2.36051,116.625,-295.631,-9.23572,-359.447,-292.264,-146.231,69.1872,290.152,-226.663,21.3135,-157.667,-260.399,-2.07677,96.4605,-192.535,147.336,-304.487,-33.1346,69.2456,57.9171,131.845,236.751,83.5020,-8.55530,-263.840,28.4055,134.166,-167.767,-147.903,-220.028,-261.423,-37.7604,-460.782,103.505,-294.844,83.2785,-14.4575,-58.2613,-78.2647,-67.5402,99.0757,-333.324,100.229,-174.790,323.040,-322.040,-79.5867,-273.340,-46.3766,-65.7828,265.132,-239.708,-203.650,-115.667,20.9071,58.4911,144.975,194.771,97.2242,-87.3155,-146.986,24.5034,-246.418,121.190,-232.589,198.775,-189.441,9.73747,-162.696,-424.549,81.0124,210.568,125.139,-152.732,-9.20127,70.8589,90.4843,-13.4225,-42.1882,-16.1020,257.043,-187.701,13.3007,-238.866,198.398,211.903,-219.766,65.9975,-153.044,58.0073,-105.374,84.9030,160.469,3.93962,61.7926,222.056,-195.527,-172.947,-84.3942,192.299,61.7560,-340.265,-12.0223,330.222,141.340,-214.121,-386.359,-44.7137,153.059,-0.789233,-186.936,-36.2725,-90.1001,-184.455,-187.855,216.763,15.2301
1.38494,38.2562,-106.201,-64.3142,8.63736,-95.9829,-220.077,-83.7828,101.039,-79.8253,-350.289,-314.780,29.0508,8.66875,110.628,-308.886,9.89079,-362.699,-294.362,-156.156,28.7824,287.520,-222.645,24.1884,-147.681,-250.706,2.34316,95.4061,-191.995,150.148,-302.260,-30.9144,41.7253,79.5180,93.9110,251.326,87.7958,-12.4784,-251.137,42.6633,118.095,-180.495,-150.480,-201.737,-276.813,-50.4527,-480.178,112.711,-310.624,98.7217,-2.86097,-51.3300,-51.6896,-44.2707,96.5661,-341.984,112.080,-156.419,324.737,-305.545,-72.5493,-265.650,-22.6932,-50.6343,274.236,-218.916,-202.418,-94.5585,-12.1894,37.7398,147.726,193.049,97.5714,-115.425,-146.118,-33.9055,-215.209,134.485,-217.621,201.075,-197.329,28.5211,-155.440,-418.618,97.4927,197.061,143.245,-181.610,-12.1460,75.1749,122.707,9.38490,-72.2703,-26.4043,245.181,-172.227,25.2106,-243.461,217.987,208.171,-238.665,78.5208,-146.530,44.8643,-100.546,81.5549,152.036,-1.66184,112.161,243.147,-217.121,-184.822,-55.9983,176.604,62.3211,-343.997,-22.6694,317.899,138.443,-212.697,-429.710,-38.4363,126.465,7.09561,-198.117,-14.2233,-79.0691,-256.103,-160.254,219.843,46.5054
1.38901,39.7582,-115.376,-23.1795,21.9674,-107.446,-200.864,-115.907,85.3403,-96.5294,-351.399,-323.428,17.3769,10.8099,102.040,-319.354,28.5259,-351.371,-296.960,-165.161,-12.1738,280.603,-216.005,27.1644,-135.261,-231.068,16.1529,92.1598,-185.167,150.840,-295.828,-31.4425,18.5312,99.1249,63.3161,259.595,92.8379,-10.6184,-238.581,53.4801,101.165,-192.999,-154.684,-182.638,-289.337,-63.9128,-489.797,122.965,-326.967,110.721,-1.08963,-47.9534,-29.1153,-18.5925,93.1100,-343.835,120.113,-137.613,321.518,-286.990,-75.8209,-258.455,1.70039,-31.5757,273.873,-196.801,-189.453,-69.9422,-46.5579,22.3635,146.705,193.770,96.9996,-153.921,-144.819,-99.0625,-179.737,143.473,-203.694,195.585,-200.512,38.6114,-152.578,-407.877,108.038,180.876,151.553,-208.072,-16.9674,77.5700,155.927,39.3744,-108.424,-33.0753,236.262,-153.192,36.6505,-243.167,234.890,200.413,-250.510,89.6255,-142.096,37.5033,-95.6381,71.5460,136.188,-2.48115,157.730,255.605,-241.285,-207.215,-23.1534,155.546,64.9674,-346.225,-34.9846,290.681,131.499,-209.563,-475.518,-26.1399,93.9603,18.4580,-209.450,3.30291,-73.8068,-320.781,-128.674,217.834,73.0161
1.39309,39.4294,-121.466,10.6764,38.6150,-123.042,-176.135,-145.145,72.7123,-120.124,-352.722,-322.717,2.45207,11.9149,90.7906,-326.754,45.9295,-326.466,-298.995,-172.233,-52.0320,273.248,-206.993,30.8637,-123.817,-202.846,37.3133,89.9750,-173.890,147.843,-286.542,-35.3811,2.58668,114.196,38.0387,259.083,97.8533,-4.05744,-227.268,60.3484,84.1985,-202.450,-158.381,-164.968,-296.802,-80.5357,-487.471,133.139,-341.181,117.911,-7.97997,-45.4694,-10.8295,10.0571,91.1968,-337.506,124.369,-119.673,313.392,-263.785,-89.1147,-252.260,26.7072,-8.55298,262.620,-174.007,-164.396,-43.6118,-80.7327,16.0932,140.646,195.919,94.3195,-199.070,-142.253,-163.886,-144.529,149.624,-189.982,182.596,-199.226,42.3235,-152.796,-393.474,111.621,162.856,150.230,-228.453,-22.3119,79.9674,191.006,72.8712,-146.569,-36.5024,232.927,-135.313,48.1191,-235.779,245.033,190.144,-253.952,97.2129,-141.154,33.2720,-90.5297,52.9451,114.467,0.0241962,195.565,258.524,-267.130,-233.564,12.5928,132.806,72.0822,-347.067,-48.7621,253.254,121.489,-203.667,-520.359,-8.48528,58.9133,29.9979,-218.997,14.3936,-73.2392,-374.115,-93.3132,209.613,92.6320
1.39716,35.7551,-122.592,35.4715,56.0461,-140.194,-150.173,-169.256,63.0444,-148.311,-353.129,-315.040,-11.5663,14.9618,76.8473,-330.654,61.5505,-290.076,-300.522,-176.192,-90.1687,269.207,-197.234,34.1593,-115.922,-169.280,62.2340,90.0828,-161.507,139.761,-275.050,-42.1116,-5.86409,123.318,15.2538,249.559,102.586,4.76434,-218.241,65.2399,67.9239,-206.144,-159.054,-151.333,-298.160,-100.797,-473.527,140.550,-351.779,120.397,-19.9688,-40.6327,3.64642,42.3533,92.5360,-322.841,126.153,-104.327,299.974,-232.800,-110.254,-247.671,51.3309,17.6947,239.721,-151.867,-130.109,-18.6819,-114.168,19.8057,128.204,196.089,88.5666,-246.332,-138.645,-220.814,-113.535,155.646,-176.132,164.384,-193.655,43.4146,-154.070,-376.514,109.282,143.699,140.438,-240.315,-29.2681,84.1997,228.364,105.333,-181.266,-38.5055,237.749,-122.392,61.1958,-220.565,245.720,179.030,-248.097,100.469,-144.128,26.4176,-85.9306,26.7080,90.1006,3.01431,224.283,252.682,-293.728,-255.317,49.0102,112.721,85.9855,-347.842,-63.5574,212.318,110.671,-193.547,-559.282,13.3406,25.0386,39.1976,-225.398,17.3444,-74.4859,-412.521,-54.0838,193.851,103.709
1.40123,27.1901,-118.048,50.6670,70.9381,-155.385,-127.499,-185.467,57.1666,-177.017,-351.111,-304.464,-20.2424,21.5668,60.1340,-330.598,75.6015,-245.446,-301.767,-176.372,-126.397,270.909,-188.426,34.6704,-112.572,-134.975,86.7777,91.4190,-151.386,127.164,-261.990,-49.6228,-8.74392,126.567,-7.97706,232.843,106.349,13.0292,-212.958,71.4308,53.2163,-202.499,-154.899,-143.932,-293.205,-122.486,-450.303,141.668,-358.646,119.675,-32.4873,-31.2154,15.0523,77.5866,97.3604,-300.846,126.684,-92.8382,281.573,-192.082,-135.348,-245.940,73.8610,45.8427,205.738,-132.056,-91.7174,1.15300,-146.019,31.1783,109.533,190.338,78.8401,-291.624,-134.488,-264.056,-89.7320,164.736,-162.773,144.224,-184.214,45.6930,-153.915,-356.716,103.413,123.870,123.915,-243.244,-39.9845,91.1270,265.986,132.940,-207.057,-42.0044,251.749,-115.753,77.0847,-199.804,237.551,168.487,-232.838,99.3910,-150.575,10.8752,-83.3694,-2.94530,66.9970,3.38022,243.939,240.574,-319.831,-265.042,83.0976,98.3113,106.915,-349.588,-78.0787,175.045,101.592,-177.860,-586.990,37.5239,-3.68494,44.9026,-228.398,11.4323,-73.7130,-433.362,-11.5485,169.389,104.709
