2H chemical shift,FA_20240206_2H_yeast_1.3.ser#1,FA_20240206_2H_yeast_1.3.ser#2,FA_20240206_2H_yeast_1.3.ser#3,FA_20240206_2H_yeast_1.3.ser#4,FA_20240206_2H_yeast_1.3.ser#5,FA_20240206_2H_yeast_1.3.ser#6,FA_20240206_2H_yeast_1.3.ser#7,FA_20240206_2H_yeast_1.3.ser#8,FA_20240206_2H_yeast_1.3.ser#9,FA_20240206_2H_yeast_1.3.ser#10,FA_20240206_2H_yeast_1.3.ser#11,FA_20240206_2H_yeast_1.3.ser#12,FA_20240206_2H_yeast_1.3.ser#13,FA_20240206_2H_yeast_1.3.ser#14,FA_20240206_2H_yeast_1.3.ser#15,FA_20240206_2H_yeast_1.3.ser#16,FA_20240206_2H_yeast_1.3.ser#17,FA_20240206_2H_yeast_1.3.ser#18,FA_20240206_2H_yeast_1.3.ser#19,FA_20240206_2H_yeast_1.3.ser#20,FA_20240206_2H_yeast_1.3.ser#21,FA_20240206_2H_yeast_1.3.ser#22,FA_20240206_2H_yeast_1.3.ser#23,FA_20240206_2H_yeast_1.3.ser#24,FA_20240206_2H_yeast_1.3.ser#25,FA_20240206_2H_yeast_1.3.ser#26,FA_20240206_2H_yeast_1.3.ser#27,FA_20240206_2H_yeast_1.3.ser#28,FA_20240206_2H_yeast_1.3.ser#29,FA_20240206_2H_yeast_1.3.ser#30,FA_20240206_2H_yeast_1.3.ser#31,FA_20240206_2H_yeast_1.3.ser#32,FA_20240206_2H_yeast_1.3.ser#33,FA_20240206_2H_yeast_1.3.ser#34,FA_20240206_2H_yeast_1.3.ser#35,FA_20240206_2H_yeast_1.3.ser#36,FA_20240206_2H_yeast_1.3.ser#37,FA_20240206_2H_yeast_1.3.ser#38,FA_20240206_2H_yeast_1.3.ser#39,FA_20240206_2H_yeast_1.3.ser#40,FA_20240206_2H_yeast_1.3.ser#41,FA_20240206_2H_yeast_1.3.ser#42,FA_20240206_2H_yeast_1.3.ser#43,FA_20240206_2H_yeast_1.3.ser#44,FA_20240206_2H_yeast_1.3.ser#45,FA_20240206_2H_yeast_1.3.ser#46,FA_20240206_2H_yeast_1.3.ser#47,FA_20240206_2H_yeast_1.3.ser#48,FA_20240206_2H_yeast_1.3.ser#49,FA_20240206_2H_yeast_1.3.ser#50,FA_20240206_2H_yeast_1.3.ser#51,FA_20240206_2H_yeast_1.3.ser#52,FA_20240206_2H_yeast_1.3.ser#53,FA_20240206_2H_yeast_1.3.ser#54,FA_20240206_2H_yeast_1.3.ser#55,FA_20240206_2H_yeast_1.3.ser#56,FA_20240206_2H_yeast_1.3.ser#57,FA_20240206_2H_yeast_1.3.ser#58,FA_20240206_2H_yeast_1.3.ser#59,FA_20240206_2H_yeast_1.3.ser#60,FA_20240206_2H_yeast_1.3.ser#61,FA_20240206_2H_yeast_1.3.ser#62,FA_20240206_2H_yeast_1.3.ser#63,FA_20240206_2H_yeast_1.3.ser#64,FA_20240206_2H_yeast_1.3.ser#65,FA_20240206_2H_yeast_1.3.ser#66,FA_20240206_2H_yeast_1.3.ser#67,FA_20240206_2H_yeast_1.3.ser#68,FA_20240206_2H_yeast_1.3.ser#69,FA_20240206_2H_yeast_1.3.ser#70,FA_20240206_2H_yeast_1.3.ser#71,FA_20240206_2H_yeast_1.3.ser#72,FA_20240206_2H_yeast_1.3.ser#73,FA_20240206_2H_yeast_1.3.ser#74,FA_20240206_2H_yeast_1.3.ser#75,FA_20240206_2H_yeast_1.3.ser#76,FA_20240206_2H_yeast_1.3.ser#77,FA_20240206_2H_yeast_1.3.ser#78,FA_20240206_2H_yeast_1.3.ser#79,FA_20240206_2H_yeast_1.3.ser#80,FA_20240206_2H_yeast_1.3.ser#81,FA_20240206_2H_yeast_1.3.ser#82,FA_20240206_2H_yeast_1.3.ser#83,FA_20240206_2H_yeast_1.3.ser#84,FA_20240206_2H_yeast_1.3.ser#85,FA_20240206_2H_yeast_1.3.ser#86,FA_20240206_2H_yeast_1.3.ser#87,FA_20240206_2H_yeast_1.3.ser#88,FA_20240206_2H_yeast_1.3.ser#89,FA_20240206_2H_yeast_1.3.ser#90,FA_20240206_2H_yeast_1.3.ser#91,FA_20240206_2H_yeast_1.3.ser#92,FA_20240206_2H_yeast_1.3.ser#93,FA_20240206_2H_yeast_1.3.ser#94,FA_20240206_2H_yeast_1.3.ser#95,FA_20240206_2H_yeast_1.3.ser#96,FA_20240206_2H_yeast_1.3.ser#97,FA_20240206_2H_yeast_1.3.ser#98,FA_20240206_2H_yeast_1.3.ser#99,FA_20240206_2H_yeast_1.3.ser#100,FA_20240206_2H_yeast_1.3.ser#101,FA_20240206_2H_yeast_1.3.ser#102,FA_20240206_2H_yeast_1.3.ser#103,FA_20240206_2H_yeast_1.3.ser#104,FA_20240206_2H_yeast_1.3.ser#105,FA_20240206_2H_yeast_1.3.ser#106,FA_20240206_2H_yeast_1.3.ser#107,FA_20240206_2H_yeast_1.3.ser#108,FA_20240206_2H_yeast_1.3.ser#109,FA_20240206_2H_yeast_1.3.ser#110,FA_20240206_2H_yeast_1.3.ser#111,FA_20240206_2H_yeast_1.3.ser#112,FA_20240206_2H_yeast_1.3.ser#113,FA_20240206_2H_yeast_1.3.ser#114,FA_20240206_2H_yeast_1.3.ser#115,FA_20240206_2H_yeast_1.3.ser#116,FA_20240206_2H_yeast_1.3.ser#117,FA_20240206_2H_yeast_1.3.ser#118,FA_20240206_2H_yeast_1.3.ser#119,FA_20240206_2H_yeast_1.3.ser#120,FA_20240206_2H_yeast_1.3.ser#121,FA_20240206_2H_yeast_1.3.ser#122,FA_20240206_2H_yeast_1.3.ser#123,FA_20240206_2H_yeast_1.3.ser#124,FA_20240206_2H_yeast_1.3.ser#125,FA_20240206_2H_yeast_1.3.ser#126,FA_20240206_2H_yeast_1.3.ser#127,FA_20240206_2H_yeast_1.3.ser#128,FA_20240206_2H_yeast_1.3.ser#129,FA_20240206_2H_yeast_1.3.ser#130
2.31756,13449,12132.6,11641.1,11633.8,10998,10794.1,10522.3,10081.4,10095.9,9631.51,9510.85,9444.04,9287.15,9160.82,8845.67,8515.5,8143.51,8504.72,8272.99,8421.92,8060.75,8427.24,8085.13,7748,7893,7688.1,8223.02,8136.72,8113.83,8092.9,8482.46,7896.57,8668.06,8765.89,8558.01,8694.09,7815.56,7374.14,7189.83,7686.95,7550.86,7657,8012.54,7837.13,8313.59,8340.46,8796.8,8714.13,9130.37,8858.01,9850.56,9986.73,10044.9,10021.6,9526.98,8695.96,9059.3,7735.19,7560.21,7957.99,7735.67,8440.52,9155.5,9364.78,8821.68,8720.94,8440.62,8208.12,8212.09,8027.28,7870.45,6277.5,7211.72,7943.75,7270.02,6469.5,6551.21,7032.51,7112.76,5170.26,6525.54,6059.75,7103.67,6789.27,6987.8,7983.02,6091.52,5045.63,5521.84,4856.6,4968.67,4991.91,5245.95,5000.58,5178.08,4714.27,4610.03,5130.34,5174.92,4634.57,4896.04,4566.87,4869.82,5056.46,4799.88,4644.05,4516.65,4488.2,4828.1,5052.05,4626.65,4898.37,4887.63,4779.48,4815.93,4508.16,4746.32,4666.38,4609.23,4480.01,4383.36,4367.11,4179.33,4056.77,4291.07,4328.48,4108.79,4507.04,4839.29,4518.12
2.32163,12528.5,11228.1,10830.8,10782.6,10211.8,10069.3,9742.64,9350.9,9431.19,8948.75,8804.39,8762.95,8586.37,8521.2,8161.03,7895.8,7469.6,7856.72,7620.48,7798.3,7494.12,7748.72,7528.61,7162.79,7282.18,7046.64,7592.32,7555.75,7462.27,7488.04,7845.75,7274.16,7988.23,8124.94,7921.08,8045.34,7180.28,6824.06,6631.17,7080.95,6960.8,7121.27,7461.06,7258.66,7699.28,7751.87,8153.57,8080.81,8465.79,8165.02,9190.94,9198.53,9359.86,9468.03,9070.1,8163.52,8458.35,7169.78,6990.48,7405.27,7103.06,7806.18,8482.54,8671.21,8185.44,8104.71,7855.08,7792.77,7824.95,7459,7241.16,5808.71,6644.21,7404.91,6697.95,5962.9,6089.37,6511.64,6569.48,4720.43,6038.34,5593.47,6575.71,6317.1,6520,7459.84,5599.07,4589.34,5088.41,4446.85,4554.87,4601.54,4875.87,4597.24,4799.25,4305.31,4202.15,4655.22,4774.98,4198.92,4506.76,4187.68,4463.81,4696.36,4408.25,4183.98,4084.33,4098.66,4445.44,4565.11,4188.32,4534.86,4543.26,4425.46,4475.11,4137.02,4373.04,4291.73,4261.1,4095.14,4052.43,4062.93,3852.69,3688.63,3916.47,3958.33,3771.17,4151.3,4531.66,4174.79
2.3257,11711.9,10414.1,10144.1,10028.4,9515.34,9417.05,9055.48,8731.46,8858.01,8353.73,8169.18,8176.66,7960.68,7948.98,7570.55,7371.76,6911.81,7273.52,7069.68,7238.41,7027.47,7144.65,7035.2,6683.78,6790.13,6518.79,7031.01,7032.91,6899.69,6969.64,7273.32,6762.81,7370.29,7535.12,7352.38,7461.07,6629.02,6325.54,6168.42,6545.05,6428.08,6648.27,6956.86,6758.58,7160.92,7247.29,7580.5,7539.53,7852.82,7507.89,8564.89,8480.95,8716.9,8933.02,8617.81,7679.71,7883.57,6653.26,6491.24,6908.26,6555.92,7226.9,7871.67,8016.92,7631.44,7530.94,7313.83,7414.87,7456.61,6922.45,6646.64,5410.71,6105.18,6905.38,6179.21,5503.36,5680.24,6036.38,6099.04,4335.06,5606.28,5182.26,6126.63,5910.09,6120.08,6970.72,5153.96,4161.74,4737.58,4084.08,4204.45,4292.12,4578.91,4246.6,4460.08,3956.8,3854.17,4241.9,4430.31,3837.48,4175.26,3864.81,4115.61,4369.56,4097.46,3805,3716.88,3769.81,4119.32,4136.69,3810.92,4193.57,4224.72,4098.12,4166.09,3824.26,4028.61,4005.1,3932.66,3776.31,3753.1,3813.04,3570.36,3363.23,3587.36,3632.69,3468.38,3819.73,4264.46,3853.57
2.32977,10975.3,9675.74,9559.25,9346.04,8917.54,8835.05,8438.11,8181.42,8353.88,7799.98,7601.83,7670.9,7401.71,7442.51,7045,6912.58,6444.33,6753.56,6606.52,6740.68,6622.35,6625.67,6577.86,6287.35,6380.18,6071.49,6526.32,6543.29,6391.87,6526.9,6753.36,6322.96,6752.35,7003.74,6830.73,6904.67,6144.04,5876.15,5772.81,6065.22,5940.33,6228.56,6504.26,6308.01,6670.52,6819.07,7079.38,7065.19,7302.4,6922.46,7971.07,7855.81,8120.66,8424.17,8165.53,7224.37,7364.59,6197.85,6026.53,6446.45,6068.77,6702.69,7311.49,7416.51,7142.32,7010.09,6799.83,7036.96,7088.27,6444.5,6116.3,5050.24,5598.68,6453.5,5712.51,5097.61,5336.82,5591.12,5680.63,4014.14,5245.73,4802.51,5721.99,5548.8,5767.38,6503.39,4766.24,3774.63,4447.38,3761.58,3918.61,4019.71,4318.14,3959.85,4157.52,3671.52,3567.65,3864.74,4121.98,3537.86,3901.55,3578.99,3838.58,4060.13,3847.11,3483.92,3408.4,3476.5,3793.2,3765.36,3492.96,3852.27,3939.69,3804.48,3857.07,3545.67,3717.96,3752.27,3637.99,3514.3,3486.04,3595.32,3320.27,3069.88,3313.4,3361,3197.74,3520.38,3997.27,3532.34
2.33385,10315.5,9038.34,9043.97,8721.98,8395.91,8300.06,7907.53,7699.46,7904.12,7289.24,7104.04,7209.6,6894.47,6979.2,6590.08,6503.65,6035.73,6282.59,6195.38,6294.25,6273,6196.33,6162.6,5959.52,6036.57,5694.67,6062.69,6106.25,5936.06,6130.1,6272.74,5927.15,6217.35,6532.62,6349.08,6381.37,5707.58,5454.99,5410.78,5634.47,5485.18,5832.72,6066.16,5910.04,6216.11,6431.89,6651.11,6634.79,6802.02,6380.36,7401.42,7312.84,7591.87,7930.57,7721.42,6797.5,6873.5,5793.23,5590.6,6034.49,5625.84,6223.91,6805.8,6861,6703.58,6514.61,6322.18,6701.75,6752.83,6020.88,5624.75,4723.8,5136.92,6026.04,5317.34,4747.65,5016.33,5206.48,5307.75,3720.62,4952.98,4448.32,5359.56,5228.66,5455.5,6071.02,4420.12,3424.66,4178.77,3484.81,3675.97,3781.99,4094.68,3704.24,3899.19,3419.44,3316.46,3538.83,3862.12,3299.69,3678.41,3340.23,3589.71,3773.15,3634.53,3220.39,3152.26,3223.9,3485.69,3454.34,3243.37,3538.93,3700.73,3546.64,3569.73,3307.3,3458.67,3509.29,3369.35,3311.24,3245.87,3439.26,3106.77,2796.56,3073.9,3129.78,2953.89,3233.11,3750.29,3251.96
2.33792,9703.7,8506.66,8572.33,8169.73,7916.55,7786.14,7446.75,7259.14,7495.79,6819.79,6646.96,6788.57,6427.27,6555.33,6200.08,6159.59,5691.64,5849.56,5821.8,5885.12,5960.56,5827.78,5783.4,5667.08,5751.62,5352.35,5633.05,5702.43,5513.1,5765.72,5823.6,5561.98,5682.34,6119.93,5914.49,5913.82,5299.52,5063.31,5077.51,5259.79,5075,5463.52,5679.64,5561.58,5809.66,6090.54,6266.02,6244.54,6364.2,5909.97,6863.99,6841.78,7109.82,7480.56,7301.84,6399.1,6410.32,5425.27,5189.18,5657.72,5242.9,5778.16,6350.79,6359.36,6311.18,6045.58,5871.78,6366.55,6417.38,5655.85,5197.39,4416.12,4729.38,5627.17,4974.2,4451.48,4728.7,4821.83,4966.09,3465.77,4660.23,4125.59,5023.8,4935.95,5143.62,5682.24,4131.39,3115.19,3910.17,3248.31,3452.69,3544.27,3871.22,3486.96,3677.47,3186.33,3102.13,3249.08,3602.26,3098.62,3489.93,3101.47,3340.84,3503.54,3421.96,3014.78,2955.09,3006.83,3212.54,3200.4,3029.44,3259.98,3461.78,3356.19,3282.39,3103.1,3199.38,3266.32,3134.48,3108.17,3005.71,3283.21,2925.5,2555.28,2867.49,2930.93,2742.19,2978.07,3503.31,3003.73
2.34199,9135.85,8054.74,8135.7,7694.66,7472.42,7285.85,7045.28,6860.03,7116.8,6377.85,6245.87,6417.04,6008.45,6169.28,5846.62,5877.95,5383.84,5479.76,5453.7,5526.11,5682.35,5515.45,5426,5395.29,5520.91,5060.38,5251.54,5352.58,5135.31,5425.66,5426.93,5214.68,5236.46,5749.24,5554,5491,4938.2,4701.1,4785.02,4930.08,4710.91,5144.83,5331.81,5234.79,5425.69,5766.36,5905.66,5857.23,5988.92,5515.02,6370.89,6422.07,6674.48,7080.67,6901.16,6019.68,5986.09,5093.6,4820.86,5318.34,4918.82,5387.49,5946.47,5956.5,5964.53,5597.51,5484.97,6078.14,6140.42,5332.94,4821.51,4131.53,4382.16,5245.57,4683.09,4184.22,4481.45,4509.05,4646.54,3237.1,4371.95,3820.56,4724.7,4676.39,4847.96,5342.95,3874.94,2832.72,3681.74,3029.42,3261.31,3345.86,3668.11,3290.45,3474.05,2965.47,2913.93,2982.33,3405.24,2942.37,3343.36,2902.06,3132,3265.78,3249.42,2851.51,2793.31,2807.53,2968.01,2990.72,2801.39,2999.66,3280.76,3208.57,3035.52,2906.37,2998.48,2991.66,2925.65,2942.75,2799.83,3129.16,2785.18,2335.38,2701.05,2749.62,2551.92,2743.5,3256.33,2774.92
2.34606,8615.95,7648.14,7720.89,7291.41,7049.43,6827.72,6664.76,6481.73,6737.81,5977.2,5885.49,6045.51,5629.68,5802.95,5532.12,5635.22,5076.04,5173.18,5085.6,5204.41,5422.59,5203.11,5104.67,5123.5,5290.2,4802.93,4904.01,5058.08,4790.38,5118.02,5082.72,4867.39,4790.58,5407.77,5240.57,5123.92,4624.22,4388,4521.29,4656.46,4373.8,4826.15,5009.78,4957.5,5089.7,5442.19,5545.29,5469.92,5651.18,5155.93,5910.01,6053.73,6267.18,6724.37,6549.52,5668.72,5589.75,4780.26,4510.08,4978.97,4630.73,5051.88,5572.56,5607.52,5645.69,5175.9,5143.6,5789.73,5863.45,5039.33,4509.82,3846.93,4089.16,4863.97,4423.2,3916.96,4234.2,4196.28,4358.22,3047.11,4083.67,3515.53,4452.25,4416.83,4575.92,5047.24,3652.92,2590.75,3453.3,2850.81,3069.92,3147.46,3465,3093.94,3270.64,2782.54,2762.59,2751.74,3208.23,2786.13,3196.78,2702.65,2923.16,3062.77,3076.88,2705.61,2631.53,2608.23,2780.73,2838.12,2573.35,2773.75,3099.75,3060.95,2823.34,2726.73,2797.59,2717,2750.59,2777.33,2593.95,2975.12,2677.1,2147.52,2534.62,2568.31,2393.8,2541.16,3009.35,2578.25
2.35014,8156.75,7278.35,7333.59,6946.27,6635.9,6395.51,6300.37,6140.52,6386.87,5604.5,5578.34,5738.32,5296.57,5452.86,5247.45,5384.38,4805.34,4893.08,4746.64,4915.44,5163.99,4927.06,4805.88,4872.27,5063.71,4579.27,4600.72,4808.91,4487.36,4833.53,4760.15,4541.95,4444.8,5111.49,4967.29,4814.92,4333.31,4136.53,4292.49,4430.73,4076.45,4542.29,4703.06,4696.07,4789.18,5144.74,5182.12,5101.43,5329.66,4854.18,5488.91,5730,5892.44,6398.03,6232.37,5345.65,5235.7,4492.12,4235.8,4643.07,4374.87,4759.47,5232.39,5326.45,5338.14,4801.71,4852.61,5566.1,5633.74,4748.47,4230.4,3587.75,3843.78,4504.4,4189.73,3679.45,4017.93,3950.21,4093.71,2882.91,3810.66,3251.31,4210.64,4180.99,4329.46,4779.45,3436.11,2404.89,3278.67,2682.9,2922.33,2989.73,3316.55,2909,3074.09,2627.47,2621.62,2546.68,3065.35,2657.13,3035.03,2521.37,2763.61,2900.35,2944.77,2548.13,2494.07,2426.5,2638.72,2723.88,2376.32,2594.05,2952.07,2918.94,2647.47,2567.91,2641.56,2466.64,2592.23,2642.09,2423.03,2834.98,2580.94,1993.55,2362.85,2426.28,2256.87,2377.91,2796.58,2388.79
2.35421,7777.46,6931.22,6946.29,6644.21,6243.51,6005.46,5956.91,5840.93,6035.94,5273.08,5311.91,5431.12,5003.51,5122.49,4962.77,5133.55,4573.34,4650.92,4445.24,4645.13,4905.39,4651,4507.08,4621.03,4837.22,4413.15,4354.07,4592.96,4217.2,4581.45,4469.06,4216.52,4099.03,4815.22,4722.24,4561.68,4042.41,3914.54,4092.46,4233.05,3824.08,4258.44,4422.13,4434.64,4512.64,4847.29,4840.54,4753.03,5045.67,4552.42,5121.53,5437.08,5545.74,6097.85,5964.27,5051.04,4909.56,4240.65,3996.05,4342.37,4137.01,4500.1,4922.63,5099.25,5030.59,4480.44,4607.06,5342.48,5404.02,4457.61,3983.06,3328.57,3598.4,4173.42,3987.47,3474.21,3801.65,3704.14,3860.42,2738.04,3537.65,3018.54,3995.69,3945.14,4130.21,4555.25,3219.29,2259.54,3104.04,2514.98,2774.74,2831.99,3168.09,2724.07,2877.53,2510.34,2517.52,2359.7,2922.48,2528.12,2873.28,2340.09,2604.06,2772.68,2812.65,2390.65,2356.61,2244.78,2496.71,2643.9,2214.96,2414.36,2804.39,2776.94,2506.3,2409.1,2485.52,2216.27,2433.88,2506.85,2252.12,2694.84,2484.77,1871.64,2191.07,2284.25,2152.08,2230.78,2583.8,2231.47
2.35828,7449.12,6585.5,6598.09,6345.3,5880.62,5643.53,5657.51,5560.87,5705.71,4980.79,5055.65,5191.04,4752.57,4828.29,4680.54,4846.23,4358.28,4454.59,4177.48,4395.8,4684.86,4377.22,4228.58,4405.2,4595.33,4277.94,4160.51,4417.13,4000.42,4367.21,4237,3916.62,3842.38,4588.94,4497.18,4348.5,3784.64,3728.15,3911.62,4069.83,3605.43,4001.23,4160.01,4201.06,4251.1,4575.62,4534.48,4440.19,4780.45,4257.38,4814.92,5181.4,5234.66,5807.47,5715.07,4792.6,4606.66,4035.78,3798.02,4079.05,3893.52,4264.13,4640.75,4890.01,4726.51,4233.6,4384.21,5118.85,5174.31,4197.88,3775.18,3078.77,3390.98,3887.12,3806.03,3288.47,3601.81,3488.06,3645.99,2622.17,3348.08,2823.8,3811.85,3711.02,3947.68,4347.85,3039.06,2165.65,2947.61,2349.58,2628.37,2711.27,3079.94,2557.1,2683.27,2393.21,2431.85,2193.07,2779.6,2417.67,2711.54,2220.54,2480.09,2662.38,2716.8,2234.26,2236.85,2079.71,2358.29,2565.34,2092.99,2254.01,2656.71,2634.93,2405.59,2285.52,2363.26,2003.23,2305.77,2371.61,2156.5,2554.7,2406.73,1778.09,2019.3,2142.22,2063.36,2108.82,2424.93,2114.99
2.36235,7168.73,6262.44,6249.88,6046.39,5538.86,5323.77,5399.99,5280.81,5375.48,4709.15,4819.75,4950.96,4521.66,4573.54,4398.3,4558.92,4143.22,4258.27,3972.32,4165.12,4464.33,4103.45,3986.14,4189.36,4353.44,4177.25,4000.93,4241.31,3838.39,4152.96,4004.93,3667.78,3585.73,4362.67,4300.36,4163.2,3526.87,3541.76,3759.55,3906.61,3431.75,3744.02,3923.68,3967.48,3989.55,4303.94,4271.6,4167.52,4515.22,3962.35,4562.02,4925.72,4951.61,5560.68,5490.39,4562.64,4359.57,3867.57,3599.99,3874.39,3650.04,4061.2,4374.07,4680.77,4422.44,4039.69,4161.37,4895.23,4944.6,3938.14,3567.3,2847.75,3183.55,3648.45,3655.81,3134.99,3401.96,3271.99,3462.78,2506.31,3158.52,2660.51,3628.01,3476.89,3788.76,4162.24,2858.83,2112.27,2791.17,2184.18,2481.99,2590.54,2991.79,2428.46,2489,2276.08,2346.18,2044.52,2636.73,2307.22,2549.79,2101,2356.12,2552.08,2620.94,2077.87,2117.08,1950.17,2219.86,2486.78,1971.01,2128.06,2509.03,2492.92,2304.89,2161.94,2240.99,1823.99,2177.67,2236.37,2060.88,2414.57,2328.7,1700.58,1847.52,2000.19,1974.65,1986.87,2266.07,2030.67
2.36643,6920.31,5955.9,5918.5,5744.33,5217.36,5047.05,5177.35,5004.21,5049.57,4461.59,4581.73,4757.02,4312.85,4373.86,4147.72,4281.33,3951.54,4071.43,3820.75,3949.6,4299.17,3839.54,3787.29,3985.7,4117.79,4088.79,3865.07,4096.63,3702.03,3957.63,3799.1,3478.31,3420.67,4155.26,4135.01,4019.14,3309.33,3377.78,3620.67,3765.29,3292.92,3497.35,3717.98,3789.08,3742,4047.06,4042.44,3955.92,4278.15,3710.64,4324.9,4655.28,4698.94,5353.67,5286.66,4365.3,4157.81,3744.04,3425.34,3695.75,3427.17,3905.07,4114.37,4485.28,4170.49,3868.38,3969.47,4656.39,4726.37,3717.48,3371.45,2635.11,3004.59,3469.35,3525.42,3017.82,3226.07,3092.79,3306.24,2375.54,3027.43,2532.62,3468.05,3242.19,3631.32,3986.16,2687.92,2066.9,2649.51,2035.15,2351.75,2510.67,2904.02,2338.16,2297.79,2179.1,2255.91,1914.06,2477.19,2213.39,2403.93,2058.61,2253.27,2447.57,2554.55,1938.12,2016.49,1840.62,2097.17,2391.46,1864.64,2029.35,2391.37,2342.14,2199.13,2047.61,2144.41,1658.83,2063.99,2118.89,1996.19,2278.45,2257.04,1640.75,1738.47,1893.91,1888.61,1862.56,2134.84,1966.43
2.3705,6671.89,5672.01,5608.95,5463.82,4938.14,4812.5,4975.66,4727.62,4723.66,4255.31,4364.07,4563.07,4104.04,4213.64,3897.14,4003.74,3759.87,3884.59,3706.74,3771.38,4134.02,3612.11,3624.5,3782.03,3917.32,4000.33,3729.21,3951.94,3598.53,3762.3,3593.27,3339.9,3255.62,3947.86,3997.89,3875.08,3120.2,3213.81,3510.56,3623.97,3181.07,3250.69,3563.87,3610.68,3518.43,3836,3813.28,3784.5,4041.08,3530.64,4103.89,4384.83,4446.27,5190.23,5082.93,4167.96,4011.86,3638.84,3250.68,3552.31,3240.29,3781.99,3869.86,4289.79,3946.34,3697.08,3777.57,4417.56,4508.14,3496.81,3175.6,2441.24,2858.17,3318.84,3426.25,2932.92,3050.18,2913.58,3149.7,2225.43,2896.34,2404.74,3308.09,3034.92,3473.87,3810.09,2517.02,2021.53,2507.85,1886.11,2240.9,2430.81,2816.25,2267.02,2143.19,2082.12,2165.63,1819.78,2317.66,2119.55,2258.08,2016.22,2150.43,2343.07,2488.17,1798.38,1915.89,1748.83,1974.49,2296.13,1758.27,1965.03,2273.7,2191.36,2093.37,1933.29,2047.83,1493.67,1950.31,2001.41,1931.5,2142.34,2185.39,1580.93,1629.42,1787.62,1802.58,1738.25,2003.6,1902.19
2.37457,6450.44,5407,5330.76,5214.27,4706.9,4599.03,4785.74,4462.73,4425.37,4058.06,4168.04,4409.4,3921.93,4088.34,3687.95,3769.12,3610.93,3697.75,3613.07,3625.02,3968.86,3406.71,3507.55,3578.36,3735.91,3911.87,3612.46,3807.26,3512.81,3583.18,3390.72,3227.03,3140.08,3740.45,3860.77,3732.75,2962.43,3064.56,3414.84,3468.64,3101.83,3019.01,3428.02,3473.54,3311.85,3667.9,3598.97,3659.93,3806.35,3373.79,3914.77,4148.41,4223.38,5048.6,4905.26,3972.39,3903.11,3525.63,3091.13,3422.06,3122.02,3675.43,3652.29,4080.83,3737.25,3529.08,3601.01,4178.72,4289.92,3305.44,3033.25,2273.57,2747.67,3183.81,3342.69,2867.52,2890.71,2804.37,2997.06,2077.74,2801.02,2278.81,3159.8,2862.52,3294.3,3657.17,2346.11,1978.7,2366.18,1757.21,2174.04,2350.94,2692.29,2206.66,2008.41,1985.14,2075.36,1746.21,2158.13,2025.72,2112.22,1973.83,2065.37,2203.81,2421.78,1694.47,1844.77,1667.04,1886.16,2200.8,1687.56,1883.51,2156.04,2074.28,1987.6,1818.97,1934.36,1379.92,1836.64,1918.01,1866.81,2006.22,2081.5,1522.11,1553.46,1713.71,1748.69,1613.95,1872.37,1807.82
2.37864,6228.99,5187.3,5096.22,5007.81,4517.94,4385.56,4595.82,4218.67,4168.5,3881.45,3992.37,4255.73,3779.85,3982.77,3478.77,3573.41,3500.71,3510.91,3519.4,3497.31,3803.71,3237.78,3426.67,3410.1,3589.69,3823.4,3495.71,3662.57,3427.1,3436.49,3188.16,3114.16,3024.53,3533.05,3723.65,3590.43,2804.66,2915.32,3319.12,3313.3,3022.58,2813.98,3317.97,3336.4,3153.23,3499.79,3406.24,3535.36,3571.62,3252.8,3757.89,3942.81,4000.49,4906.96,4727.58,3776.83,3794.35,3412.41,2966.11,3291.81,3039.73,3568.86,3465.13,3871.87,3555.97,3361.08,3424.44,3939.89,4071.69,3114.07,2890.89,2124.67,2637.17,3048.78,3259.13,2834.39,2731.25,2695.16,2844.42,1949.39,2705.69,2152.89,3038.17,2717.55,3114.72,3504.25,2175.2,1935.86,2224.52,1628.3,2126.55,2271.07,2568.33,2146.3,1910.24,1888.17,1985.08,1708.81,1998.59,1931.89,1966.37,1931.44,1980.31,2064.55,2355.39,1590.56,1773.66,1585.24,1797.82,2105.48,1616.86,1802,2038.38,1957.19,1881.84,1704.64,1820.89,1322.51,1722.96,1834.62,1802.12,1870.1,1977.61,1463.29,1477.5,1639.8,1694.81,1489.64,1741.13,1713.45
