,FA_20240205_2H_yeast_1.5.ser#1,FA_20240205_2H_yeast_1.5.ser#2,FA_20240205_2H_yeast_1.5.ser#3,FA_20240205_2H_yeast_1.5.ser#4,FA_20240205_2H_yeast_1.5.ser#5,FA_20240205_2H_yeast_1.5.ser#6,FA_20240205_2H_yeast_1.5.ser#7,FA_20240205_2H_yeast_1.5.ser#8,FA_20240205_2H_yeast_1.5.ser#9,FA_20240205_2H_yeast_1.5.ser#10,FA_20240205_2H_yeast_1.5.ser#11,FA_20240205_2H_yeast_1.5.ser#12,FA_20240205_2H_yeast_1.5.ser#13,FA_20240205_2H_yeast_1.5.ser#14,FA_20240205_2H_yeast_1.5.ser#15,FA_20240205_2H_yeast_1.5.ser#16,FA_20240205_2H_yeast_1.5.ser#17,FA_20240205_2H_yeast_1.5.ser#18,FA_20240205_2H_yeast_1.5.ser#19,FA_20240205_2H_yeast_1.5.ser#20,FA_20240205_2H_yeast_1.5.ser#21,FA_20240205_2H_yeast_1.5.ser#22,FA_20240205_2H_yeast_1.5.ser#23,FA_20240205_2H_yeast_1.5.ser#24,FA_20240205_2H_yeast_1.5.ser#25,FA_20240205_2H_yeast_1.5.ser#26,FA_20240205_2H_yeast_1.5.ser#27,FA_20240205_2H_yeast_1.5.ser#28,FA_20240205_2H_yeast_1.5.ser#29,FA_20240205_2H_yeast_1.5.ser#30,FA_20240205_2H_yeast_1.5.ser#31,FA_20240205_2H_yeast_1.5.ser#32,FA_20240205_2H_yeast_1.5.ser#33,FA_20240205_2H_yeast_1.5.ser#34,FA_20240205_2H_yeast_1.5.ser#35,FA_20240205_2H_yeast_1.5.ser#36,FA_20240205_2H_yeast_1.5.ser#37,FA_20240205_2H_yeast_1.5.ser#38,FA_20240205_2H_yeast_1.5.ser#39,FA_20240205_2H_yeast_1.5.ser#40,FA_20240205_2H_yeast_1.5.ser#41,FA_20240205_2H_yeast_1.5.ser#42,FA_20240205_2H_yeast_1.5.ser#43,FA_20240205_2H_yeast_1.5.ser#44,FA_20240205_2H_yeast_1.5.ser#45,FA_20240205_2H_yeast_1.5.ser#46,FA_20240205_2H_yeast_1.5.ser#47,FA_20240205_2H_yeast_1.5.ser#48,FA_20240205_2H_yeast_1.5.ser#49,FA_20240205_2H_yeast_1.5.ser#50,FA_20240205_2H_yeast_1.5.ser#51,FA_20240205_2H_yeast_1.5.ser#52,FA_20240205_2H_yeast_1.5.ser#53,FA_20240205_2H_yeast_1.5.ser#54,FA_20240205_2H_yeast_1.5.ser#55,FA_20240205_2H_yeast_1.5.ser#56,FA_20240205_2H_yeast_1.5.ser#57,FA_20240205_2H_yeast_1.5.ser#58,FA_20240205_2H_yeast_1.5.ser#59,FA_20240205_2H_yeast_1.5.ser#60,FA_20240205_2H_yeast_1.5.ser#61,FA_20240205_2H_yeast_1.5.ser#62,FA_20240205_2H_yeast_1.5.ser#63,FA_20240205_2H_yeast_1.5.ser#64,FA_20240205_2H_yeast_1.5.ser#65,FA_20240205_2H_yeast_1.5.ser#66,FA_20240205_2H_yeast_1.5.ser#67,FA_20240205_2H_yeast_1.5.ser#68,FA_20240205_2H_yeast_1.5.ser#69,FA_20240205_2H_yeast_1.5.ser#70,FA_20240205_2H_yeast_1.5.ser#71,FA_20240205_2H_yeast_1.5.ser#72,FA_20240205_2H_yeast_1.5.ser#73,FA_20240205_2H_yeast_1.5.ser#74,FA_20240205_2H_yeast_1.5.ser#75,FA_20240205_2H_yeast_1.5.ser#76,FA_20240205_2H_yeast_1.5.ser#77,FA_20240205_2H_yeast_1.5.ser#78,FA_20240205_2H_yeast_1.5.ser#79,FA_20240205_2H_yeast_1.5.ser#80,FA_20240205_2H_yeast_1.5.ser#81,FA_20240205_2H_yeast_1.5.ser#82,FA_20240205_2H_yeast_1.5.ser#83,FA_20240205_2H_yeast_1.5.ser#84,FA_20240205_2H_yeast_1.5.ser#85,FA_20240205_2H_yeast_1.5.ser#86,FA_20240205_2H_yeast_1.5.ser#87,FA_20240205_2H_yeast_1.5.ser#88,FA_20240205_2H_yeast_1.5.ser#89,FA_20240205_2H_yeast_1.5.ser#90,FA_20240205_2H_yeast_1.5.ser#91,FA_20240205_2H_yeast_1.5.ser#92,FA_20240205_2H_yeast_1.5.ser#93,FA_20240205_2H_yeast_1.5.ser#94,FA_20240205_2H_yeast_1.5.ser#95,FA_20240205_2H_yeast_1.5.ser#96,FA_20240205_2H_yeast_1.5.ser#97,FA_20240205_2H_yeast_1.5.ser#98,FA_20240205_2H_yeast_1.5.ser#99,FA_20240205_2H_yeast_1.5.ser#100,FA_20240205_2H_yeast_1.5.ser#101,FA_20240205_2H_yeast_1.5.ser#102,FA_20240205_2H_yeast_1.5.ser#103,FA_20240205_2H_yeast_1.5.ser#104,FA_20240205_2H_yeast_1.5.ser#105,FA_20240205_2H_yeast_1.5.ser#106,FA_20240205_2H_yeast_1.5.ser#107,FA_20240205_2H_yeast_1.5.ser#108,FA_20240205_2H_yeast_1.5.ser#109,FA_20240205_2H_yeast_1.5.ser#110,FA_20240205_2H_yeast_1.5.ser#111,FA_20240205_2H_yeast_1.5.ser#112,FA_20240205_2H_yeast_1.5.ser#113,FA_20240205_2H_yeast_1.5.ser#114,FA_20240205_2H_yeast_1.5.ser#115,FA_20240205_2H_yeast_1.5.ser#116,FA_20240205_2H_yeast_1.5.ser#117,FA_20240205_2H_yeast_1.5.ser#118,FA_20240205_2H_yeast_1.5.ser#119,FA_20240205_2H_yeast_1.5.ser#120,FA_20240205_2H_yeast_1.5.ser#121,FA_20240205_2H_yeast_1.5.ser#122,FA_20240205_2H_yeast_1.5.ser#123,FA_20240205_2H_yeast_1.5.ser#124,FA_20240205_2H_yeast_1.5.ser#125,FA_20240205_2H_yeast_1.5.ser#126,FA_20240205_2H_yeast_1.5.ser#127,FA_20240205_2H_yeast_1.5.ser#128,FA_20240205_2H_yeast_1.5.ser#129,FA_20240205_2H_yeast_1.5.ser#130,FA_20240205_2H_yeast_1.5.ser#131,FA_20240205_2H_yeast_1.5.ser#132,FA_20240205_2H_yeast_1.5.ser#133,FA_20240205_2H_yeast_1.5.ser#134,FA_20240205_2H_yeast_1.5.ser#135,FA_20240205_2H_yeast_1.5.ser#136,FA_20240205_2H_yeast_1.5.ser#137,FA_20240205_2H_yeast_1.5.ser#138,FA_20240205_2H_yeast_1.5.ser#139,FA_20240205_2H_yeast_1.5.ser#140,FA_20240205_2H_yeast_1.5.ser#141,FA_20240205_2H_yeast_1.5.ser#142,FA_20240205_2H_yeast_1.5.ser#143,FA_20240205_2H_yeast_1.5.ser#144,FA_20240205_2H_yeast_1.5.ser#145,FA_20240205_2H_yeast_1.5.ser#146,FA_20240205_2H_yeast_1.5.ser#147,FA_20240205_2H_yeast_1.5.ser#148,FA_20240205_2H_yeast_1.5.ser#149,FA_20240205_2H_yeast_1.5.ser#150,FA_20240205_2H_yeast_1.5.ser#151,FA_20240205_2H_yeast_1.5.ser#152,FA_20240205_2H_yeast_1.5.ser#153,FA_20240205_2H_yeast_1.5.ser#154,FA_20240205_2H_yeast_1.5.ser#155,FA_20240205_2H_yeast_1.5.ser#156,FA_20240205_2H_yeast_1.5.ser#157,FA_20240205_2H_yeast_1.5.ser#158,FA_20240205_2H_yeast_1.5.ser#159,FA_20240205_2H_yeast_1.5.ser#160,FA_20240205_2H_yeast_1.5.ser#161,FA_20240205_2H_yeast_1.5.ser#162,FA_20240205_2H_yeast_1.5.ser#163,FA_20240205_2H_yeast_1.5.ser#164,FA_20240205_2H_yeast_1.5.ser#165,FA_20240205_2H_yeast_1.5.ser#166,FA_20240205_2H_yeast_1.5.ser#167,FA_20240205_2H_yeast_1.5.ser#168,FA_20240205_2H_yeast_1.5.ser#169,FA_20240205_2H_yeast_1.5.ser#170,FA_20240205_2H_yeast_1.5.ser#171,FA_20240205_2H_yeast_1.5.ser#172,FA_20240205_2H_yeast_1.5.ser#173,FA_20240205_2H_yeast_1.5.ser#174,FA_20240205_2H_yeast_1.5.ser#175,FA_20240205_2H_yeast_1.5.ser#176,FA_20240205_2H_yeast_1.5.ser#177,FA_20240205_2H_yeast_1.5.ser#178,FA_20240205_2H_yeast_1.5.ser#179,FA_20240205_2H_yeast_1.5.ser#180,FA_20240205_2H_yeast_1.5.ser#181,FA_20240205_2H_yeast_1.5.ser#182,FA_20240205_2H_yeast_1.5.ser#183,FA_20240205_2H_yeast_1.5.ser#184,FA_20240205_2H_yeast_1.5.ser#185,FA_20240205_2H_yeast_1.5.ser#186,FA_20240205_2H_yeast_1.5.ser#187,FA_20240205_2H_yeast_1.5.ser#188,FA_20240205_2H_yeast_1.5.ser#189,FA_20240205_2H_yeast_1.5.ser#190,FA_20240205_2H_yeast_1.5.ser#191,FA_20240205_2H_yeast_1.5.ser#192,FA_20240205_2H_yeast_1.5.ser#193,FA_20240205_2H_yeast_1.5.ser#194,FA_20240205_2H_yeast_1.5.ser#195,FA_20240205_2H_yeast_1.5.ser#196,FA_20240205_2H_yeast_1.5.ser#197,FA_20240205_2H_yeast_1.5.ser#198,FA_20240205_2H_yeast_1.5.ser#199,FA_20240205_2H_yeast_1.5.ser#200,FA_20240205_2H_yeast_1.5.ser#201,FA_20240205_2H_yeast_1.5.ser#202,FA_20240205_2H_yeast_1.5.ser#203,FA_20240205_2H_yeast_1.5.ser#204,FA_20240205_2H_yeast_1.5.ser#205,FA_20240205_2H_yeast_1.5.ser#206,FA_20240205_2H_yeast_1.5.ser#207,FA_20240205_2H_yeast_1.5.ser#208,FA_20240205_2H_yeast_1.5.ser#209,FA_20240205_2H_yeast_1.5.ser#210,FA_20240205_2H_yeast_1.5.ser#211,FA_20240205_2H_yeast_1.5.ser#212,FA_20240205_2H_yeast_1.5.ser#213,FA_20240205_2H_yeast_1.5.ser#214,FA_20240205_2H_yeast_1.5.ser#215,FA_20240205_2H_yeast_1.5.ser#216,FA_20240205_2H_yeast_1.5.ser#217,FA_20240205_2H_yeast_1.5.ser#218,FA_20240205_2H_yeast_1.5.ser#219,FA_20240205_2H_yeast_1.5.ser#220,FA_20240205_2H_yeast_1.5.ser#221,FA_20240205_2H_yeast_1.5.ser#222,FA_20240205_2H_yeast_1.5.ser#223,FA_20240205_2H_yeast_1.5.ser#224,FA_20240205_2H_yeast_1.5.ser#225,FA_20240205_2H_yeast_1.5.ser#226,FA_20240205_2H_yeast_1.5.ser#227,FA_20240205_2H_yeast_1.5.ser#228,FA_20240205_2H_yeast_1.5.ser#229,FA_20240205_2H_yeast_1.5.ser#230,FA_20240205_2H_yeast_1.5.ser#231,FA_20240205_2H_yeast_1.5.ser#232,FA_20240205_2H_yeast_1.5.ser#233,FA_20240205_2H_yeast_1.5.ser#234,FA_20240205_2H_yeast_1.5.ser#235,FA_20240205_2H_yeast_1.5.ser#236
-0.838585,372.402,-307.195,-35.1643,187.383,745.498,31.7415,-78.8064,69.4135,-199.689,107.093,-234.233,73.2546,48.0628,-308.889,-234.263,81.3450,-255.942,-213.698,559.105,298.348,35.3732,-149.554,-42.7086,-42.9093,-161.513,-390.862,211.850,-118.737,-112.164,-377.361,-391.861,-52.5137,171.692,-119.658,-295.973,-419.406,235.838,398.453,-275.544,3.36729,38.3107,111.943,214.840,340.151,-21.6799,-73.5812,-384.424,-661.578,-8.40691,449.632,169.040,-27.5090,-187.067,127.786,272.232,115.541,194.234,134.239,-427.251,118.463,-281.685,-108.041,64.9880,349.922,115.048,-162.011,801.388,111.525,-23.3760,323.519,221.203,-189.559,-127.298,-318.866,-106.582,-161.473,-449.820,-150.666,-256.493,219.813,188.960,451.452,164.378,156.190,19.8121,492.540,-871.032,-12.3463,-93.1890,265.496,-106.145,-37.8917,-320.316,-454.615,129.309,245.396,-243.483,-10.3197,251.202,304.266,-122.011,163.208,107.594,-281.072,-217.791,-825.099,84.5731,-93.1129,-234.265,-88.5241,196.829,-199.497,373.015,-348.977,297.044,386.189,113.031,-137.065,142.596,134.992,151.742,-486.899,-210.173,228.844,-712.954,-129.116,390.352,90.6676,-388.775,-784.646,-345.714,-46.1174,326.061,12.3922,619.307,-244.147,-865.363,-22.7516,-599.813,106.864,279.271,70.8090,-499.788,-343.084,-218.512,331.743,71.2165,128.458,12.4345,101.669,502.110,-210.453,296.311,-173.599,-377.267,-193.846,-331.145,-76.4652,-386.836,-120.419,-848.814,320.322,-132.782,146.646,-258.186,-148.903,-56.7220,-212.371,451.093,-249.994,-282.592,277.397,498.534,-126.755,222.007,-575.368,285.820,-332.169,-369.808,-160.616,84.6693,22.4512,453.166,-365.600,-205.260,-216.903,-279.952,201.037,-259.286,-363.026,-210.637,-386.064,147.010,-176.142,-337.023,348.247,368.574,-387.348,-345.424,-193.768,611.049,513.499,-23.5230,178.448,-372.173,-10.4368,70.2834,359.295,441.407,30.4920,-442.875,-91.9016,471.171,-678.446,-335.683,-505.089,-70.5630,788.932,201.705,228.454,-1.63344,125.840,7.31956,-22.1501,-447.068,-221.974,-52.5388,-38.6208,366.842,-433.400,-469.834,120.985,413.405,11.5009,738.149,-716.722
-0.830440,394.333,-313.207,-98.6544,177.331,626.555,-2.83538,-17.8735,43.3893,-306.958,75.2993,-210.768,139.175,93.6013,-271.954,-229.212,64.5724,-226.770,-185.863,637.735,229.058,81.8889,-121.457,-34.0412,37.6677,-134.527,-387.647,206.946,-113.840,-158.927,-264.408,-413.192,24.3522,234.536,-86.1572,-312.210,-382.392,188.791,329.497,-160.448,0.620482,-9.93393,81.6404,242.004,397.164,-3.42258,-132.766,-403.060,-639.707,27.8526,443.402,136.774,-3.31745,-224.150,149.421,218.744,29.3774,292.751,204.880,-360.348,164.185,-350.043,-146.522,39.3453,347.525,9.15051,-122.298,780.031,94.5738,-24.7536,208.735,185.854,-173.845,-93.5622,-267.163,-144.880,-150.186,-412.038,-187.912,-85.8322,277.366,126.861,514.447,212.919,179.398,96.0456,354.765,-854.005,-12.0025,-55.6378,204.021,-126.254,-3.52491,-395.680,-408.336,177.920,158.250,-320.202,-19.3591,271.856,323.708,-169.835,222.504,114.345,-317.526,-148.218,-776.951,142.217,-73.9480,-259.763,-16.3798,278.236,-248.962,386.057,-402.745,200.862,545.086,265.499,-185.562,148.252,105.523,147.140,-623.298,-266.425,171.034,-668.640,-156.447,355.811,48.6302,-280.364,-838.425,-418.788,-30.2184,327.992,132.003,468.202,-122.944,-989.021,-168.786,-525.320,164.687,224.890,68.4039,-441.165,-296.165,-36.6535,390.960,23.5216,74.3240,138.790,205.897,520.674,-177.010,293.125,-125.268,-394.959,-101.987,-318.682,-8.19274,-407.213,-60.0553,-874.182,373.713,-58.5344,80.4052,-170.865,-222.356,-45.3713,-93.9487,443.304,-147.231,-121.283,261.729,478.360,-107.673,129.903,-514.294,257.887,-381.107,-503.507,-75.3956,91.1192,-34.4954,540.227,-368.847,-205.362,-234.757,-319.058,222.490,-347.451,-443.293,-171.361,-452.945,99.3638,-204.055,-287.159,328.108,247.739,-226.422,-273.689,-141.758,626.840,552.121,-97.3911,165.923,-360.666,24.2765,226.708,411.062,354.549,-7.90421,-379.287,1.55504,364.549,-667.133,-400.671,-483.135,-135.134,929.296,167.175,322.296,34.8974,79.6948,138.748,-51.8376,-410.855,-387.832,-31.1136,-90.1683,280.965,-429.891,-246.512,113.867,401.884,61.1988,734.073,-643.413
-0.822295,356.326,-316.272,-106.156,177.811,426.464,-9.85748,7.95954,40.7579,-416.558,-14.6784,-238.971,163.634,124.019,-301.852,-186.629,31.6229,-209.598,-93.2507,710.875,173.268,102.891,-151.206,-36.5675,163.679,-118.528,-281.915,133.188,-72.2234,-164.266,-115.163,-419.530,77.7087,338.466,-131.522,-339.248,-399.937,112.897,278.038,-47.6769,-58.1071,13.8386,30.3715,232.247,460.485,16.5376,-198.659,-396.334,-543.354,15.5138,443.110,109.490,-42.5403,-274.105,202.362,159.789,-32.7856,345.206,217.836,-238.878,207.002,-429.835,-88.9931,-6.49954,340.282,-85.3220,-76.9572,689.184,80.0994,-12.7874,114.260,143.499,-121.713,-31.8107,-177.341,-191.745,-103.733,-346.077,-227.197,65.1772,207.548,106.492,515.330,231.978,172.852,133.359,207.180,-759.007,-20.1908,-16.6638,92.2001,-138.023,13.4996,-439.916,-325.138,293.962,89.7599,-388.224,-42.7865,294.287,290.176,-194.066,204.053,133.821,-348.321,-35.0240,-653.837,168.027,-39.9120,-254.021,21.6742,295.251,-295.721,388.733,-405.404,111.836,646.178,356.012,-191.450,124.006,36.8302,160.135,-721.190,-334.052,9.68806,-566.766,-185.375,284.996,27.0298,-171.164,-838.123,-448.885,20.8640,258.431,238.284,337.312,-19.3062,-1046.57,-302.418,-473.290,215.372,157.525,-11.9830,-344.127,-194.665,130.115,427.190,1.28610,-23.8237,239.709,288.542,529.033,-131.094,295.210,-43.6570,-377.235,2.65755,-283.674,47.6533,-435.429,-73.7590,-880.086,345.191,32.8325,84.1898,-111.611,-309.669,-26.3134,22.7834,403.662,-26.3591,24.0623,241.022,435.007,-133.796,65.0381,-384.489,208.965,-402.980,-615.162,78.9824,122.369,-77.8707,569.672,-351.322,-186.315,-266.995,-329.742,218.367,-483.735,-477.837,-116.236,-531.693,19.8841,-162.957,-232.212,226.417,179.223,-64.5646,-216.523,-78.8445,608.596,619.545,-98.0387,123.484,-347.711,85.3969,311.393,405.578,198.601,-30.7359,-310.331,120.866,220.190,-658.354,-469.208,-474.934,-202.780,1018.89,121.835,391.796,9.70716,51.5023,297.763,-109.519,-398.817,-500.766,-1.91914,-104.426,163.217,-386.569,-46.3062,132.558,359.915,107.491,681.817,-545.475
-0.814149,288.085,-285.656,-76.4832,148.562,236.025,5.97927,10.2982,50.4902,-497.578,-147.643,-280.310,121.229,120.113,-371.102,-133.413,3.26317,-181.907,23.9690,747.455,87.6780,121.505,-178.576,-53.0731,279.612,-102.529,-129.058,-16.5538,-26.5379,-162.496,50.9449,-401.152,98.7436,448.595,-223.915,-370.594,-416.195,25.9960,262.985,41.1660,-161.286,66.5108,-20.4245,187.283,519.474,12.2584,-281.577,-381.417,-409.357,-19.9805,427.340,100.543,-133.125,-336.552,250.181,94.0430,-100.220,295.930,197.975,-102.154,216.919,-491.562,39.3682,-62.1199,307.828,-137.077,-22.1461,572.744,81.4219,-31.4575,52.4357,73.3163,-60.7727,28.2375,-46.5051,-271.156,-22.8868,-311.569,-232.535,179.704,35.0939,106.461,449.852,232.828,126.029,121.748,99.1122,-652.338,-30.6193,7.49812,-53.0743,-132.278,38.3473,-447.952,-232.894,406.401,8.14958,-435.749,-98.4427,339.601,239.894,-193.489,128.870,169.984,-369.753,119.676,-483.772,128.023,-31.0257,-230.346,-4.96965,269.354,-317.191,369.878,-337.681,69.9948,634.399,366.125,-117.839,54.9394,-44.2235,187.374,-718.162,-393.511,-226.133,-433.726,-170.039,226.517,34.1224,-105.860,-742.132,-418.031,86.7314,191.725,330.390,277.384,23.3322,-1017.23,-421.480,-454.330,260.304,77.8440,-133.758,-239.025,-46.1525,265.450,430.333,-19.9883,-107.365,280.587,295.955,491.923,-97.3092,311.633,87.3769,-311.237,90.7424,-258.080,67.4292,-469.411,-130.841,-865.057,232.788,150.564,95.3467,-73.6754,-378.642,-13.8847,113.067,359.320,46.6146,105.735,202.762,410.858,-199.911,34.3635,-224.685,196.180,-370.122,-713.650,255.191,172.554,-66.7933,536.552,-306.477,-154.064,-325.257,-285.463,211.562,-567.657,-501.854,-68.3565,-603.786,-51.0742,-96.8572,-157.987,35.4437,184.482,72.6327,-206.099,-10.1050,557.219,681.235,-71.3089,37.6629,-317.233,160.434,281.320,363.468,4.00028,-5.47738,-224.810,244.658,108.607,-659.362,-514.337,-483.098,-255.792,1062.48,39.4687,386.402,-26.3677,43.4115,434.563,-212.097,-389.920,-595.878,28.2562,-80.8354,48.7215,-320.728,81.3354,158.286,295.133,98.2276,563.274,-431.037
-0.806004,225.272,-219.222,-14.0317,71.2810,131.117,28.0765,16.5080,41.9488,-563.674,-263.410,-298.277,2.22746,104.642,-445.052,-107.003,16.8780,-155.245,93.4246,736.341,-12.1289,162.051,-188.762,-48.1690,373.901,-85.1098,-11.4781,-181.155,25.5496,-199.101,189.423,-356.394,117.713,515.558,-294.840,-379.584,-376.413,-64.0697,292.365,109.292,-255.707,141.057,-66.3057,128.913,564.225,-5.60959,-338.379,-390.247,-287.586,-46.6015,390.720,103.298,-241.587,-407.780,251.839,24.4795,-203.505,171.184,163.028,2.62598,162.853,-511.205,153.058,-90.5690,232.249,-139.613,28.8920,481.067,66.8712,-95.6805,31.0354,-22.6463,7.20064,62.4286,114.099,-379.075,54.8469,-307.454,-228.301,237.886,-147.326,103.812,320.236,218.658,56.3664,63.6298,44.2336,-532.750,-40.0041,24.6213,-147.549,-100.486,43.7721,-465.362,-151.284,489.145,-86.1646,-420.474,-168.621,388.306,201.202,-182.839,54.4065,212.621,-401.678,296.067,-326.848,-5.52045,-51.3970,-159.899,-76.2581,254.667,-309.778,348.650,-214.463,75.8381,511.572,281.973,-26.8797,-26.3511,-108.823,202.443,-638.745,-421.447,-439.168,-291.025,-157.844,216.975,69.3467,-74.0082,-567.381,-327.686,136.481,175.367,391.491,278.842,0.0931757,-945.731,-509.164,-436.931,278.839,-5.73989,-269.829,-150.911,114.549,356.413,402.598,-49.0575,-127.111,263.982,214.244,389.248,-60.0844,307.536,235.595,-224.479,117.892,-235.140,40.4803,-494.163,-193.033,-835.535,95.3156,249.430,84.6559,-66.8726,-401.817,-44.6969,142.838,313.439,45.2745,128.099,106.828,410.299,-291.296,-0.727187,-65.6588,220.189,-296.880,-776.787,408.858,232.777,-8.27927,457.835,-240.021,-131.688,-419.029,-195.456,240.211,-565.167,-521.013,-59.9689,-662.434,-109.821,-50.8702,-29.5633,-168.651,221.451,177.643,-234.415,22.5052,482.417,691.895,-74.6924,-126.328,-246.829,229.594,166.859,324.300,-182.648,59.3455,-147.784,361.305,68.5471,-662.893,-502.935,-475.214,-252.710,1071.43,-82.0294,328.749,-28.7691,53.1184,510.460,-354.976,-365.752,-717.898,45.6106,-50.3084,-26.0563,-268.896,113.277,171.145,230.178,63.3934,379.128,-316.531
-0.797859,185.535,-151.139,66.3716,-55.7130,117.245,64.7318,30.2250,6.04774,-609.675,-311.910,-305.745,-144.359,114.916,-502.666,-106.895,72.3904,-156.540,106.051,672.647,-52.0799,222.125,-207.557,15.6543,455.882,-64.0792,65.1149,-321.850,124.389,-271.806,242.900,-294.956,165.674,497.982,-325.685,-349.857,-267.627,-139.128,330.485,157.877,-314.295,215.195,-92.1765,88.7364,581.373,3.90753,-340.358,-421.737,-219.466,-43.2289,332.972,103.702,-321.429,-507.472,177.548,-24.9236,-305.561,30.9376,123.603,53.3316,47.4922,-486.445,211.881,-64.3897,114.470,-117.495,73.5785,438.682,8.93450,-158.745,54.0499,-76.1217,106.346,92.8504,282.393,-490.930,124.296,-276.510,-226.819,208.040,-263.444,92.9511,173.892,187.083,8.62033,-3.52865,19.2343,-386.835,-86.6802,51.0898,-196.215,-59.0816,-12.6203,-521.068,-102.567,564.910,-165.496,-351.609,-225.081,385.895,162.544,-164.118,12.3787,253.741,-456.924,423.982,-212.166,-183.986,-71.8859,-45.4441,-134.928,252.369,-284.977,345.222,-107.888,103.399,334.160,137.684,20.8392,-53.5508,-117.209,214.712,-534.249,-432.053,-550.130,-173.996,-211.173,230.490,111.406,-41.5655,-394.499,-188.645,141.627,199.036,385.122,302.006,-55.1750,-910.408,-544.042,-408.311,286.887,-76.7558,-373.773,-87.6758,255.147,392.127,358.347,-63.1804,-82.2654,240.951,96.7149,250.212,-14.0970,264.135,339.976,-156.555,64.4813,-184.374,-13.9566,-488.851,-233.470,-805.441,10.0841,286.072,69.4689,-123.236,-404.689,-109.377,118.890,255.747,11.8678,121.226,-24.6781,419.937,-375.497,-75.9066,61.0031,230.793,-214.106,-761.424,519.263,294.042,75.1299,367.835,-172.889,-130.217,-557.183,-101.776,297.214,-531.972,-483.474,-74.7440,-696.534,-160.999,-22.6075,154.185,-312.775,242.069,251.196,-252.258,-3.93682,415.593,643.187,-109.143,-319.672,-142.662,278.832,10.9972,302.189,-298.948,137.905,-102.614,479.530,85.8405,-632.139,-432.303,-420.260,-200.580,1050.29,-223.290,263.365,6.05198,58.6415,531.435,-508.375,-306.287,-857.711,26.7269,-43.1037,-82.9958,-237.174,76.4731,159.572,195.950,66.7798,144.827,-237.517
-0.789714,157.343,-124.300,145.757,-182.888,137.848,143.006,48.7798,-42.6583,-596.006,-259.878,-320.129,-227.582,153.979,-544.648,-95.3569,133.009,-177.644,103.731,574.903,-12.9586,290.072,-250.745,122.308,521.126,-41.0388,138.316,-461.524,257.805,-321.350,206.409,-246.249,229.660,397.348,-348.957,-271.922,-112.913,-196.712,310.051,177.703,-340.856,236.297,-84.3176,99.8470,572.869,67.1650,-289.775,-461.523,-225.265,-20.5613,253.371,71.5209,-338.203,-646.134,33.0251,-63.1876,-368.011,-93.0959,116.236,78.6388,-63.2462,-430.750,236.231,-14.2197,-41.4476,-110.100,144.206,430.523,-73.5914,-160.454,104.180,-37.3328,231.867,156.200,406.944,-578.175,206.085,-178.936,-222.256,85.4589,-318.608,67.9460,72.3818,177.506,18.3983,-43.9020,-38.4858,-216.964,-194.775,50.4799,-293.329,-32.5516,-107.500,-587.414,-72.1107,633.677,-227.247,-280.210,-260.044,313.167,112.627,-123.888,-21.2855,294.093,-513.998,459.367,-136.911,-320.833,-57.7833,46.8732,-156.704,239.778,-254.279,344.410,-91.8221,129.367,152.269,7.76088,39.8256,1.97738,-59.1455,233.635,-405.003,-431.082,-565.066,-95.5560,-299.723,213.791,116.296,-1.61123,-298.835,-36.8009,76.1786,233.387,325.253,302.492,-126.575,-924.545,-514.199,-387.545,312.328,-136.561,-425.845,-45.3374,360.745,350.707,315.724,-65.1406,16.6806,246.832,2.76465,118.559,9.90905,168.620,356.375,-126.342,-37.6892,-78.1305,-78.1886,-432.572,-241.963,-784.688,2.60754,256.550,65.8989,-239.334,-415.682,-166.881,90.5110,217.255,-19.2766,111.881,-95.9968,444.526,-453.670,-178.252,153.916,201.594,-157.101,-652.683,579.881,318.373,156.252,306.138,-154.374,-128.135,-705.086,-35.0949,352.438,-524.911,-370.726,-80.9957,-685.184,-196.456,17.3138,344.639,-389.227,233.269,287.010,-211.018,-47.3275,375.919,551.179,-122.259,-444.862,-62.5526,293.178,-161.507,252.935,-321.626,217.941,-72.8442,578.072,122.286,-564.302,-305.926,-326.471,-164.978,1021.28,-344.147,215.945,94.7227,30.7897,514.881,-602.633,-198.264,-953.165,-37.9324,-49.2503,-124.846,-208.448,14.4830,145.180,201.118,111.458,-114.026,-201.016
