2H chemical shift (ppm),FA_20240408_2H_yeast_1.7.ser#1,FA_20240408_2H_yeast_1.7.ser#2,FA_20240408_2H_yeast_1.7.ser#3,FA_20240408_2H_yeast_1.7.ser#4,FA_20240408_2H_yeast_1.7.ser#5,FA_20240408_2H_yeast_1.7.ser#6,FA_20240408_2H_yeast_1.7.ser#7,FA_20240408_2H_yeast_1.7.ser#8,FA_20240408_2H_yeast_1.7.ser#9,FA_20240408_2H_yeast_1.7.ser#10,FA_20240408_2H_yeast_1.7.ser#11,FA_20240408_2H_yeast_1.7.ser#12,FA_20240408_2H_yeast_1.7.ser#13,FA_20240408_2H_yeast_1.7.ser#14,FA_20240408_2H_yeast_1.7.ser#15,FA_20240408_2H_yeast_1.7.ser#16,FA_20240408_2H_yeast_1.7.ser#17,FA_20240408_2H_yeast_1.7.ser#18,FA_20240408_2H_yeast_1.7.ser#19,FA_20240408_2H_yeast_1.7.ser#20,FA_20240408_2H_yeast_1.7.ser#21,FA_20240408_2H_yeast_1.7.ser#22,FA_20240408_2H_yeast_1.7.ser#23,FA_20240408_2H_yeast_1.7.ser#24,FA_20240408_2H_yeast_1.7.ser#25,FA_20240408_2H_yeast_1.7.ser#26,FA_20240408_2H_yeast_1.7.ser#27,FA_20240408_2H_yeast_1.7.ser#28,FA_20240408_2H_yeast_1.7.ser#29,FA_20240408_2H_yeast_1.7.ser#30,FA_20240408_2H_yeast_1.7.ser#31,FA_20240408_2H_yeast_1.7.ser#32,FA_20240408_2H_yeast_1.7.ser#33,FA_20240408_2H_yeast_1.7.ser#34,FA_20240408_2H_yeast_1.7.ser#35,FA_20240408_2H_yeast_1.7.ser#36,FA_20240408_2H_yeast_1.7.ser#37,FA_20240408_2H_yeast_1.7.ser#38,FA_20240408_2H_yeast_1.7.ser#39,FA_20240408_2H_yeast_1.7.ser#40,FA_20240408_2H_yeast_1.7.ser#41,FA_20240408_2H_yeast_1.7.ser#42,FA_20240408_2H_yeast_1.7.ser#43,FA_20240408_2H_yeast_1.7.ser#44,FA_20240408_2H_yeast_1.7.ser#45,FA_20240408_2H_yeast_1.7.ser#46,FA_20240408_2H_yeast_1.7.ser#47,FA_20240408_2H_yeast_1.7.ser#48,FA_20240408_2H_yeast_1.7.ser#49,FA_20240408_2H_yeast_1.7.ser#50,FA_20240408_2H_yeast_1.7.ser#51,FA_20240408_2H_yeast_1.7.ser#52,FA_20240408_2H_yeast_1.7.ser#53,FA_20240408_2H_yeast_1.7.ser#54,FA_20240408_2H_yeast_1.7.ser#55,FA_20240408_2H_yeast_1.7.ser#56,FA_20240408_2H_yeast_1.7.ser#57,FA_20240408_2H_yeast_1.7.ser#58,FA_20240408_2H_yeast_1.7.ser#59,FA_20240408_2H_yeast_1.7.ser#60,FA_20240408_2H_yeast_1.7.ser#61,FA_20240408_2H_yeast_1.7.ser#62,FA_20240408_2H_yeast_1.7.ser#63,FA_20240408_2H_yeast_1.7.ser#64,FA_20240408_2H_yeast_1.7.ser#65,FA_20240408_2H_yeast_1.7.ser#66,FA_20240408_2H_yeast_1.7.ser#67,FA_20240408_2H_yeast_1.7.ser#68,FA_20240408_2H_yeast_1.7.ser#69,FA_20240408_2H_yeast_1.7.ser#70,FA_20240408_2H_yeast_1.7.ser#71,FA_20240408_2H_yeast_1.7.ser#72,FA_20240408_2H_yeast_1.7.ser#73,FA_20240408_2H_yeast_1.7.ser#74,FA_20240408_2H_yeast_1.7.ser#75,FA_20240408_2H_yeast_1.7.ser#76,FA_20240408_2H_yeast_1.7.ser#77,FA_20240408_2H_yeast_1.7.ser#78,FA_20240408_2H_yeast_1.7.ser#79,FA_20240408_2H_yeast_1.7.ser#80,FA_20240408_2H_yeast_1.7.ser#81,FA_20240408_2H_yeast_1.7.ser#82,FA_20240408_2H_yeast_1.7.ser#83,FA_20240408_2H_yeast_1.7.ser#84,FA_20240408_2H_yeast_1.7.ser#85,FA_20240408_2H_yeast_1.7.ser#86,FA_20240408_2H_yeast_1.7.ser#87,FA_20240408_2H_yeast_1.7.ser#88,FA_20240408_2H_yeast_1.7.ser#89,FA_20240408_2H_yeast_1.7.ser#90,FA_20240408_2H_yeast_1.7.ser#91,FA_20240408_2H_yeast_1.7.ser#92,FA_20240408_2H_yeast_1.7.ser#93,FA_20240408_2H_yeast_1.7.ser#94,FA_20240408_2H_yeast_1.7.ser#95,FA_20240408_2H_yeast_1.7.ser#96,FA_20240408_2H_yeast_1.7.ser#97,FA_20240408_2H_yeast_1.7.ser#98,FA_20240408_2H_yeast_1.7.ser#99,FA_20240408_2H_yeast_1.7.ser#100,FA_20240408_2H_yeast_1.7.ser#101,FA_20240408_2H_yeast_1.7.ser#102,FA_20240408_2H_yeast_1.7.ser#103,FA_20240408_2H_yeast_1.7.ser#104,FA_20240408_2H_yeast_1.7.ser#105,FA_20240408_2H_yeast_1.7.ser#106,FA_20240408_2H_yeast_1.7.ser#107,FA_20240408_2H_yeast_1.7.ser#108,FA_20240408_2H_yeast_1.7.ser#109,FA_20240408_2H_yeast_1.7.ser#110,FA_20240408_2H_yeast_1.7.ser#111,FA_20240408_2H_yeast_1.7.ser#112,FA_20240408_2H_yeast_1.7.ser#113,FA_20240408_2H_yeast_1.7.ser#114,FA_20240408_2H_yeast_1.7.ser#115,FA_20240408_2H_yeast_1.7.ser#116,FA_20240408_2H_yeast_1.7.ser#117,FA_20240408_2H_yeast_1.7.ser#118,FA_20240408_2H_yeast_1.7.ser#119,FA_20240408_2H_yeast_1.7.ser#120,FA_20240408_2H_yeast_1.7.ser#121,FA_20240408_2H_yeast_1.7.ser#122,FA_20240408_2H_yeast_1.7.ser#123,FA_20240408_2H_yeast_1.7.ser#124,FA_20240408_2H_yeast_1.7.ser#125,FA_20240408_2H_yeast_1.7.ser#126,FA_20240408_2H_yeast_1.7.ser#127,FA_20240408_2H_yeast_1.7.ser#128,FA_20240408_2H_yeast_1.7.ser#129,FA_20240408_2H_yeast_1.7.ser#130,FA_20240408_2H_yeast_1.7.ser#131,FA_20240408_2H_yeast_1.7.ser#132,FA_20240408_2H_yeast_1.7.ser#133,FA_20240408_2H_yeast_1.7.ser#134,FA_20240408_2H_yeast_1.7.ser#135,FA_20240408_2H_yeast_1.7.ser#136,FA_20240408_2H_yeast_1.7.ser#137,FA_20240408_2H_yeast_1.7.ser#138,FA_20240408_2H_yeast_1.7.ser#139,FA_20240408_2H_yeast_1.7.ser#140,FA_20240408_2H_yeast_1.7.ser#141,FA_20240408_2H_yeast_1.7.ser#142,FA_20240408_2H_yeast_1.7.ser#143,FA_20240408_2H_yeast_1.7.ser#144,FA_20240408_2H_yeast_1.7.ser#145,FA_20240408_2H_yeast_1.7.ser#146,FA_20240408_2H_yeast_1.7.ser#147,FA_20240408_2H_yeast_1.7.ser#148,FA_20240408_2H_yeast_1.7.ser#149,FA_20240408_2H_yeast_1.7.ser#150,FA_20240408_2H_yeast_1.7.ser#151,FA_20240408_2H_yeast_1.7.ser#152,FA_20240408_2H_yeast_1.7.ser#153,FA_20240408_2H_yeast_1.7.ser#154,FA_20240408_2H_yeast_1.7.ser#155,FA_20240408_2H_yeast_1.7.ser#156,FA_20240408_2H_yeast_1.7.ser#157,FA_20240408_2H_yeast_1.7.ser#158,FA_20240408_2H_yeast_1.7.ser#159,FA_20240408_2H_yeast_1.7.ser#160,FA_20240408_2H_yeast_1.7.ser#161,FA_20240408_2H_yeast_1.7.ser#162,FA_20240408_2H_yeast_1.7.ser#163,FA_20240408_2H_yeast_1.7.ser#164,FA_20240408_2H_yeast_1.7.ser#165,FA_20240408_2H_yeast_1.7.ser#166,FA_20240408_2H_yeast_1.7.ser#167,FA_20240408_2H_yeast_1.7.ser#168,FA_20240408_2H_yeast_1.7.ser#169,FA_20240408_2H_yeast_1.7.ser#170,FA_20240408_2H_yeast_1.7.ser#171,FA_20240408_2H_yeast_1.7.ser#172,FA_20240408_2H_yeast_1.7.ser#173,FA_20240408_2H_yeast_1.7.ser#174,FA_20240408_2H_yeast_1.7.ser#175,FA_20240408_2H_yeast_1.7.ser#176,FA_20240408_2H_yeast_1.7.ser#177,FA_20240408_2H_yeast_1.7.ser#178,FA_20240408_2H_yeast_1.7.ser#179,FA_20240408_2H_yeast_1.7.ser#180,FA_20240408_2H_yeast_1.7.ser#181,FA_20240408_2H_yeast_1.7.ser#182,FA_20240408_2H_yeast_1.7.ser#183,FA_20240408_2H_yeast_1.7.ser#184,FA_20240408_2H_yeast_1.7.ser#185,FA_20240408_2H_yeast_1.7.ser#186,FA_20240408_2H_yeast_1.7.ser#187,FA_20240408_2H_yeast_1.7.ser#188,FA_20240408_2H_yeast_1.7.ser#189,FA_20240408_2H_yeast_1.7.ser#190,FA_20240408_2H_yeast_1.7.ser#191,FA_20240408_2H_yeast_1.7.ser#192,FA_20240408_2H_yeast_1.7.ser#193,FA_20240408_2H_yeast_1.7.ser#194,FA_20240408_2H_yeast_1.7.ser#195,FA_20240408_2H_yeast_1.7.ser#196,FA_20240408_2H_yeast_1.7.ser#197,FA_20240408_2H_yeast_1.7.ser#198,FA_20240408_2H_yeast_1.7.ser#199,FA_20240408_2H_yeast_1.7.ser#200,FA_20240408_2H_yeast_1.7.ser#201,FA_20240408_2H_yeast_1.7.ser#202,FA_20240408_2H_yeast_1.7.ser#203,FA_20240408_2H_yeast_1.7.ser#204,FA_20240408_2H_yeast_1.7.ser#205,FA_20240408_2H_yeast_1.7.ser#206,FA_20240408_2H_yeast_1.7.ser#207,FA_20240408_2H_yeast_1.7.ser#208,FA_20240408_2H_yeast_1.7.ser#209,FA_20240408_2H_yeast_1.7.ser#210,FA_20240408_2H_yeast_1.7.ser#211,FA_20240408_2H_yeast_1.7.ser#212,FA_20240408_2H_yeast_1.7.ser#213,FA_20240408_2H_yeast_1.7.ser#214,FA_20240408_2H_yeast_1.7.ser#215,FA_20240408_2H_yeast_1.7.ser#216,FA_20240408_2H_yeast_1.7.ser#217,FA_20240408_2H_yeast_1.7.ser#218,FA_20240408_2H_yeast_1.7.ser#219,FA_20240408_2H_yeast_1.7.ser#220,FA_20240408_2H_yeast_1.7.ser#221,FA_20240408_2H_yeast_1.7.ser#222,FA_20240408_2H_yeast_1.7.ser#223,FA_20240408_2H_yeast_1.7.ser#224,FA_20240408_2H_yeast_1.7.ser#225,FA_20240408_2H_yeast_1.7.ser#226,FA_20240408_2H_yeast_1.7.ser#227,FA_20240408_2H_yeast_1.7.ser#228,FA_20240408_2H_yeast_1.7.ser#229,FA_20240408_2H_yeast_1.7.ser#230,FA_20240408_2H_yeast_1.7.ser#231,FA_20240408_2H_yeast_1.7.ser#232,FA_20240408_2H_yeast_1.7.ser#233,FA_20240408_2H_yeast_1.7.ser#234,FA_20240408_2H_yeast_1.7.ser#235
-0.732789,-54.4699,-331.131,191.802,-684.211,567.561,5.24414,248.1,19.4048,342.026,-195.774,779.894,-190.146,-113.786,-53.7234,-464.5,289.695,148.806,-11.8598,-155.124,-199.832,103.843,75.6919,375.479,388.656,538.919,596.008,-1.06263,196.988,692.803,95.011,-106.786,-281.172,-469.051,15.4443,605.653,-286.993,435.241,180.019,168.977,-727.92,-129.227,566.934,1100.43,-368.018,-330.149,322.721,117.192,-372.997,987.615,73.4492,413.541,51.5643,151.73,-155.588,-258.189,-58.1556,-33.1463,-320.625,147.519,-27.5075,-197.631,96.0634,-547.436,337.132,72.7497,546.249,-470.19,-67.2419,-90.3154,-392.476,-254.508,-491.62,322.717,365.51,-104.508,509.791,-181.816,265.216,-710.191,993.985,-110.817,-239.27,630.524,-325.07,266.635,552.553,25.275,446.855,-322.924,-172.094,842.683,-181.028,750.999,42.6393,561.769,-230.639,-60.1755,1208.74,-14.5763,-42.7942,-429.302,394.575,387.911,-443.817,-306.347,-228.97,-630.585,39.5751,509.101,-265.571,341.826,170.927,324.132,715.381,189.262,117.453,-129.869,-152.628,326.351,-284.243,-515.42,286.789,-615.155,537.37,190.447,-624.614,-490.842,166.182,676.193,45.1707,157.297,-243.168,620.25,50.8048,-239.169,569.85,-108.039,-124.916,96.7318,-65.7318,-55.3246,8.24943,-76.3742,332.757,411.893,175.744,541.115,428.656,-58.6524,28.0575,249.324,456.361,-256.261,-294,-58.6886,-23.0413,138.469,-77.7703,-372.519,-149.335,-158.365,689.314,-224.849,59.9684,418.033,-76.1712,-134.571,-307.358,209.501,-601.282,-156,576.277,41.3629,245.842,13.7201,127.632,-234.287,-541.905,-466.759,643.367,398.625,682.408,504.131,26.9997,234.523,-703.525,423.957,-222.019,-311.411,-428.6,59.185,-385.552,423.025,-59.968,-393.82,-244.715,582.958,390.094,212.568,-213.617,-4.51646,-73.0917,-38.9745,136.781,-525.111,-2.28499,-310.847,899.657,764.179,107.019,-21.0614,349.803,92.7499,-242.274,51.8689,-39.5667,-223.413,706.01,-8.69755,-68.197,401.805,818.938,284.466,-347.091,-401.399,112.953,-471.96,616.745,-86.2092,-263.719,54.2568,349.134,-372.598,-379.209,-6.65431
-0.724644,-309.347,-286.611,128.267,-526.546,436.288,129.949,186.27,-91.228,188.618,-372.462,817.288,-151.905,-55.9806,-77.743,-205.697,333.242,73.3213,128.467,19.304,-154.412,-148.08,-100.947,367.673,137.78,433.637,576.605,145.533,338.09,486.713,186.83,-40.2937,-226.204,-295.096,-20.4178,646.471,-66.5255,451.265,431.153,143.788,-620.404,-252.878,587.176,783.781,-335.287,-369.191,257.084,287.801,-364.83,995.781,385.932,368.209,-63.468,183.803,75.3604,-292.075,-31.0361,-90.8325,-238.76,57.2794,-67.5273,-133.228,167.231,-557.662,470.047,-87.3603,589.794,-539.118,-16.2661,75.4337,-459.077,-248.839,-424.288,80.3524,581.283,-23.1888,523.211,-250.523,159.791,-799.691,823.911,5.64201,-494.374,433.702,-458.723,253.53,389.368,71.6122,307.444,-339.992,-179.078,719.884,-133.222,1004.16,-49.8824,492.325,-79.4044,-15.3577,1141.21,280.332,139.035,-477.823,444.039,292.441,-553.018,-165.151,-300.485,-705.978,-88.9998,117.761,-104.665,208.199,87.5962,374.568,794.029,292.457,94.097,-22.6471,101.028,371.58,-402.327,-554.727,432.792,-304.526,446.568,273.525,-609.898,-339.68,-15.6588,425.073,139.416,-77.4714,-162.869,670.696,329.606,-261.609,349.415,223.714,-269.933,105.877,-315.402,-48.7631,18.6004,49.1664,221.979,500.928,-81.335,545.895,424.667,-75.725,-159.859,316.633,523.514,-74.2959,-200.416,42.1511,-95.7496,-201.554,-99.9681,-544.862,-188.962,-226.357,663.582,-313.858,33.1821,364.511,-102.716,-231.247,-320.988,64.3094,-402.472,-202.108,889.137,-53.3207,365.99,-65.5378,-66.9154,-407.535,-631.481,-494.593,538.472,353.312,609.557,390.463,3.70839,240.421,-796.544,415.801,-231.775,-265.849,-502.569,59.1017,-295.42,389.851,-210.925,-383.269,-151.96,547.846,311.175,238.26,-201.959,90.8506,-67.4305,-312.155,-22.333,-239.771,-115.923,-131.211,649.706,537.102,126.885,111.24,327.46,405.867,-217.467,91.0322,44.8164,-296.467,784.499,6.43229,43.5054,318.55,725.635,283.615,-383.187,-316.878,182.667,-382.715,536.06,189.852,-61.2458,181.796,427.951,-340.864,-456.398,40.4225
-0.716499,-380.807,-331.456,-22.3824,-198.17,323.059,332.97,166.976,-193.805,94.4873,-391.588,771.336,-144.166,34.191,-65.3409,80.6071,432.741,-31.9995,278.603,38.7272,-4.4982,-415.547,-346.359,341.854,-67.8857,242.564,495.154,154.197,355.036,27.2276,263.858,131.072,-152.809,15.5346,109.397,513.146,207.84,359.959,632.507,61.8257,-545.671,-230.456,621.388,411.197,-196.087,-387.767,86.6371,527.81,-359.667,983.471,463.098,366.851,-30.0158,204.087,232.526,-173.062,-214.779,-107.188,-163.694,75.3816,-180.948,-85.5579,283.735,-476.906,430.232,-260.474,569.288,-549.053,139.431,229.911,-508.861,-249.844,-386.51,-240.83,776.948,62.952,487.795,-187.809,172.936,-801.299,668.594,125.163,-653.074,283.846,-404.564,257.213,238.788,126.785,10.4614,-327.487,-138.449,526.553,80.4887,1059.93,-200.613,420.323,194.717,-29.3147,875.947,455.872,156.983,-429.793,363.764,172.379,-601.741,-26.3298,-334.55,-684.274,-140.505,-202.989,-50.2142,103.284,69.8441,432.573,739.099,321.178,165.873,29.6157,206.779,289.053,-446.739,-553.22,571.034,28.9605,335.477,437.391,-533.548,-161.251,-18.7108,177.651,114.9,-115.095,-118.549,749.754,439.878,-367.105,69.6451,435.998,-250.821,107.631,-525.841,31.9612,-24.4658,185.397,33.9642,566.723,-225.593,453.048,550.646,-0.615135,-401.03,335.961,567.073,-20.0424,-140.808,109.358,-62.9964,-433.382,52.8227,-625.462,-231.058,-150.6,502.481,-358.199,135.076,274.902,-110.684,-212.974,-251.052,-73.7382,-168.663,-205.912,1082.46,-132.899,555.841,-145.829,-72.312,-511.93,-488.799,-385.409,281.645,279.952,408.708,189.635,173.774,375.467,-770.697,396.749,-281.586,-100.419,-366.89,-97,-321.517,327.944,-355.078,-491.644,-2.66345,400.271,252.316,224.539,-167.477,166.912,-62.3127,-461.086,-138.231,48.3313,-174.863,202.69,472.415,232.031,138.671,122.23,327.106,664.297,-265.298,29.2856,230.417,-434.558,776.388,-16.4912,124.076,367.552,780.536,70.5248,-369.6,-308.762,206.666,-457.178,368.663,425.684,1.0363,174.366,487.637,-248.406,-587.6,64.6042
-0.708354,-426.428,-373.446,-118.096,186.163,274.106,428.827,167.558,-273.813,-69.9283,-294.703,805.247,-164.982,120.042,-158.291,197.422,396.174,-86.5477,416.625,-35.3541,149.363,-487.723,-464.386,372.367,-55.8203,151.482,404.047,56.4911,383.511,-442.689,365.341,359.201,-32.2994,230.122,424.699,244.972,356.692,123.342,707.284,-32.6146,-489.248,-63.3122,646.939,148.555,-36.39,-400.027,-61.7184,699.893,-485.77,1021.49,355.633,398.549,176.99,164.892,262.429,-48.0238,-382.221,-86.1708,-123.558,86.5241,-293.641,-24.3582,424.54,-425.97,348.655,-409.331,579.911,-502.273,377.671,369.016,-401.03,-109.399,-226.448,-489.5,870.554,174.979,355.68,-28.3287,214.851,-646.362,639.103,132.8,-661.981,274.026,-266.653,183.22,106.23,164.203,-255.109,-302.46,-76.1708,388.277,286.123,796.94,-432.374,323.786,522.944,-9.94528,523.306,462.428,49.8359,-391.77,245.667,80.8895,-529.856,44.8647,-234.708,-658.322,-146.353,-323.183,75.7343,181.908,105.642,450.807,598.501,244.62,259.17,75.2694,112.376,207.423,-403.117,-539.844,621.762,381.798,327.137,510.403,-581.442,-140.417,118.167,146.645,27.5084,-13.7514,-154.317,690.442,449.7,-432.238,-87.4619,417.962,-173.788,74.6901,-731.465,70.9464,-60.7395,312.655,-149.342,585.524,-256.23,348.587,691.384,110.942,-473.812,210.476,648.231,-41.2847,20.5857,78.3437,-40.5461,-504.889,93.6247,-501.734,-267.462,-33.0352,264.626,-232.096,213.43,299.541,-151.655,-163.986,-128.456,-238.899,-54.6621,-261.555,1190.06,-188.299,722.069,-204.15,79.3655,-491.554,-119.361,-272.575,-20.4832,265.968,342.86,114.185,469.17,527.073,-646.586,301.606,-266.996,52.7529,-156.83,-285.465,-421,184.485,-424.325,-753.575,113.821,236.26,171.199,139.552,-241.6,126.729,-66.2043,-403.828,-220.425,281.024,-233.305,500.928,392.117,12.8901,98.0376,74.9425,373.102,752.272,-391.016,121.565,374.085,-626.198,662.887,42.1658,209.383,381.558,800.989,-116.935,-303.569,-224.797,142.58,-619.517,180.826,575.754,25.4417,53.9416,408.014,-165.249,-683.518,121.72
-0.700209,-469.841,-368.142,-52.218,389.01,312.674,357.302,120.888,-250.267,-210.765,-110.801,1005.24,-100.361,208.409,-245.876,116.927,150.796,-60.966,370.987,-97.2694,220.314,-495.315,-386.107,310.177,175.205,236.015,392.899,106.142,430.586,-762.327,324.191,569.832,102.326,256.711,599.446,0.642902,391.531,-174.92,686.96,-148.424,-444.1,114.599,574.154,48.9279,82.0629,-486.45,-126.294,757.285,-603.514,992.836,128.597,414.622,468.006,115.527,299.856,16.3498,-352.234,53.1838,-84.2476,15.7778,-404.517,-7.59345,561.434,-338.106,331.66,-343.071,613.035,-354.165,571.303,452.401,-132.311,36.0538,21.5579,-493.82,878.044,264.584,256.732,70.4807,299.732,-445.645,588.369,172.301,-576.31,309.577,-88.4568,99.3202,27.6538,178.168,-365.159,-169.001,4.10003,387.758,339.415,594.848,-629.014,177.045,794.933,-23.7547,289.703,365.444,0.990417,-326.861,69.5785,-104.95,-536.236,146.697,-166.651,-636.551,-170.188,-330.626,177.255,293.419,101.974,535.813,560.69,80.0996,316.67,87.6023,-18.0869,240.601,-264.937,-381.674,732.73,638.054,395.305,521.884,-629.112,-336.72,158.659,218.065,96.3805,90.4266,-136.458,550.951,501.98,-401.505,-84.9451,357.018,-152.286,-68.7202,-778.312,71.1864,-9.75684,477.085,-144.137,636.166,-150.309,384.523,692.631,173.466,-352.033,48.6113,723.793,-70.4724,177.311,-3.73805,-42.736,-431.652,7.1582,-210.026,-273.726,16.4297,188.669,4.38824,214.916,330.271,-95.8549,-112.489,-34.5653,-352.181,-147.912,-394.332,1223.38,-271.372,745.016,-202.9,210.663,-398.114,324.906,-367.083,-272.357,305.147,416.626,253.493,615.07,612.142,-523.565,206.853,-164.481,57.9694,87.2217,-373.796,-361.477,118.037,-426.834,-840.482,199.145,121.602,63.1325,30.9585,-430.176,-66.0074,-123.36,-287.892,-205.76,350.104,-280.144,657.703,347.775,0.343566,-44.8478,-108.141,370.141,628.441,-453.873,418.963,451.93,-729.964,640.814,182.5,225.114,272.422,746.227,-265.75,-326.045,-111.832,114.268,-654.854,71.0415,560.579,127.973,-150.242,197.093,-111.142,-625.567,330.537
-0.692064,-462.189,-406.736,70.5969,334.09,367.037,270.735,58.2742,-144.191,-160.629,73.2441,1168.17,126.104,319.269,-98.0667,6.61412,-25.3941,14.0718,209.496,-84.6645,190.96,-451.076,-360.807,165.957,370.131,406.817,504.028,235.211,398.255,-991.951,151.775,650.907,131.915,132.825,628.153,-188.91,411.515,-337.095,707.404,-239.878,-492.072,192.158,463.48,95.4091,100.863,-550.034,-177.597,675.48,-540.311,800.674,-147.624,357.385,655.396,42.5769,336.623,42.0839,-255.554,216.115,43.4324,-20.6758,-537.357,-62.7017,707.958,-271.094,282.909,-131.31,620.786,-121.053,660.012,478.525,73.1282,-6.72954,233.614,-407.15,856.834,362.417,280.296,91.8838,539.837,-204.985,383.32,254.363,-553.671,306.212,41.0565,58.8035,12.0517,217.935,-413.905,14.3621,94.3826,547.869,245.353,572.086,-632.954,65.2272,881.597,-110.439,79.1486,317.472,-48.0491,-244.82,-94.7859,-279.79,-640.395,229.42,-169.968,-413.29,-88.5512,-241.61,182.978,358.501,37.1558,575.424,605.468,-95.584,400.29,85.8619,-95.1602,345.128,-127.162,-56.1911,1022.71,779.033,381.643,446.898,-501.949,-491.804,-43.4478,278.889,235.12,180.045,-72.4227,488.224,499.232,-338.492,-70.8124,410.621,-23.2796,-278.342,-667.009,81.7173,149.575,721.569,26.4808,616.268,97.8602,350.249,384.919,217.724,-177.016,-0.473037,731.841,-59.594,239.888,-34.7355,-88.181,-295.785,-31.098,65.5732,-163.201,39.9899,328.159,274.471,207.736,274.898,32.4137,-49.3386,16.8715,-364.289,-269.058,-470.678,1109.18,-432.787,568.838,-299.221,247.647,-297.701,553.653,-535.783,-343.428,310.989,445.787,400.925,653.884,634.101,-534.554,190.836,-129.511,-17.7087,370.606,-367.842,-104.228,252.29,-346.833,-655.339,141.223,66.5857,-62.4823,-109.883,-590.439,-197.917,-330.405,-322.511,-72.8918,200.959,-306.26,750.24,375.71,212.926,-167.485,-327.61,329.932,560.836,-484.067,774.59,363.892,-705.357,683.687,267.557,52.4629,118.639,629.25,-402.892,-421.249,-100.923,205.112,-544.791,-15.0624,417.999,306.152,-462.832,-40.8323,-83.5416,-493.777,624.421
-0.683919,-421.96,-438.355,81.6521,213.726,360.797,284.002,3.66543,-34.1673,28.1393,153.675,1183.94,369.916,354.858,91.6781,40.6113,-43.3898,30.993,82.9388,69.7677,268.652,-343.641,-342.111,65.6027,405.925,533.98,708.433,361.017,367.961,-1074.57,30.0871,581.64,52.1004,-8.11685,660.827,-375.782,391.373,-157.034,738.793,-321.168,-597.873,147.743,328.463,259.732,66.9316,-426.686,-182.306,567.461,-308.464,647.261,-243.695,266.675,702.826,-32.8056,408.18,-8.16399,-187.378,249.648,240.475,-48.7729,-716.831,-29.1002,825.027,-280.15,156.755,38.0462,540.55,55.3881,637.341,423.878,143.938,-88.8537,278.971,-372.017,821.295,433.234,341.658,48.1808,776.004,-5.50482,148.798,226.207,-544.98,329.989,-9.3299,90.1379,15.9004,226.96,-404.83,237.635,175.915,731.082,50.2578,489.975,-460.209,66.1133,836.634,-195.438,-39.498,385.288,-158.169,-150.501,-136.888,-303.444,-640.467,221.776,-182.003,-70.5523,131.028,-40.9411,94.8329,338.29,-92.6415,455.495,640.469,-136.429,423.688,150.959,-140.867,253.462,-108.953,238.035,1065.48,747.919,314.801,299.236,-331.934,-464.555,-365.318,255.923,289.39,288.992,-100.878,388.222,477.551,-345.355,-101.07,505.135,322.992,-349.504,-514.852,197.068,300.206,924.996,243.474,467.994,293.681,216.583,-20.5489,398.863,-100.375,45.1122,670.193,39.2035,313.514,-37.6723,-97.9729,-169.993,-33.3336,300.893,19.5949,97.445,439.269,398.424,227.4,197.868,198.014,21.3856,29.6742,-261.293,-148.69,-385.014,892.295,-613.294,358.003,-411.338,214.371,-248.678,530.315,-514.911,-205.642,238.804,285.112,425.221,654.448,627.289,-597.709,281.492,-74.6815,-7.91916,531.632,-247.567,147.908,421.64,-163.088,-430.002,-18.4318,-17.9922,-148.486,-253.21,-581.188,-193.73,-501.624,-433.049,159.678,1.6546,-343.144,704.391,482.477,375.069,-46.4132,-360.112,250.77,623.765,-467.609,900.67,210.706,-706.478,593.502,206.549,-224.865,101.965,513.826,-461.078,-460.616,-168.004,376.736,-376.683,-90.1763,329.853,428.902,-758.483,-200.763,-142.694,-455.755,805.016
