2H chemical shift (ppm),FA_20240226_2H_E.coli_1.6.ser#1,FA_20240226_2H_E.coli_1.6.ser#2,FA_20240226_2H_E.coli_1.6.ser#3,FA_20240226_2H_E.coli_1.6.ser#4,FA_20240226_2H_E.coli_1.6.ser#5,FA_20240226_2H_E.coli_1.6.ser#6,FA_20240226_2H_E.coli_1.6.ser#7,FA_20240226_2H_E.coli_1.6.ser#8,FA_20240226_2H_E.coli_1.6.ser#9,FA_20240226_2H_E.coli_1.6.ser#10,FA_20240226_2H_E.coli_1.6.ser#11,FA_20240226_2H_E.coli_1.6.ser#12,FA_20240226_2H_E.coli_1.6.ser#13,FA_20240226_2H_E.coli_1.6.ser#14,FA_20240226_2H_E.coli_1.6.ser#15,FA_20240226_2H_E.coli_1.6.ser#16,FA_20240226_2H_E.coli_1.6.ser#17,FA_20240226_2H_E.coli_1.6.ser#18,FA_20240226_2H_E.coli_1.6.ser#19,FA_20240226_2H_E.coli_1.6.ser#20,FA_20240226_2H_E.coli_1.6.ser#21,FA_20240226_2H_E.coli_1.6.ser#22,FA_20240226_2H_E.coli_1.6.ser#23,FA_20240226_2H_E.coli_1.6.ser#24,FA_20240226_2H_E.coli_1.6.ser#25,FA_20240226_2H_E.coli_1.6.ser#26,FA_20240226_2H_E.coli_1.6.ser#27,FA_20240226_2H_E.coli_1.6.ser#28,FA_20240226_2H_E.coli_1.6.ser#29,FA_20240226_2H_E.coli_1.6.ser#30,FA_20240226_2H_E.coli_1.6.ser#31,FA_20240226_2H_E.coli_1.6.ser#32,FA_20240226_2H_E.coli_1.6.ser#33,FA_20240226_2H_E.coli_1.6.ser#34,FA_20240226_2H_E.coli_1.6.ser#35,FA_20240226_2H_E.coli_1.6.ser#36,FA_20240226_2H_E.coli_1.6.ser#37,FA_20240226_2H_E.coli_1.6.ser#38,FA_20240226_2H_E.coli_1.6.ser#39,FA_20240226_2H_E.coli_1.6.ser#40,FA_20240226_2H_E.coli_1.6.ser#41,FA_20240226_2H_E.coli_1.6.ser#42,FA_20240226_2H_E.coli_1.6.ser#43,FA_20240226_2H_E.coli_1.6.ser#44,FA_20240226_2H_E.coli_1.6.ser#45,FA_20240226_2H_E.coli_1.6.ser#46,FA_20240226_2H_E.coli_1.6.ser#47,FA_20240226_2H_E.coli_1.6.ser#48,FA_20240226_2H_E.coli_1.6.ser#49,FA_20240226_2H_E.coli_1.6.ser#50,FA_20240226_2H_E.coli_1.6.ser#51,FA_20240226_2H_E.coli_1.6.ser#52,FA_20240226_2H_E.coli_1.6.ser#53,FA_20240226_2H_E.coli_1.6.ser#54,FA_20240226_2H_E.coli_1.6.ser#55,FA_20240226_2H_E.coli_1.6.ser#56,FA_20240226_2H_E.coli_1.6.ser#57,FA_20240226_2H_E.coli_1.6.ser#58,FA_20240226_2H_E.coli_1.6.ser#59,FA_20240226_2H_E.coli_1.6.ser#60,FA_20240226_2H_E.coli_1.6.ser#61,FA_20240226_2H_E.coli_1.6.ser#62,FA_20240226_2H_E.coli_1.6.ser#63,FA_20240226_2H_E.coli_1.6.ser#64,FA_20240226_2H_E.coli_1.6.ser#65,FA_20240226_2H_E.coli_1.6.ser#66,FA_20240226_2H_E.coli_1.6.ser#67,FA_20240226_2H_E.coli_1.6.ser#68,FA_20240226_2H_E.coli_1.6.ser#69,FA_20240226_2H_E.coli_1.6.ser#70,FA_20240226_2H_E.coli_1.6.ser#71,FA_20240226_2H_E.coli_1.6.ser#72,FA_20240226_2H_E.coli_1.6.ser#73,FA_20240226_2H_E.coli_1.6.ser#74,FA_20240226_2H_E.coli_1.6.ser#75,FA_20240226_2H_E.coli_1.6.ser#76,FA_20240226_2H_E.coli_1.6.ser#77,FA_20240226_2H_E.coli_1.6.ser#78,FA_20240226_2H_E.coli_1.6.ser#79,FA_20240226_2H_E.coli_1.6.ser#80,FA_20240226_2H_E.coli_1.6.ser#81,FA_20240226_2H_E.coli_1.6.ser#82,FA_20240226_2H_E.coli_1.6.ser#83,FA_20240226_2H_E.coli_1.6.ser#84,FA_20240226_2H_E.coli_1.6.ser#85,FA_20240226_2H_E.coli_1.6.ser#86,FA_20240226_2H_E.coli_1.6.ser#87,FA_20240226_2H_E.coli_1.6.ser#88,FA_20240226_2H_E.coli_1.6.ser#89,FA_20240226_2H_E.coli_1.6.ser#90,FA_20240226_2H_E.coli_1.6.ser#91,FA_20240226_2H_E.coli_1.6.ser#92,FA_20240226_2H_E.coli_1.6.ser#93,FA_20240226_2H_E.coli_1.6.ser#94,FA_20240226_2H_E.coli_1.6.ser#95,FA_20240226_2H_E.coli_1.6.ser#96,FA_20240226_2H_E.coli_1.6.ser#97,FA_20240226_2H_E.coli_1.6.ser#98,FA_20240226_2H_E.coli_1.6.ser#99,FA_20240226_2H_E.coli_1.6.ser#100,FA_20240226_2H_E.coli_1.6.ser#101,FA_20240226_2H_E.coli_1.6.ser#102,FA_20240226_2H_E.coli_1.6.ser#103,FA_20240226_2H_E.coli_1.6.ser#104,FA_20240226_2H_E.coli_1.6.ser#105,FA_20240226_2H_E.coli_1.6.ser#106,FA_20240226_2H_E.coli_1.6.ser#107,FA_20240226_2H_E.coli_1.6.ser#108,FA_20240226_2H_E.coli_1.6.ser#109,FA_20240226_2H_E.coli_1.6.ser#110,FA_20240226_2H_E.coli_1.6.ser#111,FA_20240226_2H_E.coli_1.6.ser#112,FA_20240226_2H_E.coli_1.6.ser#113,FA_20240226_2H_E.coli_1.6.ser#114,FA_20240226_2H_E.coli_1.6.ser#115,FA_20240226_2H_E.coli_1.6.ser#116,FA_20240226_2H_E.coli_1.6.ser#117,FA_20240226_2H_E.coli_1.6.ser#118,FA_20240226_2H_E.coli_1.6.ser#119,FA_20240226_2H_E.coli_1.6.ser#120,FA_20240226_2H_E.coli_1.6.ser#121,FA_20240226_2H_E.coli_1.6.ser#122,FA_20240226_2H_E.coli_1.6.ser#123,FA_20240226_2H_E.coli_1.6.ser#124,FA_20240226_2H_E.coli_1.6.ser#125,FA_20240226_2H_E.coli_1.6.ser#126,FA_20240226_2H_E.coli_1.6.ser#127,FA_20240226_2H_E.coli_1.6.ser#128,FA_20240226_2H_E.coli_1.6.ser#129,FA_20240226_2H_E.coli_1.6.ser#130,FA_20240226_2H_E.coli_1.6.ser#131,FA_20240226_2H_E.coli_1.6.ser#132,FA_20240226_2H_E.coli_1.6.ser#133,FA_20240226_2H_E.coli_1.6.ser#134,FA_20240226_2H_E.coli_1.6.ser#135,FA_20240226_2H_E.coli_1.6.ser#136,FA_20240226_2H_E.coli_1.6.ser#137,FA_20240226_2H_E.coli_1.6.ser#138,FA_20240226_2H_E.coli_1.6.ser#139,FA_20240226_2H_E.coli_1.6.ser#140,FA_20240226_2H_E.coli_1.6.ser#141,FA_20240226_2H_E.coli_1.6.ser#142,FA_20240226_2H_E.coli_1.6.ser#143,FA_20240226_2H_E.coli_1.6.ser#144,FA_20240226_2H_E.coli_1.6.ser#145,FA_20240226_2H_E.coli_1.6.ser#146,FA_20240226_2H_E.coli_1.6.ser#147,FA_20240226_2H_E.coli_1.6.ser#148,FA_20240226_2H_E.coli_1.6.ser#149,FA_20240226_2H_E.coli_1.6.ser#150,FA_20240226_2H_E.coli_1.6.ser#151,FA_20240226_2H_E.coli_1.6.ser#152,FA_20240226_2H_E.coli_1.6.ser#153,FA_20240226_2H_E.coli_1.6.ser#154,FA_20240226_2H_E.coli_1.6.ser#155,FA_20240226_2H_E.coli_1.6.ser#156,FA_20240226_2H_E.coli_1.6.ser#157,FA_20240226_2H_E.coli_1.6.ser#158,FA_20240226_2H_E.coli_1.6.ser#159,FA_20240226_2H_E.coli_1.6.ser#160,FA_20240226_2H_E.coli_1.6.ser#161,FA_20240226_2H_E.coli_1.6.ser#162,FA_20240226_2H_E.coli_1.6.ser#163,FA_20240226_2H_E.coli_1.6.ser#164,FA_20240226_2H_E.coli_1.6.ser#165,FA_20240226_2H_E.coli_1.6.ser#166,FA_20240226_2H_E.coli_1.6.ser#167,FA_20240226_2H_E.coli_1.6.ser#168,FA_20240226_2H_E.coli_1.6.ser#169,FA_20240226_2H_E.coli_1.6.ser#170,FA_20240226_2H_E.coli_1.6.ser#171,FA_20240226_2H_E.coli_1.6.ser#172,FA_20240226_2H_E.coli_1.6.ser#173,FA_20240226_2H_E.coli_1.6.ser#174,FA_20240226_2H_E.coli_1.6.ser#175,FA_20240226_2H_E.coli_1.6.ser#176,FA_20240226_2H_E.coli_1.6.ser#177,FA_20240226_2H_E.coli_1.6.ser#178,FA_20240226_2H_E.coli_1.6.ser#179,FA_20240226_2H_E.coli_1.6.ser#180,FA_20240226_2H_E.coli_1.6.ser#181,FA_20240226_2H_E.coli_1.6.ser#182,FA_20240226_2H_E.coli_1.6.ser#183,FA_20240226_2H_E.coli_1.6.ser#184,FA_20240226_2H_E.coli_1.6.ser#185,FA_20240226_2H_E.coli_1.6.ser#186,FA_20240226_2H_E.coli_1.6.ser#187,FA_20240226_2H_E.coli_1.6.ser#188,FA_20240226_2H_E.coli_1.6.ser#189,FA_20240226_2H_E.coli_1.6.ser#190,FA_20240226_2H_E.coli_1.6.ser#191,FA_20240226_2H_E.coli_1.6.ser#192,FA_20240226_2H_E.coli_1.6.ser#193,FA_20240226_2H_E.coli_1.6.ser#194,FA_20240226_2H_E.coli_1.6.ser#195,FA_20240226_2H_E.coli_1.6.ser#196,FA_20240226_2H_E.coli_1.6.ser#197,FA_20240226_2H_E.coli_1.6.ser#198,FA_20240226_2H_E.coli_1.6.ser#199,FA_20240226_2H_E.coli_1.6.ser#200,FA_20240226_2H_E.coli_1.6.ser#201,FA_20240226_2H_E.coli_1.6.ser#202,FA_20240226_2H_E.coli_1.6.ser#203,FA_20240226_2H_E.coli_1.6.ser#204,FA_20240226_2H_E.coli_1.6.ser#205,FA_20240226_2H_E.coli_1.6.ser#206,FA_20240226_2H_E.coli_1.6.ser#207,FA_20240226_2H_E.coli_1.6.ser#208,FA_20240226_2H_E.coli_1.6.ser#209,FA_20240226_2H_E.coli_1.6.ser#210,FA_20240226_2H_E.coli_1.6.ser#211,FA_20240226_2H_E.coli_1.6.ser#212,FA_20240226_2H_E.coli_1.6.ser#213,FA_20240226_2H_E.coli_1.6.ser#214,FA_20240226_2H_E.coli_1.6.ser#215,FA_20240226_2H_E.coli_1.6.ser#216,FA_20240226_2H_E.coli_1.6.ser#217,FA_20240226_2H_E.coli_1.6.ser#218,FA_20240226_2H_E.coli_1.6.ser#219,FA_20240226_2H_E.coli_1.6.ser#220,FA_20240226_2H_E.coli_1.6.ser#221,FA_20240226_2H_E.coli_1.6.ser#222,FA_20240226_2H_E.coli_1.6.ser#223,FA_20240226_2H_E.coli_1.6.ser#224,FA_20240226_2H_E.coli_1.6.ser#225,FA_20240226_2H_E.coli_1.6.ser#226,FA_20240226_2H_E.coli_1.6.ser#227,FA_20240226_2H_E.coli_1.6.ser#228,FA_20240226_2H_E.coli_1.6.ser#229,FA_20240226_2H_E.coli_1.6.ser#230,FA_20240226_2H_E.coli_1.6.ser#231,FA_20240226_2H_E.coli_1.6.ser#232,FA_20240226_2H_E.coli_1.6.ser#233,FA_20240226_2H_E.coli_1.6.ser#234,FA_20240226_2H_E.coli_1.6.ser#235,FA_20240226_2H_E.coli_1.6.ser#236,FA_20240226_2H_E.coli_1.6.ser#237
-0.724554,110.929,295.308,79.0339,-408.386,-139.475,-213.404,203.666,-718.993,445.508,4.14519,14.2228,179.499,58.5465,-17.4929,451.583,-211.257,529.9,238.345,-330.422,226.466,728.035,-239.128,548.207,-288.88,-165.53,-484.652,107.364,71.7559,57.6763,205.822,-243.409,-215.749,-46.3818,19.9361,-793.822,291.553,173.699,244.632,311.017,-128.239,304.898,-186.504,79.6381,-16.9758,2.96042,-359.886,-18.1809,576.476,222.109,310.769,214.075,-160.091,101.995,246.763,-166.207,69.5182,201.239,228.407,93.9972,-248.187,84.167,664.204,302.406,-565.317,336.975,240.008,-128.804,299.772,-413.373,380.011,-36.5074,111.777,691.331,49.4876,-311.41,-280.657,180.472,249.884,-561.695,-786.143,148.728,215.944,-313.046,-137.718,237.817,733.44,-396.22,-31.9039,-165.246,-232.8,-368.785,45.3897,-213.851,-13.4705,-125.361,-42.0122,116.659,-141.804,118.146,-49.8694,-217.956,501.318,220.365,347.063,-158.857,-355.68,75.6276,-62.9358,471.828,73.858,37.5274,126.546,171.157,501.075,187.448,-169.489,-92.9893,513.925,459.514,116.079,175.673,31.3703,-197.931,-461.258,-109.928,27.149,-290.473,-580.093,-202.039,101.668,-534.004,-110.37,388.317,53.1681,-27.2146,200.726,336.037,-240.317,-721.255,30.589,-746.446,230.825,-383.392,-454.922,24.269,-374.644,3.95542,219.409,351.597,213.594,185.254,-142.739,261.152,15.6642,-348.455,-146.443,84.6786,163.585,288.912,-119.031,1155.86,-232.882,-316.62,-127.733,-455.079,-160.771,350.263,46.8407,302.195,519.444,-412.577,-40.3704,-107.371,-132.148,-368.511,-387.665,75.6376,-159.751,159.03,-64.2164,190.627,-185.908,-91.6062,34.2591,-178.017,86.6274,432.152,-526.198,316.694,535.238,-242.759,177.825,46.5175,232.442,212.271,64.8237,23.0011,164.396,22.5573,-334.971,-312.041,-229.34,204.987,-313.805,599.589,248.218,425.314,-315.243,-5.96549,438.232,49.1865,182.187,-81.5706,-760.276,222.462,64.0441,-508.273,-73.7276,-33.367,627.609,-361.29,239.029,330.339,-253.929,-229.755,227.892,-198.467,-543.482,-114.832,-35.6597,-342.636,318.226,-170.872,101.586,-117.808,-288.015,-196.907
-0.716409,134.756,309.443,52.9839,-325.543,-158.899,-221.048,397.533,-683.365,386.912,40.0549,5.22267,253.353,90.12,64.7749,365.832,-241.741,487.661,236.908,-274.572,152.676,764.473,-312.784,446.45,-340.144,-210.409,-544.067,138.434,30.7831,198.483,212.097,-148.918,-85.5643,22.8516,-7.91867,-765.581,222.159,222.377,350.043,473.912,-80.8581,435.724,-118.021,141.616,-38.2916,4.93421,-348.763,-67.4177,453.805,186.025,277.649,213.014,-82.5739,129.621,167.436,-122.055,-0.116388,275.996,165.474,71.8316,-155.95,190.155,624.949,306.895,-454.548,304.554,285.122,-94.5965,403.241,-299.665,343.064,24.2729,88.0262,631.222,12.3201,-293.423,-182.864,148.813,385.073,-581.957,-927.862,54.3377,70.9116,-342.12,-185.64,181.056,711.233,-346.023,53.4128,-18.6155,-138.005,-432.054,57.1205,-189.898,4.48121,-51.5291,-88.4633,123.499,-99.019,168.252,-17.6496,-260.13,496.497,266.125,272.581,-231.791,-348.397,-55.0097,-123.828,450.411,-8.77666,-104.067,226.349,177.678,470.773,234.52,-223.657,7.78204,487.093,512.951,163.646,216.15,-77.4275,-23.0381,-445.029,-71.9571,116.366,-225.123,-445.139,-189.438,180.079,-418.915,-198.461,361.855,52.7402,-48.6492,277.185,287.129,-126.312,-809.125,10.4686,-768.023,83.6234,-341.552,-433.864,51.6914,-439.214,-7.55045,99.7984,235.881,165.096,97.8366,-90.0251,202.899,-47.1012,-431.423,-136.461,29.4424,266.597,239.485,-111.447,1186.15,-299.308,-403.145,-119.716,-315.298,-222.023,232.538,6.75506,292.769,610.414,-333.078,-53.4607,-16.9104,-263.024,-388.615,-437.955,114.142,-123.86,37.8705,-23.8333,143.078,-79.7829,-35.4232,-19.9153,-159.195,127.61,598.783,-506.814,356.011,558.292,-413.513,96.984,110.462,369.843,248.908,113.845,-94.0417,251.332,118.815,-287.247,-264.473,-241.382,170.966,-297.384,493.117,30.7205,351.841,-253.337,-140.741,368.618,-79.4641,169.569,-151.257,-808.917,167.467,106.022,-569.245,-121.706,-34.4756,650.16,-356.027,265.387,412.069,-321.548,-279.06,178.144,-218.952,-634.458,-141.32,21.7909,-384.145,283.262,-159.523,115.073,-212.804,-264.954,-109.694
-0.708264,103.486,301.352,-13.1868,-247.673,-161.581,-179.617,541.307,-548.568,306.782,114.19,30.5766,322.441,122.892,149.288,278.812,-292.682,378.622,226.86,-243.057,46.8684,775.984,-338.639,376.592,-388.622,-208.505,-488.633,153.332,-14.9284,328.585,191.02,-71.4879,65.9955,110.577,-7.536,-648.801,132.865,278.799,423.595,589.689,-34.5075,551.133,-45.1478,189.171,-43.4651,-42.2008,-340.736,-111.054,309.911,166.26,279.184,213.514,5.25688,170.653,18.5964,-98.6172,-97.5349,311.953,120.154,34.72,-95.837,227.338,481.359,302.397,-360.043,353.5,311.501,-3.46491,398.76,-186.85,304.792,25.4132,107.016,479.44,-46.5868,-293.25,-109.311,120.951,460.803,-556.662,-988.113,-77.5831,-14.6648,-315.201,-157.052,119.199,660.48,-292.031,58.487,159.232,-24.282,-443.804,69.7995,-187.991,-13.7931,20.4187,-69.627,119.962,-61.6354,190.886,-11.5067,-188.533,528.654,285.587,238.59,-269.61,-351.089,-112.722,-196.09,424.334,-78.814,-193.234,312.038,114.303,436.416,272.622,-264.774,31.3518,497.3,569.445,187.289,190.204,-166.569,90.7713,-427.769,-43.073,187.296,-129.377,-293.252,-184.378,193.866,-303.477,-253.662,312.891,64.9666,-52.3225,341.397,265.094,-53.5505,-875.908,3.40055,-731.302,-52.3567,-301.135,-434.497,50.8463,-438.038,-65.8484,-56.8313,145.085,102.649,46.178,-9.87956,146.382,-87.4198,-486.56,-144.392,-31.9098,341.34,90.1291,-122.024,1093.33,-401.259,-525.788,-80.5606,-139.874,-305.492,56.6842,0.831209,265.975,661.123,-247.346,-84.7723,59.2896,-351.918,-400.949,-453.716,190.284,-45.5956,-87.799,-12.6083,53.4836,31.6069,30.3383,-36.1792,-143.403,182.115,721.572,-474.662,411.24,517.73,-487.764,43.6283,190.861,473.138,252.235,71.6596,-228.36,327.777,303.348,-235.981,-232.008,-292.018,159.691,-291.164,364.759,-181.057,301.991,-141.218,-226.97,373.557,-194.981,128.779,-223.882,-822.299,93.987,158.585,-642.786,-145.578,13.9018,625.067,-387.989,274.831,426.678,-362.155,-320.089,113.254,-172.868,-660.372,-109.48,57.8391,-436.433,274.535,-101.776,120.647,-230.859,-255.171,-28.1341
-0.700119,61.0215,281.647,-72.0032,-230.051,-126.618,-128.199,604.042,-342.669,246.895,204.142,53.0348,402.458,124.145,213.026,213.057,-310.134,204.108,180.995,-223.037,-74.2539,752.115,-322.16,340.305,-407.213,-184.066,-361.759,140.253,-67.9023,385.891,168.309,-20.1571,195.797,142.26,24.0926,-495.863,16.2248,309.263,407.089,668.636,-42.9244,625.393,-11.4885,239.289,-25.7267,-81.8398,-322.951,-130.026,198.784,172.529,362.936,235.756,98.2453,210.51,-171.297,-41.8667,-190.991,315.257,118.139,-10.4897,-80.8552,151.959,306.774,303.943,-301.076,443.265,319.801,129.291,317.568,-119.351,232.766,-0.586888,137.999,321.988,-85.3408,-300.415,-77.1316,128.296,488.994,-510.342,-928.969,-201.665,-12.2049,-260.263,-96.5338,58.043,591.321,-255.328,13.0812,322.852,86.8264,-417.9,89.7779,-197.582,-56.2442,37.9236,-7.34992,100.452,-54.8918,198.602,-24.3428,-2.98365,599.526,288.588,232.293,-273.59,-304.745,-119.669,-268.593,390.917,-84.3412,-187.265,377.9,30.5531,381.686,309.592,-239.153,54.1921,540.388,605.135,169.301,126.696,-249.225,113.597,-423.424,-34.7636,251.305,-45.9137,-196.242,-197.231,163.924,-231.474,-259.588,263.939,87.5883,-50.5112,360.852,272.515,-13.0147,-885.941,8.24569,-612.492,-192.13,-247.753,-433.409,34.1872,-393.611,-121.897,-188.639,75.2496,80.798,28.4619,48.6249,114.448,-74.0117,-533.524,-127.854,-94.3755,364.084,-109.303,-141.253,877.712,-494.242,-631.207,-16.2397,17.2997,-358.188,-150.245,-13.1001,226.35,668.315,-210.84,-122.838,96.0021,-370.054,-363.362,-389.258,302.37,64.7835,-187.847,-49.9975,-68.6028,120.261,64.7655,-1.4512,-70.743,244.589,775.214,-390.535,484.195,442.809,-452.122,15.9983,250.459,569.301,204.916,-41.0034,-340.229,388.314,482.778,-227.511,-184.403,-328.417,220.688,-283.55,236.458,-337.98,291.072,-43.0677,-229.676,382.404,-254.572,64.71,-304.702,-790.083,37.9594,202.984,-713.619,-157.517,88.8428,549.514,-417.614,281.973,393.398,-402.961,-345.581,52.5131,-100.323,-611.048,-107.872,84.7839,-498.162,325.493,-37.1502,161.275,-188.553,-228.297,43.6217
-0.691974,23.9156,261.181,-86.2036,-291.819,-52.6554,-116.167,583.72,-140.662,225.492,277.002,34.0683,490.536,75.9438,236.223,150.507,-274.631,-6.59073,125.437,-174.912,-208.044,671.819,-268.774,324.445,-380.126,-157.503,-201.719,73.3435,-109.528,334.334,154.678,-16.8012,287.843,101.912,93.0832,-394.818,-81.4947,306.223,304.795,713.674,-94.3797,640.902,-5.99137,285.264,-10.1405,-50.8219,-257.276,-130.889,115.618,186.181,522.921,274.933,176.581,243.432,-333.968,55.0276,-265.197,300.987,134.764,-48.0097,-67.5288,-14.8988,194.245,329.499,-262.733,472.311,322.133,258.256,223.944,-110.131,122.381,-19.9957,153.255,220.929,-81.3614,-268.365,-96.5811,162.06,497.465,-473.642,-785.112,-239.003,58.5153,-221.465,-57.4319,-15.4684,512.605,-236.182,-22.2525,424.725,193.401,-358.636,98.2775,-225.125,-137.533,13.3243,72.5683,75.9997,-77.0095,182.138,-14.1009,213.51,657.758,247.199,192.997,-259.592,-190.089,-107.58,-315.7,336.832,-63.5002,-84.0074,466.35,-20.3654,308.322,323.19,-131.703,92.7127,560.067,595.291,155.376,103.076,-340.386,73.2677,-450.924,-45.1996,322.29,11.4483,-160.807,-203.288,110.902,-233.783,-261.361,247.077,118.706,-42.455,301.693,277.088,8.46134,-830.527,-2.06552,-429.435,-339.467,-170.571,-422.962,1.3386,-352.205,-116.775,-231.308,6.77703,104.939,36.5107,99.4527,105.327,-10.2808,-533.669,-65.8353,-107.508,343.159,-255.261,-155.441,595.929,-560.839,-645.745,92.074,148.716,-335.078,-333.719,-42.7161,215.241,651.839,-197.637,-154.914,68.7918,-338.406,-269.671,-288.13,418.228,148.848,-271.04,-128.941,-167.302,146.918,31.034,80.8989,19.4549,314.458,767.318,-270.708,585.522,380.083,-356.302,-33.1304,262.237,674.964,141.178,-151.327,-388.647,425.116,573.678,-251.586,-131.453,-332.153,342.441,-258.694,106.87,-389.367,285.479,20.1415,-195.404,319.323,-269.397,-12.8154,-343.184,-716.654,16.6718,207.404,-743.369,-184.845,153.295,466.892,-431.872,294.12,345.891,-454.873,-333.911,-39.7329,-41.9628,-524.677,-149.45,86.8163,-554.848,425.557,9.6267,204.186,-82.6761,-133.626,104.055
-0.683829,-42.4518,246.848,-81.2479,-384.97,39.6467,-135.048,516.387,-8.66448,232.368,336.555,-20.5383,566.722,-14.6054,202.523,52.6181,-235.983,-210.586,103.103,-66.9982,-332.629,511.392,-220.294,323.486,-353.928,-139.091,-44.6393,-54.6975,-116.514,187.93,127.139,-74.3639,324.248,23.7696,198.647,-364.786,-130.355,290.047,153.067,743.225,-147.24,593.903,1.84745,303.38,-29.0138,14.9209,-152.391,-93.7245,50.2872,188.54,706.36,310.026,232.888,244.933,-425.23,165.128,-305.57,309.544,140.135,-105.431,-36.4608,-192.692,154.123,403.93,-208.609,409.985,323.763,333.791,157.543,-141.767,-5.3145,-29.3537,154.028,147.468,-36.7667,-191.538,-134.601,218.623,488.587,-440.17,-643.386,-174.098,166.433,-224.616,-52.5504,-108.416,388.771,-207.973,1.16851,462.364,270.315,-281.992,103.637,-276.471,-255.588,-12.8802,136.553,54.0195,-122.321,138.605,61.9562,383.261,659.189,169.443,86.6106,-248.778,-65.6956,-86.3025,-328.47,270.213,-79.524,63.6856,560.383,-37.6038,235.664,290.921,-19.2975,131.888,518.631,531.9,186.415,147.573,-407.534,36.5331,-506.009,-58.1718,411.736,40.6674,-141.37,-199.753,43.3335,-283.499,-283.646,260.09,165.59,-34.1477,199.673,242.168,10.8403,-725.556,-49.308,-244.856,-453.411,-100.301,-397.629,-58.5539,-350.209,-65.7047,-181.632,-49.7657,128.906,53.8881,146.981,95.8133,81.6784,-451.637,2.38809,-43.9408,291.096,-315.911,-156.753,330.856,-577.603,-560.478,244.111,265.654,-241.623,-446.579,-67.0057,242.41,612.647,-160.925,-186.881,-33.9009,-293.611,-161.101,-207.352,490.696,159.876,-375.88,-213.371,-218.921,132.728,-61.3644,174.501,41.574,361.061,717.717,-180.647,665.164,354.46,-277.602,-134.343,222.247,777.97,116.709,-215.124,-357.326,432.042,557.321,-280.72,-120.072,-318.032,453.853,-245.493,-37.6534,-347.351,258.075,77.0703,-186.368,184.01,-288.798,-84.7253,-283.66,-622.45,27.0499,141.593,-705.296,-242.591,172.959,410.82,-408.531,313.639,312.464,-477.795,-280.08,-185.896,-10.0032,-440.615,-175.399,30.3295,-586.237,529.085,36.2063,205.847,52.8349,34.1409,141.723
-0.675684,-144.009,235.194,-118.648,-456.018,93.1222,-135.868,442.86,31.9351,248.932,397.577,-71.3685,633.452,-118.112,115.282,-72.521,-226.988,-369.9,101.041,74.544,-397.617,270.241,-211.985,343.425,-386.49,-126.654,96.1181,-184.621,-88.4032,-1.12926,78.3062,-165.507,286.789,-77.8242,325.271,-360.262,-171.072,280.694,10.5701,779.481,-191.92,526.016,-1.67176,282.118,-88.9879,22.5856,-57.7176,-6.86321,0.230708,182.281,854.859,306.905,276.44,164.782,-459.631,272.696,-274.618,372.299,133.197,-215.682,-14.2378,-331.053,154.055,508.802,-139.884,280.616,314.142,344.946,107.034,-177.607,-121.001,-37.2587,140.776,79.1691,30.3928,-112.542,-144.605,283.825,464.904,-396.15,-547.983,-68.5937,285.281,-227.743,-54.4287,-203.939,188.02,-137.84,71.8832,482.661,278.736,-217.524,155.391,-336.226,-347.321,-9.13059,148.612,30.9151,-195.147,102.589,177.467,486.117,600.667,101.523,-46.6287,-266.16,-17.7794,-52.4684,-324.446,226.946,-147.961,203.557,618.772,-57.0486,186.861,199.96,48.8136,170.193,420.868,422.728,245.708,202.544,-429.434,42.7877,-530.316,-64.9686,493.312,67.4799,-112.289,-222.097,-42.7691,-326.697,-298.782,269.342,224.235,-34.2288,123.84,151.747,2.95113,-579.972,-119.232,-100.643,-492.904,-68.0871,-332.545,-111.577,-390.389,-16.8502,-108.115,-66.9683,141.218,61.8722,153.708,74.7837,153.352,-320.276,26.709,57.1921,228.434,-329.953,-149.066,142.788,-534.986,-441.659,403.262,360.649,-94.0478,-494.31,-80.2692,290.876,523.634,-99.9304,-207.791,-178.736,-262.225,-83.6087,-166.238,498.059,120.35,-513.408,-264.223,-246.05,140.429,-170.277,223.052,-35.8875,336.641,658.181,-145.009,662.764,374.447,-268.944,-253.575,162.859,841.32,129.439,-234.203,-292.957,412.017,484.573,-330.636,-165.617,-305.096,509.125,-248.435,-178.848,-277.976,230.275,121.731,-189.891,41.3854,-335.315,-152.969,-171.723,-524.349,74.1695,14.0497,-607.363,-319.019,150.815,362.256,-321.338,326.165,299.97,-424.546,-202.242,-336.672,4.38458,-359.64,-140.211,-88.4127,-580.301,605.73,81.9438,181.348,166.258,221.087,165.972
