,FA_20240517_2H_yeast_1.4.ser#1,FA_20240517_2H_yeast_1.4.ser#2,FA_20240517_2H_yeast_1.4.ser#3,FA_20240517_2H_yeast_1.4.ser#4,FA_20240517_2H_yeast_1.4.ser#5,FA_20240517_2H_yeast_1.4.ser#6,FA_20240517_2H_yeast_1.4.ser#7,FA_20240517_2H_yeast_1.4.ser#8,FA_20240517_2H_yeast_1.4.ser#9,FA_20240517_2H_yeast_1.4.ser#10,FA_20240517_2H_yeast_1.4.ser#11,FA_20240517_2H_yeast_1.4.ser#12,FA_20240517_2H_yeast_1.4.ser#13,FA_20240517_2H_yeast_1.4.ser#14,FA_20240517_2H_yeast_1.4.ser#15,FA_20240517_2H_yeast_1.4.ser#16,FA_20240517_2H_yeast_1.4.ser#17,FA_20240517_2H_yeast_1.4.ser#18,FA_20240517_2H_yeast_1.4.ser#19,FA_20240517_2H_yeast_1.4.ser#20,FA_20240517_2H_yeast_1.4.ser#21,FA_20240517_2H_yeast_1.4.ser#22,FA_20240517_2H_yeast_1.4.ser#23,FA_20240517_2H_yeast_1.4.ser#24,FA_20240517_2H_yeast_1.4.ser#25,FA_20240517_2H_yeast_1.4.ser#26,FA_20240517_2H_yeast_1.4.ser#27,FA_20240517_2H_yeast_1.4.ser#28,FA_20240517_2H_yeast_1.4.ser#29,FA_20240517_2H_yeast_1.4.ser#30,FA_20240517_2H_yeast_1.4.ser#31,FA_20240517_2H_yeast_1.4.ser#32,FA_20240517_2H_yeast_1.4.ser#33,FA_20240517_2H_yeast_1.4.ser#34,FA_20240517_2H_yeast_1.4.ser#35,FA_20240517_2H_yeast_1.4.ser#36,FA_20240517_2H_yeast_1.4.ser#37,FA_20240517_2H_yeast_1.4.ser#38,FA_20240517_2H_yeast_1.4.ser#39,FA_20240517_2H_yeast_1.4.ser#40,FA_20240517_2H_yeast_1.4.ser#41,FA_20240517_2H_yeast_1.4.ser#42,FA_20240517_2H_yeast_1.4.ser#43,FA_20240517_2H_yeast_1.4.ser#44,FA_20240517_2H_yeast_1.4.ser#45,FA_20240517_2H_yeast_1.4.ser#46,FA_20240517_2H_yeast_1.4.ser#47,FA_20240517_2H_yeast_1.4.ser#48,FA_20240517_2H_yeast_1.4.ser#49,FA_20240517_2H_yeast_1.4.ser#50
3.10362,2341.63,378.055,-2236.60,-255.253,591.553,-843.837,-1060.31,1044.14,-721.925,1484.00,475.713,1812.04,968.689,-961.403,-536.827,1144.96,2255.05,808.646,-1091.61,1818.58,-370.492,-2145.20,3160.69,-278.177,-516.163,-966.824,85.5822,-572.000,346.726,2555.93,-199.778,-1301.10,640.212,556.570,1719.23,-1599.38,-1692.60,419.135,828.326,510.566,543.161,386.201,3280.49,-1895.51,-1379.32,-672.906,-796.018,-1037.79,1636.82,1331.19
3.11176,1886.93,322.587,-2680.40,-468.932,13.0980,-894.271,-1559.76,748.401,-697.217,1604.01,9.42194,1050.60,465.996,-777.900,-214.962,1639.26,1767.60,546.650,-1183.52,1774.24,-671.416,-1485.41,3284.45,164.639,-160.164,-886.180,-138.355,-447.345,700.509,2433.34,-1043.99,-877.718,575.287,910.442,2183.40,-1460.33,-1815.31,1060.61,723.632,104.519,1430.80,333.526,3497.39,-1757.43,-1245.83,-656.704,-181.725,-1503.58,1310.41,1541.22
3.11991,1483.30,790.486,-3019.20,-364.213,-479.210,-882.696,-1783.79,479.048,-780.812,2167.92,283.128,480.794,173.626,-512.270,355.532,2033.13,1005.34,516.934,-822.102,1179.93,-1331.08,-223.269,3546.23,581.915,50.9837,-1014.80,-22.5107,-216.507,1097.22,2344.67,-972.526,-622.739,439.102,1095.72,2422.26,-860.670,-1702.08,1211.47,758.669,-352.017,1700.49,408.269,3478.91,-1266.74,-1518.51,-595.437,567.306,-1744.98,857.697,1371.89
3.12805,868.900,1695.26,-2768.22,-234.223,-934.529,-792.726,-1275.68,535.901,-631.189,2667.95,857.226,-70.3529,223.945,-365.828,972.038,2285.96,80.9030,-196.640,-128.849,787.994,-1677.56,743.576,3541.85,598.853,251.925,-1380.98,256.087,-39.0798,1261.60,2580.58,-358.157,-455.831,35.5727,1045.06,2458.04,-5.96903,-1384.28,1178.55,573.530,-669.800,1440.88,226.245,3360.52,-587.114,-1771.43,-230.323,976.366,-1546.04,868.170,871.912
3.13620,101.436,2214.05,-2076.78,107.971,-1026.19,-548.150,-392.364,781.829,129.389,2590.73,1150.92,-281.794,506.771,127.714,1336.24,2445.54,-577.552,-1066.26,665.750,490.641,-1554.22,1378.78,3039.88,473.235,510.221,-1672.09,302.157,-82.2614,1042.12,2383.55,545.906,-53.7772,-224.201,440.720,2188.19,718.418,-1059.16,1159.85,288.247,-1022.54,1322.40,-209.896,2974.36,187.855,-1769.43,416.242,1029.90,-1069.15,1503.28,220.311
3.14434,-609.422,2106.80,-1099.36,780.992,-629.979,-144.749,413.625,658.174,1106.61,1914.49,813.420,-84.3194,687.377,688.812,1684.88,1976.70,-846.101,-1312.16,1186.44,396.757,-1257.97,1747.13,2240.70,414.321,898.672,-1707.16,-234.180,210.259,922.148,1414.60,1381.56,633.317,-49.5177,-277.609,1561.50,970.080,-588.626,1161.20,453.744,-1221.58,1357.71,-743.872,2493.10,833.806,-1798.72,1032.00,708.656,-966.630,1973.49,-274.710
3.15249,-1239.64,1439.52,-209.761,1245.52,-55.3237,84.8114,701.382,453.300,1677.96,1195.68,461.544,-134.421,518.206,550.883,1821.74,1072.51,-971.906,-1016.91,1440.17,640.284,-1139.16,1510.57,1190.82,298.631,779.707,-1526.23,-1127.93,885.241,1084.90,161.101,1537.94,1400.23,222.196,-844.416,1100.28,544.374,-25.2856,1184.61,875.526,-899.177,1277.29,-1030.77,2156.85,1365.23,-1586.44,1368.40,-19.4991,-1076.88,1566.37,-440.067
3.16063,-1640.65,683.572,50.0906,1264.43,555.990,361.413,572.955,479.247,1974.37,658.659,915.777,-345.755,122.009,-18.4184,1517.62,421.065,-861.428,-519.028,1542.08,693.500,-1161.98,704.946,508.049,144.459,358.080,-1473.20,-1880.03,1513.97,1203.29,-733.736,1449.54,2321.11,492.645,-1320.81,973.836,169.581,2.31825,1436.57,1007.84,-268.837,928.001,-883.604,1605.40,2183.77,-911.695,1449.12,-637.850,-943.576,872.760,-371.544
3.16878,-1845.37,517.460,34.2637,565.779,1173.22,759.622,394.690,995.867,2163.94,265.061,1847.44,-460.491,-170.605,-204.482,1364.55,163.422,-744.943,-123.235,1558.64,576.646,-959.554,-183.567,199.408,93.9718,242.321,-1420.72,-2164.83,1966.71,1600.37,-979.431,1710.73,2939.15,937.703,-1465.58,773.591,259.866,45.4926,1635.21,698.857,556.938,499.703,-911.376,1206.10,2964.15,-116.703,1535.77,-507.752,-606.884,634.168,-235.079
3.17692,-1635.61,1043.24,163.239,-598.512,1424.09,625.259,0.623601,1758.50,2106.21,-405.544,2236.72,-437.189,-307.573,76.3964,1613.22,269.245,-976.864,-242.765,1227.33,355.883,-629.742,-654.852,61.7584,481.587,37.0510,-1169.54,-1601.63,1854.89,2183.48,-984.951,2113.22,2504.84,1279.08,-1335.59,458.945,466.901,439.370,1397.49,562.436,1098.81,551.608,-1448.75,1627.15,3381.03,431.234,1758.05,200.548,-325.900,616.002,-234.580
3.18507,-1050.17,1872.75,412.231,-952.246,1213.44,103.047,-618.510,2062.38,2052.26,-1106.08,1941.51,-252.925,-225.467,441.555,1677.38,488.344,-1309.52,-535.814,612.188,-31.6174,-347.521,-871.451,100.397,996.811,-364.839,-797.299,-844.182,1200.01,2491.73,-998.128,2440.52,1747.29,870.710,-707.800,238.087,408.560,619.081,975.891,774.307,1238.62,820.945,-2191.55,2450.29,3396.91,617.214,1759.23,886.796,-160.231,646.841,-515.805
3.19322,-482.139,2838.32,308.455,-735.677,941.237,120.739,-1107.14,1691.69,2133.14,-1407.72,1388.19,153.967,37.7187,1031.55,1472.11,440.199,-1332.58,-551.208,514.896,-262.733,-143.487,-992.178,-148.472,1183.53,-619.622,-266.195,-506.741,713.339,2475.36,-836.469,2744.35,1481.96,-71.2060,136.928,-171.013,217.445,513.429,788.450,702.674,1676.87,1056.15,-2456.98,2750.82,3034.49,532.663,1369.41,681.513,-25.3744,677.798,-617.909
