,FA_20240517_2H_yeast_1.7.ser#1,FA_20240517_2H_yeast_1.7.ser#2,FA_20240517_2H_yeast_1.7.ser#3,FA_20240517_2H_yeast_1.7.ser#4,FA_20240517_2H_yeast_1.7.ser#5,FA_20240517_2H_yeast_1.7.ser#6,FA_20240517_2H_yeast_1.7.ser#7,FA_20240517_2H_yeast_1.7.ser#8,FA_20240517_2H_yeast_1.7.ser#9,FA_20240517_2H_yeast_1.7.ser#10,FA_20240517_2H_yeast_1.7.ser#11,FA_20240517_2H_yeast_1.7.ser#12,FA_20240517_2H_yeast_1.7.ser#13,FA_20240517_2H_yeast_1.7.ser#14,FA_20240517_2H_yeast_1.7.ser#15,FA_20240517_2H_yeast_1.7.ser#16,FA_20240517_2H_yeast_1.7.ser#17,FA_20240517_2H_yeast_1.7.ser#18,FA_20240517_2H_yeast_1.7.ser#19,FA_20240517_2H_yeast_1.7.ser#20,FA_20240517_2H_yeast_1.7.ser#21,FA_20240517_2H_yeast_1.7.ser#22,FA_20240517_2H_yeast_1.7.ser#23,FA_20240517_2H_yeast_1.7.ser#24,FA_20240517_2H_yeast_1.7.ser#25,FA_20240517_2H_yeast_1.7.ser#26,FA_20240517_2H_yeast_1.7.ser#27,FA_20240517_2H_yeast_1.7.ser#28,FA_20240517_2H_yeast_1.7.ser#29,FA_20240517_2H_yeast_1.7.ser#30,FA_20240517_2H_yeast_1.7.ser#31,FA_20240517_2H_yeast_1.7.ser#32,FA_20240517_2H_yeast_1.7.ser#33,FA_20240517_2H_yeast_1.7.ser#34,FA_20240517_2H_yeast_1.7.ser#35,FA_20240517_2H_yeast_1.7.ser#36,FA_20240517_2H_yeast_1.7.ser#37,FA_20240517_2H_yeast_1.7.ser#38,FA_20240517_2H_yeast_1.7.ser#39,FA_20240517_2H_yeast_1.7.ser#40,FA_20240517_2H_yeast_1.7.ser#41,FA_20240517_2H_yeast_1.7.ser#42,FA_20240517_2H_yeast_1.7.ser#43,FA_20240517_2H_yeast_1.7.ser#44,FA_20240517_2H_yeast_1.7.ser#45,FA_20240517_2H_yeast_1.7.ser#46,FA_20240517_2H_yeast_1.7.ser#47,FA_20240517_2H_yeast_1.7.ser#48,FA_20240517_2H_yeast_1.7.ser#49,FA_20240517_2H_yeast_1.7.ser#50
3.20136,2165.26,2897.60,1212.16,-360.954,1003.24,1697.61,456.618,1090.56,2137.01,333.834,1281.57,1418.56,768.710,-345.347,-719.061,-308.403,621.214,2366.50,-603.896,50.1142,1658.18,-269.244,405.415,292.600,-251.454,1887.34,635.480,-368.363,170.783,770.871,-30.9342,-1840.65,-1363.24,1104.72,1191.28,1011.01,1208.12,-632.262,-190.473,-301.172,-995.685,1609.93,1068.65,495.702,40.3132,-483.134,580.853,1079.58,-1916.18,721.106
3.20951,2165.09,2773.15,810.192,-805.876,765.955,1600.99,545.012,1240.80,1688.64,-500.988,942.941,1508.76,1188.51,65.4971,-1034.51,-421.595,398.388,2070.80,-143.023,-716.940,1921.81,-386.548,257.899,165.943,-259.363,2214.73,840.980,198.982,572.507,387.989,696.803,-1840.35,-1510.51,1026.23,1261.65,316.413,603.142,-651.371,73.7121,-24.0919,-1221.60,1547.83,953.500,1163.42,279.861,-27.6228,778.276,1797.67,-2470.88,791.139
3.21765,1833.51,2106.24,356.544,-757.711,368.485,1084.99,579.055,1205.94,1241.31,-1057.81,483.465,1201.28,1214.68,837.558,-884.498,-511.221,131.129,1969.04,173.617,-887.121,1920.68,-615.982,-312.630,-134.392,-605.420,1966.16,921.438,598.845,959.115,-399.604,1275.00,-1289.16,-1895.66,1087.27,906.252,-531.691,154.564,-914.387,57.4842,370.093,-1153.22,1865.76,589.056,1539.86,342.842,358.853,1116.78,2734.20,-2711.18,779.382
3.22580,1371.50,1169.76,175.378,-656.461,190.444,253.377,654.492,1106.55,1227.05,-1426.45,-56.6549,573.060,966.656,1379.95,-607.463,-532.353,-78.2951,1792.60,306.093,-822.698,1521.12,-789.804,-631.165,-134.344,-959.482,1293.31,1058.07,806.382,1246.47,-1121.35,1679.97,-382.108,-2499.76,1064.30,313.524,-944.667,-123.573,-1166.27,-232.766,653.552,-891.799,2180.13,257.546,1460.35,391.039,335.710,1590.40,3357.86,-2610.52,876.575
3.23394,971.480,242.982,41.3895,-554.774,466.420,-364.341,742.491,1312.29,1710.83,-1523.26,-333.190,334.093,555.131,1590.53,-221.019,-544.742,-525.195,1315.92,626.331,-438.652,1305.36,-702.240,-454.580,406.952,-1364.92,630.425,1418.55,877.045,1208.97,-1485.68,2103.42,609.952,-2937.35,1019.10,-293.382,-892.305,-337.676,-1107.49,-586.273,778.179,-566.102,2398.27,297.678,1201.21,184.773,358.742,2115.74,3201.39,-2273.23,892.813
3.24209,979.276,-125.253,68.4444,-291.794,1007.43,-578.438,926.479,1642.77,2636.14,-1428.91,-297.464,661.889,166.406,1325.69,385.431,-527.654,-869.032,736.391,753.105,86.3512,1308.59,-327.584,-7.01615,1189.74,-1733.34,-96.0512,1646.30,968.864,1003.10,-1458.84,2450.04,1162.97,-2982.40,804.508,-674.071,-542.834,-585.461,-1065.04,-568.273,567.436,-277.137,2604.36,258.946,1147.09,-232.001,642.483,2237.80,2544.54,-1625.53,785.444
3.25023,1114.60,-272.385,309.900,-28.0094,1223.04,-389.883,1297.27,1767.41,3696.37,-1559.00,61.3673,1215.01,-216.412,369.068,897.971,-524.567,-915.287,441.924,315.196,-103.299,1236.17,367.535,259.969,1449.32,-1684.10,-543.245,1351.55,1044.23,827.524,-1170.10,2456.51,1254.94,-2480.68,774.672,-636.442,-66.6061,-767.912,-801.282,-133.000,355.821,-193.568,2501.73,44.1961,1272.18,-438.419,538.771,1648.84,2124.09,-1050.29,996.892
3.25838,1028.83,-656.840,678.401,223.726,998.587,-406.120,1687.39,1515.33,4254.94,-1481.01,686.018,1660.08,-402.543,-916.129,961.519,-474.953,-967.159,502.166,282.404,-652.628,1246.73,849.012,389.746,1121.61,-1066.72,-408.496,714.809,1052.77,670.853,-1007.26,2134.01,921.026,-1696.96,1367.31,-245.327,286.365,-821.496,-59.3200,320.654,288.898,-527.666,1971.02,-34.4642,1401.98,-246.891,143.913,630.958,2096.61,-1098.39,1328.17
3.26652,625.461,-1167.19,1084.28,437.182,479.632,-758.180,1267.91,1114.64,3734.84,-1455.08,974.042,2007.45,-224.478,-1856.92,537.837,-379.190,-806.460,444.011,786.174,-991.015,1323.04,876.776,475.549,637.478,-379.422,-118.701,189.605,1086.01,573.086,-698.075,1336.03,400.903,-835.676,2063.55,-105.494,306.010,-892.690,585.483,562.317,329.333,-1392.82,1265.91,-232.471,1414.67,-28.1597,-53.1194,-128.793,2105.36,-1284.13,1451.70
3.27467,83.2252,-1665.22,1558.90,459.195,-83.3988,-1094.85,174.363,648.986,2404.11,-1532.17,855.695,2398.27,97.2752,-2128.55,508.449,-482.951,-528.764,259.551,1171.75,-616.514,1195.78,708.551,660.673,156.304,-286.246,7.52886,322.162,1098.98,391.889,-122.944,486.678,136.818,-554.501,2147.39,-369.034,237.217,-1246.30,691.741,814.602,352.700,-1943.66,796.097,-752.559,1402.54,23.6245,-162.380,-365.578,1837.24,-1437.91,1415.82
3.28281,-352.512,-1729.43,1561.74,384.919,-719.371,-1382.33,-738.837,-60.4399,1424.84,-1130.11,554.552,2708.01,547.637,-1975.05,921.349,-584.430,-302.865,217.948,1492.41,-51.4068,940.218,-190.452,731.097,-381.763,-790.479,-36.6017,975.058,335.557,534.598,527.299,110.222,387.753,-1055.36,1627.05,-768.643,-75.9319,-1518.63,154.755,1012.03,346.300,-1611.69,610.779,-1534.35,1271.87,201.381,-502.058,-338.514,1492.68,-1703.75,1387.83
3.29096,-276.268,-1726.41,1043.53,762.597,-967.695,-1694.92,-1136.04,-591.760,723.877,-526.128,178.172,2846.46,1327.37,-1738.89,1327.69,-557.689,-36.3756,41.6100,1974.27,-13.1891,786.447,-1453.26,143.601,-781.226,-1348.35,6.31502,1466.18,-819.274,980.423,864.069,91.1015,688.660,-1293.54,1123.10,-882.405,-468.655,-1242.41,-334.662,1057.64,378.980,-832.485,518.594,-2014.77,992.667,430.589,-1226.49,-346.661,1002.63,-1951.69,1584.02
3.29910,229.905,-2024.68,235.875,1387.72,-585.928,-1841.41,-1007.23,-681.593,61.2559,-376.847,-272.908,2948.67,1854.56,-1711.15,1790.33,-468.878,16.6256,-288.805,2064.93,-297.603,727.627,-2296.61,-394.849,-854.661,-1440.61,-1.40191,1664.15,-1366.06,1159.74,1121.16,335.812,908.005,-859.787,756.035,-398.358,-709.779,-642.973,203.833,1147.53,807.647,42.0041,499.475,-1724.51,911.755,486.561,-1907.42,-496.843,453.556,-1812.53,1633.89
3.30725,718.720,-2392.36,-479.984,1842.92,173.373,-1565.75,-318.398,-593.687,-87.2702,-704.158,-606.102,3077.43,1856.88,-1927.17,1921.24,-140.734,-369.628,-820.414,1539.09,-832.115,997.811,-2526.68,-195.997,-671.904,-874.184,-260.609,1838.37,-1197.80,1053.61,1456.45,756.605,850.528,-224.288,646.488,22.2489,-584.448,-277.339,1416.96,1329.29,1586.35,941.729,571.823,-980.741,985.027,433.517,-2088.50,-840.802,-69.0474,-1001.51,1189.59
3.31539,1006.63,-2215.99,-733.600,2028.90,748.509,-990.926,658.320,-120.496,63.0165,-1022.00,-1051.24,3317.02,1420.44,-2237.00,1423.60,225.826,-694.424,-1311.67,1203.00,-1652.95,1316.65,-2591.54,395.191,-616.464,-6.11299,-397.374,1796.81,-746.719,956.720,1777.64,1334.96,528.335,-132.852,743.063,144.207,-92.5166,-408.594,1996.25,1384.50,2197.92,1842.30,871.315,-434.304,1103.85,394.958,-1932.21,-1455.03,-750.404,-70.6179,815.002
3.32354,557.208,-1838.62,-680.431,1604.71,1018.73,-677.132,1480.33,623.107,387.971,-664.655,-1478.50,3494.82,854.164,-2817.48,735.438,334.969,-1025.64,-1288.21,1364.66,-2176.44,1405.71,-2822.85,909.859,-710.905,709.999,150.493,1361.31,-263.585,993.076,1905.58,1679.81,355.023,-426.693,1191.76,-91.9318,148.933,-862.381,1782.32,1022.38,2421.45,1913.06,1097.31,140.891,1279.42,347.811,-1830.08,-2007.70,-1265.16,537.477,1037.05
3.33168,-89.7080,-1754.04,-510.255,896.180,1082.16,-777.735,1793.90,1274.51,1027.88,-53.0942,-1476.59,3654.63,811.762,-3385.65,339.386,-22.4611,-1182.78,-964.026,1775.95,-2345.70,1191.74,-2789.16,1190.50,-1027.62,1175.51,827.895,868.441,224.746,934.110,1724.17,1724.51,300.762,-422.057,1714.79,-635.295,-85.9946,-1155.71,1384.96,543.673,2205.02,1256.56,938.110,1166.41,1203.05,95.5739,-1657.06,-1915.19,-1114.41,832.227,1528.01
3.33983,-191.053,-1727.09,-465.532,724.806,531.319,-1143.01,1778.35,1611.75,1722.09,2.91048,-1342.02,3682.62,1721.65,-3465.28,-8.64400,-445.644,-789.125,-800.901,2261.14,-2018.71,1051.99,-2222.39,1123.88,-1667.02,1234.28,1146.26,842.528,650.366,800.709,1160.04,1495.26,418.584,-103.371,2206.27,-1050.46,-184.965,-1296.35,884.691,197.806,1428.05,705.893,597.099,2158.85,868.825,-479.894,-943.810,-1444.13,-641.526,1094.12,1796.20
3.34797,103.123,-1703.92,-694.330,843.837,22.8444,-1592.68,1809.91,1648.05,2193.93,-667.229,-1001.32,3225.84,2504.48,-3143.38,-385.884,-673.530,-442.500,-829.124,2631.88,-1245.97,967.171,-1675.49,621.812,-2516.13,1135.53,945.749,1036.46,999.223,205.026,367.746,1066.34,758.395,245.584,2837.60,-1534.26,-141.992,-1059.88,428.454,211.387,148.162,633.237,-3.04906,2502.12,602.905,-1302.74,-110.675,-1058.12,-66.4117,1777.45,2059.26
3.35612,210.523,-1613.62,-844.659,588.670,0.925006,-1990.46,1992.63,1513.11,2104.60,-1266.52,-253.027,2578.91,2396.25,-2458.62,-842.665,-499.686,-529.651,-967.296,2567.41,-560.021,783.471,-1608.43,34.4356,-2828.56,1079.83,854.105,1198.20,1098.46,-431.360,-385.225,717.716,856.381,877.501,3239.35,-2011.06,-328.021,-354.563,414.353,545.255,-860.246,871.650,-546.921,2200.11,643.231,-1822.11,233.878,-674.795,631.663,2660.79,2322.51
3.36426,266.124,-1410.69,-733.049,-12.9885,291.905,-2038.07,2344.13,1601.41,1510.84,-1373.40,651.030,2196.00,2236.22,-1633.95,-963.038,-144.784,-780.667,-961.167,2123.45,-227.690,440.949,-1731.74,-352.221,-2126.69,1072.89,1339.26,1581.91,1014.14,-413.542,-734.552,535.938,600.738,1613.56,3053.58,-2155.07,-68.7319,457.235,947.130,751.632,-1100.40,1004.68,-570.665,1412.42,693.003,-1608.54,409.660,-272.003,845.826,3218.86,1950.66
3.37241,708.163,-1323.14,-531.721,-540.203,619.256,-1921.09,2459.41,1635.05,1009.73,-1277.91,1297.54,1938.03,2277.44,-1037.52,-478.920,-4.51056,-751.212,-780.904,1510.73,-174.961,-169.624,-1950.76,-509.338,-1009.43,1110.90,1688.67,2179.49,909.355,-235.194,-508.034,315.831,272.718,2045.04,2636.61,-1431.18,768.741,999.652,1680.81,571.710,-908.708,940.993,-567.781,332.185,511.498,-924.176,799.373,-140.143,477.650,3301.73,909.471
3.38055,1307.85,-1245.63,-452.689,-1021.76,968.306,-1870.13,2448.60,1530.17,933.473,-931.483,1413.06,1462.17,2257.69,-921.414,-395.134,-19.2364,-230.763,-573.615,864.817,-44.3336,-962.626,-2226.74,-698.505,-361.215,1131.24,1765.35,2693.07,745.497,-249.012,108.583,-29.2313,35.1766,1799.85,1993.07,-72.0781,1645.15,1014.24,2030.03,89.2589,-817.315,1023.86,-772.507,-203.552,494.625,-361.841,1041.94,-243.853,25.1736,2924.28,-228.783
3.38870,1607.76,-786.875,-462.411,-1260.65,1198.25,-1740.12,2461.09,1170.02,1163.38,-99.0912,823.102,916.922,1825.69,-985.441,-820.453,-27.5293,236.593,-257.364,468.099,566.359,-1298.42,-2331.02,-922.925,-406.127,893.130,1564.49,2848.66,286.273,-301.439,767.541,-543.972,207.678,1425.93,1482.81,705.316,1981.89,752.481,2218.20,-394.142,-487.304,1552.91,-1256.24,114.436,694.627,-76.3245,854.249,-236.582,-140.584,2596.84,-1095.97
3.39684,1396.33,-96.5958,-342.323,-1121.98,1018.85,-1540.95,2505.62,198.273,1587.10,636.415,-324.043,629.383,1001.66,-844.700,-719.361,1.49908,261.578,297.062,6.70594,1228.84,-1016.43,-2098.98,-778.229,-722.360,199.942,1198.33,2625.24,-412.928,-104.773,1004.95,-835.393,663.654,1224.70,1100.92,531.405,1519.33,630.876,2611.44,-978.455,157.430,1775.43,-1747.97,631.661,908.120,389.695,663.744,-19.4389,-3.57774,2718.06,-1388.05
3.40499,1062.81,526.166,12.3911,-709.425,398.962,-1451.58,2581.88,-554.258,2017.15,539.130,-1509.30,696.944,258.704,-24.9494,9.28465,185.798,265.984,571.930,-614.715,1601.73,-321.394,-1719.48,-205.527,-893.121,-199.985,713.490,1958.49,-856.975,527.332,677.117,-734.020,689.704,977.799,990.713,-202.299,624.692,404.602,2813.62,-1125.08,489.467,1533.07,-1592.38,826.848,1059.09,990.497,901.794,122.635,465.222,2590.88,-1451.78
3.41313,352.912,971.030,348.959,-260.330,48.0965,-1700.15,2765.38,-635.859,2358.56,-45.7185,-2206.45,914.127,-290.528,883.676,583.069,533.510,420.205,580.125,-843.266,1751.22,316.073,-1548.66,-43.4903,-695.245,420.998,252.340,784.154,-1393.45,960.123,263.829,-504.369,235.066,890.060,1298.37,-782.697,-216.314,117.320,2468.27,-575.911,367.051,1141.84,-885.878,525.344,993.413,1518.89,1173.20,-59.6479,1111.78,2163.99,-1673.56
3.42128,-711.078,1309.34,586.807,-70.9082,276.624,-1984.72,2556.59,-361.931,2256.08,-532.384,-2417.65,681.016,-924.437,973.997,476.191,893.849,831.282,989.399,-664.944,1412.80,726.667,-1342.91,-409.039,-191.304,1375.95,-147.019,-105.343,-1910.89,610.885,142.904,37.0496,-133.315,1037.01,1687.42,-880.994,-596.440,235.804,2073.81,-73.2463,171.809,1002.53,-108.583,337.508,530.265,2092.87,1140.85,-61.2419,1706.94,1791.91,-1679.57
3.42942,-1353.63,1480.57,761.526,-140.766,655.046,-2051.71,2144.69,21.9127,1527.23,-555.825,-2679.10,183.081,-1426.57,347.701,-385.242,681.523,1794.29,1818.36,-213.624,501.769,1077.94,-942.077,-633.972,449.074,1633.37,-404.583,-440.920,-1710.44,-168.586,266.185,375.424,-202.079,897.963,1960.00,-665.442,-295.489,642.479,1945.55,-41.9880,267.015,1150.17,742.260,543.785,149.754,2539.27,917.481,247.207,1687.71,1669.78,-1215.15
3.43757,-1295.79,1448.50,935.745,-235.408,1008.49,-2051.01,1932.78,425.946,579.441,-113.657,-2665.68,-360.979,-1456.96,-368.138,-986.068,192.543,2769.35,2486.61,365.655,-669.995,1578.68,-805.729,-378.254,936.339,1283.23,-232.781,-683.414,-915.231,-798.486,556.145,117.676,83.3799,800.332,2078.13,-657.734,268.525,786.339,1933.63,14.1540,486.766,1337.80,985.811,554.973,30.4363,2743.55,307.730,638.915,1304.26,1700.13,-948.782
3.44571,-1164.25,1442.73,885.214,-457.951,1366.86,-1623.82,1823.71,799.459,-123.069,292.223,-2132.40,-567.711,-957.477,-956.635,-696.842,422.886,3252.19,2968.58,756.401,-1481.53,1904.23,-1147.71,-138.831,879.286,819.470,49.9864,-495.027,-216.964,-1133.13,1090.98,-242.411,435.851,929.120,1963.57,-759.720,595.997,824.076,1710.61,-32.7115,657.727,1509.12,449.487,146.615,285.529,2492.70,-297.066,1038.70,971.718,1641.50,-940.727
3.45386,-952.143,1464.96,424.923,-569.443,1687.30,-760.972,1801.91,1027.48,-488.775,146.275,-1527.43,-423.106,64.8919,-1056.59,-288.734,1078.90,3110.13,3649.07,995.652,-1538.32,1884.50,-1420.81,-386.513,572.756,710.381,386.916,168.038,-66.3281,-1206.21,1702.88,-386.292,771.658,1182.62,1624.76,-680.164,322.976,877.901,1472.64,-348.360,903.534,1830.19,-262.882,-268.890,732.504,1556.48,-251.965,1146.85,706.674,1404.68,-1075.80
3.46200,-575.338,1107.73,-27.2675,-376.250,1437.98,9.09153,1578.39,858.635,-683.762,-374.871,-1424.03,-318.349,1024.74,-988.445,-540.419,1529.27,2505.43,4387.06,952.327,-1219.82,1508.71,-1213.89,-662.431,469.917,1219.29,601.812,519.227,-328.938,-1062.39,2086.96,-378.698,1275.60,1357.42,1118.28,-528.359,-277.695,766.816,1240.65,-792.199,1198.94,2359.54,-502.858,-394.868,1276.21,464.658,113.239,1012.27,622.730,1243.06,-1076.68
3.47015,-142.824,496.277,-211.778,-19.7592,679.306,195.424,1290.48,398.329,-688.445,-776.369,-1640.88,-758.538,1275.36,-742.617,-918.184,1833.62,1899.28,4683.08,540.132,-830.659,1007.52,-1069.51,-707.495,464.260,1772.27,422.328,353.480,-635.781,-871.628,2028.37,-113.587,1434.27,1445.17,536.154,-816.569,-652.574,405.712,630.259,-1023.49,1485.56,2540.69,358.050,-212.731,1574.69,-376.628,107.353,1114.38,1077.30,1313.96,-619.386
3.47829,21.7490,-356.044,-179.937,-147.956,286.989,-126.620,1329.06,461.045,-333.257,-1170.56,-1534.55,-1545.57,1394.39,-182.649,-874.869,1752.28,1633.28,4511.01,156.078,-362.336,750.461,-1182.52,-464.304,530.876,1791.49,354.826,55.2164,-613.185,-739.403,1705.42,170.090,1180.04,1542.15,-0.301280,-1458.11,-823.612,-166.229,80.9707,-865.637,1681.76,2391.19,1649.58,106.691,1866.56,-830.883,245.264,1108.73,1681.14,1381.18,299.833
3.48644,166.986,-972.811,-91.5331,-391.552,659.640,-527.326,1348.94,1332.32,193.659,-1018.68,-1007.06,-1612.05,1623.05,194.453,-330.671,1123.16,1641.19,4042.24,348.554,74.8887,968.180,-1148.62,-151.188,761.542,1813.26,609.579,-243.601,-507.967,-642.032,1463.64,160.617,844.345,1452.21,-238.509,-1883.51,-548.834,-501.932,299.048,-572.326,1541.69,2342.34,2432.30,808.375,2309.56,-599.281,219.348,716.511,1668.63,1277.07,1144.13
3.49458,677.441,-728.968,-358.873,43.2528,1507.84,-545.093,1220.19,2525.75,804.553,-89.2834,-21.5565,-596.861,1584.81,340.773,424.935,514.103,1587.38,3156.31,753.165,97.4251,1114.05,-632.622,-374.267,850.226,1784.96,979.482,-395.272,-556.088,-523.201,1247.15,153.702,910.819,1196.48,28.3907,-1867.04,-346.151,7.20580,765.798,-72.9786,1262.21,2344.84,2445.64,1665.94,2395.06,-294.800,-281.719,422.555,1501.77,1053.84,1641.75
