2H chemical shift (ppm),FA_20240517_2H_yeast_1.8.ser#1,FA_20240517_2H_yeast_1.8.ser#2,FA_20240517_2H_yeast_1.8.ser#3,FA_20240517_2H_yeast_1.8.ser#4,FA_20240517_2H_yeast_1.8.ser#5,FA_20240517_2H_yeast_1.8.ser#6,FA_20240517_2H_yeast_1.8.ser#7,FA_20240517_2H_yeast_1.8.ser#8,FA_20240517_2H_yeast_1.8.ser#9,FA_20240517_2H_yeast_1.8.ser#10,FA_20240517_2H_yeast_1.8.ser#11,FA_20240517_2H_yeast_1.8.ser#12,FA_20240517_2H_yeast_1.8.ser#13,FA_20240517_2H_yeast_1.8.ser#14,FA_20240517_2H_yeast_1.8.ser#15,FA_20240517_2H_yeast_1.8.ser#16,FA_20240517_2H_yeast_1.8.ser#17,FA_20240517_2H_yeast_1.8.ser#18,FA_20240517_2H_yeast_1.8.ser#19,FA_20240517_2H_yeast_1.8.ser#20,FA_20240517_2H_yeast_1.8.ser#21,FA_20240517_2H_yeast_1.8.ser#22,FA_20240517_2H_yeast_1.8.ser#23,FA_20240517_2H_yeast_1.8.ser#24,FA_20240517_2H_yeast_1.8.ser#25,FA_20240517_2H_yeast_1.8.ser#26,FA_20240517_2H_yeast_1.8.ser#27,FA_20240517_2H_yeast_1.8.ser#28,FA_20240517_2H_yeast_1.8.ser#29,FA_20240517_2H_yeast_1.8.ser#30,FA_20240517_2H_yeast_1.8.ser#31,FA_20240517_2H_yeast_1.8.ser#32,FA_20240517_2H_yeast_1.8.ser#33,FA_20240517_2H_yeast_1.8.ser#34,FA_20240517_2H_yeast_1.8.ser#35,FA_20240517_2H_yeast_1.8.ser#36,FA_20240517_2H_yeast_1.8.ser#37,FA_20240517_2H_yeast_1.8.ser#38,FA_20240517_2H_yeast_1.8.ser#39,FA_20240517_2H_yeast_1.8.ser#40,FA_20240517_2H_yeast_1.8.ser#41,FA_20240517_2H_yeast_1.8.ser#42,FA_20240517_2H_yeast_1.8.ser#43,FA_20240517_2H_yeast_1.8.ser#44,FA_20240517_2H_yeast_1.8.ser#45,FA_20240517_2H_yeast_1.8.ser#46,FA_20240517_2H_yeast_1.8.ser#47,FA_20240517_2H_yeast_1.8.ser#48,FA_20240517_2H_yeast_1.8.ser#49,FA_20240517_2H_yeast_1.8.ser#50
2.28092,1081.51,-49.1573,2972.32,34.8033,-238.845,62.6461,256.306,804.191,1703.12,564.284,-633.673,508.632,1022.99,-329.675,1143.25,30.9842,-1017.24,357.862,186.003,1268.58,-1426.41,474.233,-1427.59,2250.2,1934.09,631.184,-201.353,-475.882,490.027,-109.222,2089.18,2464.35,726.599,-1587.33,1182.13,-273.327,771.937,574.394,-1811.76,-276.945,-1391.53,114.789,-749.898,3464.59,-1658.17,-2176.64,1332.43,82.7574,1196.38,-116.929
2.28907,975.77,-66.1529,2930.55,-982.54,54.8633,-112.696,-71.2685,1350.57,1428.28,946.904,-1849,580.484,1314.36,-484.192,1199.84,212.778,-870.936,202.043,182.928,1472.66,-1566.03,-163.206,-1346.56,2135.85,1170.59,719.066,-57.9834,-613.75,-177.314,-588.388,2125.07,2541.72,888.154,-1962.83,1169.88,-441.062,1192.55,1380.79,-2070.95,-636.432,-1261.15,-405.548,-332.661,2825.82,-1134.26,-1658.83,1348.74,127.81,1083.55,254.127
2.29721,1230.43,46.9137,2179.94,-1705.03,225.972,-146.158,-198.036,1731.86,1180.61,990.735,-2546.63,628.07,828.213,-255.526,1323.48,621.403,-554.465,-166.628,262.323,1664.93,-1829.21,-253.744,-738.338,2113.23,525.587,385.101,62.9017,-854.334,-455.715,-716.703,1713.38,2277.67,1091.44,-2085.55,1078.8,-322.175,1436.38,1798.06,-1949.51,-1039.36,-1192.23,-605.638,82.7481,1968.58,-615.634,-1196.3,1129.09,-54.3923,513.114,1130.65
2.30536,1561.77,534.702,1398.62,-2101.4,498.581,-173.974,-264.926,2215.86,854.632,772.669,-2733.54,332.692,157.251,-225.984,1232.21,947.5,54.4676,-241.218,469.615,1835.58,-1836.68,17.5828,15.8748,2131.22,-27.9039,-30.9452,271.989,-957.511,-254.258,-737.522,1311.25,1759.99,1489.09,-2253.45,772.011,-210.982,1764.71,1910.12,-1512.28,-1090.4,-1317.39,-537.947,280.768,1333.36,-151.734,-999.611,543.04,-542.044,167.323,1604.5
2.3135,1681.73,1061.86,1008.97,-2059.07,868.591,-431.854,-332.851,2648.78,250.039,501.212,-2691.63,-123.218,-37.9492,-330.001,1402.66,1037.34,478.843,-22.7485,638.861,1627.55,-1769.17,419.741,832.884,1952.04,-444.958,61.3305,661.745,-877.879,-130.818,-851.55,864.297,1299.92,1989.01,-2501.59,544.125,-297.832,1869.34,1796.06,-1033.12,-849.653,-1597.33,-546.205,571.861,1000.05,-143.132,-1096.89,286.714,-1169.68,175.416,1322.76
2.32165,1385.67,1045.32,715.013,-1549.37,1244.33,-647.506,-576.556,2778.99,-277.893,55.2543,-2436.62,-487.014,-19.4666,-563.225,1709.31,900.224,470.205,-11.7221,469.721,1276.1,-1640.46,928.172,1277.26,1696.13,-342.701,690.908,1183.58,-669.828,-265,-859.457,292.512,948.391,2421.86,-2520,398.557,-438.611,1488.21,1484.63,-351.801,-697.922,-1668.49,-753.897,809.355,1028.75,-1007.17,-1145.61,273.844,-1672.1,176.612,333.412
2.3298,676.536,762.612,776.529,-522.687,1161.02,-579.776,-663.452,2484.37,-698.176,-54.3369,-1692.06,-714.743,103.315,-679.779,2002.87,593.554,445.22,-132.595,65.2249,1239.12,-1271.28,992.72,1170.24,1460.4,247.252,1365.82,1495.83,-349.404,-695.08,-806.398,238.468,438.583,3017.54,-2259.96,552.717,-499.297,736.165,1025.72,338.683,-865.951,-1364.94,-1102.48,808.334,1167.56,-2337.53,-815.06,288.438,-1723.06,137.626,-914.128
2.33794,-154.38,884.075,1040.45,496.159,727.834,-88.4197,-245.332,2121.56,-1114.8,308.553,-733.544,-643.217,365.472,-828.777,2042.96,282.75,901.53,-204.341,-292.804,1361.33,-529.843,562.7,1026.88,1191.61,778.211,1724.11,1745,-67.861,-1535.64,-674.745,835.973,-165.487,3817.01,-2148.17,1266.76,-500.171,-2.57461,368.362,901.199,-1200.24,-803.489,-1224.27,684.48,1026.13,-3351.76,-121.184,553.411,-1523.77,275.062,-2084.85
2.34609,-850.549,1466.58,1016.1,1052.76,81.557,393.469,231.135,1805.96,-1680.68,719.315,-219.675,-435.423,481.802,-1093.99,1540.31,-228.991,1347.94,-309.966,-849.192,1390.84,710.469,201.931,1023.06,775.893,713.635,1938.75,2000.96,-342.041,-2277.72,134.802,1337.72,-434.019,4083.21,-1971.4,2085.7,-521.152,-623.7,-270.428,1507.9,-1110.79,-359.487,-787.885,325.46,960.524,-3465.19,640.893,981.902,-1400.25,518.813,-2378.11
2.35423,-1075.99,2095,611.602,1104.51,-926.139,391.017,424.74,1628.34,-2235.18,474.446,63.3867,-376.889,249.206,-1326.77,762.546,-1040.34,1512.84,-221.462,-1676.26,1728.87,1578.02,331.387,932.551,199.503,148.006,1942.05,1632.45,-727.858,-2151.42,1552.99,1770.89,-270.751,3568.13,-1977.36,2186.95,-408.115,-1319.87,-884.664,1987.83,-722.467,-336.4,-243.203,-346.708,1527.19,-3066.1,1249.6,1348.22,-1070.58,789.098,-1756.1
2.36238,-867.549,2757.9,293.204,873.384,-1710.17,-402.137,450.634,1502.68,-2184.96,-342.617,174.274,-527.982,-190.482,-1171.35,121.72,-2182,1654.94,-132.294,-2177.61,2300.01,1715.55,804.456,558.576,-304.273,-395.876,1688.64,769.715,-680.105,-1300.34,2443.86,2100.61,164.476,2977.24,-2461.3,1455,-436.241,-1535.27,-1308.85,2099.44,-599.081,-665.741,141.784,-964.997,2402.9,-2405.99,1855.87,1752.98,-526.357,950.182,-1020.9
2.37052,-595.484,2741.69,458.52,862.814,-1911.16,-1372.05,715.923,1102.82,-1845.53,-1012.52,-57.5695,-757.454,-624.008,-456.465,-553.117,-2928.26,1978.14,-116.205,-2010.91,2473.53,1781.37,1439.17,54.0917,-964.478,-312.563,1320.96,10.8876,-609.242,-302.128,2232.79,2115.59,429.43,2671.42,-2870.08,471.313,-685.874,-1043.56,-1223.56,1704.02,-581.361,-877.685,416.582,-1149.98,2810.72,-1740.52,2297.37,1898.39,14.3683,939.658,-675.556
2.37867,-125.202,1979.35,611.124,1006.17,-1957.69,-1828.53,1437.43,538.101,-1754.16,-1108.71,-106.979,-928.003,-715.469,679.008,-1346.63,-2460.98,2352.28,121.44,-1654.46,2201.67,2001.6,2092.35,-310.891,-1554.06,96.1943,1075.53,-368.892,-464.903,311.877,1690.78,1687.19,339.791,2219.92,-2858.58,-179.785,-933.619,-214.564,-925.439,1134.94,-559.463,-892.8,551.131,-791.52,2962.47,-1052.27,2407.46,1499.25,664.632,762.503,-542.708
2.38681,308.249,1219.81,587.255,1064.21,-1846.9,-1471.57,2051.84,237.406,-1565.53,-945.297,282.611,-832.552,-140.352,1715.7,-1674.79,-1456.54,2429.14,274.314,-1298.47,1678.78,2360.91,2688.43,-655.113,-1628.91,388.969,986.917,-545.18,-274.434,779.279,1218.76,832.714,135.604,1434.71,-2481.45,-514.372,-1582.59,508.825,-797.267,892.778,-665.592,-1159.05,290.357,-451.354,3165.16,-521.152,2201.23,896.633,1146.44,863.742,-194.238
2.39496,303.433,396.931,428.61,1127.64,-1451.04,-956.435,2121.64,-92.9617,-1013.58,-644.468,819.353,-307.928,495.113,2355.15,-1254.48,-235.73,2190.88,227.389,-748.28,1335.51,2622.68,2720.33,-822.504,-1500.5,469.51,964.665,-406.114,-222.28,1056.44,1042.27,52.1371,-99.0783,672.858,-1778.07,-769.939,-2173.31,773.098,-721.874,832.772,-610.762,-1393.88,-8.95711,-690.347,3235.06,-771.457,2123.28,325.923,1254.82,1267.07,183.533
2.4031,364.599,-131.219,211.837,1194.86,-1299.24,-1170.63,1563.23,-388.849,-171.124,-397.781,943.033,315.8,395.371,2624.8,-408.219,939.617,1807.01,271.294,-108.52,1027.35,2423.85,2506.01,-728.991,-1878.37,829.866,1011.74,101.811,-272.186,971.818,1396.27,-382.545,-414.995,530.044,-879.236,-1193.35,-2083.2,341.967,-555.607,719.001,-72.679,-1159.29,-97.6434,-1307.28,2567.6,-1708.75,2275.83,-90.8923,1214.17,1773.9,337.525
2.41125,519.298,-199.328,335.136,1065.78,-1105.65,-1955.12,655.727,-230.587,429.311,-310.093,620.914,774.085,-113.806,2546.9,507.779,1696.13,864.387,621.216,255.293,456.995,1666.51,2442.71,-568.254,-2491.54,1006.21,1038.8,766.844,-256.511,639.885,1753.32,-916.258,-471.278,740.15,-294.532,-1686.94,-1431.42,-294.729,-306.4,361.924,314.013,-1024.99,-207.777,-2052.67,1537.84,-2244.71,2734.82,-127.452,1251.55,1644.53,465.484
2.41939,771.324,-342.296,667.861,890.897,-547.357,-2567.49,139.51,73.9403,435.624,-460.611,521.55,945.86,-310.014,2318.01,1449.47,1581.49,260.28,926.956,366.755,-32.4169,767.262,2295.67,-426.107,-2456.28,690.752,1063.83,1321.75,162.482,193.342,1820.98,-1237.69,-345.294,890.639,-221.598,-1960.38,-556.535,-699.796,1.35356,71.8235,197.406,-1436.06,-734.009,-2570.87,1106.84,-1905.28,2857.42,136.563,1268.63,767.62,430.219
2.42754,1201.91,-659.124,1064.34,924.744,-431.058,-2652.39,508.765,424.662,183.364,-802.986,742.558,1019.19,145.95,1933.78,2043.81,874.085,345.27,812.424,105.464,-605.853,48.8186,1926.4,-81.7899,-1768.24,424.623,1164.59,1229.21,879.882,62.8008,1330.06,-1132.37,-94.1232,588.721,-462.688,-1956.79,74.2483,-742.602,500.051,-225.116,-243.698,-2028.46,-1010.26,-2575.21,1278.7,-1335.87,2172.01,370.818,1321.47,-149.898,164.162
2.43568,1666.7,-920.886,1455.45,985.85,-563.818,-2376.7,926.905,783.783,-10.1499,-978.217,794.796,799.17,705.867,1622.74,2196.34,73.8631,638.709,263.005,-479.299,-1245.22,-514.675,1485.45,395.052,-1020.39,556.495,1479.65,673.64,1379.92,305.068,590.604,-1043.15,-179.199,-117.958,-777.007,-2132,286.367,-908.126,1082.19,-379.954,-665.361,-2341.66,-719.294,-2276.44,1564.02,-1068.26,1597.62,272.109,1118.81,-644.496,-148.606
2.44383,2160.44,-903.739,1621.87,461.898,-52.1312,-1980.09,457.456,1064.48,-240.339,-1017.28,574.632,400.653,861.842,1465.09,2208.24,-647.142,871.985,-428.085,-1055.8,-1976.74,-623.55,818.049,762.398,-427.352,549.801,1730.02,417.879,1575.03,349.071,234.821,-871.253,-648.744,-676.563,-1165.06,-2155.3,547.414,-1418.7,1424.97,-199.648,-846.521,-2601.63,-277.947,-2153.51,2120.23,-961.628,1753.46,188.23,871.284,-791.923,-451.201
2.45197,2692,-736.385,1572.17,-412.787,828.165,-1310.28,-261.628,1189.45,-368.186,-974.945,287.886,442.399,617.562,1384.54,1979.02,-1193.82,836.061,-978.674,-1218.88,-2650.86,-453.095,164.561,870.81,94.9656,415.363,1544.92,854.848,1497.06,487.782,144.167,-262.674,-903.717,-630.909,-1662.68,-1758.61,811.67,-1469.74,1064.13,332.32,-916.103,-2658.34,38.3187,-1946.71,2681.74,-1037.84,1786.72,212.383,1078.26,-1080.58,-448.647
2.46012,2906.42,-732.849,1281.63,-659.313,1243.27,-679.267,-498.782,1278.8,-129.061,-743.624,-58.7072,351.165,313.457,1320.35,1395.81,-1275.88,510.663,-1323.72,-1098.25,-3094.91,-135.802,-145.64,809.773,414.572,440.807,1285.55,1521.66,1248.27,860.493,236.485,55.4037,-593.892,-230.526,-1685.98,-1341.93,1068.63,-477.41,363.535,1099.89,-709.9,-2074.18,277.92,-1196.32,2909.27,-1179.9,1173.96,114.236,1410.32,-1216.38,35.7052
2.46826,2767.24,-709.2,740.799,-389.5,1052.08,-312.177,-629.921,1330,14.7532,-330.751,-197.024,-105.191,73.3646,1172.7,777.909,-754.96,-247.929,-1372.87,-1034.75,-2759.04,350.383,-499.469,884.518,406.109,607.132,1144.56,2229.97,1090.95,921.289,450.894,-339.89,-161.42,-50.6632,-1285.74,-1064.22,1392.06,1067.15,-73.7294,1451.93,-352.86,-1330.6,496.216,-229.174,3038.17,-1257.83,273.704,-385.861,1345.83,-1121.27,885.416
2.47641,2540.71,-388.754,399.911,-116.182,679.262,-384.725,-736.763,1336.16,23.1858,100.733,-382.659,-666.31,-108.982,850.919,411.991,259.895,-826.207,-1045.81,-1045.73,-2079.79,725.655,-939.697,1224.79,243.906,891.608,863.765,3055.4,813.619,528.479,451.599,-826.112,-14.4269,87.572,-890.644,-797.326,1626.5,2125.6,122.856,1725.34,-191.776,-602.813,675.364,336.272,3332.49,-1390.73,-165.579,-714.453,942.585,-1186.47,1541.01
2.48455,2145.24,243.743,366.732,-165.806,484.751,-525.222,-701.217,1259.9,223.623,505.243,-976.687,-1148.76,-404.425,563.242,114.953,1056.19,-611.998,-454.733,-1209.11,-1772.56,1154.77,-1263.65,1701.04,-263.405,1075,718.278,3384.23,369.542,255.718,222.817,-1287.89,17.2692,486.485,-446.859,-771.933,1602.3,2153.97,633.341,2396.79,-205.056,-108.632,778.001,288.617,3531.29,-1468.07,90.6287,-812.609,395.91,-1341.27,1521.04
2.4927,1660.49,1172.1,383.727,-134.844,685.521,-612.237,-656.179,955.734,533.452,917.63,-1736.58,-1439.37,-626.214,245.309,-243.535,1230.41,32.7384,353.657,-1484.49,-1492.26,1638.24,-1315.16,1776.77,-579.339,796.2,813.208,2636.21,-229.625,240.286,276.396,-1487.24,-133.645,1207.2,369.026,-834.504,1208.48,1796.69,1056.87,3155.96,-131.138,-407.033,666.747,146.86,3053.11,-1337.08,505.492,-1227.48,39.1643,-1047.94,973.423
2.50084,1107.46,2038.12,441.134,293.159,1207.96,-635.526,-182.433,688.76,1005.29,1287.63,-1996.01,-1481.12,-496.391,-148.783,-374.11,1317.52,904.424,817.26,-1552.57,-1094.41,1358.04,-1014.02,1242.92,-376.285,59.3483,690.486,1613.93,-953.468,166.4,855.26,-1416.14,-163.58,2078.73,1198.25,-781.628,1022.07,1764.79,1073.85,3903.79,-20.6319,-1121.6,341.674,149.024,2162.34,-767.771,711.481,-1716.81,-37.9167,-504.385,291.032
2.50899,463.797,2362.77,429.203,526.069,1361.23,-745.231,578.588,896.869,1383.63,1209.74,-1796.97,-1326.62,102.565,-354.323,-312.438,1364.06,1648.46,381.862,-1191.41,-799.498,311.53,-563.992,559.616,-152.051,-501.532,306.656,1354.52,-1574.33,192.961,1248.81,-1730.52,353.409,2805.06,1345.69,-808.044,1180.17,1864.47,989.558,4363.89,-471.612,-1672.09,506.356,341.261,1394.45,46.8469,797.425,-1613.95,-7.13748,-434.499,-127.854
2.51713,-132.084,2160.01,15.4351,376.726,909.047,-1077.04,991.588,1456.45,1575.02,948.802,-1501.49,-1039.81,908.261,-410.572,-172.957,1312.76,1884.01,-715.603,-777.747,-559.251,-619.366,-277.564,220.622,-291.394,-551.735,-80.5321,1542.48,-1744.21,437.633,1404.45,-2251.45,817.796,2964.11,1170.4,-782.781,1325.03,1825.44,858.479,4245.2,-998.247,-1705.06,1394.68,295.01,1110.3,540.265,887.53,-1153.25,414.779,-1005.64,-34.6358
2.52528,-545.393,1918.79,-496.595,-25.8856,214.668,-1425.52,1101.41,1989.08,1780.04,551.153,-1199.92,-855.167,1703.48,-424.741,-380.055,1372.52,1792.13,-1493.6,-568.823,-353.576,-1185.66,-265.781,421.902,-1100.76,-257.65,-501.02,1784.71,-1645.4,787.079,1239.52,-2162.2,791.486,2417.42,1305.57,-509.821,1436.63,1535.82,814.847,4247.28,-1202.96,-1526.61,2213.53,-199.086,1143.86,705.553,888.215,-1071.7,846.39,-1497.84,-166.661
2.53342,-423.728,2037.26,-668.539,-714.089,-353.574,-1343.35,899.79,2295.89,2053.05,68.4115,-521.664,-595.309,2188.86,-416.211,-913.736,1442.62,1701.81,-1716.81,-666.137,-279.862,-1409.9,-315.263,762.943,-2045.88,24.2711,-898.086,1884.51,-1748.58,1010.43,938.668,-1882.23,680.008,1670.92,1712.6,-304.278,1476.39,1030.83,1118.13,4274.6,-1198.66,-1805.33,2496.24,-584.548,1047.85,858.668,704.972,-1538.19,542.762,-1396.88,-527.788
2.54157,221.002,2312.49,-365.2,-1144.08,-455.279,-511.981,292.413,2151.13,2128.52,-208.676,129.305,-344.009,1858.42,-598.643,-1355.29,1529.9,1827.13,-1750.17,-689.271,-260.374,-1157.97,-160.195,773.306,-2292.01,-19.9621,-972.511,1500.1,-1930.47,995.017,975.569,-1814.18,672.337,1110.46,2098.95,-45.4818,1520.61,315.601,1574.35,3814.46,-1123.53,-2068.22,2331.59,-549.202,810.011,747.062,629.554,-1869.7,-179.985,-846.719,-180.974
2.54971,956.778,2351.02,32.1361,-995.993,-99.6167,416.117,-448.221,1395.86,1929.46,-178.781,525.227,-291.513,959.175,-777.769,-1239.53,1535.8,1648.77,-1317.62,-641.778,-90.5966,-542.738,27.5922,172.734,-1988.34,-372.062,-788.26,852.307,-2114.16,721.171,1219.48,-1972.91,990.946,991.241,2176.1,180.004,1773.95,-188.466,1726.97,2978.13,-1113.56,-2019.68,2063.1,-396.534,638.805,271.632,466.184,-1875.72,-588.082,-101.682,433.517
2.55786,1535.23,1818.66,237.645,-390.221,421.518,862.142,-1020.72,767.094,1591.73,-57.0724,1197.95,-485.643,104.416,-740.349,-785.553,1422.42,920.837,-543.042,-712.323,64.7881,-27.8192,-155.829,-543.351,-1527.93,-790.414,-954.874,626.027,-2026.41,418.921,1804.76,-2235.93,1404.37,1438.98,2023.67,364.433,2312.18,-124.532,1536.87,2195.03,-927.82,-1841.18,2114.16,-38.6285,325.853,156.309,-6.81648,-1839.95,-524.904,341.364,-25.0475
2.566,1626.76,1128.2,18.3223,47.9368,664.657,642.69,-992.505,771.832,1600.77,-48.1037,1759.87,-907.802,-329.909,-354.417,-330.996,1207.06,237.426,66.0346,-1116.75,243.407,326.954,-259.019,-916.486,-846.341,-935.13,-1364.32,829.09,-1761.81,539.461,2323.97,-2029.37,1553.77,2003.55,2070.66,507.677,2897.99,205.966,902.566,1420.65,-453.215,-1367.53,2255.32,425.193,3.82301,514.996,-569.75,-1807.67,-597.893,410.958,-1083.95
