2H chmeical shift,FA_20240704_2H_yeast_1.6.ser#1,FA_20240704_2H_yeast_1.6.ser#2,FA_20240704_2H_yeast_1.6.ser#3,FA_20240704_2H_yeast_1.6.ser#4,FA_20240704_2H_yeast_1.6.ser#5,FA_20240704_2H_yeast_1.6.ser#6,FA_20240704_2H_yeast_1.6.ser#7,FA_20240704_2H_yeast_1.6.ser#8,FA_20240704_2H_yeast_1.6.ser#9,FA_20240704_2H_yeast_1.6.ser#10,FA_20240704_2H_yeast_1.6.ser#11,FA_20240704_2H_yeast_1.6.ser#12,FA_20240704_2H_yeast_1.6.ser#13,FA_20240704_2H_yeast_1.6.ser#14,FA_20240704_2H_yeast_1.6.ser#15,FA_20240704_2H_yeast_1.6.ser#16,FA_20240704_2H_yeast_1.6.ser#17,FA_20240704_2H_yeast_1.6.ser#18,FA_20240704_2H_yeast_1.6.ser#19,FA_20240704_2H_yeast_1.6.ser#20,FA_20240704_2H_yeast_1.6.ser#21,FA_20240704_2H_yeast_1.6.ser#22,FA_20240704_2H_yeast_1.6.ser#23,FA_20240704_2H_yeast_1.6.ser#24,FA_20240704_2H_yeast_1.6.ser#25,FA_20240704_2H_yeast_1.6.ser#26,FA_20240704_2H_yeast_1.6.ser#27,FA_20240704_2H_yeast_1.6.ser#28,FA_20240704_2H_yeast_1.6.ser#29,FA_20240704_2H_yeast_1.6.ser#30,FA_20240704_2H_yeast_1.6.ser#31,FA_20240704_2H_yeast_1.6.ser#32,FA_20240704_2H_yeast_1.6.ser#33,FA_20240704_2H_yeast_1.6.ser#34,FA_20240704_2H_yeast_1.6.ser#35,FA_20240704_2H_yeast_1.6.ser#36,FA_20240704_2H_yeast_1.6.ser#37,FA_20240704_2H_yeast_1.6.ser#38,FA_20240704_2H_yeast_1.6.ser#39,FA_20240704_2H_yeast_1.6.ser#40,FA_20240704_2H_yeast_1.6.ser#41,FA_20240704_2H_yeast_1.6.ser#42,FA_20240704_2H_yeast_1.6.ser#43,FA_20240704_2H_yeast_1.6.ser#44,FA_20240704_2H_yeast_1.6.ser#45,FA_20240704_2H_yeast_1.6.ser#46,FA_20240704_2H_yeast_1.6.ser#47,FA_20240704_2H_yeast_1.6.ser#48,FA_20240704_2H_yeast_1.6.ser#49,FA_20240704_2H_yeast_1.6.ser#50,FA_20240704_2H_yeast_1.6.ser#51,FA_20240704_2H_yeast_1.6.ser#52,FA_20240704_2H_yeast_1.6.ser#53,FA_20240704_2H_yeast_1.6.ser#54,FA_20240704_2H_yeast_1.6.ser#55,FA_20240704_2H_yeast_1.6.ser#56,FA_20240704_2H_yeast_1.6.ser#57,FA_20240704_2H_yeast_1.6.ser#58,FA_20240704_2H_yeast_1.6.ser#59,FA_20240704_2H_yeast_1.6.ser#60,FA_20240704_2H_yeast_1.6.ser#61,FA_20240704_2H_yeast_1.6.ser#62,FA_20240704_2H_yeast_1.6.ser#63,FA_20240704_2H_yeast_1.6.ser#64,FA_20240704_2H_yeast_1.6.ser#65,FA_20240704_2H_yeast_1.6.ser#66,FA_20240704_2H_yeast_1.6.ser#67,FA_20240704_2H_yeast_1.6.ser#68,FA_20240704_2H_yeast_1.6.ser#69,FA_20240704_2H_yeast_1.6.ser#70,FA_20240704_2H_yeast_1.6.ser#71,FA_20240704_2H_yeast_1.6.ser#72,FA_20240704_2H_yeast_1.6.ser#73,FA_20240704_2H_yeast_1.6.ser#74,FA_20240704_2H_yeast_1.6.ser#75,FA_20240704_2H_yeast_1.6.ser#76,FA_20240704_2H_yeast_1.6.ser#77,FA_20240704_2H_yeast_1.6.ser#78,FA_20240704_2H_yeast_1.6.ser#79,FA_20240704_2H_yeast_1.6.ser#80,FA_20240704_2H_yeast_1.6.ser#81,FA_20240704_2H_yeast_1.6.ser#82,FA_20240704_2H_yeast_1.6.ser#83,FA_20240704_2H_yeast_1.6.ser#84,FA_20240704_2H_yeast_1.6.ser#85,FA_20240704_2H_yeast_1.6.ser#86,FA_20240704_2H_yeast_1.6.ser#87,FA_20240704_2H_yeast_1.6.ser#88,FA_20240704_2H_yeast_1.6.ser#89,FA_20240704_2H_yeast_1.6.ser#90,FA_20240704_2H_yeast_1.6.ser#91,FA_20240704_2H_yeast_1.6.ser#92,FA_20240704_2H_yeast_1.6.ser#93,FA_20240704_2H_yeast_1.6.ser#94,FA_20240704_2H_yeast_1.6.ser#95,FA_20240704_2H_yeast_1.6.ser#96,FA_20240704_2H_yeast_1.6.ser#97,FA_20240704_2H_yeast_1.6.ser#98,FA_20240704_2H_yeast_1.6.ser#99,FA_20240704_2H_yeast_1.6.ser#100,FA_20240704_2H_yeast_1.6.ser#101,FA_20240704_2H_yeast_1.6.ser#102,FA_20240704_2H_yeast_1.6.ser#103,FA_20240704_2H_yeast_1.6.ser#104,FA_20240704_2H_yeast_1.6.ser#105,FA_20240704_2H_yeast_1.6.ser#106,FA_20240704_2H_yeast_1.6.ser#107,FA_20240704_2H_yeast_1.6.ser#108,FA_20240704_2H_yeast_1.6.ser#109,FA_20240704_2H_yeast_1.6.ser#110,FA_20240704_2H_yeast_1.6.ser#111,FA_20240704_2H_yeast_1.6.ser#112,FA_20240704_2H_yeast_1.6.ser#113,FA_20240704_2H_yeast_1.6.ser#114,FA_20240704_2H_yeast_1.6.ser#115,FA_20240704_2H_yeast_1.6.ser#116,FA_20240704_2H_yeast_1.6.ser#117,FA_20240704_2H_yeast_1.6.ser#118,FA_20240704_2H_yeast_1.6.ser#119,FA_20240704_2H_yeast_1.6.ser#120,FA_20240704_2H_yeast_1.6.ser#121,FA_20240704_2H_yeast_1.6.ser#122,FA_20240704_2H_yeast_1.6.ser#123,FA_20240704_2H_yeast_1.6.ser#124,FA_20240704_2H_yeast_1.6.ser#125,FA_20240704_2H_yeast_1.6.ser#126,FA_20240704_2H_yeast_1.6.ser#127,FA_20240704_2H_yeast_1.6.ser#128,FA_20240704_2H_yeast_1.6.ser#129,FA_20240704_2H_yeast_1.6.ser#130
2.32172,-107.08,244.756,73.1023,417.547,-401.99,-19.9956,-9.73584,435.342,-92.5598,-584.707,296.853,418.772,262.233,127.152,-166.223,-452.388,-263.979,-311.306,207.378,467.974,217.157,460.274,-119.662,-88.2039,223.921,252.023,303.378,360.511,-180.863,111.686,681.29,-440.882,-353.294,115.923,309.241,136.29,227.776,588.63,-194.312,283.45,-133.004,800.814,90.5786,-146.135,-203.87,249.908,-276.659,-152.88,-420.139,-121.515,54.6406,242.223,68.4226,-401.38,-112.931,625.337,153.603,356.206,519.328,-175.441,-563.989,516.059,139.712,-338.19,-135.577,-383.953,74.7759,392.127,-113.182,342.076,-113.222,-224.692,303.637,505.811,66.4431,-263.451,191.963,127.795,147.257,-37.3975,-25.1604,246.126,311.817,537.079,374.681,99.7192,62.9036,991.083,-413.801,103.899,194.749,6.24939,35.0844,-189.91,337.008,-132.659,-299.662,-201.482,378.572,-12.9237,80.9231,262.184,249.866,139.428,-19.4308,-674.483,179.754,75.876,511.23,229.452,312.392,-378.773,-76.6448,-69.2061,430.436,-28.5466,250.616,181.498,481.509,417.431,-54.4438,43.7596,10.1226,310.65,259.099,153.769,-164.249,-242.292,48.0338,-30.4459
2.32987,-47.739,298.657,295.546,403.896,-312.915,-17.0762,29.4631,557.52,-6.66943,-751.97,307.484,387.191,241.904,237.569,-191.789,-604.181,-369.49,-360.141,177.966,440.927,252.478,358.869,-114.077,-159.956,257.523,166.026,343.834,485.114,-102.342,83.0527,678.667,-513.127,-482.783,271.946,329.924,136.549,153.461,585.842,-206.912,223.375,-64.8842,924.604,-38.2312,-58.5566,-235.088,289.017,-311.751,-186.474,-412.272,65.0095,92.8781,283.815,117.941,-393.841,-0.192993,665.491,274.821,375.782,563.111,-139.672,-443.86,477.753,64.1464,-270.502,-238.087,-416.391,0.160034,445.061,-40.9371,350.936,-169,-261.723,434.48,463.246,100.978,-298.301,236.836,64.2803,110.226,5.71106,-8.89502,235.925,363.517,565.503,351.79,76.6796,169.149,1000.84,-548.381,297.547,335.186,10.608,91.6896,-160.186,398.688,-137.378,-225.678,-326.59,392.127,48.8538,-27.5741,274.083,92.1703,99.5887,-11.1445,-578.495,298.635,91.7198,491.438,169.301,231.098,-374.074,-32.8453,-121.862,402.752,14.7659,410.137,154.625,420.893,532.278,-128.888,102.154,75.5529,150.559,219.135,144.681,-143.564,-245.404,155.904,-11.0129
2.33801,11.6014,306.817,316.85,346.471,-150.845,8.04248,68.662,701.101,79.2209,-819.122,340.363,310.654,177.656,241.548,-171.64,-712.065,-423.758,-276.448,194.326,368.868,188.538,302.286,-108.493,-156.857,291.125,85.3481,341.434,510.212,18.9177,54.4192,746.723,-487.627,-492.094,389.241,255.449,176.549,118.145,445.342,-157.481,163.3,-77.7131,988.77,-167.041,-78.4055,-235.088,278.216,-256.647,-169.529,-320.843,129.544,131.115,406.072,167.46,-327.824,-32.4419,609.775,362.401,361.573,572.757,-23.0745,-323.732,495.26,64.6986,-235.903,-340.597,-490.839,-2.64502,452.369,53.7341,337.704,-268.245,-195.951,433.277,468.195,111.873,-215.012,281.709,0.765747,23.8226,0.907471,-74.9211,249.25,355.245,545.791,328.899,6.45483,322.236,1057,-609.392,385.105,302.777,14.9667,148.295,-84.8523,362.118,-42.5997,-245.722,-396.332,322.666,135.801,50.1696,201.369,-62.4178,110.744,-27.5242,-506.893,336.165,133.127,471.645,185.381,265.193,-249.934,60.3853,-174.518,324.204,7.02087,451.338,103.005,385.185,563.505,-160.056,279.778,140.983,117.693,263.654,135.593,-98.5867,-248.515,215.997,-74.0817
2.34616,70.9419,314.976,338.155,289.045,11.2245,33.1611,107.861,844.682,165.111,-886.273,373.241,234.116,113.409,245.528,-151.49,-819.949,-478.026,-192.755,210.686,296.809,124.597,245.704,-102.909,-153.758,324.728,4.67017,339.035,535.311,140.177,25.7856,814.779,-462.128,-501.405,506.536,180.975,216.549,82.8281,304.841,-108.05,103.224,-90.5421,1052.94,-295.851,-98.2545,-235.088,267.416,-201.543,-152.584,-229.414,194.079,169.353,528.328,216.979,-261.808,-64.6907,554.058,449.981,347.364,582.402,93.5231,-203.603,512.767,65.2507,-201.305,-443.107,-565.287,-5.45013,459.676,148.405,324.471,-367.49,-130.179,432.073,473.145,122.769,-131.723,326.583,-62.7488,-62.5811,-3.89624,-140.947,262.576,346.973,526.078,306.008,-63.7699,475.323,1113.16,-670.402,472.664,270.369,19.3253,204.9,-9.51843,325.549,52.1791,-265.765,-363.857,253.205,222.748,127.913,128.655,-217.006,121.899,-43.9039,-435.291,373.695,174.534,451.853,201.461,299.288,-125.794,153.616,-227.175,245.656,-0.724182,492.539,51.3848,349.477,594.732,-191.224,457.403,206.413,84.8269,308.173,126.505,-53.6097,-251.627,276.091,-137.15
2.3543,117.426,196.901,308.51,313.697,67.7094,-1.03381,261.129,836.238,141.705,-848.032,329.847,118.915,74.4374,300.707,-102.709,-896.618,-392.888,-66.6982,285.931,174.728,83.8628,275.673,-55.6092,-69.4617,394.415,-42.1517,279.272,578.094,193.795,-23.5123,827.479,-350.76,-455.06,534.02,224.412,321.335,33.4712,177.373,-95.5709,-12.9817,-182.965,1030.04,-314.552,-86.6305,-180.376,219.533,-165.324,-84.2455,-201.832,103.335,122.244,508.5,181.487,-177.927,-85.8789,511.657,463.406,312.436,543.198,131.795,-40.5515,555.171,141.921,-196.134,-433.534,-578.333,73.1208,420.882,307.787,393.193,-387.696,-14.9554,398.001,403.869,177.002,-40.4772,307.689,-82.0361,-168.754,-49.9681,-129.6,301.878,375.375,558.139,319.236,-129.049,473.981,1041.26,-663.706,409.644,188.98,36.5017,235.169,42.179,227.301,111.034,-263.089,-260.576,261.831,284.1,174.903,141.38,-325.082,200.051,-32.7593,-344.606,430.26,129.266,466.68,259.362,423.758,13.4762,212.83,-148.947,174.956,-83.5267,472.136,-11.5454,239.564,574.219,-179.987,595.134,298.568,142.807,350.084,168.167,40.6458,-264.39,232.732,-251.718
2.36245,163.911,78.825,278.865,338.348,124.194,-35.2288,414.397,827.794,118.298,-809.792,286.453,3.71326,35.4657,355.885,-53.9277,-973.286,-216.65,59.3589,361.176,52.6473,133.025,305.642,-8.30969,14.8344,464.103,-3.86304,219.509,620.878,247.413,-72.8103,840.179,-239.393,-408.715,561.503,267.849,426.122,-15.8856,49.9056,-83.0921,-129.188,-275.388,1007.15,-333.253,-75.0065,-125.664,171.65,-129.105,-15.9069,-174.25,12.592,75.1351,488.671,145.995,-94.0471,-107.067,469.256,476.831,277.507,503.993,170.067,122.5,597.576,218.59,-190.964,-423.962,-591.379,151.692,382.087,467.169,461.914,-407.901,100.268,363.929,334.592,231.236,-47.0015,288.795,-101.323,-274.926,-96.04,-118.253,341.181,403.778,590.199,332.465,-194.328,472.639,969.363,-657.01,346.625,107.59,53.6782,265.437,93.8763,129.052,169.889,-260.413,-157.295,270.456,345.451,221.893,154.105,-333.724,278.202,-21.6146,-253.92,486.825,83.9976,481.508,317.263,548.227,152.746,272.045,-70.72,104.256,-166.329,451.734,-74.4756,129.651,553.706,-168.75,634.192,390.722,200.786,391.996,209.828,134.901,-277.154,189.372,-366.286
2.37059,210.395,-84.9917,249.22,341.113,136.883,-47.2244,466.521,633.853,94.8915,-728.646,243.059,-89.0099,-25.465,487.091,-28.0044,-918.229,-51.7992,111.789,299.103,35.5924,266.466,290.789,38.9897,99.1304,533.79,80.5275,316.882,583.703,201.308,-122.108,753.929,-148.971,-295.604,498.619,352.067,438.178,-65.2426,-40.0039,-75.2655,-208.892,-240.605,920.155,-251.283,-31.1542,-70.9515,213.606,-38.7681,-31.7987,-196.805,-104.292,28.0264,468.843,76.9956,-45.2539,-128.255,352.29,389.339,225.687,430.65,173.698,320.105,639.981,262.638,-130.643,-456.762,-506.401,246.42,388.919,648.978,530.635,-384.639,112.688,329.858,344.507,285.469,-112.595,269.901,-41.1011,-298.809,-166.068,8.30273,427.536,349.461,542.03,423.725,-149.508,447.877,696.394,-650.314,283.605,136.193,70.8546,295.706,99.9636,9.75049,157.674,-190.575,-109.381,279.082,406.802,184.229,217.597,-216.003,381.851,38.8617,-138.849,462.038,32.3385,436.22,265.053,590.274,240.827,281.828,7.50732,33.5558,-249.132,431.332,-87.9122,19.7377,533.193,-75.0833,580.744,431.179,165.469,349.424,251.49,253.448,-289.918,146.013,-299.35
2.37874,256.879,-248.808,219.575,343.877,149.571,-59.2201,518.645,439.913,71.4849,-647.501,199.665,-181.733,-86.3956,618.296,-2.08093,-863.172,113.051,164.22,237.029,18.5374,399.907,275.936,86.2892,183.426,603.477,164.918,414.255,461.237,155.203,-171.406,667.679,-58.5493,-182.494,435.736,436.286,450.235,-114.599,-129.914,-67.439,-288.596,-205.822,833.165,-169.313,12.6982,-16.2393,255.562,51.5685,-47.6907,-219.36,-221.176,-19.0824,449.015,7.9967,3.53918,-149.444,235.323,301.846,173.866,357.308,177.329,517.71,682.386,306.686,-70.3224,-489.561,-421.423,341.149,395.751,830.786,599.357,-361.378,125.108,295.786,354.421,339.702,-178.189,251.007,19.1213,-322.692,-236.096,134.858,513.891,295.144,493.862,514.985,-104.688,423.115,423.425,-643.618,220.585,164.796,88.0311,325.974,106.051,-109.551,145.459,-120.736,-163.684,287.708,468.154,146.564,281.09,-98.2813,485.5,99.338,-23.7773,437.251,82.9325,390.932,212.843,632.322,328.908,291.612,85.7345,-37.1443,-331.934,410.929,-101.349,-90.1752,512.68,18.5831,527.296,471.635,130.151,306.853,293.152,371.995,-302.681,102.653,-232.414
2.38688,262.686,-325.908,212.171,349.833,227.954,-60.1162,424.472,333.369,102.486,-480.991,191.032,-224.817,-129.485,665.872,20.509,-710.693,171.619,96.0861,144.441,65.2482,460.306,208.79,92.4878,191.935,613.119,204.536,513.413,332.553,111.768,-176.737,599.54,120.454,-63.5411,435.786,513.283,425.863,-160.706,-132.97,-37.1262,-286.933,-38.7744,655.62,-52.3881,38.4221,0.751587,241.992,113.719,-76.2173,-125.973,-242.756,-24.1342,493.285,-79.85,46.4844,-134.385,168.954,288.641,166.036,278.276,208.384,551.904,619.444,323.549,51.3535,-500.292,-268.178,366.311,337.946,970.544,515.735,-284.234,-25.8553,225.034,390.072,346.166,-259.059,285.812,60.957,-328.06,-308.12,234.669,629.164,193.263,403.573,499.927,-44.1401,442.754,134.99,-646.578,207.768,231.209,193.298,426.551,109.288,-115.692,50.6244,-237.274,-226.504,284.919,510.104,85.0897,254.152,-25.0979,542.935,195.272,45.5703,368.229,148.438,316.122,182.867,610.493,399.926,223.129,161.856,-33.6672,-403.568,383.132,-49.3099,-172.067,390.777,59.701,551.964,502.937,-7.47681,260.057,251.425,340.745,-206.224,173.26,-169.603
2.39503,268.493,-403.007,204.767,355.79,306.337,-61.0122,330.299,226.826,133.487,-314.482,182.4,-267.9,-172.574,713.448,43.099,-558.214,139.088,27.9525,51.8523,111.959,520.706,141.644,98.6864,200.443,622.761,159.044,612.572,203.868,68.3342,-182.068,531.401,299.457,55.4115,435.837,590.28,401.49,-206.814,-136.027,-81.2505,-285.269,128.273,406.526,64.537,64.146,17.7424,228.423,175.869,-104.744,-32.5851,-264.335,-29.1859,537.556,-167.697,89.4296,-119.327,102.586,275.435,158.206,199.243,239.439,586.098,556.501,340.412,173.029,-511.023,-114.933,305.3,280.14,1110.3,432.113,-207.091,-176.819,154.282,425.723,352.629,-339.929,320.616,102.793,-333.429,-380.145,334.48,744.437,91.3826,313.284,484.87,16.408,462.393,-153.446,-649.539,194.951,297.622,298.564,527.128,112.524,-121.832,-44.2098,-353.811,-289.324,282.13,552.053,23.6157,227.215,48.0856,600.37,291.205,114.918,299.207,213.944,241.313,152.891,588.665,470.944,154.646,237.977,-30.1902,-475.202,355.335,2.729,-253.958,268.874,100.819,576.632,534.238,-145.104,213.26,209.698,309.495,-109.767,243.867,-106.792
2.40317,200.341,-342.882,243.78,361.746,340.924,-106.307,308.371,220.165,208.014,-126.521,173.767,-288.505,-171.744,715.409,65.689,-449.643,81.8843,-40.181,35.5516,83.6511,536.157,149.201,147.773,104.159,632.403,118.872,554.594,112.498,24.9,-88.9132,442.059,478.46,80.8921,526.254,646.886,443.353,-213.923,-51.4474,-219.972,-198.436,295.321,170.847,103.163,122.098,3.51562,214.854,238.02,85.7292,60.8026,-285.915,-2.69495,547.257,-199.698,97.2877,20.8176,110.783,295.868,184.16,199.866,305.135,585.738,493.559,389.897,294.705,-451.134,-3.69849,163.501,176.708,1160.35,348.491,-151.681,-224.979,83.531,318.832,359.093,-394.32,403.154,144.629,-388.17,-340.374,286.166,687.184,115.649,303.224,360.569,29.7709,482.032,-302.679,-674.569,257.911,316.895,359.786,583.299,115.761,-85.8665,-139.044,-430.051,-262.705,279.342,543.663,-12.4618,115.666,5.26306,606.811,337.807,135.494,205.78,285.841,192.267,199.145,649.257,445.983,135.594,364.648,24.1511,-461.739,412.052,5.27466,-310.942,197.143,166.666,519.073,539.691,-257.287,284.742,209.666,164.886,11.0745,266.698,-192.485
2.41132,132.189,-282.757,282.793,367.702,375.51,-151.601,286.443,213.505,282.541,61.4413,165.135,-309.11,-170.915,717.369,88.2789,-341.073,24.6803,-108.315,19.2511,55.3434,551.608,156.759,196.859,7.87549,642.045,78.6989,496.617,21.1276,-18.5342,4.24182,352.717,657.463,106.373,616.671,703.492,485.216,-221.032,33.1317,-358.694,-111.602,462.369,54.417,141.788,180.05,-10.7112,201.284,300.17,276.202,154.19,-307.495,23.796,556.957,-231.7,105.146,160.962,118.98,316.301,210.114,200.488,370.831,585.378,430.617,439.382,416.381,-391.245,107.536,21.7033,73.2764,1120.7,264.869,-96.2712,-273.14,12.7794,211.94,365.557,-350.941,485.691,186.464,-442.912,-300.603,237.851,629.93,239.179,293.165,236.267,43.1339,501.671,-451.912,-699.6,320.872,336.168,421.008,639.471,118.998,-49.9005,-233.878,-506.291,-133.871,276.553,535.273,-48.5394,4.11646,-37.5594,613.252,384.409,156.069,112.352,357.737,143.222,245.4,709.85,318.644,116.542,491.318,78.4924,-448.277,468.769,7.82019,-367.925,125.412,232.512,461.514,545.143,-369.469,356.223,209.633,20.2765,131.916,289.528,-278.177
2.41946,34.4536,-255.032,284.576,383.462,409.641,-121.742,307.411,232.26,345.733,162.252,140.28,-373.736,-201.195,613.842,87.5349,-215.122,32.4795,-18.6107,81.1456,-46.5763,516.024,207.739,249.185,-87.4729,684.019,104.576,446.005,29.7065,-33.0308,115.203,341.563,606.94,122.673,616.318,602.494,516.937,-147.301,54.3314,-445.852,26.9418,597.254,41.2112,158.392,273.588,-72.4148,169.622,297.211,375.601,206.841,-282.783,23.3442,513.721,-177.317,140.05,295.244,187.096,259.995,261.055,143.503,485.602,617.412,398.197,484.789,438.786,-282.804,114.62,-36.1661,118.131,1010.02,307.356,-69.8398,-187.289,16.7626,130.785,367.096,-225.069,472.764,197.739,-426.293,-169.998,197.766,537.387,426.3,296.142,76.3643,-20.6705,558.88,-463.753,-666.235,283.664,409.455,330.365,614.927,58.5702,-1.65344,-248.314,-435.613,-28.7266,236.018,515.347,-167.685,6.7937,-71.5779,590.743,381.936,213.224,83.4976,338.032,125.308,301.845,725.111,176.375,140.743,554.275,55.4777,-260.899,522.317,-7.16321,-435.287,59.4305,320.383,400.871,433.737,-248.938,391.798,211.164,-55.1279,131.852,296.433,-283.172
2.42761,-63.282,-227.308,286.359,399.222,443.771,-91.8831,328.38,251.016,408.926,263.062,115.425,-438.361,-231.474,510.315,86.7909,-89.1711,40.2787,71.0933,143.04,-148.496,480.44,258.719,301.51,-182.821,725.993,130.452,395.394,38.2855,-47.5275,226.165,330.409,556.418,138.973,615.965,501.495,548.657,-73.5702,75.5313,-533.01,165.486,732.14,99.5543,174.995,367.126,-134.118,137.96,294.251,475,259.492,-258.072,22.8925,470.486,-122.933,174.955,429.525,255.213,203.689,311.996,86.5182,600.373,649.446,365.778,530.196,461.191,-174.363,121.704,-94.0355,162.985,809.644,349.843,-43.4086,-101.438,20.7457,49.6301,368.635,-99.1964,459.836,209.013,-409.675,-39.3938,157.681,444.844,613.42,299.119,-83.5387,-84.4749,616.089,-475.595,-632.87,246.456,482.743,239.723,590.382,-1.8573,46.5936,-262.751,-364.935,76.4176,195.483,495.421,-286.83,9.47083,-105.596,568.233,379.463,270.379,54.6431,318.327,107.394,358.29,740.371,34.1051,164.944,617.232,32.463,-73.5213,575.865,-22.1466,-502.649,-6.55127,408.254,340.228,322.33,-128.406,427.374,212.695,-130.532,131.789,303.339,-288.167
2.43575,-116.642,-199.583,334.559,312.842,375.71,-56.4741,349.348,248.369,399.574,206.554,90.5707,-398.087,-261.754,361.172,86.0468,58.734,93.6276,204.973,159.162,-175.397,519.77,234.994,253.764,-173.377,694.065,177.607,416.208,46.8645,9.20691,294.919,418.205,464.005,155.273,576.883,400.496,620.119,0.1604,96.7311,-525.571,267.528,832.332,142.991,191.599,428.435,-195.822,76.3523,237.174,523.86,228.58,-146.226,53.9834,461.821,-35.0432,268.338,438.72,291.372,181.022,306.629,109.188,611.221,600.855,333.358,542.982,362.265,32.9458,30.7632,-146.519,253.465,609.264,392.33,-16.9772,28.472,98.0881,79.342,322.896,32.7866,399.176,196.434,-343.683,67.2546,199.888,352.301,680.598,253.959,-165.411,-101.094,564.003,-410.102,-496.509,285.026,579.6,46.3086,521.433,-16.6747,115.894,-234.545,-334.555,102.77,154.948,559.394,-355.182,37.5317,-23.6089,545.724,376.99,301.115,-49.462,324.186,201.124,484.613,607.274,4.87805,139.713,629.64,9.44824,88.3275,511.092,-86.6234,-520.195,-22.3607,471.396,361.813,262.622,-7.87439,412.259,122.498,-124.966,82.957,286.356,-177.66
2.4439,-170.002,-171.858,382.758,226.461,307.649,-109.862,370.316,245.721,390.223,150.045,65.7161,-357.813,-292.033,212.029,85.3027,206.639,146.976,338.853,175.284,-202.298,559.099,211.27,206.018,-163.933,662.137,224.761,437.021,55.4435,65.9413,363.672,506.001,371.592,171.573,537.802,299.497,691.581,73.8911,117.931,-443.695,369.571,932.525,186.429,208.203,489.744,-257.526,14.7441,180.097,572.72,197.669,-34.3794,85.0745,453.156,52.847,361.721,447.915,327.531,158.355,301.262,131.857,622.068,552.264,300.938,555.767,263.338,240.255,-60.1772,-199.003,343.946,498.59,434.817,9.45422,158.382,175.431,109.054,277.158,164.77,338.516,183.855,-277.69,173.903,242.094,259.758,648.511,208.799,-247.282,-117.713,511.917,-344.609,-360.147,323.595,676.457,-147.106,452.483,-31.4919,185.194,-206.339,-304.174,129.123,114.412,623.368,-423.534,65.5927,58.3784,523.215,374.517,234.308,-153.567,330.044,294.853,610.936,474.176,-24.3489,114.483,642.047,-13.5665,250.176,446.32,-151.1,-537.741,-38.1703,534.537,383.398,202.913,112.657,397.145,32.3013,-119.399,34.1251,269.373,-67.1528
2.45204,-145.706,-189.399,497.682,193.886,181.192,-135.501,422.892,264.923,307.421,43.9272,28.3473,-170.494,-198.793,137.962,103.607,211.384,232.589,361.373,158.03,-187.47,675.216,219.762,136.828,-127.823,584.02,340.182,462.299,51.5844,130.244,406.924,570.385,365.142,275.921,507.595,259.246,814.375,103.749,241.633,-304.441,461.728,933.699,184.775,108.056,573.882,-257.444,-20.0371,197.432,632.109,131.765,24.0966,55.7085,449.172,84.1945,353.497,447.159,307.767,163.02,265.982,256.939,620.648,459.04,247.589,463.211,253.342,365.468,-79.35,-277.518,356.482,493.042,437.262,-8.03455,222.203,210.591,184.3,233.39,271.292,227.14,166.307,-236.385,269.073,228.754,187.8,536.808,155.616,-120.421,-58.6398,404.208,-351.618,-281.261,403.843,610.29,-281.793,399.26,24.9564,157.562,-150.593,-309.054,84.6694,108.121,622.319,-424.163,103.701,162.117,455.023,387.974,177.661,-203.268,413.657,349.401,726.672,407.016,-6.65271,72.2604,653.401,-12.2089,395.006,436.482,-84.6256,-499.763,56.8174,609.013,388.537,237.446,91.1219,488.163,-21.4128,-100.674,-61.951,299.171,123.794
2.46019,-121.409,-206.939,612.606,161.312,54.7357,-161.14,475.467,284.125,224.62,-62.1906,-9.02161,16.8256,-105.553,63.8955,121.911,216.13,318.203,383.892,140.775,-172.643,791.333,228.253,67.6375,-91.7126,505.903,455.602,487.577,47.7252,194.547,450.177,634.769,358.693,380.269,477.389,218.995,937.169,133.607,365.335,-165.186,553.884,934.874,183.121,7.90967,658.02,-257.363,-54.8185,214.766,691.499,65.8621,82.5726,26.3424,445.188,115.542,345.274,446.404,288.002,167.684,230.702,382.022,619.227,365.817,194.24,370.655,243.346,490.681,-98.5227,-269.86,369.017,577.2,439.707,-25.5234,286.025,245.752,259.547,189.622,377.814,115.765,148.759,-195.08,364.242,215.414,115.843,425.104,102.433,6.44104,0.433838,296.498,-358.626,-202.375,484.09,544.122,-416.481,346.037,81.4049,129.929,-94.8473,-313.934,40.2161,101.83,621.27,-424.791,141.81,265.855,386.831,401.431,121.015,-155.347,497.27,403.948,740.766,339.855,11.0435,30.0378,664.755,-10.8512,539.836,426.644,-18.151,-461.784,151.805,683.489,393.676,271.978,69.5865,579.181,-75.1271,-81.9496,-158.027,328.969,314.74
