2H chemical shift (ppm),FA_20240105_2H_yeast_1.6.ser#1,FA_20240105_2H_yeast_1.6.ser#2,FA_20240105_2H_yeast_1.6.ser#3,FA_20240105_2H_yeast_1.6.ser#4,FA_20240105_2H_yeast_1.6.ser#5,FA_20240105_2H_yeast_1.6.ser#6,FA_20240105_2H_yeast_1.6.ser#7,FA_20240105_2H_yeast_1.6.ser#8,FA_20240105_2H_yeast_1.6.ser#9,FA_20240105_2H_yeast_1.6.ser#10,FA_20240105_2H_yeast_1.6.ser#11,FA_20240105_2H_yeast_1.6.ser#12,FA_20240105_2H_yeast_1.6.ser#13,FA_20240105_2H_yeast_1.6.ser#14,FA_20240105_2H_yeast_1.6.ser#15,FA_20240105_2H_yeast_1.6.ser#16,FA_20240105_2H_yeast_1.6.ser#17,FA_20240105_2H_yeast_1.6.ser#18,FA_20240105_2H_yeast_1.6.ser#19,FA_20240105_2H_yeast_1.6.ser#20,FA_20240105_2H_yeast_1.6.ser#21,FA_20240105_2H_yeast_1.6.ser#22,FA_20240105_2H_yeast_1.6.ser#23,FA_20240105_2H_yeast_1.6.ser#24,FA_20240105_2H_yeast_1.6.ser#25,FA_20240105_2H_yeast_1.6.ser#26,FA_20240105_2H_yeast_1.6.ser#27,FA_20240105_2H_yeast_1.6.ser#28,FA_20240105_2H_yeast_1.6.ser#29,FA_20240105_2H_yeast_1.6.ser#30,FA_20240105_2H_yeast_1.6.ser#31,FA_20240105_2H_yeast_1.6.ser#32,FA_20240105_2H_yeast_1.6.ser#33,FA_20240105_2H_yeast_1.6.ser#34,FA_20240105_2H_yeast_1.6.ser#35,FA_20240105_2H_yeast_1.6.ser#36,FA_20240105_2H_yeast_1.6.ser#37,FA_20240105_2H_yeast_1.6.ser#38,FA_20240105_2H_yeast_1.6.ser#39,FA_20240105_2H_yeast_1.6.ser#40,FA_20240105_2H_yeast_1.6.ser#41,FA_20240105_2H_yeast_1.6.ser#42,FA_20240105_2H_yeast_1.6.ser#43,FA_20240105_2H_yeast_1.6.ser#44,FA_20240105_2H_yeast_1.6.ser#45,FA_20240105_2H_yeast_1.6.ser#46,FA_20240105_2H_yeast_1.6.ser#47,FA_20240105_2H_yeast_1.6.ser#48,FA_20240105_2H_yeast_1.6.ser#49,FA_20240105_2H_yeast_1.6.ser#50,FA_20240105_2H_yeast_1.6.ser#51,FA_20240105_2H_yeast_1.6.ser#52,FA_20240105_2H_yeast_1.6.ser#53,FA_20240105_2H_yeast_1.6.ser#54,FA_20240105_2H_yeast_1.6.ser#55,FA_20240105_2H_yeast_1.6.ser#56,FA_20240105_2H_yeast_1.6.ser#57,FA_20240105_2H_yeast_1.6.ser#58,FA_20240105_2H_yeast_1.6.ser#59,FA_20240105_2H_yeast_1.6.ser#60,FA_20240105_2H_yeast_1.6.ser#61,FA_20240105_2H_yeast_1.6.ser#62,FA_20240105_2H_yeast_1.6.ser#63,FA_20240105_2H_yeast_1.6.ser#64,FA_20240105_2H_yeast_1.6.ser#65,FA_20240105_2H_yeast_1.6.ser#66,FA_20240105_2H_yeast_1.6.ser#67,FA_20240105_2H_yeast_1.6.ser#68,FA_20240105_2H_yeast_1.6.ser#69,FA_20240105_2H_yeast_1.6.ser#70,FA_20240105_2H_yeast_1.6.ser#71,FA_20240105_2H_yeast_1.6.ser#72,FA_20240105_2H_yeast_1.6.ser#73,FA_20240105_2H_yeast_1.6.ser#74,FA_20240105_2H_yeast_1.6.ser#75,FA_20240105_2H_yeast_1.6.ser#76,FA_20240105_2H_yeast_1.6.ser#77,FA_20240105_2H_yeast_1.6.ser#78,FA_20240105_2H_yeast_1.6.ser#79,FA_20240105_2H_yeast_1.6.ser#80,FA_20240105_2H_yeast_1.6.ser#81,FA_20240105_2H_yeast_1.6.ser#82,FA_20240105_2H_yeast_1.6.ser#83,FA_20240105_2H_yeast_1.6.ser#84,FA_20240105_2H_yeast_1.6.ser#85,FA_20240105_2H_yeast_1.6.ser#86,FA_20240105_2H_yeast_1.6.ser#87,FA_20240105_2H_yeast_1.6.ser#88,FA_20240105_2H_yeast_1.6.ser#89,FA_20240105_2H_yeast_1.6.ser#90,FA_20240105_2H_yeast_1.6.ser#91,FA_20240105_2H_yeast_1.6.ser#92,FA_20240105_2H_yeast_1.6.ser#93,FA_20240105_2H_yeast_1.6.ser#94,FA_20240105_2H_yeast_1.6.ser#95,FA_20240105_2H_yeast_1.6.ser#96,FA_20240105_2H_yeast_1.6.ser#97,FA_20240105_2H_yeast_1.6.ser#98,FA_20240105_2H_yeast_1.6.ser#99,FA_20240105_2H_yeast_1.6.ser#100,FA_20240105_2H_yeast_1.6.ser#101,FA_20240105_2H_yeast_1.6.ser#102,FA_20240105_2H_yeast_1.6.ser#103,FA_20240105_2H_yeast_1.6.ser#104,FA_20240105_2H_yeast_1.6.ser#105,FA_20240105_2H_yeast_1.6.ser#106,FA_20240105_2H_yeast_1.6.ser#107,FA_20240105_2H_yeast_1.6.ser#108,FA_20240105_2H_yeast_1.6.ser#109,FA_20240105_2H_yeast_1.6.ser#110,FA_20240105_2H_yeast_1.6.ser#111,FA_20240105_2H_yeast_1.6.ser#112,FA_20240105_2H_yeast_1.6.ser#113,FA_20240105_2H_yeast_1.6.ser#114,FA_20240105_2H_yeast_1.6.ser#115,FA_20240105_2H_yeast_1.6.ser#116,FA_20240105_2H_yeast_1.6.ser#117,FA_20240105_2H_yeast_1.6.ser#118,FA_20240105_2H_yeast_1.6.ser#119,FA_20240105_2H_yeast_1.6.ser#120,FA_20240105_2H_yeast_1.6.ser#121,FA_20240105_2H_yeast_1.6.ser#122,FA_20240105_2H_yeast_1.6.ser#123,FA_20240105_2H_yeast_1.6.ser#124,FA_20240105_2H_yeast_1.6.ser#125,FA_20240105_2H_yeast_1.6.ser#126,FA_20240105_2H_yeast_1.6.ser#127,FA_20240105_2H_yeast_1.6.ser#128,FA_20240105_2H_yeast_1.6.ser#129,FA_20240105_2H_yeast_1.6.ser#130,FA_20240105_2H_yeast_1.6.ser#131,FA_20240105_2H_yeast_1.6.ser#132,FA_20240105_2H_yeast_1.6.ser#133,FA_20240105_2H_yeast_1.6.ser#134,FA_20240105_2H_yeast_1.6.ser#135,FA_20240105_2H_yeast_1.6.ser#136,FA_20240105_2H_yeast_1.6.ser#137,FA_20240105_2H_yeast_1.6.ser#138,FA_20240105_2H_yeast_1.6.ser#139,FA_20240105_2H_yeast_1.6.ser#140,FA_20240105_2H_yeast_1.6.ser#141,FA_20240105_2H_yeast_1.6.ser#142,FA_20240105_2H_yeast_1.6.ser#143,FA_20240105_2H_yeast_1.6.ser#144,FA_20240105_2H_yeast_1.6.ser#145,FA_20240105_2H_yeast_1.6.ser#146,FA_20240105_2H_yeast_1.6.ser#147,FA_20240105_2H_yeast_1.6.ser#148,FA_20240105_2H_yeast_1.6.ser#149,FA_20240105_2H_yeast_1.6.ser#150,FA_20240105_2H_yeast_1.6.ser#151,FA_20240105_2H_yeast_1.6.ser#152,FA_20240105_2H_yeast_1.6.ser#153,FA_20240105_2H_yeast_1.6.ser#154,FA_20240105_2H_yeast_1.6.ser#155,FA_20240105_2H_yeast_1.6.ser#156,FA_20240105_2H_yeast_1.6.ser#157,FA_20240105_2H_yeast_1.6.ser#158,FA_20240105_2H_yeast_1.6.ser#159,FA_20240105_2H_yeast_1.6.ser#160,FA_20240105_2H_yeast_1.6.ser#161,FA_20240105_2H_yeast_1.6.ser#162,FA_20240105_2H_yeast_1.6.ser#163,FA_20240105_2H_yeast_1.6.ser#164,FA_20240105_2H_yeast_1.6.ser#165,FA_20240105_2H_yeast_1.6.ser#166,FA_20240105_2H_yeast_1.6.ser#167,FA_20240105_2H_yeast_1.6.ser#168,FA_20240105_2H_yeast_1.6.ser#169,FA_20240105_2H_yeast_1.6.ser#170,FA_20240105_2H_yeast_1.6.ser#171,FA_20240105_2H_yeast_1.6.ser#172,FA_20240105_2H_yeast_1.6.ser#173,FA_20240105_2H_yeast_1.6.ser#174,FA_20240105_2H_yeast_1.6.ser#175,FA_20240105_2H_yeast_1.6.ser#176,FA_20240105_2H_yeast_1.6.ser#177,FA_20240105_2H_yeast_1.6.ser#178,FA_20240105_2H_yeast_1.6.ser#179,FA_20240105_2H_yeast_1.6.ser#180
-1.24585,201.538,-12.0465,-51.7457,255.342,401.609,207.887,-258.228,60.7042,95.5257,543.467,-130.712,-213.914,394.039,340.302,203.833,-107.818,236.564,494.608,392.733,310.417,-54.8602,41.1007,-217.255,192.728,83.6832,602.665,547.186,183.056,-145.83,415.049,99.9091,424.035,51.4911,-270.58,-379.965,508.854,-183.533,32.9354,343.115,60.5976,478.745,91.771,-36.5747,53.414,-221.789,179.967,299.459,312.454,71.3187,-0.213076,149.955,340.627,203.142,-71.318,522.701,-89.9143,123.921,628.049,-73.1897,448.072,22.0876,43.3802,380.086,799.301,198.587,185.804,74.6724,29.5295,48.8373,-485.541,170.706,167.062,672.467,139.312,11.3859,-185.732,-376.286,408.094,-44.609,503.442,-81.9769,-259.46,209.492,581.369,250.222,394.36,362.538,69.7093,-49.3744,336.828,473.334,175.099,-789.783,337.927,-1147.68,232.929,240.891,267.824,162.897,-517.008,6.68153,-239.444,-659.514,86.4732,-166.479,149.846,-86.2209,227.546,-220.741,6.35986,763.038,-43.5179,-204.337,305.283,207.182,-412.602,45.8017,57.1369,686.735,350.763,-8.51847,475.074,350.973,-317.948,303.696,-236.519,322.252,-31.3033,-164.513,247.028,-437.959,403.07,-242.534,462.093,-453.394,-76.9661,-327.515,-355.829,155.533,494.778,225.032,90.7566,-337.75,-227.126,590.977,130.569,176.167,3.91691,-467.188,297.988,462.715,286.512,-512.628,524.568,-290.899,138.249,144.032,-299.032,72.2009,335.855,-287.14,254.365,577.721,-177.672,-588.137,-168.484,488.034,611.096,371.669,287.508,214.915,495.015,552.684,-50.4177,131.388,268.809,-30.9353,-6.27724,-525.347,-43.102
-1.2377,247.153,68.4608,-84.2368,366.379,390.119,244.802,-198.264,-65.9537,125.665,421.774,-92.2023,-122.011,516.614,237.394,174.579,-5.87231,284.481,416.07,456.93,194.51,-106.997,91.6618,-156.571,245.366,-13.1372,634.525,554.221,230.113,-85.6145,323.72,103.735,337.568,6.85719,-218.276,-451.38,550.354,-259.157,-92.9516,361.662,75.7999,464.11,-86.3223,52.3776,23.9737,-240.009,153.516,297.829,377.042,195.164,23.001,114.934,295.418,205.112,119.874,513.279,-129.916,181.875,644.724,-235.377,443.651,90.0458,24.4934,433.619,854.232,224.801,98.5311,76.3221,36.8698,80.4194,-356.492,152.085,212.158,667.541,210.106,36.5708,-254.724,-540.604,291.555,-86.7082,411.435,-21.8432,-279.352,231.587,588.398,182.205,384.557,232.913,-108.997,-90.4814,293.558,431.425,203.226,-802.276,353.367,-963.117,246.248,208.468,76.2242,63.9193,-430.754,-142.519,-85.0843,-638.036,30.1715,-132.295,182.54,-46.3287,47.7495,-83.238,17.0143,799.578,-49.331,-233.984,200.16,239.444,-402.857,3.82308,62.1682,637.377,395.545,12.8534,380.675,404.088,-317.302,201.372,-273.872,398.262,-71.1949,-103.512,348.351,-449.896,283.542,-210.664,467.264,-503.309,-79.629,-275.022,-288.88,24.5923,469.16,300.967,3.971,-308.251,-177.39,629.785,92,41.3281,0.0839098,-471.138,397.981,414.186,219.59,-545.086,687.186,-112.248,218.66,52.5556,-192.013,110.947,359.417,-202.088,220.268,520.573,-160.612,-638.909,-250.575,477.992,521.329,303.862,284.214,213.857,519.468,591.477,-164.077,204.607,275.193,-196.612,32.3754,-630.83,-140.693
-1.22956,289.567,100.704,-95.5489,427.337,339.476,206.366,-129.6,-216.262,110.652,336.169,-79.681,2.57047,616.781,165.968,138.704,111.462,340.819,347.406,478.815,64.2421,-158.766,177.984,-101.717,314.755,-80.3992,598.26,511.576,278.399,21.1605,190.963,119.408,252.634,15.04,-109.562,-545.936,580.285,-301.984,-144.66,367.658,53.394,406.781,-222.989,153.683,-41.7005,-192.341,151.874,293.194,365.325,307.468,-17.8264,85.7615,263.409,117.111,359.873,502.846,-157.879,152.057,659.339,-321.334,439.525,183.145,7.69506,420.353,860.361,234.113,45.9925,92.5813,53.1362,79.6537,-297.647,127.233,244.797,658.176,215.662,61.918,-334.204,-675.046,156.131,-110.625,350.525,16.5815,-214.888,230.315,613.951,150.214,364.425,143.089,-261.116,-119.964,267.944,365.529,236.809,-768.23,334.8,-715.765,229.311,171.529,-78.0168,10.7996,-294.602,-269.357,110.494,-549.478,-11.5085,-112.898,233.372,-40.1646,-90.3137,36.9984,78.379,804.161,-116.176,-310.002,88.6687,239.927,-314.164,-95.4693,63.5001,568.895,493.122,43.1839,305.099,440.999,-270.551,167.631,-307.623,457.642,-150.178,3.97866,428.572,-373.217,110.192,-168.021,432.971,-549.364,-32.2691,-286.85,-219.556,-89.8724,413.986,354.705,-13.8659,-252.078,-143.265,600.411,-11.3438,-60.4145,7.81441,-476.809,480.637,366.132,169.635,-516.031,799.303,66.6026,223.827,-23.8227,-112.814,178.169,372.076,-84.7571,160.159,372.176,-118.383,-675.634,-378.767,432.661,430.954,272.309,250.077,234.047,606.631,619.148,-236.651,286.093,289.432,-319.859,105.088,-705.381,-265.286
-1.22141,316.207,77.7734,-96.0095,406.29,261.549,103.167,-41.5019,-309.062,58.8237,290.595,-73.3455,130.25,674.097,149.18,143.908,195.923,415.381,305.707,449.855,-74.1613,-214.887,243.685,-66.1731,346.161,-126.046,492.121,434.546,330.362,119.861,69.6489,141.46,198.504,51.8498,-5.45521,-587.967,557.845,-301.677,-141.623,369.689,17.9065,334.63,-280.206,227.696,-97.4836,-123.085,165.942,300.856,327.963,383.139,-84.3647,68.9303,249.66,-23.4277,570.393,516.968,-178.156,67.7255,706.556,-316.688,443.87,293.771,-24.5388,357.117,835.731,236.158,49.099,135.329,57.3129,51.6034,-313.037,90.124,213.571,619.573,179.054,81.7788,-446.382,-741.788,51.6362,-131.257,305.386,-2.69723,-92.5989,226.753,642.08,112.648,348.689,121.156,-348.208,-120.997,272.336,295.111,256.335,-674.609,295.647,-465.717,156.222,114.9,-168.439,-11.079,-139.871,-326.047,262.241,-434.868,-35.7407,-90.623,271.802,-20.9112,-167.805,111.388,221.592,765.554,-223.153,-420.015,13.1863,199.857,-167.936,-184.909,76.8314,483.637,583.249,67.9849,282.793,456.481,-219.553,197.385,-356.332,494.118,-216.173,126.999,480.579,-264.485,-53.3917,-139.126,383.079,-531.884,29.1279,-345.739,-151.805,-159.651,317.613,350.363,14.3857,-152.165,-137.371,541.166,-164.669,-100.246,42.5805,-486.991,516.058,345.983,134.712,-453.246,839.98,205.076,175.377,-41.4015,-51.4989,252.582,401.156,22.2682,93.5714,165.284,-98.655,-697.549,-501.359,382.603,341.57,275.892,203.791,201.584,708.298,628.838,-261.27,371.198,294.664,-350.202,154.835,-687.168,-379.118
-1.21327,312.155,46.4213,-56.2016,355.471,163.544,-10.1089,115.679,-334.837,2.06144,276.111,-46.3334,255.681,679.18,171.905,188.96,229.582,464.439,282.278,397.147,-205.71,-283.11,267.807,-33.6982,336.583,-151.34,347.164,368.61,371.53,174.428,-5.19623,116.116,194.634,93.8634,64.7438,-544.758,464.723,-258.202,-131.883,374.458,31.0885,259.31,-260.131,258.807,-149.157,-56.1069,161.709,333.907,329.361,405.404,-150.008,75.6081,242.52,-143.979,700.615,541.132,-206.169,-10.5402,777.794,-264.464,454.566,399.306,-85.8495,260.42,801.971,281.267,98.8366,218.599,28.4991,41.0569,-373.511,62.2699,144.165,497.974,151.12,103.239,-566.92,-743.519,-21.2878,-179.848,269.771,-89.2191,28.4464,252.718,657.755,57.2081,371.126,121.362,-387.23,-79.0213,316.359,215.654,232.635,-540.687,242.437,-270.614,32.9482,20.8091,-208.636,-28.7579,-11.6129,-304.133,344.599,-320.587,-55.1705,-46.7596,293.929,40.3733,-199.094,149.287,407.263,701.051,-353.186,-507.412,21.1298,149.63,-50.9362,-211.5,66.6467,385.114,624.995,71.3162,308.08,449.641,-184.812,264.399,-428.19,507.377,-246.151,221.173,510.25,-170.263,-131.276,-135.2,337.623,-440.186,58.9887,-374.537,-49.4627,-152.04,212.788,295.392,47.21,-42.5198,-142.931,498.828,-306.772,-57.1971,95.1968,-476.813,494.318,350.63,114.322,-394.517,834.23,306.815,113.227,-5.99564,-0.0315715,285.394,464.651,103.573,69.4494,21.9221,-109.609,-666.592,-556.54,353.524,298.954,280.586,167.063,93.749,764.225,633.885,-236.393,449.443,293.029,-294.42,164.961,-565,-421.768
-1.20512,279.026,64.1938,22.0653,309.966,67.6375,-83.5154,357.783,-315.411,-56.9553,262.601,-15.9119,363.936,637.394,215.494,238.772,210.414,471.392,267.15,362.121,-292.53,-342.4,258.659,3.35582,304.615,-156.945,222.92,324.576,395.99,176.104,-36.4355,51.5251,239.293,113.221,97.0271,-431.432,347.859,-177.179,-130.552,398.211,99.2723,180.675,-217.333,238.988,-228.592,10.4343,132.058,390.386,378.834,337.412,-195.251,63.2186,235.183,-214.684,718.557,530.818,-221.24,-69.517,817.994,-204.04,467.449,461.569,-135.329,153.167,746.611,389.541,156.855,335.616,-29.239,62.1826,-435.25,63.8776,99.2168,305.826,132,146.226,-650.062,-690.311,-64.2456,-240.954,254.904,-206.411,103.478,291.625,646.943,13.5976,432.23,99.1032,-406.249,11.4645,389.409,146.424,160.705,-405.723,162.009,-156.025,-107.748,-96.0463,-201.727,-54.7199,79.6831,-224.041,370.179,-204.827,-109.054,19.5208,307.611,113.409,-181.413,157.299,576.542,628.477,-480.83,-537.902,113.009,111.238,-2.00095,-181.397,6.47942,300.144,630.736,46.8643,339.577,423.992,-175.354,360.422,-519.408,533.266,-248.644,277.357,514.26,-96.1267,-93.8783,-126.474,292.614,-278.929,66.9256,-350.113,105.703,-57.3057,118.905,207.678,96.2013,4.84012,-134.965,466.619,-376.175,58.1413,123.399,-436.079,432.952,358.694,111.969,-344.241,812.157,376.949,43.977,59.1139,14.78,270.039,535.692,155.632,107.244,9.09206,-110.507,-529.767,-532.188,345.238,350.78,260.402,136.684,-13.9369,741.665,612.379,-169.142,464.995,279.838,-194.613,188.181,-414.972,-382
-1.19698,252.084,147.877,80.9837,283.726,3.11378,-97.0151,616.67,-261.945,-117.621,212.644,-4.50076,392.541,554.123,273.473,282.777,123.393,418.875,267.857,371.171,-319.892,-363.473,249.192,27.3624,275.48,-144.608,156.122,275.619,420.521,162.228,-38.0544,31.5206,319.025,109.749,113.994,-271.195,276.005,-85.4792,-123.134,429.896,170.705,118.928,-192.728,168.019,-324.59,99.9507,93.4625,462.947,439.375,172.312,-205.403,-1.32241,235.872,-277.711,641.043,454.513,-205.681,-130.638,773.071,-131.037,498.852,467.639,-164.228,65.597,635.626,513.058,193.298,430.707,-93.0459,108.318,-474.201,78.9138,102.125,114.56,107.337,202.997,-668.536,-602.345,-76.8066,-275.456,262.549,-302.032,115.024,288.061,604.659,22.5984,498.966,65.6135,-456.737,144.426,460.414,115.983,68.3589,-309.004,62.3499,-116.794,-205.692,-186.913,-164.395,-87.7891,155.494,-116.328,349.041,-100.531,-216.642,87.6095,304.007,148.876,-133.255,138.8,697.196,534.174,-560.011,-505.32,255.12,87.4034,13.929,-112.175,-68.9439,255.073,631.322,11.6076,343.726,391.635,-167.339,466.392,-599.518,594.954,-190.283,307.835,497.52,0.837847,5.88067,-67.3459,255.044,-95.9421,70.0493,-325.289,285.243,83.8686,11.1103,121.18,171.663,-27.7733,-123.859,417.884,-348.269,188.165,105.909,-371.7,362.462,346.092,144,-285.779,781.611,423.285,-61.4394,124.73,-23.95,254.365,558.665,166.725,175.503,55.41,-73.0331,-288.74,-451.135,340.289,475.399,194.79,129.319,-36.2966,644.156,540.028,-66.5757,375.514,239.549,-93.2383,265.954,-315.866,-297.566
-1.18883,271.04,274.517,84.1748,267.2,-11.4657,-60.3667,805.643,-188.161,-177.326,125.374,-3.08139,305.379,428.612,335.675,328.742,-28.7948,277.957,276.847,381.439,-278.277,-337.574,271.878,15.3618,272.432,-139.521,124.96,188.337,456.028,176.607,-26.8515,91.1758,387.124,104.53,129.318,-97.4958,265.965,-29.7218,-98.7981,446.831,221.505,109.087,-155.554,82.966,-380.632,223.725,56.5727,516.432,480.482,-39.5509,-189.945,-137.506,232.936,-379.648,562.491,335.316,-167.269,-193.491,631.324,-57.5027,567.684,426.919,-220.059,10.444,472.563,600.654,218.042,456.385,-129.609,165.46,-483.497,69.2016,139.707,-24.1599,100.948,235.193,-597.368,-534.289,-67.7573,-268.529,283.96,-335.848,58.2802,232.103,550.475,72.3973,555.847,33.5711,-547.236,277.197,499.391,105.56,-5.92049,-266.116,-32.0639,-137.607,-216.044,-223.609,-146.939,-112.854,203.146,-16.6503,305.184,-9.92685,-336.697,117.925,274.273,125.445,-97.1156,118.99,751.687,415.894,-543.112,-424.045,387.664,68.8814,47.6612,-25.3168,-127.798,213.731,622.624,-20.0812,334.419,384.374,-102.386,554.542,-635.072,640.404,-55.409,316.953,489.635,152.518,93.2456,31.607,232.506,49.3312,72.5053,-346.56,421.308,215.561,-122.875,60.5835,245.133,-79.5927,-131.536,364.287,-261.714,272.649,73.5906,-299.882,311.762,307.752,200.399,-175.637,760.816,463.917,-192.294,162.273,-81.9291,256.554,499.389,123.404,241.661,88.49,2.81889,-6.75019,-363.208,332.242,584.78,97.6729,157.888,28.8768,516.008,430.934,67.1807,225.141,162.763,-23.6793,356.368,-287.02,-215.915
-1.18069,316.394,417.318,54.5789,255.464,40.1883,-33.561,900.546,-117.044,-238.97,29.2112,-0.250568,149.461,281.382,384.367,387.24,-183.994,75.6905,282.381,319.671,-178.185,-258.347,325.05,-36.1669,292.618,-168.198,87.348,66.1932,487.679,219.465,-14.0035,150.091,403.207,112.938,135.457,25.6341,297.173,-25.563,-68.5826,474.917,276.415,141.171,-71.5188,9.25365,-357.986,347.551,19.7489,504.719,478.401,-224.736,-151.538,-336.326,207.517,-491.506,574.386,220.539,-110.847,-219.195,466.884,-16.4337,684.446,375.042,-307.538,-5.2914,326.71,624.613,255.276,411.775,-126.406,198.595,-475.342,31.4421,176.457,-79.5606,126.954,220.134,-450.254,-491,-54.5075,-231.116,275.821,-314.881,-37.2793,162.05,514.854,115.848,606.178,10.6558,-577.009,356.417,507.046,86.6937,-39.6358,-255.855,-105.779,-187.816,-140.352,-223.041,-175.859,-123.537,207.079,57.3853,282.313,80.8642,-419.201,94.1866,240.936,47.2169,-76.1461,130.45,746.132,293.593,-423.041,-323.312,449.457,52.0209,109.018,32.8804,-150.544,150.762,590.769,-33.6951,338.885,411.731,33.0581,599.108,-626.22,619.128,96.0341,312.279,508.411,327.891,141.691,116.881,220.014,148.893,70.5242,-383.087,471.266,324.766,-241.792,27.374,270.428,-122.626,-156.355,336.292,-188.426,293.984,34.5913,-225.168,294.668,252.149,246.727,21.4309,760.402,482.775,-295.096,186.521,-115.609,250.408,387.929,49.6273,279.04,118.55,112.538,245.425,-320.428,322.691,613.893,25.1582,194.353,113.844,398.65,333.437,219.532,101.566,75.4114,12.2352,391.044,-293.359,-175.135
-1.17254,322.453,536.93,31.3733,281.829,140.503,-67.7807,935.668,-67.9376,-287.384,-53.2528,-0.882414,-13.064,155.868,419.427,447.133,-279.423,-94.2161,282.575,203.189,-60.5451,-129.529,376.394,-104.137,328.528,-226.467,36.1191,-44.0175,501.382,263.696,12.9484,127.871,357.518,146.431,123.77,42.3274,363.728,-27.7543,-66.1963,535.339,345.049,176.89,30.183,-48.0027,-273.039,421.774,-7.11128,440.093,419.735,-334.471,-98.3146,-538.117,155.537,-558.513,671.732,152.843,-29.7086,-187.078,370.057,-10.3388,830.428,353.061,-402.49,17.5229,246.72,577.357,308.947,323.55,-109.521,210.935,-476.316,14.2006,191.048,-57.3624,171.484,167.155,-303.97,-434.856,-65.5237,-188.972,206.175,-285.887,-101.861,113.732,490.489,120.063,643.87,5.00809,-470.531,405.877,505.317,58.0737,-25.6853,-225.44,-134.242,-245.644,-23.5868,-201.724,-214.432,-133.407,185.537,101.623,292.512,170.478,-460.933,41.9316,234.778,-54.1646,-25.9491,186.23,716.969,188.128,-241.241,-229.834,423.828,42.9793,156.367,33.4267,-129.129,91.5338,549.111,-13.744,360.204,466.078,198.801,578.85,-592.956,525.939,194.614,297.36,544.919,479.372,176.81,163.822,213.638,221.34,17.8908,-374.831,452.484,396.902,-297.632,9.18953,223.876,-171.679,-197.785,350.861,-177.868,260.926,-25.8143,-135.332,297.394,190.227,257.248,252.432,763.724,446.43,-348.567,208.512,-124.48,216.258,288.656,-25.358,255.028,158.748,227.178,438.898,-342.073,305.36,577.088,-0.527094,224.304,168.52,289.079,303.172,352.047,59.5673,31.8491,41.1203,345.495,-286.709,-162.919
