2H chemical shift (ppm),FA_20240105_2H_yeast_1.6.ser#1,FA_20240105_2H_yeast_1.6.ser#2,FA_20240105_2H_yeast_1.6.ser#3,FA_20240105_2H_yeast_1.6.ser#4,FA_20240105_2H_yeast_1.6.ser#5,FA_20240105_2H_yeast_1.6.ser#6,FA_20240105_2H_yeast_1.6.ser#7,FA_20240105_2H_yeast_1.6.ser#8,FA_20240105_2H_yeast_1.6.ser#9,FA_20240105_2H_yeast_1.6.ser#10,FA_20240105_2H_yeast_1.6.ser#11,FA_20240105_2H_yeast_1.6.ser#12,FA_20240105_2H_yeast_1.6.ser#13,FA_20240105_2H_yeast_1.6.ser#14,FA_20240105_2H_yeast_1.6.ser#15,FA_20240105_2H_yeast_1.6.ser#16,FA_20240105_2H_yeast_1.6.ser#17,FA_20240105_2H_yeast_1.6.ser#18,FA_20240105_2H_yeast_1.6.ser#19,FA_20240105_2H_yeast_1.6.ser#20,FA_20240105_2H_yeast_1.6.ser#21,FA_20240105_2H_yeast_1.6.ser#22,FA_20240105_2H_yeast_1.6.ser#23,FA_20240105_2H_yeast_1.6.ser#24,FA_20240105_2H_yeast_1.6.ser#25,FA_20240105_2H_yeast_1.6.ser#26,FA_20240105_2H_yeast_1.6.ser#27,FA_20240105_2H_yeast_1.6.ser#28,FA_20240105_2H_yeast_1.6.ser#29,FA_20240105_2H_yeast_1.6.ser#30,FA_20240105_2H_yeast_1.6.ser#31,FA_20240105_2H_yeast_1.6.ser#32,FA_20240105_2H_yeast_1.6.ser#33,FA_20240105_2H_yeast_1.6.ser#34,FA_20240105_2H_yeast_1.6.ser#35,FA_20240105_2H_yeast_1.6.ser#36,FA_20240105_2H_yeast_1.6.ser#37,FA_20240105_2H_yeast_1.6.ser#38,FA_20240105_2H_yeast_1.6.ser#39,FA_20240105_2H_yeast_1.6.ser#40,FA_20240105_2H_yeast_1.6.ser#41,FA_20240105_2H_yeast_1.6.ser#42,FA_20240105_2H_yeast_1.6.ser#43,FA_20240105_2H_yeast_1.6.ser#44,FA_20240105_2H_yeast_1.6.ser#45,FA_20240105_2H_yeast_1.6.ser#46,FA_20240105_2H_yeast_1.6.ser#47,FA_20240105_2H_yeast_1.6.ser#48,FA_20240105_2H_yeast_1.6.ser#49,FA_20240105_2H_yeast_1.6.ser#50,FA_20240105_2H_yeast_1.6.ser#51,FA_20240105_2H_yeast_1.6.ser#52,FA_20240105_2H_yeast_1.6.ser#53,FA_20240105_2H_yeast_1.6.ser#54,FA_20240105_2H_yeast_1.6.ser#55,FA_20240105_2H_yeast_1.6.ser#56,FA_20240105_2H_yeast_1.6.ser#57,FA_20240105_2H_yeast_1.6.ser#58,FA_20240105_2H_yeast_1.6.ser#59,FA_20240105_2H_yeast_1.6.ser#60,FA_20240105_2H_yeast_1.6.ser#61,FA_20240105_2H_yeast_1.6.ser#62,FA_20240105_2H_yeast_1.6.ser#63,FA_20240105_2H_yeast_1.6.ser#64,FA_20240105_2H_yeast_1.6.ser#65,FA_20240105_2H_yeast_1.6.ser#66,FA_20240105_2H_yeast_1.6.ser#67,FA_20240105_2H_yeast_1.6.ser#68,FA_20240105_2H_yeast_1.6.ser#69,FA_20240105_2H_yeast_1.6.ser#70,FA_20240105_2H_yeast_1.6.ser#71,FA_20240105_2H_yeast_1.6.ser#72,FA_20240105_2H_yeast_1.6.ser#73,FA_20240105_2H_yeast_1.6.ser#74,FA_20240105_2H_yeast_1.6.ser#75,FA_20240105_2H_yeast_1.6.ser#76,FA_20240105_2H_yeast_1.6.ser#77,FA_20240105_2H_yeast_1.6.ser#78,FA_20240105_2H_yeast_1.6.ser#79,FA_20240105_2H_yeast_1.6.ser#80,FA_20240105_2H_yeast_1.6.ser#81,FA_20240105_2H_yeast_1.6.ser#82,FA_20240105_2H_yeast_1.6.ser#83,FA_20240105_2H_yeast_1.6.ser#84,FA_20240105_2H_yeast_1.6.ser#85,FA_20240105_2H_yeast_1.6.ser#86,FA_20240105_2H_yeast_1.6.ser#87,FA_20240105_2H_yeast_1.6.ser#88,FA_20240105_2H_yeast_1.6.ser#89,FA_20240105_2H_yeast_1.6.ser#90,FA_20240105_2H_yeast_1.6.ser#91,FA_20240105_2H_yeast_1.6.ser#92,FA_20240105_2H_yeast_1.6.ser#93,FA_20240105_2H_yeast_1.6.ser#94,FA_20240105_2H_yeast_1.6.ser#95,FA_20240105_2H_yeast_1.6.ser#96,FA_20240105_2H_yeast_1.6.ser#97,FA_20240105_2H_yeast_1.6.ser#98,FA_20240105_2H_yeast_1.6.ser#99,FA_20240105_2H_yeast_1.6.ser#100,FA_20240105_2H_yeast_1.6.ser#101,FA_20240105_2H_yeast_1.6.ser#102,FA_20240105_2H_yeast_1.6.ser#103,FA_20240105_2H_yeast_1.6.ser#104,FA_20240105_2H_yeast_1.6.ser#105,FA_20240105_2H_yeast_1.6.ser#106,FA_20240105_2H_yeast_1.6.ser#107,FA_20240105_2H_yeast_1.6.ser#108,FA_20240105_2H_yeast_1.6.ser#109,FA_20240105_2H_yeast_1.6.ser#110,FA_20240105_2H_yeast_1.6.ser#111,FA_20240105_2H_yeast_1.6.ser#112,FA_20240105_2H_yeast_1.6.ser#113,FA_20240105_2H_yeast_1.6.ser#114,FA_20240105_2H_yeast_1.6.ser#115,FA_20240105_2H_yeast_1.6.ser#116,FA_20240105_2H_yeast_1.6.ser#117,FA_20240105_2H_yeast_1.6.ser#118,FA_20240105_2H_yeast_1.6.ser#119,FA_20240105_2H_yeast_1.6.ser#120,FA_20240105_2H_yeast_1.6.ser#121,FA_20240105_2H_yeast_1.6.ser#122,FA_20240105_2H_yeast_1.6.ser#123,FA_20240105_2H_yeast_1.6.ser#124,FA_20240105_2H_yeast_1.6.ser#125,FA_20240105_2H_yeast_1.6.ser#126,FA_20240105_2H_yeast_1.6.ser#127,FA_20240105_2H_yeast_1.6.ser#128,FA_20240105_2H_yeast_1.6.ser#129,FA_20240105_2H_yeast_1.6.ser#130,FA_20240105_2H_yeast_1.6.ser#131,FA_20240105_2H_yeast_1.6.ser#132,FA_20240105_2H_yeast_1.6.ser#133,FA_20240105_2H_yeast_1.6.ser#134,FA_20240105_2H_yeast_1.6.ser#135,FA_20240105_2H_yeast_1.6.ser#136,FA_20240105_2H_yeast_1.6.ser#137,FA_20240105_2H_yeast_1.6.ser#138,FA_20240105_2H_yeast_1.6.ser#139,FA_20240105_2H_yeast_1.6.ser#140,FA_20240105_2H_yeast_1.6.ser#141,FA_20240105_2H_yeast_1.6.ser#142,FA_20240105_2H_yeast_1.6.ser#143,FA_20240105_2H_yeast_1.6.ser#144,FA_20240105_2H_yeast_1.6.ser#145,FA_20240105_2H_yeast_1.6.ser#146,FA_20240105_2H_yeast_1.6.ser#147,FA_20240105_2H_yeast_1.6.ser#148,FA_20240105_2H_yeast_1.6.ser#149,FA_20240105_2H_yeast_1.6.ser#150,FA_20240105_2H_yeast_1.6.ser#151,FA_20240105_2H_yeast_1.6.ser#152,FA_20240105_2H_yeast_1.6.ser#153,FA_20240105_2H_yeast_1.6.ser#154,FA_20240105_2H_yeast_1.6.ser#155,FA_20240105_2H_yeast_1.6.ser#156,FA_20240105_2H_yeast_1.6.ser#157,FA_20240105_2H_yeast_1.6.ser#158,FA_20240105_2H_yeast_1.6.ser#159,FA_20240105_2H_yeast_1.6.ser#160,FA_20240105_2H_yeast_1.6.ser#161,FA_20240105_2H_yeast_1.6.ser#162,FA_20240105_2H_yeast_1.6.ser#163,FA_20240105_2H_yeast_1.6.ser#164,FA_20240105_2H_yeast_1.6.ser#165,FA_20240105_2H_yeast_1.6.ser#166,FA_20240105_2H_yeast_1.6.ser#167,FA_20240105_2H_yeast_1.6.ser#168,FA_20240105_2H_yeast_1.6.ser#169,FA_20240105_2H_yeast_1.6.ser#170,FA_20240105_2H_yeast_1.6.ser#171,FA_20240105_2H_yeast_1.6.ser#172,FA_20240105_2H_yeast_1.6.ser#173,FA_20240105_2H_yeast_1.6.ser#174,FA_20240105_2H_yeast_1.6.ser#175,FA_20240105_2H_yeast_1.6.ser#176,FA_20240105_2H_yeast_1.6.ser#177,FA_20240105_2H_yeast_1.6.ser#178,FA_20240105_2H_yeast_1.6.ser#179,FA_20240105_2H_yeast_1.6.ser#180
-0.586098,698.527,501.936,-349.627,90.6761,12.9262,195.138,-188.423,-534.958,246.562,771.738,186.128,-228.93,263.633,99.9826,898.134,-97.5281,-272.773,181.684,360.221,-1.76992,151.165,87.4675,366.956,315.192,355.505,126.797,-46.5303,53.7896,663.877,779.538,-127.09,-62.308,111.49,367.377,263.14,-367.008,-40.5191,-207.145,447.241,179.645,442.186,477.701,18.4854,283.777,609.484,491.21,409.032,406.218,722.226,-315.252,134.394,526.817,-235.947,-58.4843,621.851,-40.0649,53.8938,-1.30505,138.319,146.789,324.227,53.7584,431.492,117.536,42.7105,668.191,193.96,36.4945,401.344,33.3315,-113.218,-75.9919,-383.603,305.517,375.103,-320.238,458.01,101.742,556.092,754.631,637.188,-572.405,-132.665,379.483,248.909,215.473,-510.673,-32.0641,657.659,381.549,137.37,342.45,-284.622,520.496,286.969,-304.556,389.964,171.131,102.101,-0.544383,291.688,23.4688,630.661,-202.869,19.3867,617.034,338.743,236.053,-86.388,416.41,90.8766,481.174,-99.5407,-37.7007,-126.909,-202.3,339.85,274.255,-47.8429,170.76,-776.44,568.7,-822.373,-71.5432,175.115,194.51,-5.57008,-361.453,-351.824,275.323,6.08467,441.574,373.388,695.979,132.776,132.909,195.062,-399.353,-149.394,46.2336,-167.455,482.154,-198.348,71.1383,667.72,-353.978,186.564,-332.228,-409.944,-13.5685,0.507444,-224.729,409.044,497.443,312.916,314.375,-536.555,139.554,239.023,62.1137,-454.49,-357.929,169.373,-98.7068,-43.1521,-97.6689,-634.807,500.878,278.547,164.101,147.427,-12.8358,-320.592,340.066,-72.4449,-5.69141,-83.616,-94.2065,29.3604,659.382
-0.577953,743.484,600.562,-164.09,-91.4261,19.7156,214.456,-126.64,-409.173,213.901,761.17,267.318,-386.267,248.017,46.2255,836.888,-34.8692,-287.543,282.629,370.071,33.53,271.806,199.772,411.917,339.292,310.471,192.943,-137.416,40.5147,700.037,793.656,-107.578,-99.0886,203.63,303.481,232.847,-350.364,86.0555,-189.809,444.017,120.599,530.708,313.498,130.107,235.635,588.105,474.252,402.739,434.818,684.736,-244.776,162.12,475.306,-373.275,-86.9185,653.698,-82.4082,-23.6372,18.195,35.4133,45.3258,328.669,75.1412,497.509,201.412,-66.044,647.998,236.313,4.38828,461.188,30.0635,7.81296,-160.253,-360.073,297.554,424.102,-349.875,449.344,-18.5444,561.364,722.604,729.57,-551.957,-43.3168,469.095,180.996,166.82,-442.907,-142.648,705.106,377.441,102.679,391.517,-267.882,501.182,226.102,-211.857,413.761,239.407,145.508,-122.942,311.519,6.60468,610.297,-333.852,0.456424,678.442,384.274,268.728,-137.496,477.408,104.335,509.432,-121.196,-175.379,-142.23,-176.434,281.497,402.177,51.6798,176.234,-911.55,513.927,-700.937,39.4832,172.894,211.403,41.8392,-399.943,-386.234,243.272,-66.6583,419.008,381.279,720.649,169.394,182.981,334.768,-439.293,-119.631,88.5307,-124.112,457.737,-239.773,62.2107,792.456,-252.339,190.761,-353.717,-282.518,2.71231,18.5878,-163.238,405.92,498.833,371.55,309.173,-500.43,281.105,141.738,27.2827,-395.403,-184.57,228.136,-89.1136,51.5691,-145.717,-553.364,401.395,368.214,218.267,193.637,30.671,-359.783,204.854,-44.1486,-151.575,-69.7367,-95.0228,-76.7979,597.898
-0.569808,813.834,625.985,6.18571,-240.813,78.2049,272.929,-87.9069,-269.259,190.988,727.201,362.082,-516.464,217.444,12.0085,731.251,36.8104,-283.561,359.851,415.511,102.011,312.443,285.148,428.802,401.047,347.801,181.475,-208.91,-6.97494,676.016,767.574,-82.6043,-130.405,279.047,237.036,216.138,-324.979,232.042,-168.174,423.313,2.70835,572.426,186.28,294.607,211.566,569.021,512.407,420.441,412.102,639.513,-110.254,212.878,439.004,-443.421,-59.4013,678.306,-132.123,-122.688,92.1006,-74.8706,-43.5069,334.401,63.8432,551.417,268.653,-159.422,604.322,288.771,-8.74166,504.326,80.1761,123.961,-245.729,-311.286,293.816,415.522,-347.398,424.467,-78.716,544.495,662.733,735.864,-525.149,47.5342,573.799,96.2514,122.215,-412.671,-200.912,724.908,367.674,101.137,412.679,-235.437,461.294,112.436,-116.717,437.815,273.52,141.233,-232.852,331.2,-13.5715,578.776,-450.672,20.4842,795.935,418.856,332.206,-174.118,459.842,110.085,513.856,-125.138,-289.054,-91.0323,-222.493,235.341,430.292,156.06,202.833,-997.173,497.525,-535.644,116.841,145.858,249.583,29.335,-363.399,-358.844,175.426,-147.017,428.17,343.033,712.946,234.677,258.089,461.715,-443.501,-48.8924,76.0715,-38.0716,395.813,-196.922,79.1989,855.932,-158.746,160.996,-318.033,-184.828,48.6453,11.7144,-105.893,373.972,492.135,400.885,299.616,-428.732,407.065,61.2057,-31.8053,-366.083,-74.1703,310.898,-15.5461,103.083,-197.784,-446.726,307.513,470.824,227.415,279.675,67.0079,-398.796,34.3737,12.548,-255.349,-42.0778,-52.4393,-172.116,547.705
-0.561663,864.822,613.394,106.457,-334.576,124.094,344.928,-110.691,-145.502,171.052,699.516,438.338,-562.821,188.679,-40.7427,638.388,98.8456,-244.622,404.522,464.574,185.3,304.2,333.464,434.721,441.373,446.199,108.634,-232.425,-62.3378,621.885,703.776,-56.096,-168.205,318.325,166.351,259.493,-316.856,316.587,-162.217,400.167,-146.266,551.533,131.839,440.27,237.718,553.341,559.686,431.177,334.15,579.956,48.1685,307.439,431.088,-411.134,-15.3106,686.339,-172.479,-218.399,209.153,-193.032,-67.7723,338.125,34.3121,588.441,296.748,-220.677,557.369,364.07,5.14925,519.961,139.82,179.263,-347.158,-263.286,291,353.259,-302.317,403.427,-64.9997,500.029,610.89,657.309,-531.15,128.137,653.909,25.1468,113.751,-413.215,-215.618,708.41,354.895,139.07,419.542,-172.695,406.149,-6.74864,-28.0169,473.409,297.906,128.526,-270.406,372.21,-27.6657,574.183,-494.972,95.9306,919.104,483.327,386.118,-229.48,409.847,98.353,454.662,-137.414,-317.549,-3.16487,-298.572,170.558,377.203,235.754,208.741,-977.291,529.484,-386.285,146.683,90.3346,279.444,1.57375,-288.514,-304.009,61.9018,-208.786,498.384,283.492,658.985,305.942,354.486,531.695,-359.805,46.4633,5.87408,70.3719,344.225,-89.0097,104.72,871.849,-77.8876,127.398,-274.94,-106.305,94.1246,-48.6495,-46.0035,332.049,500.313,423.539,276.751,-316.563,442.891,2.80374,-63.3648,-334.819,-53.6679,422.89,63.1254,104.11,-198.867,-377.665,197.349,548.389,185.884,356.557,104.406,-383.756,-115.531,67.8588,-275.604,10.7303,22.3873,-251.375,512.661
-0.553518,847.996,599.3,137.132,-374.194,96.0398,384.214,-182.392,-34.2481,165.092,687.969,469.46,-531.286,170.339,-106.515,606.7,147.599,-177.398,414.641,491.489,248.723,303.224,344.47,433.824,432.339,539.8,19.0519,-209.861,-100.757,577.024,649.172,-43.0456,-202.352,321.194,56.7856,370.054,-320.518,312.222,-172.358,391.131,-270.34,505.887,146.298,530.239,282.987,501.506,600.955,412.639,255.479,526.427,161.629,399.496,439.905,-309.92,18.078,682.311,-200.36,-257.608,343.609,-307.8,-33.4206,321.024,21.9175,599.172,301.928,-233.52,499.231,474.525,89.3266,558.453,178.219,157.608,-413.815,-225.201,284.898,257.915,-208.88,370.165,8.14223,429.554,607.649,533.204,-564.699,182.555,694.759,-13.4371,131.26,-414.93,-199.494,659.872,387.92,173.854,418.593,-69.2325,356.961,-106.696,79.3515,509.788,322.442,140.968,-245.871,409.841,-6.69783,592.076,-458.204,221.508,980.632,529.431,380.026,-297.288,362.859,94.5947,330.616,-152.824,-244.007,87.6773,-361.951,70.4754,302.311,283.975,200.943,-829.757,582.69,-266.397,122.422,38.3638,281.362,8.15705,-194.052,-234.632,-59.2374,-240.197,619.706,225.758,586.32,335.158,433.386,521.27,-195.809,126.684,-75.0915,156.641,342.368,51.6271,141.544,870.74,-12.8889,134.747,-256.142,-21.661,108.348,-137.866,-1.22293,315.568,523.129,443.292,225.162,-164.311,382.653,-39.2411,-40.6374,-262.473,-85.186,523.687,114.949,96.1848,-129.863,-377.332,56.4935,624.955,120.696,378.405,105.22,-309.173,-203.768,110.341,-195.373,98.6998,123.326,-327.108,500.253
-0.545373,745.089,585.721,125.467,-368.07,-6.3715,359.486,-238.097,67.2874,182.97,686.333,472.576,-473.426,168.793,-127.378,601.781,195.365,-93.3672,389.607,489.847,248.073,350.904,311.67,419.415,397.786,596.464,-62.3351,-158.709,-125.615,576.434,614.554,-61.6785,-209.415,320.38,-98.7888,507.363,-322.535,232.869,-165.847,375.193,-343.528,493.783,196.857,559.663,290.278,399.62,647.221,362.883,227.124,508.167,194.755,443.098,438.308,-216.085,13.3351,679.427,-206.465,-222.184,468.927,-426.666,29.2833,291.225,31.0868,608.3,286.651,-204.351,428.374,605.643,261.187,646.011,202.159,79.2477,-381.362,-189.738,285.567,190.393,-108.567,277.492,77.0872,354.33,637.268,407.059,-580.075,189.495,686.279,-17.4476,143.252,-373.977,-163.892,583.89,473.816,158.862,405.526,42.7749,345.092,-174.635,207.485,515.985,356.873,182.23,-205.837,412.642,55.9655,579.278,-383.67,382.068,953.491,498.313,300.343,-341.125,314.741,129.227,200,-137.816,-108.668,135.096,-395.792,-40.5663,253.902,290.615,212.621,-605.02,614.888,-151.866,79.1514,12.7666,248.684,61.5208,-98.6797,-189.481,-149.178,-235.473,742.047,188.022,512.385,306.205,446.91,437.924,-41.306,186.426,-116.226,162.473,377.996,158.673,164.27,865.494,34.898,230.192,-236.757,91.0719,69.0058,-205.777,32.2519,350.243,534.295,445.24,142.671,-15.4431,287.786,-84.1166,15.2412,-147.337,-90.5836,588.071,129.694,108.656,-25.8038,-438.902,-89.4726,717.42,97.9139,360.021,27.0922,-231.538,-245.203,145.991,-63.7323,200.044,229.968,-400.999,525.939
-0.537228,550.759,559.595,79.2933,-334.428,-99.7469,304.617,-226.979,138.633,199.722,691.683,462.85,-421.102,180.192,-65.2774,543.542,245.709,1.06843,346.111,433.021,183.819,430.118,236.694,410.439,364.175,607.096,-132.618,-76.7397,-138.604,621.979,572.231,-129.805,-214.586,337.699,-255.627,610.206,-313.254,89.4649,-116.71,335.469,-361.168,543.697,225.219,517.595,237.392,269.579,661.448,296.841,242.868,524.773,174.381,468.715,416.223,-180.258,-36.469,679.634,-188.744,-135.878,555.548,-546.119,99.4196,281.905,49.4831,665.801,236.631,-162.801,368.353,744.765,474.132,739.186,216.631,-24.1529,-254.152,-140.78,293.696,191.725,-51.9031,110.824,73.6468,299.686,662.792,285.464,-549.681,150.964,597.668,33.8562,147.698,-298.649,-123.143,493.156,572.361,103.597,359.952,109.003,357.764,-194.462,325.896,473.791,426.553,215.9,-181.9,376.396,132.704,539.077,-317.243,542.091,838.139,398.478,179.64,-336.017,263.565,150.706,101.717,-80.7102,30.9098,109.154,-395.307,-134.38,241.954,231.086,230.784,-393.481,599.872,-51.7064,47.6614,25.2021,186.796,152.968,-26.7898,-212.235,-180.566,-208.143,793.928,187.88,435.091,241.06,389.388,317.177,19.4538,254.937,-101.053,105.11,414.833,164.981,141.716,858.079,75.3916,390.783,-207.939,237.801,-38.6381,-237.832,84.0091,417.449,492.489,423.796,68.8939,82.5214,219.493,-113.562,90.7895,-19.3575,-39.0193,639.638,99.7578,134.674,75.3443,-499.746,-215.275,790.804,112.101,351.758,-103.874,-178.073,-257.204,185.191,54.408,278.133,303.938,-478.525,567.835
-0.529083,304.192,510.321,12.2993,-301.902,-114.048,276.375,-180.125,164.369,171.224,702.082,420.137,-380.282,184.282,52.9843,433.383,282.228,106.121,285.455,314.136,97.5929,486.351,147.703,447.191,334.124,579.081,-175.831,22.6106,-102.527,665.107,527.148,-250.256,-257.81,361.048,-349.966,655.275,-279.043,-87.9967,-42.931,260.825,-313.525,636.341,202.363,408.511,164.752,129.206,617.517,241.277,267.179,535.459,135.395,542.866,390.271,-200.552,-94.9817,674.072,-177.314,-12.2006,588.655,-630.751,167.967,320.338,75.9294,764.916,164.446,-117.175,332.641,852.326,668.892,782.514,210.276,-123.257,-81.5313,-79.0807,300.037,241.004,-46.299,-66.5425,7.91177,262.469,680.014,160.952,-467.073,100.047,443.794,146.488,144.292,-242.36,-92.5189,427.657,649.499,65.3277,301.894,131.928,330.197,-160.618,419.318,419.54,543.599,196.968,-158.087,304.987,182.383,521.62,-276.205,648.376,683.029,277.768,55.8954,-309.827,239.331,115.761,30.6254,-5.66515,128.355,45.7244,-360.79,-218.392,239.977,93.7604,204.565,-243.979,537.366,24.0709,45.899,72.1966,117.398,244.167,7.2731,-289.304,-153.096,-160.981,748.982,222.609,374.292,163.152,305.321,203.29,-15.3624,334.476,-50.1363,57.1938,443.178,88.4386,111.517,863.959,108.015,512.106,-196.467,380.884,-195.788,-244.777,174.776,454.222,390.329,398.15,72.8397,153.978,192.105,-98.8876,189.949,104.563,8.50319,698.475,33.7574,152.737,148.665,-480.982,-300.598,797.583,118.495,374.028,-227.762,-139.126,-235.415,213.762,113.415,311.81,316.696,-553.021,590.17
-0.520938,90.7927,444.401,-46.7162,-274.429,-50.813,298.711,-153.793,142.432,105.632,714.376,341.565,-329.86,148.093,160.535,318.741,292.01,216.599,190.471,148.521,28.0823,469.334,79.2543,526.333,305.127,529.051,-184.671,116.875,-16.5747,651.362,511.549,-386.557,-354.121,382.068,-373.963,656.368,-232.806,-232.851,22.3171,147.549,-223.703,742.398,167.244,283.112,148.603,20.8174,552.047,183.848,280.282,489.577,98.16,674.958,380.551,-222.662,-131.482,653.051,-188.788,124.227,601.612,-645.899,251.485,401.703,91.8464,841.518,98.1406,-51.3106,330.823,893.936,809.695,743.193,178.951,-210.895,82.203,-26.63,287.864,319.148,-69.3303,-178.612,-34.9263,232.051,722.239,50.9503,-345.931,78.2663,283.151,283.535,141.605,-240.239,-76.7489,423.338,694.413,87.6209,302.044,143.173,239.238,-99.2616,483.56,398.199,693.161,134.167,-120.125,205.769,211.109,517.148,-266.436,674.356,545.405,193.815,-49.6033,-296.009,269.788,65.3516,-26.1273,62.7203,173.221,-8.99699,-308.805,-296.531,217.314,-62.2589,103.713,-156.626,430.574,82.8612,73.6315,102.904,61.6752,260.837,6.6563,-363.673,-77.6698,-84.5636,646.426,247.03,364.794,96.3211,242.182,126.925,-74.1998,403.704,12.9677,54.2033,466.916,3.80425,135.468,871.921,114.3,514.078,-229.486,477.507,-350.764,-247.952,283.894,421.125,255.98,385.711,175.959,237.655,199.882,-61.5718,299.246,209.004,-9.39877,744.681,-42.21,155.736,190.048,-375.729,-325.662,736.017,115.173,398.1,-298.745,-101.792,-182.602,210.547,122.36,284.761,250.599,-597.393,595.112
-0.512793,-37.3988,368.928,-89.0126,-204.439,32.3773,360.662,-129.294,68.8888,50.1161,708.372,254.097,-265.227,100.473,225.074,220.985,265.921,322.123,78.7348,-31.8098,-23.2847,370.628,56.5554,586.712,290.152,467.937,-193.677,194.356,71.2146,586.505,529.572,-497.607,-501.136,412.105,-369.888,626.673,-220.913,-313.335,74.6961,20.9957,-152.224,821.23,171.274,195.19,193.883,-10.5769,519.206,75.9824,286.833,395.943,54.1028,807.176,394.273,-195.369,-148.839,587.093,-221.616,231.27,615.616,-587.539,340.135,494.979,116.267,844.091,47.5881,37.7118,345.538,888.441,858.265,627.956,105.06,-277.395,178.298,1.09143,252.071,418.598,-94.065,-200.389,-3.69305,217.678,809.415,-24.9611,-240.579,114.56,144.066,408.628,164.313,-277.546,-68.1495,459.972,715.942,148.218,371.331,123.218,123.654,-42.6276,504.673,398.349,827.722,94.2349,-72.625,91.1085,273.478,498.488,-287.793,634.922,444.573,183.794,-138.45,-270.287,318.213,47.7493,-74.1617,126.858,198.876,-53.8155,-267.522,-354.204,195.455,-164.689,-27.3912,-94.5936,295.3,106.603,107.812,67.0454,27.6736,169.909,-17.9455,-406.202,48.8063,-17.7195,521.226,220.821,415.399,60.2396,200.431,89.2495,-90.014,429.443,73.4382,94.4646,475.911,-43.2356,215.557,819.271,92.4833,422.87,-297.779,526.091,-453.03,-239.113,358.67,344.118,136.341,403.489,322.869,336.235,226.332,-29.0239,384.73,271.669,-72.9002,746.605,-94.164,144.423,215.395,-236.133,-283.614,628.716,104.448,369.367,-303.392,-60.3204,-113.705,179.443,123.976,224.139,133.315,-595.175,600.759
-0.504648,-85.4203,322.033,-107.928,-82.1989,67.2953,445.793,-67.1274,-34.7404,16.6022,673.594,175.011,-218.687,141.965,267.281,147.254,204.12,418.703,-35.9649,-168.486,-71.2737,234.841,90.4208,609.878,286.048,392.267,-242.487,258.865,131.336,515.623,547.321,-582.546,-640.851,438.409,-341.632,573.695,-276.25,-335.495,140.796,-75.3243,-117.668,829.391,195.376,139.22,256.004,27.005,522.426,-56.0223,272.918,320.509,-12.4477,855.102,430.091,-118.319,-166.873,477.082,-267.676,295.316,614.148,-492.179,378.693,568.115,196.743,771.15,-9.03495,116.874,336.072,898.399,803.908,514.665,-30.2642,-288.857,197.074,25.8947,219.917,504.568,-108.05,-170.223,62.4561,254.727,892.618,-66.0294,-210.543,191.063,36.5619,476.316,209.552,-328.067,-55.2588,507.416,714.233,188.475,431.562,53.2592,13.0933,15.0585,481.498,380.944,874.752,104.27,-1.82495,-23.4146,380.401,468.659,-301.923,542.594,376.446,239.806,-200.522,-211.579,317.393,64.9963,-98.3754,181.59,230.678,-104.158,-263.797,-394.923,215.714,-194.555,-116.654,-36.9456,161.968,85.2527,142.867,-17.758,16.7502,34.1037,-44.347,-437.196,206.055,-4.96956,387.215,160.559,487.48,50.6168,155.298,72.5897,-61.2579,396.441,109.883,146.519,454.948,-39.0784,315.215,675.636,58.6052,349.983,-348.043,541.805,-483.204,-223.861,382.93,250.483,57.8874,456.348,463.504,425.377,247.659,4.55258,406.911,307.938,-121.808,689.904,-94.7904,110.46,224.521,-116.772,-215.675,482.905,80.3682,268.069,-241.773,-27.0066,-63.609,145.887,139.712,179.628,12.787,-536.942,596.682
-0.496503,-73.2216,354.287,-74.6526,40.8725,63.2243,548.58,14.4072,-110.64,-27.0814,626.911,106.723,-216.199,300.19,300.628,87.9817,129.071,496.501,-149.773,-223.774,-96.3709,126.83,136.265,647.49,268.086,310.6,-323.657,324.054,155.63,485.491,557.681,-640.331,-694.649,421.518,-281.311,518.652,-365.465,-335.334,215.24,-97.9684,-105.754,757.974,199.658,85.3335,313.293,85.2052,524.781,-122.317,236.645,317.315,-94.357,774.446,494.42,-14.9104,-195.609,372.408,-298.082,325.74,590.448,-397.768,328.431,617.116,317.599,658.862,-80.5658,145.129,292.76,971.752,716.391,475.813,-177.128,-248.74,193.06,97.7245,229.445,528.367,-96.4241,-145.714,97.6347,348.546,900.328,-74.7873,-255.656,252.697,-12.6733,471.318,234.617,-397.55,-20.1226,563.749,700.601,192.955,406.282,-32.0524,-83.1296,69.3343,430.104,346.738,805.284,122.403,94.3311,-107.481,476.998,424.6,-283.021,398.273,322.83,310.545,-220.27,-130.018,263.743,82.4752,-91.8239,185.423,235.473,-137.64,-304.993,-429.557,266.408,-169.863,-140.914,-27.0592,49.1871,73.8241,187.505,-82.239,8.14944,-43.2838,-45.0159,-470.183,349.276,-8.76894,267.751,96.3652,527.813,43.4159,119.245,40.2234,-30.6157,344.086,107.645,159.674,393.733,-3.24665,393.75,477.502,10.1755,383.345,-340.367,520.943,-463.559,-242.474,395.486,157.41,3.42801,497.676,583.467,467.565,250.52,50.8928,371.084,338.649,-126.918,573.673,-38.5231,54.7072,222.051,-40.9098,-190.435,302.293,37.9203,112.421,-128.683,-15.8085,-48.0521,124.239,192.654,172.543,-93.6227,-430.362,555.516
