,FA_20240108_2H_yeast_1.7.ser#1,FA_20240108_2H_yeast_1.7.ser#2,FA_20240108_2H_yeast_1.7.ser#3,FA_20240108_2H_yeast_1.7.ser#4,FA_20240108_2H_yeast_1.7.ser#5,FA_20240108_2H_yeast_1.7.ser#6,FA_20240108_2H_yeast_1.7.ser#7,FA_20240108_2H_yeast_1.7.ser#8,FA_20240108_2H_yeast_1.7.ser#9,FA_20240108_2H_yeast_1.7.ser#10,FA_20240108_2H_yeast_1.7.ser#11,FA_20240108_2H_yeast_1.7.ser#12,FA_20240108_2H_yeast_1.7.ser#13,FA_20240108_2H_yeast_1.7.ser#14,FA_20240108_2H_yeast_1.7.ser#15,FA_20240108_2H_yeast_1.7.ser#16,FA_20240108_2H_yeast_1.7.ser#17,FA_20240108_2H_yeast_1.7.ser#18,FA_20240108_2H_yeast_1.7.ser#19,FA_20240108_2H_yeast_1.7.ser#20,FA_20240108_2H_yeast_1.7.ser#21,FA_20240108_2H_yeast_1.7.ser#22,FA_20240108_2H_yeast_1.7.ser#23,FA_20240108_2H_yeast_1.7.ser#24,FA_20240108_2H_yeast_1.7.ser#25,FA_20240108_2H_yeast_1.7.ser#26,FA_20240108_2H_yeast_1.7.ser#27,FA_20240108_2H_yeast_1.7.ser#28,FA_20240108_2H_yeast_1.7.ser#29,FA_20240108_2H_yeast_1.7.ser#30,FA_20240108_2H_yeast_1.7.ser#31,FA_20240108_2H_yeast_1.7.ser#32,FA_20240108_2H_yeast_1.7.ser#33,FA_20240108_2H_yeast_1.7.ser#34,FA_20240108_2H_yeast_1.7.ser#35,FA_20240108_2H_yeast_1.7.ser#36,FA_20240108_2H_yeast_1.7.ser#37,FA_20240108_2H_yeast_1.7.ser#38,FA_20240108_2H_yeast_1.7.ser#39,FA_20240108_2H_yeast_1.7.ser#40
3.47826,470.205,-180.923,222.258,123.423,-535.941,-224.259,-94.0035,1.64307,311.237,-112.430,-271.387,-669.418,-314.388,142.254,-141.031,-183.926,-308.554,-80.0961,-328.180,-172.132,-40.7087,399.211,-575.721,-51.4379,24.7250,-120.071,186.185,150.598,-221.281,39.7886,-813.053,254.936,-612.478,-299.976,-496.581,161.877,-358.334,695.721,377.313,123.973
3.48641,478.233,-206.546,164.282,118.297,-601.058,-59.6680,-28.7466,-50.8771,424.183,-258.091,-311.667,-632.902,-293.132,84.3806,-184.805,-267.063,-301.560,-205.214,-153.002,-210.748,48.4797,333.469,-744.620,-81.0958,-68.6722,-15.1816,143.084,278.444,-274.644,42.8280,-713.260,355.562,-582.264,-167.625,-525.199,183.105,-404.648,526.585,328.377,182.824
3.49455,486.261,-232.170,106.306,113.171,-666.175,104.923,36.5104,-103.397,537.129,-403.751,-351.947,-596.385,-271.876,26.5070,-228.580,-350.200,-294.566,-330.332,22.1769,-249.363,137.668,267.726,-778.153,-110.754,-162.070,89.7074,99.9832,406.291,-328.008,45.8676,-613.468,456.189,-552.049,-35.2755,-553.818,204.333,-450.961,357.449,279.441,241.675
3.50270,519.569,-277.101,-17.9757,152.661,-630.653,161.334,114.615,-41.7677,625.355,-412.398,-366.819,-571.154,-196.152,-126.582,-257.070,-296.748,-278.357,-358.562,142.918,-266.054,97.2789,148.910,-746.118,-68.9167,-202.561,128.797,47.4215,390.418,-364.464,81.7853,-591.205,488.611,-482.304,-64.5262,-485.430,303.306,-431.598,286.731,139.507,201.197
3.51084,552.877,-322.032,-250.513,192.151,-595.131,217.745,192.719,19.8619,713.582,-269.860,-381.692,-545.923,-120.428,-279.671,-285.561,-243.297,-262.147,-386.791,263.660,-282.746,56.8898,30.0944,-714.083,-27.0797,-243.052,167.887,-5.14026,374.545,-400.920,117.703,-568.943,521.033,-412.559,-93.7771,-417.043,402.279,-412.234,216.013,-0.426636,160.718
3.51899,586.185,-366.964,-508.761,200.147,-528.643,222.946,215.267,50.5356,708.134,-28.7802,-287.499,-536.169,-75.8289,-317.585,-282.155,-189.846,-245.938,-380.824,228.867,-267.549,-36.6594,-58.0284,-673.588,30.7189,-190.064,239.537,-86.0840,285.171,-471.191,153.621,-546.680,459.017,-394.657,-123.028,-348.656,443.928,-315.846,198.138,-87.9875,173.931
3.52713,619.493,-411.895,-658.753,208.144,-462.155,228.147,237.815,81.2094,702.686,212.299,-193.307,-526.416,-31.2294,-355.500,-278.749,-136.394,-229.728,-374.858,194.074,-252.352,-130.209,-146.151,-633.093,88.5176,-137.077,311.187,-167.028,195.797,-541.462,189.538,-524.418,397.001,-376.755,-152.279,-280.268,485.578,-219.458,180.262,-175.549,187.145
3.53528,610.098,-406.304,-659.219,195.801,-402.764,196.861,218.349,-24.8386,625.030,335.940,-179.673,-492.318,-10.9459,-241.266,-227.001,-101.132,-212.202,-412.349,138.544,-230.844,-280.240,-123.012,-555.936,173.917,-58.7726,412.006,-223.644,178.940,-561.363,171.002,-481.676,319.574,-357.557,-92.6840,-283.109,341.283,-169.491,214.569,-156.400,250.022
3.54342,600.704,-400.712,-551.429,183.457,-343.372,165.575,198.882,-130.887,547.375,459.580,-166.040,-458.220,9.33765,-127.032,-175.253,-65.8694,-194.676,-449.840,83.0133,-209.336,-430.272,-99.8718,-478.779,259.316,19.5318,512.825,-215.387,162.082,-581.264,152.465,-438.934,242.147,-338.359,-33.0894,-285.949,196.988,-119.524,248.875,-137.251,312.900
3.55157,514.786,-456.907,-421.987,265.595,-314.946,83.0792,212.750,-236.935,469.719,464.431,-221.812,-372.531,-1.50317,-127.973,-123.505,-85.5168,-177.150,-521.527,79.3275,-219.716,-463.352,-25.5769,-480.585,270.227,66.6767,537.669,-85.4927,218.725,-601.165,133.928,-396.191,217.185,-319.161,-51.8466,-364.767,69.8906,-102.568,283.181,-86.6782,322.087
3.55971,428.869,-513.101,-292.546,347.733,-286.521,0.583496,226.617,-342.983,392.064,469.282,-277.584,-286.843,-12.3440,-128.913,-71.7570,-105.164,-159.624,-593.213,75.6417,-230.097,-496.431,48.7180,-482.392,281.138,113.822,562.514,44.4016,275.368,-621.067,115.391,-353.449,192.223,-299.963,-70.6038,-443.584,-57.2070,-85.6114,317.487,-36.1057,331.273
3.56786,365.498,-596.327,-305.867,356.385,-189.067,-12.7791,288.402,-347.779,407.432,486.957,-270.768,-201.476,-131.472,-225.397,-26.6539,-157.071,-166.453,-629.279,95.2860,-244.463,-439.139,81.4493,-585.018,209.581,200.565,518.167,151.658,251.948,-769.885,110.554,-300.467,97.0890,-281.412,-116.644,-462.705,-53.1764,-141.209,279.135,5.30164,280.056
3.57600,302.127,-679.552,-319.187,365.038,-91.6129,-26.1416,350.187,-352.576,422.801,504.632,-263.951,-116.110,-250.600,-321.880,18.4491,-208.978,-173.283,-665.345,114.930,-258.830,-381.846,114.181,-687.645,138.024,287.309,473.820,194.041,228.528,-918.704,105.716,-247.485,1.95483,-262.862,-162.685,-481.827,-49.1459,-196.807,240.783,46.7090,228.839
3.58415,271.552,-659.802,-332.508,279.209,5.84094,32.1896,411.971,-243.867,438.169,522.307,-207.559,-102.971,-338.603,-324.129,31.6561,-260.885,-180.112,-576.026,103.468,-273.196,-377.714,146.912,-733.868,82.4280,389.632,429.473,153.981,131.608,-988.623,100.879,-276.422,-93.1793,-213.207,-242.305,-424.971,-27.9181,-268.910,202.431,56.6926,177.623
3.59229,240.977,-640.051,-345.828,193.381,103.295,90.5208,473.756,-135.159,453.537,539.982,-151.168,-89.8315,-426.606,-326.379,44.8632,-312.792,-186.942,-486.707,92.0051,-287.563,-373.582,179.643,-780.092,26.8325,491.955,385.126,113.921,34.6871,-1058.54,96.0410,-305.359,-188.314,-163.551,-321.925,-368.116,-6.69043,-341.012,164.080,66.6761,126.406
3.60044,208.182,-518.009,-222.646,131.665,203.329,103.083,453.769,-46.4432,499.643,487.801,-155.196,-39.6115,-481.216,-268.260,33.8158,-348.055,-220.924,-317.687,59.1567,-255.425,-337.221,229.000,-699.586,46.3896,394.176,309.576,116.772,-71.5851,-912.364,-8.80103,-380.649,-174.255,-127.990,-238.195,-291.419,-3.73462,-312.193,85.0228,-54.4362,85.5920
3.60858,175.386,-395.966,-99.4631,69.9491,303.364,115.646,433.782,42.2727,545.748,435.620,-159.224,10.6086,-535.825,-210.141,22.7684,-383.317,-254.906,-148.666,26.3082,-223.287,-300.861,278.357,-619.080,65.9468,296.397,234.025,119.623,-177.857,-766.187,-113.643,-455.939,-160.195,-92.4286,-154.465,-214.721,-0.778931,-283.373,5.96606,-175.549,44.7781
3.61673,109.795,-335.709,-8.75708,123.710,451.137,76.9982,380.460,79.3955,591.854,286.247,-163.252,133.055,-590.435,-225.315,11.7211,-418.580,-257.293,54.5504,-37.6471,-191.149,-317.660,215.172,-504.733,138.710,183.038,158.474,138.692,-189.629,-586.195,-218.485,-496.121,-114.657,15.7125,7.61694,-138.024,-55.1470,-221.543,-20.2487,-244.288,3.96411
3.62487,44.2037,-275.452,81.9489,177.470,598.910,38.3507,327.139,116.518,637.959,136.875,-167.280,255.502,-645.044,-240.489,0.673706,-453.842,-259.679,257.767,-101.602,-159.012,-334.459,151.988,-390.385,211.472,69.6791,82.9240,157.761,-201.400,-406.204,-323.327,-536.303,-69.1191,123.854,169.699,-61.3268,-109.515,-159.713,-46.4633,-313.027,-36.8499
3.63302,-60.3322,-282.773,33.9530,223.358,654.431,118.126,285.624,216.198,624.217,-1.02332,-214.066,273.478,-731.427,-266.133,57.4056,-519.305,-215.987,302.827,-157.781,-187.994,-395.116,45.3210,-337.728,245.328,25.7800,132.189,127.837,-188.890,-341.745,-300.766,-485.058,-45.8787,174.968,168.081,-13.1207,-162.092,-169.749,-48.8989,-330.703,-76.3216
3.64116,-164.868,-290.094,-14.0430,269.245,648.020,197.901,244.109,315.877,610.475,-138.922,-260.853,291.454,-817.809,-291.777,114.137,-584.768,-172.295,347.888,-213.960,-216.976,-455.772,-61.3455,-285.071,279.185,-18.1193,181.453,97.9136,-176.381,-277.286,-278.205,-433.814,-22.6382,226.082,166.463,35.0854,-214.668,-179.786,-51.3347,-348.379,-115.793
3.64931,-192.881,-266.522,-62.0389,367.621,537.100,226.467,169.260,322.689,523.875,-136.433,-218.404,175.295,-790.069,-265.070,170.869,-617.285,-128.604,335.955,-176.818,-245.958,-395.490,-137.319,-249.334,259.835,-113.951,230.718,143.675,-90.3704,-314.271,-222.766,-382.569,0.602173,183.878,164.845,83.2915,-232.851,-112.798,-53.7704,-292.733,-80.0968
3.65745,-220.894,-242.950,-110.035,465.998,302.315,255.032,94.4105,329.501,437.275,-133.944,-175.955,59.1359,-762.328,-238.362,227.601,-649.802,-84.9118,324.022,-139.676,-274.940,-228.887,-213.292,-213.598,240.486,-209.782,279.983,189.437,-4.35999,-351.255,-167.327,-331.324,23.8427,141.675,163.228,131.498,-251.033,-45.8097,-56.2061,-237.087,-44.4003
3.66560,-171.017,-230.319,-108.301,549.940,63.0150,253.672,58.4508,296.651,288.875,-112.894,-128.549,-90.5570,-636.027,-222.125,217.883,-602.013,-76.6013,391.523,-45.5048,-260.407,15.9607,-269.763,-182.444,150.307,-145.922,289.225,228.442,96.5801,-388.944,-140.656,-241.314,50.6901,175.454,223.872,260.429,-300.744,103.189,-18.3496,-178.822,-10.7172
3.67374,-121.141,-217.689,-106.567,633.882,-52.4217,252.312,22.4911,263.801,140.476,-91.8447,-81.1433,-240.250,-509.726,-205.887,208.165,-554.224,-68.2909,459.024,48.6663,-245.875,260.808,-326.233,-151.291,60.1275,-82.0611,298.468,267.446,197.520,-426.633,-113.985,-151.304,77.5376,209.233,284.516,389.360,-350.454,252.187,19.5068,-120.557,22.9658
3.68189,-71.2640,-266.844,-104.834,602.347,-125.280,250.951,19.8652,230.950,57.1285,-103.192,-202.292,-317.716,-352.301,-221.061,38.9657,-473.490,-133.705,446.735,111.730,-231.342,394.020,-382.704,-153.979,-30.0517,54.5051,307.710,209.140,298.460,-385.422,-164.031,-119.808,30.9337,191.169,345.160,420.607,-365.770,258.140,-16.6157,-9.91919,-61.4725
3.69003,-21.3875,-315.999,-103.100,570.813,-136.207,249.591,17.2394,198.100,98.6803,-114.540,-323.441,-395.182,-194.876,-236.235,-130.233,-392.755,-199.119,434.446,174.795,-216.810,378.383,-439.174,-156.667,-120.231,191.071,316.953,150.834,399.400,-344.210,-214.076,-88.3109,-15.6702,173.105,405.804,451.854,-381.087,264.093,-52.7383,100.719,-145.911
3.69818,11.4081,-363.223,-37.7661,481.540,-123.909,239.269,-60.3876,165.250,252.121,-80.6661,-440.872,-417.189,-108.777,-363.966,-221.685,-298.293,-209.240,342.366,221.009,-371.021,249.782,-464.952,-137.146,-161.528,225.395,269.214,108.409,437.996,-267.776,-306.588,-161.407,-59.6508,167.353,458.053,377.277,-197.203,181.330,-146.327,250.636,-214.242
3.70632,44.2037,-410.447,27.5676,392.267,-111.612,228.947,-138.015,132.399,405.562,-46.7926,-558.302,-439.196,-22.6783,-491.697,-313.137,-203.831,-219.361,250.287,267.224,-525.232,121.180,-490.729,-117.625,-202.824,259.719,221.476,65.9838,476.592,-191.341,-399.101,-234.503,-103.631,161.602,510.302,302.699,-13.3185,98.5680,-239.915,400.553,-282.573
3.71447,44.2037,-395.885,168.680,355.483,-64.4774,218.625,-267.031,99.5491,522.574,-45.3162,-527.008,-430.248,32.2959,-588.017,-330.165,-109.368,-229.481,192.403,344.546,-753.851,100.228,-444.889,-19.1411,-169.633,242.111,119.470,39.7769,420.688,-171.263,-392.979,-307.599,-32.1885,155.851,417.041,228.122,113.242,15.8054,-301.798,456.200,-297.212
3.72261,44.2037,-381.324,309.792,318.700,-17.3431,208.303,-396.048,66.6987,514.686,-43.8397,-495.714,-421.300,87.2703,-684.336,-347.193,-14.9061,-239.602,134.519,421.867,-982.469,79.2751,-399.050,79.3433,-136.442,224.503,17.4636,13.5699,364.783,-151.186,-386.857,-380.695,39.2544,150.099,323.779,153.544,239.802,-66.9570,-363.681,511.846,-311.851
3.73076,64.4020,-386.030,382.188,401.801,-42.3013,213.184,-504.079,-24.5968,374.540,-142.423,-314.843,-322.392,79.8539,-602.577,-421.368,72.5636,-182.622,66.0826,388.776,-1084.90,111.171,-319.320,151.433,-83.3196,175.086,14.4111,-43.7854,343.209,-166.596,-404.217,-369.220,170.786,68.0820,282.286,38.2229,260.761,-173.682,-384.539,528.785,-295.996
3.73890,84.6003,-390.737,454.584,484.902,-67.2595,218.065,-545.442,-115.892,234.395,-241.006,-133.972,-223.483,72.4375,-520.818,-495.543,160.033,-125.641,-2.35376,355.684,-1187.34,143.067,-239.589,223.522,-30.1972,125.669,11.3585,-101.141,321.634,-182.007,-421.576,-357.746,302.318,-13.9352,240.793,-77.0987,281.720,-280.407,-405.398,545.725,-280.140
3.74705,72.0031,-395.443,407.899,452.527,-123.184,253.672,-513.193,-114.320,138.484,-339.589,69.2083,-72.9840,13.1472,-369.692,-516.558,247.503,-100.257,-13.7969,374.437,-1130.33,79.2751,-159.859,216.648,38.8868,91.8315,84.2806,-104.435,268.560,-141.059,-384.139,-346.272,433.850,-147.795,277.651,-238.549,268.285,-310.108,-360.203,489.342,-189.116
3.75519,59.4059,-400.149,361.214,420.152,-179.108,289.279,-414.277,-112.748,42.5732,-438.172,272.388,77.5150,-46.1432,-218.566,-537.573,334.973,-74.8734,-25.2401,393.190,-1073.32,15.4832,-80.1291,209.774,107.971,57.9943,157.203,-107.730,215.485,-100.112,-346.701,-334.798,565.382,-281.656,314.510,-399.999,254.849,-339.809,-188.188,432.959,-98.0919
3.76334,32.4604,-328.911,325.354,363.500,-196.970,253.832,-248.693,-80.8655,-5.84973,-506.383,389.432,153.208,-78.1996,-72.6757,-410.404,342.137,-21.8427,33.1334,494.247,-1042.88,4.85107,-20.2216,188.095,288.454,60.1851,147.367,-60.3417,144.692,13.3954,-199.670,-384.763,625.430,-346.176,245.034,-494.291,241.056,-288.359,-8.24561,260.047,61.3889
3.77148,5.51514,-257.672,289.494,306.848,-214.831,218.385,-16.4417,-48.9827,-54.2726,-574.594,387.495,228.901,-110.256,10.3923,-283.235,349.301,31.1881,91.5071,595.304,-1012.45,-5.78088,39.6859,166.415,468.937,62.3760,137.531,-12.9537,73.8983,126.903,-52.6385,-434.728,685.478,-410.696,175.558,-458.338,227.262,-236.909,171.696,87.1343,220.870
3.77963,33.2291,-83.4579,351.065,386.669,-201.727,90.7607,175.531,-130.604,-102.695,-545.614,402.910,129.186,-48.9395,-28.2582,-156.066,356.465,84.2189,115.685,603.040,-1056.42,-16.4129,48.4382,161.656,625.478,-8.13849,73.4271,-19.6270,55.6052,231.957,94.3928,-484.693,745.526,-278.213,162.047,-376.256,230.666,-185.459,222.175,-41.2611,348.135
3.78777,60.9431,90.7566,412.635,466.490,-188.623,-36.8636,234.169,-212.226,-151.118,-516.634,418.324,29.4714,12.3772,-129.731,-28.8966,363.629,137.250,139.862,610.776,-1100.39,-27.0449,57.1906,156.897,654.325,-78.6530,9.32349,-26.3000,37.3121,337.011,241.424,-534.658,805.574,-145.730,148.537,-294.175,234.070,-134.010,272.654,-43.9615,475.401
3.79592,84.5576,181.625,474.543,468.889,-140.360,-19.3402,185.861,-221.940,-70.0883,-457.957,500.820,-67.0189,-28.1089,-261.961,-84.4656,343.338,203.939,100.279,516.767,-1059.66,-64.7553,80.0106,90.8000,602.366,-151.115,-98.8724,-70.4781,84.9725,378.662,291.191,-460.647,855.129,-22.4811,205.683,-236.683,192.331,-76.0263,389.185,-8.69165,471.794
3.80406,108.172,272.493,536.452,471.288,-92.0967,-1.81689,70.8859,-231.654,10.9418,-399.279,583.316,-163.509,-68.5949,-289.487,-140.035,323.047,270.629,60.6951,422.758,-1018.92,-102.466,102.831,24.7031,550.408,-223.577,-207.068,-114.656,132.633,285.056,340.958,-386.637,904.684,100.767,262.829,-179.192,150.592,-18.0431,505.716,26.5781,468.186
3.81221,131.787,219.195,500.930,473.687,-43.8335,46.4323,40.6338,-189.775,177.840,-416.195,665.812,-208.409,-57.2069,-201.838,-227.500,379.630,368.915,78.1047,297.642,-946.303,-140.176,217.730,-58.3145,458.545,-181.788,-260.997,-142.616,180.293,98.4600,390.725,-312.627,954.240,68.4871,241.623,-154.262,143.247,-37.0844,661.879,-24.5673,389.411
3.82035,155.401,165.897,465.409,476.086,4.42969,94.6815,10.3816,-147.896,344.739,-433.110,748.308,-253.309,-45.8190,-114.189,-314.965,436.213,467.200,95.5144,234.740,-873.682,-177.886,332.629,-141.332,366.683,-139.998,-314.925,-170.576,227.954,-88.1361,440.491,-238.617,1003.79,36.2068,220.418,-129.333,135.903,-56.1255,691.221,-75.7126,310.635
3.82850,278.086,36.0104,387.939,422.715,18.5015,63.5555,77.3530,-165.994,490.170,-459.475,763.258,-289.180,0.583984,-40.2828,-276.174,482.500,537.181,34.5583,234.052,-820.991,-232.874,385.503,-167.242,277.480,-13.8186,-296.949,-191.440,278.896,-237.395,424.502,-239.943,1062.53,-33.0117,204.109,-75.2332,205.229,-146.002,550.808,-88.8877,324.478
3.83664,400.770,-93.8761,310.469,369.344,32.5732,32.4296,144.324,-184.092,510.702,-485.840,778.208,-325.052,46.9868,33.6235,-237.384,528.788,607.162,-26.3977,295.577,-768.300,-287.861,438.377,-193.152,188.278,112.361,-278.973,-212.304,329.837,-386.655,408.512,-241.268,1121.27,-102.230,187.800,-21.1338,274.555,-235.878,410.394,-102.063,338.320
3.84479,425.068,-120.787,287.126,292.352,98.2548,1.30371,177.962,-202.190,445.365,-415.014,763.413,-391.877,62.2654,107.530,-198.594,454.273,592.886,-121.550,357.102,-641.202,-276.399,399.171,-162.659,67.1523,207.381,-315.264,-200.731,380.779,-366.841,315.807,-242.594,1110.49,-171.449,137.912,32.9656,263.627,-270.736,262.054,-146.662,448.807
3.85293,449.366,-147.697,263.784,215.361,163.936,-29.8223,211.600,-220.288,380.029,-344.187,748.618,-458.703,77.5438,181.436,-159.804,379.759,515.418,-216.702,356.413,-514.105,-137.352,359.965,-132.167,-53.9734,302.401,-351.556,-189.159,431.721,-347.028,223.102,-243.920,973.791,-240.667,88.0238,87.0649,252.700,-305.595,113.714,-191.260,559.294
3.86108,423.915,-115.075,293.216,199.717,233.811,1.78381,153.743,-237.257,306.561,-242.145,656.517,-472.649,102.387,262.868,-57.8855,273.156,367.351,-290.838,264.510,-442.314,17.1444,398.771,-108.196,-111.918,282.521,-448.050,-205.757,406.045,-302.030,150.346,-270.571,792.827,-305.511,5.60571,206.542,164.027,-286.812,48.7661,-268.674,645.788
3.86922,398.464,-82.4523,322.648,310.047,303.686,33.3898,95.8862,-254.226,233.093,-140.103,564.416,-486.594,127.229,344.301,44.0325,166.554,156.092,-364.973,110.394,-370.523,171.641,437.577,-84.2245,-169.862,262.641,-544.545,-222.356,380.369,-257.032,77.5898,-297.222,548.905,-370.356,-76.8125,326.018,75.3542,-268.028,-16.1823,-346.088,732.282
3.87737,405.809,-18.9370,319.603,457.120,318.080,64.9958,71.3633,-240.240,211.667,-92.0557,521.890,-407.677,100.198,310.558,92.7903,-16.9224,-103.878,-404.913,-51.4993,-394.398,238.423,476.383,-116.656,-195.883,170.055,-565.065,-238.954,354.693,-290.935,59.6310,-265.359,308.917,-383.357,-159.231,438.711,3.87866,-304.263,-104.910,-308.281,765.084
3.88551,413.154,44.5784,316.558,604.193,229.255,96.6018,46.8405,-226.253,190.241,-44.0085,479.364,-328.760,73.1670,276.815,141.548,-200.399,-300.655,-444.853,-88.9653,-418.273,305.205,515.189,-149.088,-221.903,77.4689,-585.585,-255.553,329.017,-324.838,41.6721,-233.497,68.9299,-396.358,-241.649,421.158,-67.5969,-340.497,-193.637,-270.474,797.886
3.89366,414.350,53.3876,318.926,673.844,132.688,51.3932,174.056,-216.136,242.323,-39.8323,440.556,-387.525,-32.9720,192.357,85.3147,-355.047,-353.275,-414.263,-14.3170,-430.854,314.840,577.655,-220.296,-208.020,-43.6797,-470.436,-309.318,416.873,-263.637,67.5509,-135.076,-49.0757,-368.533,-238.020,295.068,25.0168,-360.226,-232.825,-110.901,705.855
3.90180,415.545,62.1969,321.294,617.520,36.1215,6.18457,301.271,-206.019,294.405,-35.6561,401.748,-446.289,-139.111,107.898,29.0812,-509.696,-279.509,-383.674,60.3313,-443.435,324.476,640.120,-291.504,-194.137,-164.828,-355.287,-363.084,504.729,-202.436,93.4297,-36.6547,-41.1650,-340.708,-234.391,103.854,117.631,-379.954,-145.191,48.6730,613.825
3.90995,383.945,-31.9698,323.662,516.580,26.0011,-39.0240,350.708,-195.902,346.487,-128.671,313.365,-474.100,-214.126,39.1451,-27.1523,-587.471,-114.904,-353.085,111.649,-456.016,282.280,569.582,-366.943,-105.766,-254.818,-272.698,-370.897,498.085,-62.3350,119.308,-43.5575,38.8855,-240.303,-107.637,-58.8677,227.442,-278.645,29.6315,176.823,489.579
3.91809,352.345,-126.137,326.031,415.641,15.8806,-84.2327,400.144,-185.785,398.569,-221.686,224.982,-501.910,-289.140,-29.6079,-83.3859,-665.245,49.7015,-322.495,162.968,-468.597,176.292,499.043,-374.698,-17.3947,-344.807,-190.110,-248.964,491.440,77.7662,145.187,-50.4602,181.894,-139.897,19.1161,-221.590,337.252,-177.336,204.454,304.973,365.333
3.92624,330.653,-163.667,374.407,331.104,91.2391,-98.0753,333.607,-188.727,436.339,-265.768,212.666,-460.718,-272.727,-98.0337,-115.033,-656.880,191.268,-302.592,174.754,-516.388,85.5879,361.364,-267.533,84.9428,-388.057,-106.843,-69.5911,369.459,130.513,112.587,-161.224,392.452,-26.2073,112.990,-263.394,311.636,-81.1842,272.272,317.902,197.464
3.93438,308.960,-201.196,422.784,246.568,166.598,-111.918,267.069,-191.670,474.110,-309.850,200.350,-419.527,-256.314,-166.460,-146.680,-648.515,332.834,-282.689,186.541,-564.180,122.468,223.685,-160.368,187.280,-431.307,-23.5762,109.782,247.478,183.260,79.9872,-271.988,603.010,87.4827,206.863,-305.198,286.019,14.9673,340.089,330.832,29.5934
3.94253,287.267,-135.750,471.160,130.537,190.346,-125.761,217.199,-225.568,397.390,-353.932,158.288,-362.858,-208.776,-182.533,-210.223,-541.312,474.400,-205.793,105.007,-558.823,179.282,219.009,-53.2030,342.823,-360.305,-16.2839,178.329,125.496,236.007,47.3873,-347.644,771.595,66.3810,222.385,-271.026,203.079,-9.91943,355.065,312.338,-41.6318
3.95067,265.574,-70.3043,519.537,14.5072,214.095,-139.603,167.328,-259.466,320.669,-398.014,116.227,-306.189,-161.239,-198.607,-273.766,-434.109,615.966,-128.896,23.4729,-553.467,236.097,214.333,53.9620,498.366,-289.304,-8.99182,246.877,3.51501,288.755,14.7874,-423.299,877.222,45.2793,237.907,-236.853,120.139,-34.8063,370.040,293.844,-112.857
3.95882,180.339,-36.3947,452.892,-143.515,215.909,-116.319,161.556,-282.401,269.970,-396.200,-31.1810,-216.631,-130.560,-75.6205,-321.361,-337.888,636.413,-3.55591,-155.270,-468.389,198.553,198.147,112.480,574.101,-117.034,-43.7570,232.982,19.3472,275.986,-60.2802,-475.550,917.924,104.534,240.137,-189.113,95.9551,-94.0789,506.552,283.205,-48.5110
3.96696,95.1052,-2.48499,386.247,-301.536,217.724,-93.0343,155.783,-305.336,219.270,-394.386,-178.589,-127.073,-99.8813,47.3660,-368.956,-241.667,656.860,121.785,-334.012,-383.311,161.009,181.961,103.314,649.836,55.2354,-78.5221,219.086,35.1793,263.218,-135.348,-527.801,832.709,163.789,242.367,-141.374,71.7716,-153.352,643.065,272.567,15.8350
3.97511,86.3938,0.531982,352.079,-407.069,219.538,22.4277,50.0089,-297.315,283.061,-392.572,-348.306,-109.742,-121.077,138.941,-384.654,-258.011,582.519,190.132,-419.435,-298.234,78.2783,73.6962,8.13489,672.365,154.800,-37.3126,151.130,145.512,149.006,-133.700,-474.727,698.963,223.044,244.597,-126.195,64.7852,-245.635,726.735,91.7169,112.396
3.98325,77.6825,3.54883,317.911,-512.601,221.352,137.890,-55.7651,-289.294,346.853,-390.758,-518.023,-92.4110,-142.272,230.516,-400.353,-274.355,508.177,258.479,-504.857,-213.156,-4.45190,-34.5690,-87.0446,694.894,254.364,3.89673,83.1736,255.845,34.7936,-132.051,-421.654,565.218,282.299,246.826,-111.017,57.7988,-337.918,810.405,-89.1332,208.957
3.99140,82.9777,-44.4799,286.386,-478.360,218.812,330.807,-149.538,-291.672,302.048,-450.237,-632.820,18.5084,-190.539,273.952,-399.606,-299.580,382.615,246.012,-494.326,-202.941,-41.6016,-130.565,-192.888,614.234,236.350,35.6517,2.18762,269.954,-40.0121,-89.8406,-336.535,476.683,285.985,219.150,31.9480,47.1403,-432.823,752.444,-267.406,247.883
3.99954,88.2728,-92.5085,254.861,-444.119,216.272,523.723,-243.311,-294.050,257.244,-509.716,-628.637,129.428,-238.806,317.388,-398.858,-193.020,257.052,233.545,-483.795,-192.727,48.8328,-226.561,-298.731,533.573,218.336,67.4067,-78.7984,284.064,-114.818,-47.6298,-251.417,388.148,289.670,191.473,174.913,36.4816,-527.728,694.482,-319.983,286.810
4.00769,60.7723,-140.537,147.557,-357.388,213.732,583.495,-303.750,-244.835,212.440,-515.200,-562.485,224.870,-235.200,329.413,-398.111,-39.7872,131.490,221.078,-421.419,-256.920,184.453,-210.015,-370.732,420.990,86.0703,66.6012,-127.348,298.173,-155.809,71.2968,-248.217,299.613,293.356,107.830,317.878,-8.57141,-523.602,541.405,-244.247,207.615
4.01583,33.2719,-188.566,40.2538,-270.658,211.192,643.266,-364.190,-195.620,167.635,-520.684,-496.334,320.313,-231.593,341.438,-397.363,113.446,5.92749,208.610,-359.044,-321.112,320.073,-193.470,-442.734,308.406,-46.1953,65.7957,-175.897,312.283,-196.800,190.223,-245.017,211.078,297.042,24.1880,460.842,-53.6243,-519.475,388.328,-168.511,128.419
