,FA_20240108_2H_yeast_1.7.ser#1,FA_20240108_2H_yeast_1.7.ser#2,FA_20240108_2H_yeast_1.7.ser#3,FA_20240108_2H_yeast_1.7.ser#4,FA_20240108_2H_yeast_1.7.ser#5,FA_20240108_2H_yeast_1.7.ser#6,FA_20240108_2H_yeast_1.7.ser#7,FA_20240108_2H_yeast_1.7.ser#8,FA_20240108_2H_yeast_1.7.ser#9,FA_20240108_2H_yeast_1.7.ser#10,FA_20240108_2H_yeast_1.7.ser#11,FA_20240108_2H_yeast_1.7.ser#12,FA_20240108_2H_yeast_1.7.ser#13,FA_20240108_2H_yeast_1.7.ser#14,FA_20240108_2H_yeast_1.7.ser#15,FA_20240108_2H_yeast_1.7.ser#16,FA_20240108_2H_yeast_1.7.ser#17,FA_20240108_2H_yeast_1.7.ser#18,FA_20240108_2H_yeast_1.7.ser#19,FA_20240108_2H_yeast_1.7.ser#20,FA_20240108_2H_yeast_1.7.ser#21,FA_20240108_2H_yeast_1.7.ser#22,FA_20240108_2H_yeast_1.7.ser#23,FA_20240108_2H_yeast_1.7.ser#24,FA_20240108_2H_yeast_1.7.ser#25,FA_20240108_2H_yeast_1.7.ser#26,FA_20240108_2H_yeast_1.7.ser#27,FA_20240108_2H_yeast_1.7.ser#28,FA_20240108_2H_yeast_1.7.ser#29,FA_20240108_2H_yeast_1.7.ser#30,FA_20240108_2H_yeast_1.7.ser#31,FA_20240108_2H_yeast_1.7.ser#32,FA_20240108_2H_yeast_1.7.ser#33,FA_20240108_2H_yeast_1.7.ser#34,FA_20240108_2H_yeast_1.7.ser#35,FA_20240108_2H_yeast_1.7.ser#36,FA_20240108_2H_yeast_1.7.ser#37,FA_20240108_2H_yeast_1.7.ser#38,FA_20240108_2H_yeast_1.7.ser#39,FA_20240108_2H_yeast_1.7.ser#40
9.21237,562.186,894.613,705.008,818.743,1035.90,673.832,610.998,827.858,787.253,1543.28,835.684,604.060,654.318,129.166,1308.75,573.659,990.349,572.120,615.515,950.446,882.573,691.755,375.854,415.233,841.322,99.2889,666.104,368.146,701.397,597.690,894.849,1080.61,1116.57,1220.59,348.658,655.668,1078.78,625.210,596.625,517.432
9.22052,485.022,749.320,681.370,852.902,979.976,648.627,612.430,696.376,740.090,1597.10,766.434,556.984,606.172,49.0430,1373.20,528.187,979.488,445.399,725.300,948.287,827.046,586.207,324.232,324.950,820.935,170.049,721.052,461.047,770.875,627.615,844.359,1088.44,1037.30,1175.44,407.549,785.856,978.718,599.325,611.518,502.541
9.22866,407.859,604.028,657.731,887.061,924.052,623.422,613.862,564.895,692.928,1650.93,697.184,509.907,558.027,-31.0803,1437.66,482.715,968.627,318.678,835.086,946.128,771.518,480.660,272.610,234.666,800.547,240.809,776.000,553.948,840.353,657.539,793.868,1096.26,958.040,1130.30,466.439,916.044,878.655,573.441,626.412,487.650
9.23681,446.163,538.863,680.778,955.338,914.577,668.631,603.489,541.758,656.824,1575.84,612.442,470.570,513.123,-10.4258,1391.81,502.448,917.612,214.755,944.871,956.592,738.584,361.684,272.456,178.302,750.948,232.202,789.726,465.067,860.519,790.208,668.042,1008.34,887.201,1053.67,548.394,1022.59,825.013,592.142,628.212,458.665
9.24495,484.467,473.699,703.824,1023.62,905.102,713.840,593.115,518.622,620.720,1500.76,527.699,431.232,468.220,135.874,1345.96,522.181,866.597,110.831,1054.66,967.055,705.650,304.094,272.302,121.937,701.348,223.596,803.453,376.185,880.684,922.876,542.215,920.424,816.363,977.047,630.348,1129.13,771.371,610.843,630.012,429.679
9.25310,522.771,423.981,726.871,1039.40,844.017,666.871,506.352,547.079,553.392,1317.68,492.532,391.894,475.190,305.732,1161.89,574.861,815.582,86.6982,1102.23,1051.93,747.139,364.162,272.148,65.5727,558.270,214.989,741.494,213.803,867.035,1022.67,416.389,832.504,745.524,978.774,679.741,1132.49,662.711,661.250,631.813,454.386
9.26124,561.076,374.262,749.917,1055.19,782.932,619.902,352.921,575.536,486.063,1134.60,457.365,352.557,482.161,475.590,977.824,627.540,764.568,62.5652,1149.80,1136.80,788.629,485.615,271.994,9.20813,415.192,206.383,679.535,51.4216,853.386,1122.46,290.563,744.584,674.685,980.501,729.135,1135.84,554.052,711.656,633.613,479.093
9.26939,498.943,407.247,717.145,1003.40,681.849,499.479,218.935,554.979,471.427,1011.59,436.141,320.474,436.933,519.148,817.015,608.150,746.136,101.303,1125.76,1167.36,886.601,596.838,306.033,46.9507,313.985,276.464,577.705,-25.1550,868.796,1099.81,256.163,669.780,693.114,885.688,733.417,1181.84,455.708,670.249,606.608,587.021
9.27753,436.811,440.231,684.372,951.607,580.766,379.056,218.284,534.422,456.790,888.588,414.916,288.391,391.706,562.707,656.205,588.760,727.705,140.040,1101.72,1197.92,984.574,585.288,340.073,84.6934,212.777,346.546,475.876,-101.732,884.207,1077.16,221.764,594.976,711.542,790.874,737.699,1227.83,357.365,628.843,579.603,694.949
9.28568,451.202,524.704,651.599,826.329,448.718,412.262,312.078,544.822,442.153,830.374,324.287,225.354,346.478,574.854,569.820,569.370,740.870,258.568,1077.68,1132.81,986.858,497.005,374.113,154.359,111.570,340.652,449.733,-20.8074,933.431,977.802,269.283,520.172,698.865,696.060,741.981,1308.22,380.059,534.594,552.599,802.878
9.29382,465.593,609.177,618.827,701.052,316.669,445.468,472.541,555.221,427.517,772.161,233.658,162.317,301.250,587.001,483.435,549.980,754.035,377.097,1053.64,1067.70,989.142,408.723,408.153,224.025,10.3625,334.759,423.589,60.1169,982.656,878.439,316.802,445.368,686.188,601.246,746.263,1388.61,402.754,440.345,525.594,910.806
9.30197,399.361,647.632,617.178,548.218,178.814,533.725,548.280,620.115,407.026,726.096,218.630,204.395,289.092,565.120,413.662,589.618,750.744,484.226,987.481,1038.47,819.985,351.133,387.905,285.045,-24.6311,371.602,424.476,199.448,1029.77,795.516,320.436,446.639,566.585,528.119,699.668,1365.81,450.894,409.506,476.330,950.949
9.31011,333.129,686.087,615.529,395.383,40.9598,621.982,624.019,685.010,386.534,680.032,203.603,246.474,276.934,543.238,343.889,629.256,747.453,591.356,921.318,1009.24,650.828,354.930,367.658,346.065,-59.6246,408.445,425.363,338.779,1076.88,712.593,324.071,447.909,446.981,454.992,653.073,1343.02,499.035,378.668,427.067,991.092
9.31826,212.238,611.268,538.101,316.034,-53.0265,648.787,626.145,657.037,418.084,698.761,317.470,288.552,337.400,521.357,391.069,635.948,775.758,641.492,855.155,1011.90,393.958,455.921,313.568,439.009,-94.6182,420.867,372.189,404.609,1090.18,662.548,292.597,449.180,475.130,348.286,552.209,1262.90,547.175,294.988,377.804,848.683
9.32640,91.3474,536.450,460.673,236.685,-23.1492,614.141,628.272,629.063,449.634,717.491,431.338,330.631,397.866,499.475,438.248,642.640,804.063,691.628,788.992,1014.56,137.087,618.299,259.479,531.952,-129.612,303.047,319.015,470.440,1103.47,612.503,261.123,450.450,503.280,241.580,451.345,1182.78,595.315,211.307,328.541,706.275
9.33455,82.8495,478.043,302.561,204.904,56.3218,497.078,648.889,593.996,471.264,728.585,574.331,271.947,455.413,546.960,384.590,536.424,784.254,649.417,660.130,961.990,-21.1890,712.097,200.278,643.684,-116.568,161.315,231.884,480.981,1036.02,567.937,262.197,453.853,553.948,145.367,414.078,1057.07,650.074,95.1783,282.142,538.195
9.34269,74.3517,419.636,144.449,173.124,135.793,318.564,669.505,558.929,492.894,739.679,717.323,213.262,512.961,594.445,330.931,430.207,764.444,607.207,531.267,909.423,-51.8806,683.122,141.078,755.415,-103.524,19.5835,144.752,491.522,968.567,523.372,263.272,457.255,480.193,49.1539,376.810,931.360,704.834,-20.9504,235.742,370.115
9.35084,65.8539,453.908,105.418,214.828,223.005,147.732,634.566,539.340,462.482,750.774,731.421,154.578,622.383,641.930,277.273,323.991,670.910,508.003,371.298,782.450,-16.1222,594.040,81.8770,835.224,-17.7744,32.5144,154.931,502.063,901.114,511.685,264.346,460.657,300.160,53.6793,372.104,840.045,638.555,-97.4477,252.191,255.727
9.35898,57.3561,488.180,66.3872,256.532,310.218,79.3186,599.626,519.751,432.070,761.868,745.519,95.8940,731.804,689.415,223.614,217.775,577.376,408.799,211.329,655.477,19.6362,504.958,22.6761,915.032,67.9750,45.4453,165.110,512.604,833.661,499.998,265.420,464.059,120.128,58.2047,367.398,748.730,572.276,-173.945,268.639,141.339
9.36713,41.3427,486.410,167.411,378.939,398.721,124.207,500.796,436.637,389.949,677.121,741.646,148.129,839.929,635.468,299.534,191.864,549.009,291.072,112.925,495.286,98.5872,475.984,-17.4886,857.171,130.355,118.071,219.889,481.801,854.971,422.554,326.470,466.805,8.78662,60.6313,334.201,683.211,455.794,-218.737,296.871,133.327
9.37527,25.3292,484.640,268.435,501.346,487.224,230.547,401.967,353.524,347.828,592.374,737.773,200.365,948.054,581.521,375.453,165.953,520.643,173.346,14.5216,335.096,177.538,447.009,-57.6536,799.310,192.735,190.696,274.668,450.998,876.281,345.110,387.521,469.551,-102.554,63.0580,301.003,617.691,339.312,-136.708,325.104,125.315
9.38342,63.9750,410.787,401.936,550.268,503.473,359.932,247.581,301.367,357.749,572.421,733.900,283.554,962.806,527.574,483.268,194.953,492.276,112.612,61.2831,291.830,256.489,489.652,-41.4158,666.961,223.955,339.296,275.386,420.195,897.591,267.667,390.058,503.776,-162.052,65.4846,322.075,552.172,299.854,66.8583,353.336,170.995
9.39156,102.621,336.934,535.437,599.190,519.722,489.317,93.1952,249.209,367.669,552.468,730.027,366.744,977.557,473.626,591.084,223.952,463.909,51.8789,108.045,248.565,335.440,532.294,-25.1780,534.612,255.175,487.896,276.104,389.392,918.902,190.223,392.595,538.002,-221.550,67.9113,343.147,486.653,260.396,270.424,381.568,216.675
9.39971,155.615,251.496,444.984,481.786,565.646,527.164,-25.0790,277.344,312.213,502.143,736.844,408.661,954.700,453.054,595.901,290.702,448.378,64.1681,184.617,326.708,344.618,601.154,17.8511,490.718,235.437,601.900,186.945,419.621,806.891,191.208,315.408,450.573,-231.635,129.452,467.329,482.398,289.023,453.844,346.953,303.630
9.40785,208.609,166.058,354.532,364.382,611.571,565.011,-143.353,305.478,256.756,451.818,743.660,450.578,931.843,432.481,600.719,357.452,432.848,76.4573,261.189,404.852,353.797,670.014,60.8801,446.823,215.699,715.904,97.7870,449.850,694.881,192.193,238.221,363.145,-241.720,190.992,591.512,478.144,317.649,510.443,312.338,390.585
9.41600,294.398,57.4503,264.080,246.978,657.496,602.858,-117.181,405.843,170.075,336.699,681.072,386.735,857.113,548.024,552.377,391.256,469.977,122.942,275.548,429.848,309.815,687.718,137.751,402.929,195.960,688.813,41.0651,480.079,639.228,193.177,161.033,338.675,-179.225,218.953,734.689,473.889,291.258,458.716,277.723,493.648
9.42414,380.188,-51.1572,173.628,129.574,703.420,640.706,-91.0087,506.207,83.3932,221.580,618.483,199.075,782.382,663.566,504.034,425.060,507.107,169.427,289.906,454.844,265.834,705.423,214.621,359.034,176.222,661.721,-15.6569,510.307,583.575,194.162,83.8461,314.205,-116.730,246.914,747.620,469.635,264.867,406.988,243.107,596.711
9.43229,432.498,-117.287,152.865,128.302,665.479,681.754,-54.4197,544.660,58.5109,208.376,534.206,44.9485,633.730,742.463,424.460,509.655,473.803,137.547,208.352,552.254,317.540,647.673,210.413,251.958,121.429,595.964,-109.546,506.411,604.004,171.515,45.4238,337.609,26.1217,324.544,643.873,414.505,117.437,336.766,255.628,524.940
9.44043,484.809,-59.8458,132.102,127.031,627.538,722.801,-17.8306,583.113,33.6285,195.173,449.929,-109.178,485.079,821.359,344.886,594.251,440.500,105.666,126.798,649.664,369.246,589.924,206.205,144.882,66.6362,530.207,-203.435,502.514,624.434,148.869,7.00171,361.014,168.973,402.175,540.126,359.376,-29.9922,266.544,268.148,453.170
9.44858,438.733,61.9556,-29.3932,220.241,589.596,651.188,-36.7979,528.699,8.74634,289.959,454.886,-157.544,284.553,764.140,265.312,601.972,375.600,39.5897,-16.9700,747.073,420.953,419.633,168.155,112.294,11.8433,464.450,-221.638,572.118,678.678,181.019,3.68750,384.418,218.508,479.805,395.677,338.641,-78.3903,228.027,280.669,263.278
9.45672,392.657,183.757,-190.888,313.451,551.655,477.154,-55.7651,474.284,-16.1360,384.746,459.844,-205.910,84.0281,706.921,185.738,609.694,310.700,-26.4868,-160.738,844.483,472.659,249.342,130.106,79.7054,-42.9495,398.693,-239.841,641.722,732.922,213.170,0.373169,407.823,268.042,557.436,251.229,317.906,-126.788,189.510,293.189,73.3856
9.46487,328.432,282.992,-364.308,407.767,611.289,284.198,42.3699,466.767,-42.1567,448.823,369.989,-163.711,-64.1370,639.803,95.4069,597.254,233.561,-66.3821,-195.287,809.854,437.856,81.2096,154.297,134.698,7.56293,293.508,-207.869,679.662,804.381,280.167,41.7897,346.299,256.094,604.438,147.503,424.716,-43.9185,175.680,260.661,-80.3484
9.47301,264.207,382.227,-537.727,502.084,670.922,152.693,140.505,459.250,-68.1774,512.900,280.134,-121.511,-212.302,572.687,5.07605,584.813,156.421,-106.277,-229.837,775.225,403.053,-86.9232,178.489,189.691,58.0754,188.322,-175.897,717.602,875.841,347.165,83.2061,284.775,244.146,651.441,43.7770,531.526,38.9514,161.850,228.132,-234.083
9.48116,199.983,545.822,-678.671,564.908,699.590,72.3972,238.640,482.688,-62.9733,544.580,140.705,-7.08533,-308.593,505.569,10.4336,605.318,26.6215,-89.1793,-160.697,708.708,315.090,-142.514,202.680,191.479,154.029,159.110,-143.925,619.040,947.301,397.724,89.5145,223.251,201.092,698.443,-27.3875,638.337,176.839,222.000,195.604,-291.172
9.48930,135.758,709.417,-819.614,627.731,728.258,-7.89807,336.775,506.127,-57.7690,576.260,1.27515,107.341,-404.884,438.452,15.7911,625.824,-103.178,-72.0814,-91.5575,642.190,227.126,-198.106,226.871,193.266,249.982,129.899,-111.953,520.479,1018.76,448.283,95.8230,161.728,158.038,745.445,-98.5519,745.147,314.726,282.149,163.075,-348.261
9.49745,128.242,831.822,-822.532,618.381,633.062,-93.3143,314.770,595.669,37.8569,530.322,-45.2014,148.895,-470.051,504.179,81.6184,606.520,-127.657,26.9443,30.0751,618.855,209.600,-251.139,263.753,209.685,309.583,250.602,-63.0869,318.886,988.072,418.359,86.7717,136.930,152.570,767.263,-134.442,733.727,392.094,333.051,146.258,-327.497
9.50559,120.727,830.655,-825.449,609.031,537.866,-178.731,292.764,685.211,133.483,484.384,-91.6780,190.450,-535.218,569.905,147.446,587.215,-152.136,125.970,151.708,595.520,192.074,-304.173,300.635,226.104,265.318,371.305,-14.2208,117.293,957.383,388.434,77.7205,112.132,147.102,789.081,-170.331,722.307,469.463,383.952,129.442,-306.734
9.51374,113.211,744.534,-709.287,547.192,442.670,-147.645,215.202,759.276,260.334,438.446,-29.0896,201.050,-486.261,604.220,96.3204,513.001,-102.890,190.800,211.126,689.109,206.444,-266.406,281.115,359.575,165.227,437.740,-41.0402,10.2006,926.695,358.510,103.777,150.292,141.634,687.775,-130.244,607.704,491.813,403.149,217.371,-189.326
9.52188,105.695,658.412,-593.124,485.353,347.474,-14.1393,137.640,833.340,387.185,392.508,33.4988,211.650,-437.305,638.536,45.1953,438.787,-53.6447,255.630,270.545,782.699,220.814,-167.253,261.594,493.046,65.1349,504.176,-67.8595,-96.8918,896.006,328.586,129.834,188.452,136.167,586.468,-90.1572,493.102,514.164,422.345,305.300,-71.9172
9.53003,128.242,590.311,-528.044,421.874,307.113,123.207,87.5094,801.316,354.334,352.644,183.928,337.039,-326.101,650.438,-86.9990,432.009,11.0701,196.499,292.377,854.033,186.010,-105.827,231.498,672.739,67.6099,439.012,-59.5392,-76.9991,832.208,266.639,169.056,247.927,226.608,451.232,-8.01172,421.850,564.712,427.010,458.041,10.7594
9.53817,150.789,522.210,-462.964,358.395,266.753,260.553,37.3785,769.292,321.482,312.781,334.357,462.428,-214.896,662.339,-219.193,425.231,75.7849,137.369,314.208,925.368,151.207,-167.173,201.402,852.432,70.0848,373.849,-51.2189,-57.1064,768.409,204.693,208.278,307.401,317.050,315.996,74.1337,350.598,615.259,431.675,610.781,93.4360
9.54632,173.336,526.192,-452.011,263.422,203.168,353.091,65.0265,788.861,257.406,272.917,435.211,587.817,-134.815,726.593,-242.409,451.399,66.7750,78.2383,367.147,837.258,116.404,-227.240,171.306,872.509,72.5598,341.246,76.0358,-37.2137,704.611,142.747,247.500,303.917,407.492,236.726,80.3025,405.459,641.048,383.498,692.819,100.944
9.55446,195.883,530.175,-441.059,168.449,139.583,445.628,92.6744,808.430,193.331,233.054,536.065,713.206,-54.7349,790.847,-138.041,477.567,57.7651,19.1078,420.085,749.150,81.6008,-287.308,141.210,892.586,75.0346,308.643,203.290,-17.3210,640.813,80.8007,286.723,300.433,497.933,157.456,86.4713,460.319,534.796,335.321,774.856,108.453
9.56261,162.404,550.890,-486.941,108.906,71.4822,563.131,246.019,912.805,222.279,213.438,494.391,717.357,-98.5035,859.028,-5.76367,473.535,14.5260,52.5913,421.827,629.152,99.9576,-289.825,56.8262,809.577,13.2431,339.805,252.157,1.91541,561.516,18.8544,386.652,180.869,546.901,164.933,144.196,538.110,432.670,306.960,796.664,159.921
9.57075,128.926,571.606,-532.822,49.3634,127.245,680.633,399.363,1017.18,251.227,193.823,452.717,721.509,-142.272,927.208,126.514,469.502,-28.7133,86.0748,423.568,509.155,118.314,-292.343,-27.5574,726.568,-48.5484,370.966,301.023,21.1519,482.219,-43.0919,486.582,61.3062,595.868,172.410,201.920,615.900,330.544,278.598,692.778,211.390
9.57890,62.6512,592.322,-578.704,105.297,206.232,705.958,497.151,987.414,280.175,174.208,321.808,653.434,-186.041,943.037,192.341,465.470,22.8364,119.558,321.620,484.823,168.567,-366.478,-111.941,643.559,-79.1805,347.860,209.330,71.8885,369.108,-105.038,500.205,88.6454,613.729,179.886,256.931,544.648,319.196,303.079,554.849,278.966
9.58704,-3.62317,613.038,-624.585,161.231,285.219,731.283,594.938,957.647,309.123,154.592,190.899,585.359,-229.810,958.865,258.168,461.437,74.3861,153.042,219.673,460.491,218.820,-440.613,-196.325,560.550,-109.813,324.754,117.637,122.625,255.997,-166.984,396.801,115.985,631.591,187.363,181.696,473.396,307.849,327.560,416.920,346.541
9.59519,11.2373,538.662,-587.077,245.870,308.242,753.727,601.926,816.955,331.078,174.081,75.6376,520.346,-257.854,844.386,183.287,409.874,100.346,246.947,241.423,446.955,219.152,-450.165,-179.360,413.695,-140.607,208.036,-55.6536,137.268,134.784,-187.833,267.066,168.901,608.140,167.513,54.3976,356.734,356.161,373.590,372.198,391.298
9.60333,26.0978,464.286,-549.568,330.510,331.265,776.172,608.914,676.263,353.033,193.570,-39.6243,455.334,-285.898,729.906,108.406,358.310,126.306,340.852,263.174,433.419,219.485,-459.716,-162.395,266.839,-171.401,91.3184,-228.945,151.911,13.5715,-208.682,137.331,221.817,584.689,147.662,-72.9014,240.071,404.473,419.621,327.477,436.055
9.61148,117.481,389.910,-512.059,320.668,385.254,798.616,645.069,587.164,343.763,277.853,-65.6511,390.322,-282.818,584.016,65.4211,306.746,107.505,400.562,284.924,494.290,219.817,-438.575,-145.430,194.471,-254.128,28.8683,-304.926,219.053,16.3453,-229.530,152.416,243.254,530.133,127.812,-88.9489,157.802,529.810,391.672,345.603,427.121
9.61962,208.865,315.534,-474.550,310.826,439.243,821.060,614.557,498.065,334.493,362.136,-91.6780,325.310,-279.738,438.125,22.4362,255.182,88.7032,460.271,306.675,555.161,220.149,-417.434,-128.465,122.104,-336.855,-33.5818,-380.907,286.197,19.1193,-250.379,167.502,264.691,475.576,107.962,-104.996,75.5334,655.146,363.724,363.729,418.186
9.62777,326.212,362.155,-401.182,260.305,437.751,791.014,501.404,451.531,269.278,352.602,-47.0605,290.608,-111.958,412.645,63.5107,245.487,126.512,359.687,275.284,645.927,266.332,-391.177,-176.363,183.415,-324.805,22.6785,-344.711,409.777,67.6835,-267.117,226.472,248.746,354.920,124.489,-70.1667,126.543,856.132,301.428,434.882,437.440
9.63592,443.558,408.776,-327.814,209.784,436.259,760.969,254.916,404.996,204.064,343.069,-2.44299,255.905,55.8217,387.164,104.585,235.792,290.705,259.103,243.894,736.693,312.515,-364.920,-224.262,244.726,-312.755,78.9386,-308.516,533.358,116.248,-283.856,285.443,232.802,234.263,141.016,-35.3370,177.552,1057.12,239.132,506.036,456.693
9.64406,484.382,403.908,-254.446,190.757,383.157,659.229,-5.46069,327.506,138.850,268.741,-7.40051,293.429,241.757,455.917,129.712,259.043,450.950,215.512,316.193,710.535,305.537,-246.583,-238.318,359.242,-227.999,80.9313,-196.635,499.438,130.998,-245.798,309.305,271.946,227.661,157.544,-54.7764,194.167,1159.07,229.678,514.342,508.161
9.65221,525.206,399.041,-181.077,171.729,330.056,557.490,-199.170,250.016,73.6354,194.413,-12.3580,330.953,303.196,524.670,154.838,282.294,548.001,171.921,388.492,684.376,298.560,-128.247,-252.375,473.759,-143.244,82.9240,-84.7536,465.518,145.747,-207.740,333.167,311.090,221.059,174.071,-74.2157,210.782,1261.03,220.224,522.648,559.630
9.66035,559.538,403.828,-25.8411,125.145,278.889,463.432,-284.197,219.281,4.84314,180.830,-32.1880,347.841,218.738,573.300,137.769,240.168,550.922,202.421,464.031,614.038,328.795,-1.59790,-260.791,568.323,-77.1519,44.5551,9.55762,368.269,162.611,-194.683,261.214,220.054,246.211,147.925,-73.3041,208.408,1265.67,253.705,443.229,536.098
9.66850,593.871,408.615,129.395,78.5607,227.723,369.374,-235.889,188.547,-63.9490,167.247,-52.0179,364.729,134.281,621.930,120.699,198.041,553.843,232.922,539.571,543.701,359.030,125.051,-269.207,662.888,-11.0597,6.18616,103.869,271.021,179.474,-181.626,189.261,3.10254,271.363,121.778,-72.3926,206.035,1270.31,287.185,363.811,512.566
9.67664,682.864,485.485,208.853,84.4657,248.810,275.316,-113.969,250.681,-184.783,121.267,-2.44299,350.662,42.0426,618.208,50.4698,155.915,479.090,183.631,552.896,473.363,429.135,118.697,-198.660,682.964,-17.6730,-32.1827,144.119,226.272,196.337,-223.365,180.210,-213.849,265.409,95.6317,-71.4810,238.055,1219.93,288.960,315.816,472.926
9.68479,771.856,562.355,288.310,90.3707,269.898,181.258,7.95105,312.814,-305.616,75.2869,47.1320,336.596,-50.1958,614.486,-19.7598,113.789,404.337,134.341,566.222,403.025,371.655,112.342,-128.113,703.041,-24.2862,-70.5515,184.369,181.524,213.200,-265.105,288.185,-304.885,259.456,69.4852,-70.5695,270.076,1169.56,290.736,267.821,433.287
9.69293,758.362,666.256,252.747,202.567,268.406,155.693,101.398,387.846,-296.997,38.0809,133.888,411.523,-26.3662,479.884,-111.918,69.6036,291.405,137.770,536.776,325.380,215.830,117.498,40.4342,796.276,-73.0946,-85.8567,108.388,228.651,258.947,-309.928,466.377,-306.729,221.100,128.686,-131.389,223.277,1065.20,196.074,322.608,438.614
9.70108,744.868,770.157,217.183,314.763,266.914,130.128,194.846,462.877,-288.378,0.874878,220.644,486.450,-2.53662,345.282,-204.076,25.4183,178.473,141.198,507.330,247.734,60.0046,122.653,208.981,889.510,-121.903,-101.162,32.4069,275.778,304.693,-354.750,644.568,-308.574,182.744,187.888,-192.208,176.477,960.837,101.412,377.395,443.941
9.70922,654.851,822.570,181.620,374.469,265.422,196.741,288.293,424.404,-248.533,71.6591,237.996,530.423,21.2930,187.122,-179.282,-51.7129,97.1371,201.620,415.670,170.089,-8.10669,199.426,370.478,1078.51,-98.0060,-116.467,-89.5262,322.906,350.440,-399.572,743.766,-197.618,144.388,191.123,-285.589,49.4242,872.981,144.140,432.182,433.161
9.71737,564.833,874.983,146.056,434.176,263.930,263.354,381.741,385.931,-208.689,142.443,255.347,574.396,45.1226,28.9609,-154.488,-128.844,15.8014,262.042,324.010,92.4435,-76.2180,276.199,531.974,1267.52,-74.1089,-131.772,-211.459,370.033,396.186,-444.394,725.938,-86.6622,106.033,194.359,-378.970,-77.6287,785.125,186.868,486.969,422.381
9.72551,571.880,841.999,72.6034,368.236,228.932,377.776,392.245,197.475,-197.956,197.619,182.262,469.481,71.9106,-93.9846,-76.3878,-210.909,48.6730,336.133,226.093,80.8174,-121.113,256.736,603.403,1318.48,-72.0195,-220.042,-260.325,376.636,420.160,-458.907,677.070,-45.6737,61.9258,158.746,-312.003,-138.759,655.920,237.976,454.645,386.516
9.73366,578.925,809.014,-0.849365,302.297,193.935,492.197,402.748,9.01929,-187.222,252.796,109.178,364.568,98.6987,-91.2852,1.71204,-292.973,81.5447,410.224,128.175,69.1913,-166.009,237.273,562.026,1369.44,-69.9300,-308.311,-179.445,383.240,444.134,-473.419,628.203,-4.68530,17.8187,123.134,-245.036,-199.890,526.715,289.084,422.321,350.652
9.74180,531.312,703.947,-41.8257,267.850,86.6829,555.409,335.473,-127.843,-82.8140,243.178,125.329,311.244,125.487,-10.0577,63.8638,-298.164,146.013,427.322,30.2573,57.5653,-179.008,166.655,430.406,1239.50,-67.8405,-364.020,-52.6125,389.844,468.108,-471.493,536.913,36.3032,-26.2883,188.259,-102.092,-111.978,430.521,287.350,293.107,282.573
9.74995,483.699,598.879,-82.8020,233.404,-20.5688,618.621,268.198,-264.706,21.5940,233.560,141.479,257.920,152.275,71.1698,126.015,-303.355,210.481,444.420,-67.6603,45.9392,-192.007,96.0365,231.102,1109.56,-65.7510,-419.729,74.2197,396.447,492.082,-469.567,445.623,77.2916,-70.3954,253.385,40.8514,-24.0667,334.326,285.616,163.893,214.494
9.75809,362.978,450.046,-82.5060,311.810,-45.8898,626.463,146.755,-201.646,172.189,284.687,167.545,256.832,123.947,80.4132,162.916,-268.736,188.059,434.446,-50.2235,-7.54065,-157.162,65.0637,78.3297,899.153,-85.0837,-303.139,111.851,333.488,555.506,-547.438,284.117,139.922,-43.8663,271.639,194.649,81.0419,330.630,217.830,35.3342,73.5953
9.76624,242.258,301.214,-82.2100,390.216,-71.2109,634.304,25.3124,-138.585,322.784,335.813,193.610,255.744,95.6187,-35.9883,199.817,-234.117,165.637,424.472,-32.7867,-61.0205,-122.318,34.0908,-74.4421,688.742,-104.416,-186.548,149.483,270.528,618.930,-625.310,122.611,202.552,-17.3373,289.894,348.446,186.151,326.933,150.043,32.4701,-67.3031
9.77438,129.737,134.360,-6.13525,437.129,17.0096,657.509,3.87109,17.3428,379.704,419.337,219.676,254.656,67.2906,-175.948,252.665,-254.408,143.215,414.498,-15.3499,-40.0936,-140.633,26.1378,-197.603,478.331,-71.8166,-69.9580,187.114,239.069,603.454,-626.466,43.0239,296.662,40.2975,229.796,526.665,256.865,290.226,135.099,147.445,-90.0801
9.78253,17.2157,91.0784,69.9393,484.041,105.230,680.713,-17.5702,173.271,436.624,502.860,245.742,253.567,38.9625,-315.908,305.514,-274.699,120.793,404.525,2.08704,-19.1667,-158.948,140.957,-320.763,267.920,-39.2168,46.6324,224.746,207.610,587.978,-627.622,-36.5632,390.771,97.9323,169.699,704.883,327.579,253.519,120.155,262.420,-112.857
9.79067,-0.676758,163.001,126.054,407.932,138.615,674.152,-39.1851,262.773,401.333,504.041,372.816,309.874,5.44714,-387.156,320.486,-267.535,58.2177,433.021,-82.8694,-85.9335,-169.622,304.374,-345.924,163.587,28.9243,56.3837,295.321,212.901,541.857,-590.077,-66.4142,435.039,157.511,65.8781,815.944,401.876,196.181,126.347,461.191,-105.432
9.79882,112.613,234.923,182.170,331.822,172.000,667.591,-60.7999,352.275,366.043,505.223,499.891,366.180,-28.0684,-458.404,335.458,-260.371,-4.35779,461.518,-167.826,-152.700,-180.295,467.791,-371.085,59.2546,97.0654,66.1349,365.896,218.192,495.736,-552.533,-96.2651,479.306,217.090,-37.9426,796.759,476.173,138.842,132.539,659.963,-98.0080
