,FA_20240517_2H_yeast_1.5.ser#1,FA_20240517_2H_yeast_1.5.ser#2,FA_20240517_2H_yeast_1.5.ser#3,FA_20240517_2H_yeast_1.5.ser#4,FA_20240517_2H_yeast_1.5.ser#5,FA_20240517_2H_yeast_1.5.ser#6,FA_20240517_2H_yeast_1.5.ser#7,FA_20240517_2H_yeast_1.5.ser#8,FA_20240517_2H_yeast_1.5.ser#9,FA_20240517_2H_yeast_1.5.ser#10,FA_20240517_2H_yeast_1.5.ser#11,FA_20240517_2H_yeast_1.5.ser#12,FA_20240517_2H_yeast_1.5.ser#13,FA_20240517_2H_yeast_1.5.ser#14,FA_20240517_2H_yeast_1.5.ser#15,FA_20240517_2H_yeast_1.5.ser#16,FA_20240517_2H_yeast_1.5.ser#17,FA_20240517_2H_yeast_1.5.ser#18,FA_20240517_2H_yeast_1.5.ser#19,FA_20240517_2H_yeast_1.5.ser#20,FA_20240517_2H_yeast_1.5.ser#21,FA_20240517_2H_yeast_1.5.ser#22,FA_20240517_2H_yeast_1.5.ser#23,FA_20240517_2H_yeast_1.5.ser#24,FA_20240517_2H_yeast_1.5.ser#25,FA_20240517_2H_yeast_1.5.ser#26,FA_20240517_2H_yeast_1.5.ser#27,FA_20240517_2H_yeast_1.5.ser#28,FA_20240517_2H_yeast_1.5.ser#29,FA_20240517_2H_yeast_1.5.ser#30,FA_20240517_2H_yeast_1.5.ser#31,FA_20240517_2H_yeast_1.5.ser#32,FA_20240517_2H_yeast_1.5.ser#33,FA_20240517_2H_yeast_1.5.ser#34,FA_20240517_2H_yeast_1.5.ser#35,FA_20240517_2H_yeast_1.5.ser#36,FA_20240517_2H_yeast_1.5.ser#37,FA_20240517_2H_yeast_1.5.ser#38,FA_20240517_2H_yeast_1.5.ser#39,FA_20240517_2H_yeast_1.5.ser#40,FA_20240517_2H_yeast_1.5.ser#41,FA_20240517_2H_yeast_1.5.ser#42,FA_20240517_2H_yeast_1.5.ser#43,FA_20240517_2H_yeast_1.5.ser#44,FA_20240517_2H_yeast_1.5.ser#45,FA_20240517_2H_yeast_1.5.ser#46,FA_20240517_2H_yeast_1.5.ser#47,FA_20240517_2H_yeast_1.5.ser#48,FA_20240517_2H_yeast_1.5.ser#49,FA_20240517_2H_yeast_1.5.ser#50
4.26836,1117.90,2022.90,478.741,1090.19,4392.10,1563.89,3315.80,763.630,876.703,268.014,739.061,1524.04,2425.01,2251.41,2069.50,2190.60,2702.42,257.633,3059.53,2727.16,4690.17,2576.03,1840.81,2308.37,2329.83,2061.89,1580.32,2028.32,3189.86,330.830,1502.51,1377.12,2766.12,3219.26,839.085,2155.68,2547.53,1109.84,1004.57,1904.74,-5.67182,3272.05,1753.78,2810.16,93.5139,3033.72,1972.94,1978.65,1955.64,810.131
4.27651,1403.19,2187.13,741.671,578.151,4148.90,1410.73,3664.88,1328.84,899.224,507.567,833.262,2122.99,2033.18,2795.41,1778.92,2246.14,2631.78,521.502,3224.39,2706.88,5135.11,2996.45,1627.48,1420.83,2238.71,2071.97,2004.33,2001.93,3101.26,182.944,1681.31,1598.86,2487.54,2936.28,416.839,2022.53,2160.21,1050.10,810.890,1377.38,53.6877,2824.98,1978.93,3096.20,187.185,3697.98,2102.33,1819.04,1714.39,959.851
4.28465,1978.30,1732.88,1000.43,454.376,3938.00,1230.09,3599.24,1525.00,304.602,839.887,1601.27,3063.61,1834.39,2952.17,1318.49,2398.75,2386.08,829.031,3569.75,2643.13,5347.51,3661.84,1239.67,893.844,2629.32,2169.23,2556.15,1552.72,2860.16,576.462,2333.78,1910.81,2083.86,2620.04,801.903,1541.08,1848.58,1153.47,921.727,815.074,297.884,2043.33,1933.18,3346.29,587.547,4052.23,2309.32,1769.55,1524.07,1396.21
4.29280,2305.83,947.143,1224.71,562.020,4015.04,1379.15,3129.88,1451.82,-463.661,1262.54,2397.09,3717.42,1962.58,2982.06,1118.92,2352.03,2099.14,1137.86,4105.50,2463.55,5244.93,4234.53,933.819,1185.03,3400.51,2341.62,2866.38,1234.37,2582.73,1188.05,2758.28,1962.98,1872.00,2187.55,1488.24,1460.04,1894.59,1728.80,1323.85,452.942,373.471,1536.28,2094.50,3732.95,1009.76,3885.61,2626.05,2289.33,1042.31,2157.87
4.30094,2123.28,889.898,1441.70,679.131,3938.57,1627.60,2523.71,1603.27,-1121.87,1722.57,2829.78,3968.14,2221.62,3058.04,1284.43,1942.33,2521.28,1329.25,4370.93,2378.14,4893.30,4644.01,827.699,1363.04,3835.15,2512.32,2839.20,1164.66,2325.18,1590.10,2727.35,2296.84,2407.97,1814.12,2100.44,2085.40,2238.13,2602.80,1451.18,490.012,346.535,1875.73,2358.42,4240.08,1282.84,3842.69,3179.70,2586.07,707.390,2536.16
4.30909,1471.30,1641.49,1584.86,873.900,3982.46,1626.86,1901.81,1897.61,-1232.99,1978.61,2471.07,4027.05,2540.02,3275.18,1679.17,1579.46,3447.63,1351.25,4309.12,2199.94,4453.90,4970.80,1001.11,1177.03,3943.30,2965.88,2920.36,922.548,2288.19,1942.53,2473.23,3191.51,3079.43,1824.41,2701.33,2893.82,2696.83,3614.54,1686.85,934.050,377.505,2433.23,2427.22,4754.86,1386.31,3992.86,3888.81,2195.26,1037.44,2555.63
4.31723,773.613,2332.56,1832.45,1371.83,4255.62,1456.79,1475.01,2321.83,-888.718,1590.22,1709.35,4056.31,2573.51,3639.75,1810.30,1415.13,3645.46,1242.40,3658.25,1932.67,3823.16,5189.80,1310.91,1244.20,3883.30,3478.93,3096.15,718.152,2062.54,2257.80,2012.51,3983.87,3000.70,2268.32,3217.45,3617.28,3069.86,3841.64,1936.67,1611.80,495.315,2894.97,2343.07,5092.02,1306.92,4022.01,4247.03,1532.86,1303.00,2386.35
4.32538,428.171,2915.07,2202.48,1750.88,3985.64,1566.27,1981.52,2427.93,-739.714,1297.74,1344.81,4196.37,2435.99,4219.65,1862.69,1344.71,3047.05,1488.74,2534.26,1610.72,3186.60,5057.79,1690.34,1390.46,3790.63,3526.83,2861.77,903.982,1728.12,2344.03,1453.26,4486.54,2427.37,2577.58,3670.27,3967.31,3120.31,3401.89,1808.19,1877.52,966.494,3391.98,2249.21,5057.43,1249.56,4033.33,3876.54,1041.40,1268.76,1973.16
4.33352,668.227,3712.39,2644.69,2101.45,3085.88,1912.49,2739.65,1991.22,-700.711,1528.44,1431.74,4070.20,2407.03,4581.79,2034.25,1523.83,2392.51,2202.89,1635.60,1622.93,2948.02,4863.58,2063.17,1424.10,3686.50,3450.70,2175.96,1013.00,1538.59,2307.71,998.889,4806.79,2039.10,2572.84,4034.59,3982.92,2532.54,2867.97,1394.56,1700.99,1631.50,3762.22,2388.48,4667.29,1874.66,3949.56,3085.90,1127.96,1289.66,1624.71
4.34167,1017.74,4432.01,2900.79,2278.97,2460.29,2098.30,3024.27,1360.76,-389.137,2139.71,1774.59,3751.94,2312.37,4391.54,2321.87,1815.30,2046.02,2757.51,1294.37,2284.30,3120.83,4950.61,2223.03,1546.30,3351.15,3689.82,1516.59,1057.36,1310.89,2016.91,809.492,4586.92,1953.14,2434.63,4262.74,3989.12,1875.12,2439.95,851.852,1668.31,2235.53,3562.45,2596.67,3805.16,3114.49,3627.77,2507.44,1875.45,1290.01,1527.79
