,FA_20240517_2H_yeast_1.9.ser#1,FA_20240517_2H_yeast_1.9.ser#2,FA_20240517_2H_yeast_1.9.ser#3,FA_20240517_2H_yeast_1.9.ser#4,FA_20240517_2H_yeast_1.9.ser#5,FA_20240517_2H_yeast_1.9.ser#6,FA_20240517_2H_yeast_1.9.ser#7,FA_20240517_2H_yeast_1.9.ser#8,FA_20240517_2H_yeast_1.9.ser#9,FA_20240517_2H_yeast_1.9.ser#10,FA_20240517_2H_yeast_1.9.ser#11,FA_20240517_2H_yeast_1.9.ser#12,FA_20240517_2H_yeast_1.9.ser#13,FA_20240517_2H_yeast_1.9.ser#14,FA_20240517_2H_yeast_1.9.ser#15,FA_20240517_2H_yeast_1.9.ser#16,FA_20240517_2H_yeast_1.9.ser#17,FA_20240517_2H_yeast_1.9.ser#18,FA_20240517_2H_yeast_1.9.ser#19,FA_20240517_2H_yeast_1.9.ser#20,FA_20240517_2H_yeast_1.9.ser#21,FA_20240517_2H_yeast_1.9.ser#22,FA_20240517_2H_yeast_1.9.ser#23,FA_20240517_2H_yeast_1.9.ser#24,FA_20240517_2H_yeast_1.9.ser#25,FA_20240517_2H_yeast_1.9.ser#26,FA_20240517_2H_yeast_1.9.ser#27,FA_20240517_2H_yeast_1.9.ser#28,FA_20240517_2H_yeast_1.9.ser#29,FA_20240517_2H_yeast_1.9.ser#30,FA_20240517_2H_yeast_1.9.ser#31,FA_20240517_2H_yeast_1.9.ser#32,FA_20240517_2H_yeast_1.9.ser#33,FA_20240517_2H_yeast_1.9.ser#34,FA_20240517_2H_yeast_1.9.ser#35,FA_20240517_2H_yeast_1.9.ser#36,FA_20240517_2H_yeast_1.9.ser#37,FA_20240517_2H_yeast_1.9.ser#38,FA_20240517_2H_yeast_1.9.ser#39,FA_20240517_2H_yeast_1.9.ser#40,FA_20240517_2H_yeast_1.9.ser#41,FA_20240517_2H_yeast_1.9.ser#42,FA_20240517_2H_yeast_1.9.ser#43,FA_20240517_2H_yeast_1.9.ser#44,FA_20240517_2H_yeast_1.9.ser#45,FA_20240517_2H_yeast_1.9.ser#46,FA_20240517_2H_yeast_1.9.ser#47,FA_20240517_2H_yeast_1.9.ser#48,FA_20240517_2H_yeast_1.9.ser#49,FA_20240517_2H_yeast_1.9.ser#50
2.64745,830.356,-71.2091,71.3427,421.984,1213.43,541.664,740.380,-985.178,-242.148,2097.77,-368.459,-529.724,250.801,-2357.10,927.365,500.161,1309.63,929.631,1570.44,-636.256,-829.920,-1004.66,923.886,1440.36,531.887,1523.76,-792.903,-1580.28,-1650.32,821.026,-553.008,475.368,-1345.52,170.702,111.091,-471.914,-143.505,1094.55,1170.94,2044.95,1606.53,562.360,586.013,-1696.61,-1117.59,-819.244,1135.28,-312.440,2833.13,1924.49
2.65560,723.966,83.0432,418.147,328.673,428.902,565.806,899.131,-180.837,-635.336,2258.64,-645.647,-744.639,-841.874,-1994.13,560.303,59.3730,1274.55,1615.42,1286.40,-537.927,-1001.73,-950.998,1347.78,967.875,1039.98,1652.88,-945.288,-1581.98,-1324.33,1256.55,-133.723,-200.671,-1740.37,-399.069,263.846,-686.825,63.3908,1100.27,578.666,1768.28,1499.51,-50.3918,97.4349,-1162.93,-699.791,-798.668,1159.40,-603.412,1812.86,2474.72
2.66374,244.318,238.243,927.726,154.676,426.850,363.170,1389.10,145.192,-507.701,2480.04,-518.668,-395.089,-1468.11,-1487.24,325.394,-434.812,1099.92,1314.82,1113.38,-230.048,-888.294,-1058.26,1673.84,365.441,1477.92,1816.21,-780.961,-1219.21,-1493.80,996.451,479.987,-286.196,-1844.44,-872.719,917.816,-662.665,82.5376,1622.91,350.965,1478.97,1357.59,-147.123,-630.587,-140.956,-221.309,-442.942,1205.99,-853.693,608.382,2309.65
2.67189,-100.553,300.284,831.403,194.476,1116.02,-391.060,1755.95,-54.2560,-231.848,2635.48,-146.578,278.594,-1902.01,-1178.76,215.363,-734.956,871.758,466.317,687.457,137.078,-317.232,-1311.92,1636.33,-482.198,2068.59,1877.41,-239.698,-794.414,-2132.64,209.807,1181.87,137.108,-1823.69,-988.533,1771.38,-515.662,131.631,2067.97,120.114,1060.84,995.737,-11.9974,-866.680,1067.43,-45.8103,-309.489,1225.26,-1107.22,-181.986,1800.26
2.68003,25.9324,725.891,-195.681,220.995,1875.78,-1127.68,1415.60,-36.9293,-163.267,2760.14,108.758,1008.99,-2080.87,-1321.24,-102.926,-290.819,738.550,120.401,361.030,407.146,611.103,-1358.15,1355.88,-1174.80,2230.96,1551.19,284.165,-572.039,-2230.86,-420.395,1323.41,970.749,-1603.63,-627.135,2025.88,-532.877,389.432,2033.80,94.1002,630.629,205.715,504.633,-226.313,1839.68,-298.964,-255.101,1365.85,-1125.25,-439.935,1288.75
2.68818,29.9269,1243.19,-1257.33,56.5254,2050.75,-1303.89,638.286,168.995,92.7027,2429.83,-19.7812,1532.81,-1783.13,-1502.14,-414.988,168.985,641.420,408.938,733.138,831.909,1031.44,-1348.76,813.922,-1152.50,1840.65,1203.04,557.237,-444.051,-1856.94,-604.412,847.388,1538.62,-1014.84,-549.470,1810.60,-823.302,632.730,1953.72,263.177,507.722,-767.024,1642.93,334.628,1805.96,-908.639,30.5317,1655.42,-1038.09,-286.143,982.305
2.69632,-212.942,1565.52,-1932.98,133.353,1985.40,-1566.58,175.187,200.580,887.630,1515.11,-390.024,1545.87,-850.990,-1202.50,-339.251,83.6674,417.235,637.628,1305.36,1232.15,890.201,-1374.83,139.892,-752.575,1480.71,921.200,681.641,-80.9737,-1557.38,-930.859,418.742,1396.40,-208.431,-1267.82,1862.38,-781.764,544.809,2302.87,549.296,640.081,-1141.19,2907.30,304.635,1330.66,-1382.23,153.017,1636.04,-1163.05,91.2171,707.822
2.70447,77.0229,1534.50,-2152.95,479.107,1881.23,-1980.34,-52.1113,1.01908,1438.32,602.802,-694.677,1498.30,466.002,-914.449,128.174,-131.707,349.498,535.379,1267.00,986.139,763.275,-1415.04,-300.191,-438.495,1121.54,505.622,770.028,696.440,-1770.92,-1506.46,182.221,1052.82,522.092,-2033.09,2109.53,-422.064,104.837,2601.10,1054.01,949.435,-649.016,3671.50,421.542,723.695,-1413.91,106.340,1372.94,-1261.34,503.569,723.159
2.71261,766.631,1525.70,-1636.03,863.573,1757.71,-1954.22,-253.067,-100.550,1511.07,326.815,-809.459,1729.83,1519.60,-939.587,597.782,-27.1197,518.485,415.100,997.642,533.100,882.247,-1314.65,-489.996,-364.772,514.078,252.773,990.078,1321.42,-2182.82,-1832.22,54.0852,805.223,713.357,-2189.15,2238.39,-519.552,-436.631,2450.91,1405.27,1261.17,-134.678,3869.03,652.899,6.27232,-1731.80,165.115,950.208,-917.299,725.939,1038.75
2.72076,1210.89,1819.29,-961.708,987.485,1522.51,-1254.70,14.8999,-36.9368,1378.98,1037.93,-688.416,1775.75,1859.50,-800.426,793.014,269.476,911.143,486.234,900.235,163.838,822.711,-989.818,-674.146,-403.588,-256.708,328.548,1038.98,1814.55,-2152.98,-1845.80,-272.277,495.005,537.773,-2089.09,2303.50,-1069.67,-661.692,1939.81,1093.07,1683.46,-116.750,3661.21,744.284,-634.871,-2426.07,156.406,400.235,-263.222,772.223,1083.12
2.72890,1345.10,1907.63,-871.801,942.408,935.646,-634.637,589.146,129.848,1329.96,2148.39,-582.760,1559.20,1508.21,-176.792,784.610,405.710,1231.14,805.191,911.337,-419.904,252.027,-247.158,-635.274,-625.337,-754.007,631.144,772.146,2404.57,-1703.35,-1916.08,-890.984,73.0292,593.194,-2109.06,2240.20,-1705.68,-250.633,1080.48,467.748,2043.60,-311.904,3136.85,1006.32,-674.855,-2336.90,203.799,230.376,192.347,588.484,815.046
2.73705,1732.37,1892.58,-1018.07,716.371,205.810,-670.115,1147.57,324.666,1198.96,3176.19,-538.072,1188.58,1076.23,312.858,221.905,538.393,1393.50,1056.09,932.335,-747.522,-554.667,788.992,-358.002,-899.480,-743.044,1071.55,534.308,2638.30,-1280.30,-2258.07,-1267.34,-477.156,944.545,-2051.06,2270.99,-1841.45,83.6890,732.622,101.496,1848.53,-275.012,2806.85,1511.87,22.9181,-1495.25,156.317,494.583,55.5991,407.765,846.431
2.74519,2132.70,1684.68,-518.628,-56.8255,-130.495,-835.312,1524.63,419.061,992.448,3675.91,-511.076,997.155,813.519,209.822,-650.715,851.066,1340.04,1058.20,781.819,-737.129,-1031.05,1369.49,-272.966,-1030.56,-474.652,1619.73,770.060,2189.86,-967.129,-2649.91,-1228.98,-991.091,1291.12,-1730.03,2546.27,-1278.96,-128.329,925.389,172.716,1199.66,65.0564,2565.21,1848.68,790.462,-843.219,-240.266,713.030,-497.278,537.815,988.520
2.75334,2264.53,1657.93,407.539,-1120.60,166.215,-736.171,1649.91,565.470,1019.09,3453.37,-354.862,1007.69,618.768,-136.926,-1267.39,1070.15,1399.04,1014.52,556.563,-904.181,-1183.07,1525.32,-325.238,-1224.29,-570.678,1992.68,1155.44,1347.45,-412.365,-2521.66,-1140.77,-1349.76,1380.95,-908.668,2799.40,-677.928,-370.120,688.633,453.137,444.490,186.191,1577.75,2000.82,1152.65,-512.715,-865.297,780.628,-1118.90,725.657,655.512
2.76148,2240.53,1832.50,1034.27,-1498.48,748.332,-777.733,1679.50,918.106,1371.04,2820.82,445.064,867.084,513.243,-520.204,-1295.66,1292.34,1642.88,1136.65,478.612,-1042.09,-1260.83,1286.11,-108.689,-1390.23,-1168.03,2046.99,1230.62,811.188,506.527,-1921.73,-641.695,-1413.49,1281.50,41.7901,2520.15,-348.335,-233.276,301.683,511.126,-347.581,-1.21712,169.265,2232.88,1159.76,-336.701,-1194.71,1397.64,-1489.39,722.851,308.417
2.76963,1863.46,1613.83,1609.02,-1250.98,1012.82,-695.220,1526.02,1319.04,2103.65,2146.08,1357.58,477.729,518.873,-710.376,-982.990,1729.12,1507.73,1452.18,491.398,-795.194,-1254.07,339.852,22.0087,-1084.35,-1510.58,1891.90,1218.59,588.117,1598.38,-1300.88,158.547,-864.661,756.824,671.365,1520.15,194.293,139.677,464.818,199.769,-1247.33,-167.580,-739.338,2682.74,933.818,-22.9777,-1006.99,2424.58,-1431.38,547.152,235.568
2.77777,1217.57,957.208,2455.19,-788.771,704.181,-475.457,1171.90,1678.47,2897.49,1938.96,1492.09,66.7178,662.501,-299.644,-956.679,1907.48,1017.22,1994.43,705.031,-270.571,-869.094,-214.528,-147.296,-674.071,-1221.16,1862.01,968.543,268.804,2580.60,-988.702,375.790,-18.0177,-166.912,692.063,704.255,883.255,687.793,898.667,-153.011,-1760.18,-511.266,-963.377,2672.62,695.967,283.613,-631.737,2654.74,-1136.41,192.761,251.854
2.78592,762.260,351.198,3285.82,-241.533,169.371,-397.167,881.667,1973.91,2882.71,1860.83,1075.20,-8.56944,1014.79,251.755,-1347.05,1572.03,725.380,2430.79,783.181,119.815,-184.246,531.241,-241.407,-524.645,-816.576,1848.82,830.686,-120.130,2971.72,-1128.12,-307.180,678.025,-854.554,356.952,609.071,1363.33,1293.48,1042.28,-685.768,-1496.35,-940.416,-678.359,1501.81,552.490,465.152,-271.924,1858.54,-582.954,-200.979,432.294
2.79406,534.428,-40.6782,4002.24,288.118,131.152,-439.857,897.217,1877.94,1991.31,1638.41,602.066,-88.2446,1321.85,628.559,-1742.32,969.521,469.541,2732.41,661.016,79.7553,647.649,1417.91,-440.241,-505.710,-413.262,1678.87,1076.14,-491.610,2655.67,-1217.87,-895.656,990.510,-887.930,51.7914,1008.53,1856.22,1583.54,1074.43,-944.765,-876.254,-1069.28,-437.443,168.021,456.982,710.909,-153.166,735.036,-230.658,-360.605,561.997
2.80221,509.951,-523.570,4402.65,482.928,395.201,-214.129,924.279,1275.35,1275.51,1324.78,319.611,-172.873,1091.72,1026.39,-1832.98,468.327,168.636,2816.96,759.273,-630.766,1469.23,1605.79,-730.372,-541.465,-49.2422,1357.89,1261.41,-668.148,2250.42,-984.313,-903.464,715.187,-588.443,-311.621,1544.05,1899.35,1627.37,1203.55,-536.845,-230.844,-903.051,-343.127,-394.348,27.6976,696.364,-359.293,110.006,-433.133,-643.649,469.978
2.81035,354.167,-934.176,4318.83,280.777,453.356,664.156,523.930,808.461,970.630,1113.39,324.538,537.480,513.976,1172.15,-1670.71,385.436,165.976,2514.89,766.370,-1397.33,1839.28,1433.49,-755.980,-25.7902,424.585,684.498,1561.58,-700.912,1836.97,-659.414,-896.714,-47.8721,-325.273,-580.805,1887.80,1195.34,1416.99,1483.23,-200.512,125.494,-792.203,-504.039,-157.452,-930.989,333.507,-529.970,213.578,-770.703,-832.948,338.707
2.81850,170.264,-532.214,3876.69,172.760,423.628,1925.90,-230.035,367.584,626.789,1326.29,68.1687,1253.83,449.075,607.723,-1383.58,548.634,139.170,1975.16,635.677,-1517.10,1872.98,1506.33,-382.292,722.838,755.605,-224.431,1920.49,-863.717,963.155,-235.733,-720.737,-733.281,-32.3270,-483.287,1895.14,523.828,550.308,1593.43,-15.5673,-14.0774,-552.788,-897.667,180.673,-1884.75,-101.721,-224.129,252.404,-855.421,-627.680,366.303
2.82664,152.937,336.618,3322.56,150.309,296.987,3017.52,-694.072,143.137,300.177,1861.51,-697.058,1708.34,852.854,-159.550,-950.294,986.976,-53.7648,1273.67,886.272,-966.163,1928.11,1822.04,319.460,897.106,532.732,-1046.45,1670.83,-1058.97,5.98788,-46.7024,-182.071,-893.636,394.563,-541.866,1726.92,228.348,-735.104,1358.41,368.988,88.7345,-128.941,-1125.05,-110.500,-2212.63,-566.842,155.042,-203.592,-495.374,-511.957,652.807
2.83479,120.667,867.466,2923.61,338.194,-57.7287,3818.39,-525.622,541.946,358.801,2150.61,-1366.92,2218.76,942.064,-413.798,-492.424,1477.16,73.5235,495.093,1273.69,-55.6019,1836.33,2075.38,740.943,520.941,86.0099,-1617.83,879.445,-1205.43,-722.817,-418.790,242.607,-872.130,820.361,-830.978,1327.48,7.10281,-1951.63,756.686,1202.69,576.049,-166.537,-1001.49,-769.747,-1770.63,-759.029,448.456,-529.025,90.3891,-753.834,838.261
2.84293,65.4002,618.664,2910.64,446.601,-381.663,4151.75,-39.7923,1428.22,672.810,2433.10,-1428.75,2519.17,742.024,-489.678,178.532,1647.25,590.798,18.6781,1203.50,594.377,1355.70,2194.31,835.252,332.192,49.2844,-1646.72,192.306,-1235.71,-1059.73,-929.166,833.607,-683.660,947.564,-738.812,1025.47,-344.355,-2596.87,74.3547,1900.59,804.517,-480.000,-764.555,-1308.72,-1230.35,-183.873,859.715,-388.664,579.540,-788.642,1032.00
2.85108,164.775,-399.025,3279.25,306.418,-100.348,3555.03,286.592,2000.86,938.309,2797.30,-1301.92,2490.55,690.728,-356.452,704.001,1381.87,1142.55,44.7255,633.342,703.798,1170.64,2070.48,1084.05,420.651,156.816,-1133.53,-56.1151,-1078.36,-900.170,-1163.42,1471.58,-534.880,672.722,-298.739,1225.24,-727.348,-2636.67,-459.177,2215.51,380.861,-687.678,-749.700,-1641.36,-1090.03,585.956,1286.57,-68.6134,816.677,-557.938,1454.34
2.85922,724.909,-1459.82,3757.57,342.431,712.654,2435.19,487.589,2143.12,839.288,2590.06,-1272.13,2203.01,941.797,-66.1957,572.922,1023.36,1546.04,321.916,-3.44197,478.081,1409.57,1505.17,1163.63,527.172,74.7383,-678.339,-167.947,-1058.52,-383.734,-1079.60,1797.43,-277.940,416.905,158.230,1443.39,-927.555,-2369.84,-635.674,2104.50,-552.255,-1050.48,-849.017,-1527.00,-1007.81,1031.95,1238.85,358.406,513.465,-186.514,1730.12
2.86737,1245.38,-1844.88,3989.15,499.600,1687.51,1684.87,329.552,2328.03,451.990,2121.95,-1217.93,1748.96,1167.39,-163.792,59.1583,1008.85,1825.08,185.245,-517.682,186.359,1567.19,623.707,901.859,407.793,-122.850,-510.279,-487.039,-960.176,248.858,-441.971,1990.21,361.098,291.459,161.024,1118.59,-830.271,-1323.85,-696.219,1934.55,-1218.96,-1710.77,-971.383,-1241.23,-770.158,1149.80,724.667,723.283,133.786,44.2375,1714.17
2.87551,1371.98,-1692.77,4144.10,247.051,2190.27,1331.39,-148.581,2053.43,-48.6523,1472.01,-1066.88,1371.00,1038.08,-490.441,-378.766,996.623,1810.46,-719.520,-1229.84,92.2159,1160.92,14.5418,475.482,300.164,63.0401,-234.495,-555.084,-657.664,466.250,254.080,2097.36,996.902,346.609,-612.593,666.624,-646.831,-70.5654,-886.502,1757.01,-1043.33,-2276.26,-1182.81,-1223.51,-730.302,858.941,-99.6487,869.944,117.711,-208.228,1324.86
2.88366,1623.57,-1269.63,4295.62,-132.207,2100.04,1082.61,-414.269,1403.37,-317.287,881.524,-921.213,1276.05,759.001,-461.353,-484.968,751.774,1520.45,-1826.16,-1972.32,294.798,521.553,-497.000,44.4219,554.984,654.004,421.545,-386.401,-682.348,347.569,586.318,2078.67,1066.84,595.039,-1484.91,23.1750,-548.531,795.457,-983.714,1288.41,-667.075,-2281.22,-1105.22,-1357.07,-811.479,485.875,-432.450,1007.14,110.772,-722.752,763.369
2.89180,1563.97,-660.879,4046.38,-48.2075,1221.41,925.933,-578.552,882.878,-40.3620,529.157,-968.308,1454.62,861.580,86.0878,-487.049,409.143,999.076,-1970.71,-2431.75,325.717,138.325,-1195.38,60.8574,777.459,1235.72,1378.47,-276.815,-946.519,240.109,509.574,1767.90,935.220,725.951,-1792.01,-644.328,-340.398,1407.98,-649.527,925.904,-598.975,-1738.81,-348.013,-997.276,-735.388,446.328,-408.639,1207.68,-5.65735,-1334.20,327.211
