,FA_20231109_2H_yeast_1.5.ser#1,FA_20231109_2H_yeast_1.5.ser#2,FA_20231109_2H_yeast_1.5.ser#3,FA_20231109_2H_yeast_1.5.ser#4,FA_20231109_2H_yeast_1.5.ser#5,FA_20231109_2H_yeast_1.5.ser#6,FA_20231109_2H_yeast_1.5.ser#7,FA_20231109_2H_yeast_1.5.ser#8,FA_20231109_2H_yeast_1.5.ser#9,FA_20231109_2H_yeast_1.5.ser#10,FA_20231109_2H_yeast_1.5.ser#11,FA_20231109_2H_yeast_1.5.ser#12,FA_20231109_2H_yeast_1.5.ser#13,FA_20231109_2H_yeast_1.5.ser#14,FA_20231109_2H_yeast_1.5.ser#15,FA_20231109_2H_yeast_1.5.ser#16,FA_20231109_2H_yeast_1.5.ser#17,FA_20231109_2H_yeast_1.5.ser#18,FA_20231109_2H_yeast_1.5.ser#19,FA_20231109_2H_yeast_1.5.ser#20,FA_20231109_2H_yeast_1.5.ser#21,FA_20231109_2H_yeast_1.5.ser#22,FA_20231109_2H_yeast_1.5.ser#23,FA_20231109_2H_yeast_1.5.ser#24,FA_20231109_2H_yeast_1.5.ser#25,FA_20231109_2H_yeast_1.5.ser#26,FA_20231109_2H_yeast_1.5.ser#27,FA_20231109_2H_yeast_1.5.ser#28,FA_20231109_2H_yeast_1.5.ser#29,FA_20231109_2H_yeast_1.5.ser#30,FA_20231109_2H_yeast_1.5.ser#31,FA_20231109_2H_yeast_1.5.ser#32,FA_20231109_2H_yeast_1.5.ser#33,FA_20231109_2H_yeast_1.5.ser#34,FA_20231109_2H_yeast_1.5.ser#35,FA_20231109_2H_yeast_1.5.ser#36,FA_20231109_2H_yeast_1.5.ser#37,FA_20231109_2H_yeast_1.5.ser#38,FA_20231109_2H_yeast_1.5.ser#39,FA_20231109_2H_yeast_1.5.ser#40,FA_20231109_2H_yeast_1.5.ser#41,FA_20231109_2H_yeast_1.5.ser#42,FA_20231109_2H_yeast_1.5.ser#43,FA_20231109_2H_yeast_1.5.ser#44,FA_20231109_2H_yeast_1.5.ser#45,FA_20231109_2H_yeast_1.5.ser#46,FA_20231109_2H_yeast_1.5.ser#47,FA_20231109_2H_yeast_1.5.ser#48,FA_20231109_2H_yeast_1.5.ser#49,FA_20231109_2H_yeast_1.5.ser#50,FA_20231109_2H_yeast_1.5.ser#51,FA_20231109_2H_yeast_1.5.ser#52,FA_20231109_2H_yeast_1.5.ser#53,FA_20231109_2H_yeast_1.5.ser#54,FA_20231109_2H_yeast_1.5.ser#55,FA_20231109_2H_yeast_1.5.ser#56,FA_20231109_2H_yeast_1.5.ser#57,FA_20231109_2H_yeast_1.5.ser#58,FA_20231109_2H_yeast_1.5.ser#59,FA_20231109_2H_yeast_1.5.ser#60,FA_20231109_2H_yeast_1.5.ser#61,FA_20231109_2H_yeast_1.5.ser#62,FA_20231109_2H_yeast_1.5.ser#63,FA_20231109_2H_yeast_1.5.ser#64,FA_20231109_2H_yeast_1.5.ser#65,FA_20231109_2H_yeast_1.5.ser#66,FA_20231109_2H_yeast_1.5.ser#67,FA_20231109_2H_yeast_1.5.ser#68,FA_20231109_2H_yeast_1.5.ser#69,FA_20231109_2H_yeast_1.5.ser#70
4.60225,1845.17,4042.64,4472.57,3583.51,4123.60,3951.76,4010.45,3927.11,3862.93,4195.61,3629.68,4352.31,4426.01,4013.83,3402.91,3824.57,3639.23,4153.32,3962.55,3866.53,3813.77,3710.46,3526.06,3050.65,3982.00,3246.28,3580.95,3978.10,3622.37,3211.98,3280.80,3673.16,3504.70,3842.67,3094.08,3080.87,3183.36,3320.20,2981.05,3382.69,3186.93,3106.77,3679.18,4274.89,3231.64,3678.84,3877.25,3919.94,3449.97,3534.56,3701.63,3318.42,3953.14,3214.39,3409.63,3108.41,3518.73,3132.36,3381.86,3347.92,4075.03,2915.40,3291.21,3193.60,3438.69,3458.89,2950.90,3909.01,3367.26,3466.35
4.61040,2302.05,4802.94,5345.08,4493.45,4952.70,4753.21,4910.80,4740.26,4594.50,5135.93,4449.67,5250.39,5185.38,4869.23,4315.90,4647.01,4440.70,4883.24,4704.31,4669.40,4430.83,4534.33,4249.36,3685.18,4620.04,3718.73,4196.71,4583.72,4238.74,3717.70,3857.48,4014.70,3773.96,4217.38,3427.31,3429.31,3464.01,3581.02,3379.47,3843.11,3671.34,3594.59,4055.72,4897.54,3967.28,4502.29,4471.21,4493.87,4110.51,4135.34,4292.13,3890.00,4422.16,3606.69,4052.06,3759.08,4170.54,3878.31,3917.01,3865.82,4663.99,3449.00,3990.83,3795.04,4177.64,4110.21,3611.57,4341.82,3856.14,3987.03
4.61854,2867.49,5793.17,6453.94,5682.58,6030.06,5818.65,5975.45,5780.35,5577.65,6305.89,5562.64,6379.30,6195.21,5911.78,5486.26,5679.17,5510.32,5795.05,5689.92,5721.07,5192.46,5530.16,5237.03,4567.80,5388.02,4355.08,5004.51,5333.24,4931.93,4375.07,4525.38,4471.62,4094.31,4688.62,3888.34,3845.04,3792.22,3921.56,3906.58,4399.73,4274.30,4170.27,4516.49,5729.26,4982.49,5535.42,5267.46,5252.95,4831.56,4937.63,5003.61,4606.12,4925.48,4172.89,4829.73,4620.82,5020.51,4815.84,4641.22,4566.19,5313.49,4125.97,4897.24,4597.23,5204.47,4940.28,4484.18,4877.77,4425.54,4667.70
4.62669,3555.90,7124.31,7871.23,7210.41,7434.89,7206.37,7246.68,7114.46,6930.71,7749.31,7013.83,7810.93,7534.64,7247.24,6938.11,7001.83,6887.26,6969.03,6974.19,6988.25,6183.35,6742.96,6487.05,5687.55,6359.16,5239.84,6028.21,6240.10,5758.96,5203.28,5297.88,5047.04,4515.89,5238.21,4481.36,4309.71,4180.70,4410.53,4596.81,5054.70,5020.87,4836.68,5160.56,6815.41,6260.20,6759.54,6304.41,6259.55,5672.44,5920.29,5842.49,5467.09,5519.75,4925.75,5795.95,5720.92,6156.85,5959.00,5577.95,5499.07,6062.87,5004.89,6053.11,5674.88,6490.35,5991.31,5551.12,5637.61,5179.06,5463.87
4.63483,4453.25,8850.99,9665.67,9122.94,9201.33,8955.73,8827.87,8834.67,8732.05,9535.38,8860.89,9615.58,9259.34,8964.10,8750.61,8696.53,8598.21,8509.62,8597.12,8499.07,7509.58,8236.69,8020.10,7026.42,7575.68,6414.98,7291.47,7376.52,6787.82,6217.32,6218.21,5733.02,5091.45,5866.89,5142.90,4794.71,4694.20,5086.76,5457.26,5789.70,5947.49,5626.25,6060.06,8245.12,7777.53,8146.27,7608.80,7547.95,6717.54,7058.21,6852.65,6466.78,6281.82,5855.94,6988.26,7090.52,7662.00,7356.12,6775.51,6676.23,6979.69,6151.74,7562.96,7064.53,8019.12,7337.64,6866.15,6770.74,6197.62,6387.13
4.64298,5664.30,10923.8,11800.4,11372.2,11295.6,11042.4,10794.2,10981.4,10976.7,11651.4,11086.0,11785.6,11361.1,11056.8,10949.7,10766.1,10624.7,10438.1,10541.3,10314.9,9209.74,10033.2,9860.29,8603.09,9046.82,7884.75,8813.75,8758.76,8041.57,7403.24,7301.18,6518.26,5847.09,6582.27,5841.32,5317.24,5381.80,5915.30,6448.55,6630.58,7068.22,6613.59,7284.45,10083.3,9575.38,9706.49,9187.92,9083.08,8001.29,8353.63,8105.21,7641.95,7289.66,6972.97,8448.59,8788.97,9563.41,9070.75,8311.26,8114.01,8127.45,7607.91,9504.17,8810.73,9836.26,9072.11,8527.00,8372.58,7528.12,7510.63
4.65112,7206.13,13121.0,13998.9,13707.2,13546.3,13300.7,13018.4,13387.6,13476.1,13960.0,13518.1,14132.7,13699.8,13358.8,13388.0,13079.0,12847.0,12645.6,12697.4,12364.4,11191.0,12010.8,11924.0,10402.1,10733.6,9596.49,10565.5,10293.2,9483.59,8762.69,8532.75,7416.88,6795.47,7370.62,6590.69,5945.81,6244.75,6850.73,7503.95,7612.39,8387.55,7877.18,8847.12,12286.8,11673.0,11492.3,11016.4,10821.7,9553.29,9817.25,9661.15,9049.45,8627.85,8343.05,10233.8,10845.8,11820.3,11127.0,10244.2,9865.13,9584.03,9396.85,11848.9,10971.2,11995.5,11222.2,10595.6,10394.6,9238.70,8914.01
4.65927,8967.42,14973.7,15729.6,15643.5,15538.6,15379.7,15096.8,15614.1,15785.7,16144.5,15779.7,16271.6,15934.8,15521.7,15685.2,15301.5,14959.4,14829.6,14770.7,14352.0,13205.5,13889.7,13942.5,12244.9,12457.6,11389.8,12409.4,11815.4,11032.8,10266.2,9871.42,8445.79,7918.55,8205.05,7424.33,6743.49,7237.54,7830.32,8543.74,8721.71,9905.54,9440.72,10682.2,14678.3,13950.7,13495.8,13038.4,12779.5,11374.4,11443.8,11537.7,10777.4,10356.3,10080.0,12349.6,13182.0,14313.0,13462.6,12543.8,11964.9,11408.3,11497.2,14418.9,13482.1,14463.8,13685.6,13053.0,12731.3,11379.3,10666.0
4.66741,10727.9,15960.1,16492.8,16678.6,16726.7,16801.3,16481.8,17090.7,17341.8,17668.5,17357.6,17716.3,17545.8,17071.4,17310.5,16942.0,16499.1,16481.5,16290.0,15831.3,14828.3,15291.4,15532.8,13754.7,13900.4,12974.4,14072.4,13139.7,12524.5,11781.0,11229.2,9577.90,9121.63,9071.87,8340.01,7667.60,8237.30,8714.22,9464.66,9840.93,11559.6,11202.4,12691.0,16930.4,16152.4,15590.3,15124.9,14907.4,13383.7,13171.1,13665.6,12854.3,12451.3,12238.1,14663.1,15566.9,16764.5,15880.0,15037.5,14325.7,13572.7,13829.6,16886.9,16031.1,17008.8,16228.9,15689.8,15236.9,13866.2,12786.8
4.67556,12255.3,15886.0,16164.5,16597.6,16775.6,17146.1,16774.5,17407.2,17722.7,18045.5,17850.1,18083.7,18087.3,17628.4,17874.0,17598.9,17091.8,17157.6,16878.1,16419.9,15637.0,15884.9,16356.5,14546.0,14746.4,13992.3,15184.1,14052.1,13672.0,13046.8,12425.2,10702.1,10261.9,9924.91,9236.82,8563.22,9078.50,9333.88,10148.6,10743.3,13164.2,12926.6,14685.9,18640.7,17944.3,17475.9,17000.3,16945.5,15368.2,14843.2,15812.0,15091.8,14727.9,14676.4,16873.8,17634.4,18759.3,17999.4,17385.5,16658.4,15887.8,16159.9,18821.6,18142.4,19186.0,18462.5,18062.7,17583.2,16396.8,15152.7
4.68370,13381.2,14958.4,14959.6,15536.0,15729.8,16292.7,15932.9,16491.8,16849.8,17173.1,17162.9,17281.2,17447.1,17094.8,17337.8,17208.5,16690.4,16773.4,16502.9,16048.3,15532.5,15589.5,16297.2,14480.4,14860.3,14223.8,15469.7,14325.8,14165.7,13750.9,13223.7,11624.2,11186.6,10629.8,9956.88,9274.99,9701.03,9620.68,10536.9,11286.6,14428.0,14330.0,16322.1,19428.3,18958.8,18694.2,18247.8,18440.2,16955.8,16227.1,17500.2,17038.1,16780.1,16929.9,18528.4,18954.6,19875.5,19359.4,19084.2,18493.1,17917.3,18040.5,19825.2,19389.0,20483.3,19897.3,19634.5,19252.5,18438.1,17341.5
4.69185,14004.8,13522.3,13208.1,13822.9,13913.2,14534.8,14253.1,14633.7,15019.0,15358.7,15543.3,15547.9,15853.8,15668.6,15945.4,16010.1,15530.2,15574.5,15439.4,15000.0,14729.2,14594.2,15499.5,13702.3,14332.7,13739.4,14917.1,13881.8,13900.7,13734.4,13453.9,12146.2,11764.0,11046.5,10388.5,9698.59,10166.0,9645.50,10692.1,11496.7,15072.7,15124.0,17189.7,19052.2,18894.4,18825.3,18448.8,18916.3,17700.3,17004.8,18178.7,18075.1,18014.3,18295.6,19162.9,19190.6,19836.0,19622.5,19626.1,19311.7,19030.1,18941.7,19684.0,19511.8,20547.0,20138.3,20027.8,19740.7,19365.9,18674.8
4.69999,14108.0,11853.9,11253.7,11823.0,11769.7,12402.3,12195.6,12355.8,12747.2,13113.8,13452.3,13330.6,13740.8,13739.4,14052.1,14343.2,13923.4,13926.4,14001.7,13638.6,13504.1,13211.9,14211.9,12522.5,13351.8,12768.0,13721.0,12879.2,13011.3,13092.9,13089.1,12152.0,11892.9,11097.1,10495.1,9799.05,10501.2,9566.29,10739.2,11443.3,14971.1,15116.5,17009.4,17549.7,17698.8,17767.6,17451.3,18159.1,17287.6,16868.6,17606.8,17780.3,17951.4,18248.4,18544.0,18245.6,18602.1,18689.7,18794.4,18805.5,18770.5,18526.7,18418.2,18460.2,19319.1,19096.0,19150.6,18859.8,18810.7,18632.4
4.70814,13736.0,10155.1,9397.47,9829.71,9714.65,10329.4,10171.5,10139.6,10501.8,10911.3,11318.3,11051.2,11548.6,11705.0,12008.7,12515.1,12137.8,12154.1,12407.7,12183.6,12087.9,11716.0,12684.4,11238.8,12130.1,11536.2,12182.2,11585.7,11703.4,12080.2,12269.9,11675.1,11547.1,10771.4,10285.7,9610.16,10636.6,9512.11,10729.5,11159.0,14216.1,14369.0,15829.7,15291.5,15666.9,15844.8,15524.8,16388.7,15820.6,15821.1,16005.9,16292.1,16627.5,16847.8,16819.1,16348.4,16456.4,16775.9,16851.4,17126.6,17238.6,16920.9,16297.0,16483.1,17108.2,17061.7,17215.1,16867.8,16979.1,17249.3
4.71628,12952.9,8578.75,7820.21,8059.49,8002.61,8518.69,8427.43,8247.14,8553.93,9021.91,9383.02,8983.94,9536.43,9831.63,10087.1,10752.6,10362.5,10470.4,10844.1,10730.1,10653.1,10278.1,11149.5,10009.7,10875.4,10241.1,10603.2,10225.4,10211.3,10941.1,11210.5,10872.7,10833.6,10141.1,9805.53,9200.29,10484.8,9523.40,10618.6,10685.1,13039.6,13152.9,14043.3,12809.0,13307.6,13585.2,13204.1,14128.1,13800.8,14210.8,13875.0,14191.1,14570.1,14688.2,14466.8,13982.4,13932.9,14370.7,14391.9,14842.9,15006.6,14664.7,13797.2,14082.6,14487.3,14575.9,14701.1,14319.1,14528.4,15075.9
4.72443,11836.5,7217.33,6557.55,6630.45,6670.20,7036.29,7008.20,6742.13,6981.24,7490.02,7733.26,7247.35,7788.66,8236.08,8416.87,9184.58,8731.37,8978.42,9425.11,9329.05,9298.04,8993.47,9747.64,8922.76,9725.70,9013.82,9149.41,8947.32,8781.96,9798.23,10082.8,9898.23,9929.95,9322.48,9134.62,8633.15,10028.0,9544.45,10362.4,10094.4,11663.1,11766.0,12120.9,10521.0,11078.4,11419.0,10963.7,11894.1,11736.8,12422.2,11690.8,12041.1,12372.4,12447.5,12025.5,11612.5,11530.3,11960.4,11966.1,12545.5,12678.8,12346.2,11393.6,11715.6,11980.6,12153.5,12131.8,11778.6,12107.3,12725.5
4.73257,10498.9,6092.00,5542.68,5538.28,5645.13,5871.23,5851.94,5610.08,5746.00,6232.64,6390.96,5832.67,6360.57,6933.63,6996.98,7832.83,7321.79,7723.06,8151.55,8044.36,8074.28,7878.41,8485.53,8036.84,8714.36,7916.99,7849.93,7832.13,7555.53,8699.15,9015.59,8865.36,8986.58,8449.72,8380.78,7992.73,9352.25,9458.73,9933.24,9468.23,10239.1,10416.2,10362.4,8643.77,9195.35,9548.34,9046.83,9931.94,9898.44,10701.9,9724.08,10142.7,10372.7,10508.6,9843.08,9508.71,9506.04,9820.33,9877.40,10543.4,10603.5,10333.9,9355.46,9621.87,9850.37,10079.5,9859.10,9599.28,10040.1,10570.9
4.74072,9084.27,5152.51,4704.03,4708.20,4852.64,4943.32,4913.63,4793.71,4797.82,5161.51,5358.45,4704.98,5284.92,5882.54,5798.88,6662.26,6165.30,6714.81,7000.41,6947.12,7007.08,6900.75,7350.60,7320.06,7800.99,6992.35,6714.58,6883.79,6555.02,7701.59,8091.31,7871.21,8093.42,7654.23,7629.08,7389.89,8573.81,9173.00,9295.92,8869.16,8865.34,9178.61,8888.51,7209.36,7659.50,8013.15,7517.47,8260.81,8379.13,9178.55,8061.31,8558.52,8683.87,8943.90,8038.15,7786.92,7892.15,8038.41,8206.86,8860.00,8865.73,8720.46,7733.60,7894.73,8121.99,8387.17,8037.79,7881.18,8358.74,8774.89
4.74886,7722.74,4335.18,4017.71,4064.48,4206.89,4179.21,4178.43,4185.40,4095.51,4253.33,4594.50,3859.74,4497.71,5000.48,4813.21,5657.83,5238.56,5911.89,5995.29,6086.31,6091.28,6060.21,6359.02,6686.76,6958.41,6244.95,5776.21,6076.17,5769.23,6842.62,7319.95,6979.95,7286.20,7021.06,6913.01,6875.04,7772.95,8679.76,8492.84,8303.13,7640.00,8064.61,7682.34,6128.24,6413.56,6780.37,6342.45,6880.62,7179.31,7891.33,6711.87,7252.40,7323.76,7667.60,6589.25,6452.28,6633.29,6602.21,6908.39,7415.40,7438.18,7409.79,6490.02,6543.72,6753.01,6996.71,6669.99,6564.65,6989.64,7348.38
4.75701,6502.40,3645.18,3478.50,3543.35,3657.79,3552.90,3642.54,3684.42,3588.48,3524.36,4006.93,3291.83,3879.59,4221.17,4027.00,4817.30,4487.71,5226.85,5152.34,5433.67,5309.87,5338.76,5512.98,6109.05,6216.05,5649.57,5026.28,5398.90,5152.17,6091.79,6655.76,6212.12,6577.83,6545.91,6244.47,6426.35,6994.18,8038.65,7655.72,7745.51,6620.98,7085.52,6636.09,5273.65,5432.60,5779.12,5417.68,5829.04,6214.93,6836.15,5640.07,6158.13,6269.97,6569.49,5444.33,5417.33,5663.84,5480.29,5916.69,6184.86,6293.69,6278.27,5566.22,5511.56,5713.49,5850.32,5674.41,5542.85,5851.60,6209.60
4.76515,5467.46,3138.88,3057.01,3127.60,3211.21,3050.64,3270.07,3231.39,3203.69,2975.09,3513.93,2962.53,3355.04,3559.47,3432.76,4121.48,3871.95,4601.12,4427.87,4885.26,4629.03,4675.76,4819.87,5598.85,5603.16,5146.55,4408.02,4824.34,4631.47,5425.13,6059.15,5560.25,5952.20,6162.40,5622.93,6028.04,6251.30,7326.41,6864.18,7177.30,5777.21,6240.64,5676.33,4548.11,4688.32,4945.64,4655.42,5085.08,5407.50,5967.32,4797.47,5211.22,5462.14,5612.91,4577.43,4606.95,4903.61,4630.08,5175.30,5187.37,5375.44,5265.08,4865.41,4717.57,4937.24,4896.29,4949.99,4734.55,4880.41,5280.59
4.77330,4629.64,2817.55,2685.14,2815.06,2848.39,2669.64,2969.22,2811.03,2862.19,2576.66,3087.02,2787.66,2922.21,3068.36,3036.45,3539.57,3379.79,4045.16,3787.49,4364.42,4024.50,4040.63,4272.32,5139.34,5107.25,4665.44,3872.79,4332.46,4169.89,4871.23,5494.97,5027.32,5373.55,5819.50,5057.83,5663.70,5566.88,6648.05,6116.19,6598.45,5043.67,5521.02,4812.13,3924.73,4106.31,4255.52,4034.48,4529.35,4747.41,5194.05,4142.92,4413.76,4814.98,4832.27,3964.77,4000.56,4280.76,3969.85,4604.99,4403.45,4617.74,4393.20,4314.14,4103.51,4343.93,4084.96,4397.60,4096.74,4065.17,4521.95
4.78144,3963.54,2601.16,2302.36,2537.65,2505.33,2403.54,2674.27,2421.31,2525.07,2270.74,2737.46,2682.91,2585.11,2754.12,2809.07,3053.96,3024.74,3562.17,3249.74,3889.37,3518.37,3461.70,3813.40,4690.96,4700.60,4218.22,3405.27,3940.55,3766.63,4433.03,4936.61,4622.09,4838.79,5484.64,4583.96,5319.72,4981.95,6095.32,5438.00,6020.65,4416.41,4918.78,4099.39,3432.42,3619.81,3698.83,3545.87,4047.43,4238.27,4472.04,3646.00,3779.83,4264.73,4230.02,3535.68,3557.94,3756.68,3438.80,4137.12,3765.54,4005.48,3727.64,3863.63,3647.10,3878.66,3415.32,3944.07,3593.98,3425.26,3914.00
4.78959,3447.73,2409.72,1907.64,2242.97,2157.51,2202.39,2397.02,2059.69,2223.86,2015.72,2472.60,2583.13,2325.25,2557.59,2666.14,2648.50,2795.80,3147.09,2840.60,3504.46,3118.73,2977.84,3373.03,4238.90,4348.59,3868.03,2999.34,3652.15,3429.93,4050.59,4410.42,4308.51,4360.43,5111.37,4221.68,4999.76,4525.07,5651.00,4876.99,5469.61,3939.13,4426.96,3582.86,3092.21,3211.01,3255.40,3145.40,3619.96,3837.89,3842.49,3248.30,3286.88,3773.52,3751.07,3192.00,3195.52,3304.70,3044.29,3750.82,3253.63,3538.68,3276.72,3474.77,3324.51,3500.00,2904.07,3548.13,3199.35,2953.74,3458.03
4.79773,3079.02,2230.82,1561.08,1945.60,1860.72,2000.75,2171.35,1754.45,1996.26,1804.10,2257.72,2450.32,2123.31,2391.23,2520.22,2307.63,2637.27,2821.47,2564.34,3224.84,2791.04,2582.95,2939.65,3812.93,3988.38,3605.66,2661.94,3432.74,3154.95,3673.18,3950.32,4023.17,3957.90,4662.83,3953.00,4680.31,4214.89,5249.07,4429.63,4966.44,3609.18,4032.92,3226.99,2861.62,2904.08,2890.19,2788.23,3273.71,3492.84,3347.66,2879.62,2907.94,3339.49,3348.31,2862.33,2869.89,2908.61,2810.85,3439.72,2871.92,3170.96,2970.73,3150.07,3053.96,3189.68,2543.09,3151.63,2882.57,2627.98,3142.29
4.80588,2816.62,2076.88,1309.36,1668.24,1678.13,1764.40,2006.70,1524.32,1843.58,1625.09,2045.24,2295.76,1973.76,2206.98,2329.02,2052.78,2493.38,2586.79,2405.01,3028.78,2516.12,2263.37,2576.84,3461.77,3583.39,3353.72,2380.60,3228.66,2916.40,3320.32,3563.20,3711.39,3643.56,4151.49,3721.07,4303.93,4030.32,4852.34,4054.10,4514.25,3369.05,3695.28,2960.91,2657.55,2715.26,2578.24,2471.10,2993.13,3205.17,2979.97,2542.71,2627.83,2983.02,2995.65,2555.17,2620.42,2559.86,2686.06,3207.57,2597.84,2850.92,2739.46,2901.26,2744.00,2930.23,2291.31,2724.82,2597.94,2408.71,2899.10
4.81402,2605.90,1927.09,1142.00,1436.37,1599.58,1516.18,1885.14,1333.82,1751.71,1457.00,1843.78,2136.90,1874.94,2030.90,2083.29,1891.86,2333.52,2416.13,2314.76,2853.99,2303.91,2034.22,2340.68,3191.67,3145.85,3085.18,2094.39,3004.42,2699.56,3048.65,3255.45,3371.18,3391.86,3637.49,3468.97,3866.51,3888.34,4445.25,3719.14,4136.58,3157.57,3356.64,2728.28,2439.93,2600.46,2326.30,2199.87,2750.15,2984.72,2692.34,2268.31,2406.42,2687.17,2674.56,2340.37,2490.14,2241.07,2557.84,3037.68,2394.34,2571.84,2539.60,2721.67,2379.83,2687.77,2077.94,2326.33,2311.51,2239.22,2655.37
4.82217,2400.28,1761.66,1032.32,1243.28,1572.24,1310.66,1781.54,1174.62,1701.11,1288.05,1690.63,1971.27,1793.61,1886.91,1802.25,1798.16,2167.22,2275.32,2221.66,2636.17,2148.59,1890.06,2215.14,2978.63,2693.21,2822.12,1775.74,2794.04,2520.28,2885.99,3023.57,3050.49,3165.70,3179.96,3171.68,3442.89,3703.27,4055.58,3438.29,3861.08,2957.10,2994.43,2495.90,2235.95,2473.63,2152.90,1968.82,2563.02,2797.80,2447.78,2049.34,2169.69,2419.03,2381.73,2228.04,2426.19,1945.41,2403.45,2865.21,2245.88,2330.54,2345.81,2606.17,2007.08,2451.44,1877.74,2018.39,2006.64,2094.66,2372.46
4.83031,2149.75,1575.54,956.645,1048.51,1558.44,1185.75,1689.02,1072.96,1663.91,1130.31,1590.35,1807.71,1684.79,1757.71,1536.76,1773.08,2029.55,2144.18,2066.74,2380.77,2023.70,1789.13,2143.56,2805.08,2246.90,2589.47,1477.30,2636.15,2399.72,2807.55,2851.78,2796.42,2959.13,2811.25,2851.96,3105.30,3438.28,3733.49,3235.62,3666.85,2767.80,2631.77,2258.43,2082.57,2290.88,2046.10,1770.66,2481.17,2615.52,2226.89,1857.32,1886.07,2196.10,2101.50,2142.28,2338.67,1673.80,2251.90,2648.15,2147.86,2123.17,2174.76,2530.82,1666.10,2229.26,1700.90,1823.52,1713.46,1995.32,2058.11
4.83846,1854.17,1389.80,873.571,861.226,1527.31,1141.62,1613.69,1021.04,1612.95,1009.98,1512.37,1655.12,1544.39,1633.79,1329.45,1822.25,1927.75,2025.98,1854.61,2141.75,1919.23,1703.95,2104.85,2651.93,1851.27,2414.02,1257.59,2517.79,2321.82,2729.87,2724.18,2626.49,2779.63,2549.61,2563.39,2839.93,3111.97,3504.36,3098.38,3515.40,2605.03,2313.61,2028.90,1978.71,2074.61,1958.91,1606.06,2479.34,2427.93,2006.99,1674.32,1604.92,2055.45,1830.65,2046.43,2197.57,1423.38,2092.20,2396.70,2086.42,1961.77,2059.07,2449.97,1397.07,2028.48,1545.31,1743.52,1495.37,1953.14,1778.75
4.84660,1575.73,1248.49,776.127,735.627,1439.40,1138.70,1534.08,1005.66,1547.04,930.800,1432.15,1514.88,1410.19,1512.71,1195.23,1894.19,1835.06,1902.87,1635.18,1953.46,1815.16,1626.30,2094.50,2514.95,1542.91,2294.01,1103.92,2412.16,2272.79,2577.82,2607.25,2533.90,2618.10,2388.24,2332.46,2620.63,2756.87,3316.74,2971.27,3384.51,2503.23,2083.74,1824.18,1902.50,1844.25,1851.25,1466.79,2449.47,2234.00,1787.98,1476.62,1394.26,1986.09,1612.31,1967.01,2047.71,1217.03,1924.04,2148.84,2027.90,1834.16,1989.20,2331.48,1256.06,1879.27,1420.59,1726.34,1371.17,1934.87,1613.38
4.85475,1370.11,1158.73,706.841,686.505,1301.38,1147.51,1432.61,1020.38,1480.77,880.328,1348.95,1399.96,1287.72,1381.48,1127.43,1925.10,1727.56,1761.76,1460.45,1830.63,1688.90,1568.85,2075.45,2407.35,1335.30,2195.73,963.468,2299.02,2237.76,2362.48,2469.19,2479.76,2465.97,2285.51,2156.00,2477.95,2405.27,3099.02,2809.75,3247.58,2458.67,1934.23,1656.01,1848.47,1610.94,1707.94,1351.13,2324.71,2062.15,1577.78,1268.20,1262.79,1937.25,1488.49,1899.25,1913.92,1090.52,1776.33,1941.98,1929.43,1736.84,1921.21,2170.92,1255.87,1817.22,1341.81,1701.21,1343.66,1879.40,1567.38
4.86289,1252.34,1100.64,681.533,672.622,1172.69,1180.35,1338.61,1050.57,1400.01,852.333,1265.86,1334.43,1146.84,1235.36,1110.63,1889.67,1598.16,1626.56,1351.85,1772.54,1541.29,1551.33,2023.32,2309.92,1237.02,2066.53,818.563,2171.51,2147.23,2153.04,2286.96,2418.51,2331.28,2230.19,2032.29,2418.22,2124.12,2849.94,2616.93,3066.51,2400.09,1814.06,1509.04,1835.65,1412.16,1547.07,1255.49,2131.29,1924.86,1379.55,1100.90,1198.63,1865.59,1446.84,1808.06,1783.51,1057.47,1673.58,1790.38,1834.92,1688.81,1805.33,2001.04,1341.06,1839.80,1300.88,1634.35,1417.63,1739.38,1580.86
4.87104,1188.52,1061.19,663.322,661.498,1089.96,1244.19,1276.63,1069.10,1285.19,824.640,1201.60,1323.89,977.261,1109.27,1129.02,1800.25,1470.93,1517.24,1286.75,1733.72,1373.86,1579.20,1949.70,2200.99,1232.08,1886.69,674.765,2040.23,1940.79,1994.49,2056.17,2359.18,2199.76,2252.12,1963.79,2390.30,1977.89,2617.95,2414.39,2829.46,2264.97,1683.46,1354.42,1866.59,1278.56,1411.13,1158.66,1921.63,1794.80,1206.80,1023.89,1200.91,1755.96,1431.14,1690.41,1681.35,1107.76,1614.97,1670.16,1827.12,1672.31,1615.24,1855.49,1444.20,1885.35,1271.45,1499.25,1527.96,1531.02,1604.07
