2H chemical shift (ppm),FA_20240514_2H_yeast_1.6.ser#1,FA_20240514_2H_yeast_1.6.ser#2,FA_20240514_2H_yeast_1.6.ser#3,FA_20240514_2H_yeast_1.6.ser#4,FA_20240514_2H_yeast_1.6.ser#5,FA_20240514_2H_yeast_1.6.ser#6,FA_20240514_2H_yeast_1.6.ser#7,FA_20240514_2H_yeast_1.6.ser#8,FA_20240514_2H_yeast_1.6.ser#9,FA_20240514_2H_yeast_1.6.ser#10,FA_20240514_2H_yeast_1.6.ser#11,FA_20240514_2H_yeast_1.6.ser#12,FA_20240514_2H_yeast_1.6.ser#13,FA_20240514_2H_yeast_1.6.ser#14,FA_20240514_2H_yeast_1.6.ser#15,FA_20240514_2H_yeast_1.6.ser#16,FA_20240514_2H_yeast_1.6.ser#17,FA_20240514_2H_yeast_1.6.ser#18,FA_20240514_2H_yeast_1.6.ser#19,FA_20240514_2H_yeast_1.6.ser#20,FA_20240514_2H_yeast_1.6.ser#21,FA_20240514_2H_yeast_1.6.ser#22,FA_20240514_2H_yeast_1.6.ser#23,FA_20240514_2H_yeast_1.6.ser#24,FA_20240514_2H_yeast_1.6.ser#25,FA_20240514_2H_yeast_1.6.ser#26,FA_20240514_2H_yeast_1.6.ser#27,FA_20240514_2H_yeast_1.6.ser#28,FA_20240514_2H_yeast_1.6.ser#29,FA_20240514_2H_yeast_1.6.ser#30,FA_20240514_2H_yeast_1.6.ser#31,FA_20240514_2H_yeast_1.6.ser#32,FA_20240514_2H_yeast_1.6.ser#33,FA_20240514_2H_yeast_1.6.ser#34,FA_20240514_2H_yeast_1.6.ser#35,FA_20240514_2H_yeast_1.6.ser#36,FA_20240514_2H_yeast_1.6.ser#37,FA_20240514_2H_yeast_1.6.ser#38,FA_20240514_2H_yeast_1.6.ser#39,FA_20240514_2H_yeast_1.6.ser#40,FA_20240514_2H_yeast_1.6.ser#41,FA_20240514_2H_yeast_1.6.ser#42,FA_20240514_2H_yeast_1.6.ser#43,FA_20240514_2H_yeast_1.6.ser#44,FA_20240514_2H_yeast_1.6.ser#45,FA_20240514_2H_yeast_1.6.ser#46,FA_20240514_2H_yeast_1.6.ser#47,FA_20240514_2H_yeast_1.6.ser#48,FA_20240514_2H_yeast_1.6.ser#49,FA_20240514_2H_yeast_1.6.ser#50
4.05651,-841.696,1937.52,1095.07,3273.52,1374.03,2580.56,795.312,1213.41,1949.25,525.375,1918.97,449.184,-396.432,1401.13,-851.362,2566.84,-374.625,678.991,2537.85,1877.42,194.971,1934.01,3097.91,1142.19,1865.33,-771.485,2304.62,1336.2,2608.42,1431.95,1877.78,1099.01,3785.41,3124.79,548.718,1473.47,-222.118,-672.524,648.906,1023.96,2064.38,272.416,2256.18,248.122,1062.66,1549.51,1907.82,-1798.45,1292.19,2828.57
4.06465,-447.082,2295.79,1343.69,2834.23,1137.04,2478.57,999.728,1142.62,2157.62,282.136,2340.03,5.4909,-376.818,1066.16,-805.93,2049.78,-88.8261,1291.79,1844.7,1825,661.963,1500.99,3241.99,946.479,2077.75,-940.456,2053.59,1001.32,2359.64,1303.49,1809.05,781.808,4078.35,3056.95,271.08,1782.26,197.213,-505.203,1610.83,1479.15,2005.14,822.917,2211.94,344.228,1589.19,1584.4,2532.09,-2098.22,2015.82,2967.38
4.0728,151.309,2140.11,1203.92,2440.48,1433.96,1883.17,964.31,1501.05,2306.6,-117.207,2638.38,167.838,-202.025,917.839,-727.461,1923.27,46.7061,1804.29,1036.35,1508.43,959.397,1116.59,3304,1017.05,2396.42,-432.314,2353.79,1525.29,2704.86,824.519,1939.93,551.26,4072.87,2216.2,68.3384,2278.98,572.336,-132.354,2225.91,1144.62,2089.57,1676.14,2264.99,510.669,1906.05,1551.63,2649.85,-2136.91,2708.67,3376.38
4.08094,614.429,1261.38,1379.29,2422.27,1839.1,1059.76,667.588,1667.35,1749.1,-213.246,3071.08,458.835,224.942,968.795,-585.818,2062.02,411.397,1806.01,663.809,1375.76,1156.86,1115.5,3242.25,1440.73,2736.21,-4.05684,2359.05,2349.54,3269.71,430.604,2312.8,529.573,3456.13,1134.66,361.754,2505.32,762.137,848.969,2576.62,237.428,2200.96,2470.3,1732.22,589.987,2018.1,1436.07,1950.82,-1725.89,3014.34,3550.48
4.08909,790.309,624.459,1843.14,2448.08,2041.9,667.039,310.311,1389.94,1223.04,-100.989,3045.91,479.657,686.087,1068.04,-344.149,1922.24,926.004,1879.16,686.741,1091.19,1406.2,1145.52,2956.07,2076.5,2707.4,267.513,1708.7,2629.06,3349.61,214.679,2323.21,295.807,2597.47,267.582,929.399,2762.38,1251.26,1978.77,2647.32,-375.507,1815.16,2711.41,858.799,658.753,1800.47,1352.91,1459.1,-1148.29,3018.2,2849.45
4.09723,905.638,645.341,2228.66,2131.95,2313.22,754.639,-178.898,839.375,1343.43,-155.024,2488.37,490.939,1006.46,1261.2,-382.267,1453.46,1377.94,2255.33,767.927,466.884,1805.06,1183.47,2708.89,2585.77,2287.91,811.366,950.293,2085.64,2880.58,187.573,2025.46,39.1863,2113.24,-60.0194,1554.78,2980.11,1901.12,2049.15,2691.27,-573.159,1185.37,2642.85,528.755,680.339,1427.53,1237.2,1704.66,-593.705,3089.54,2159.24
4.10538,454.13,896.188,2671.28,1973.99,2845.75,911.748,-527.238,558.864,1823.1,117.399,1848.54,618.694,840.159,1875.51,-641.753,1110.12,1796.18,2168.41,863.736,15.0108,2040.46,1747.4,2681.66,2359.85,2043.5,1502.97,851.777,1495.83,2228.34,222.342,1766.49,151.721,2195.13,-8.02832,2108.32,2912.46,2275.56,1405.25,2891.42,-794.617,1100.58,2615.87,646.675,546.28,1197.51,870.537,1866.89,259.843,3141.81,1884.35
4.11352,-578.196,980.074,3261.36,2487.52,3396.98,777.168,-729.319,702.601,2553.91,582.422,1551.42,864.169,374.125,2601.05,-436.866,1112.98,1966.48,1929.6,1019.46,-254.078,1825.38,2244.95,3063.06,1706.75,1910.37,1793.64,1228.12,1147.5,1826.83,309.85,1586.89,606.267,2587.85,88.7536,2250.98,2704.11,2280.59,959.124,2929.24,-845.843,1620.14,2836.87,819.91,207.758,1008.76,323.724,1609.86,1141.14,3020.71,1437.77
4.12167,-1504.78,1033.41,3479.48,3186.2,3521.69,597.076,-774.994,1036.36,3517.36,546.095,1547.83,1243.01,284.616,3003.43,456.295,1204.86,1772.58,1905.65,924.734,-354.184,1354.38,2522.17,3757.69,1256.26,1697.96,1729.32,1522.59,803.823,1744.37,244.831,1377.19,1092.01,3143.91,406.407,2060.07,2404.33,1925.77,674.38,2518.05,-381.364,2116.06,3247.05,1079.05,37.8775,822.267,25.0017,1393.03,1589.11,2922.63,858.819
4.12981,-1752.42,1049.28,2916.39,3485.91,3047.24,384.539,-426.773,1206.81,4266.77,124.825,1011.24,1468.63,500.696,3134.2,1431.94,1207.6,1659.66,2005.7,960.441,-53.9093,786.383,2851.67,4363.38,861.839,1548.85,1354.68,1692.11,687.653,1859.29,269.61,862.91,1369.25,3455.3,796.675,2387.91,2305.02,1483.13,181.085,1722.7,225.974,2116.54,3475.28,1430.08,109.061,485.655,23.5195,1470.82,1929.82,2808.73,412.628
4.13796,-1257.77,1319.73,2188.92,3289.25,2292.98,275.641,44.9345,1199.57,4605.92,-83.8597,108.007,1361.38,378.34,2996.14,2039.58,956.173,1860.83,2019.2,1613.31,623.069,269.97,3045.08,4194.04,670.583,1860.26,866.07,1550.61,784.956,1803.96,351.651,368.294,1446.36,3412.28,1042.12,2735.97,2505.54,1436.51,-387.618,1252.81,463.343,1712.32,3398.09,1660.27,532.071,380.057,38.801,1388.46,2406.73,2923.17,446.28
4.1461,-81.1124,1907.1,1851.81,2876.25,1919.65,476.137,386.096,1461.82,4526.01,227.584,107.9,1452.73,-77.7299,2577.2,2110.81,578.569,2118.16,2009.35,2307.39,1361.31,-313.354,3041.39,3540.76,1027.21,2344.18,457.813,1341.83,895.066,1471.45,572.509,370.987,1243.95,3048.76,1194.01,2646.99,2720.1,1687.5,-417.906,1176.76,449.557,1881.15,3144.14,1733,926.334,568.09,210.978,960.729,2926.46,3230.5,737.164
4.15425,1075.72,2381.17,1951.06,2392.29,2136.82,905.199,283.62,1813.31,4057.33,927.651,843.86,1470.51,-197.278,2107.12,1745.47,358.09,2483.12,2166.62,2225.72,1717.51,-835.797,2781.84,3172.68,1821.22,2602.35,5.00049,975.18,1177.54,1058.12,994.754,724.014,865.857,2535.96,1514.9,2291.46,2926.98,1901.35,244.079,1098.68,613.148,2779.38,3092.81,2000.9,986.394,807.656,523.616,793.379,3215.55,3207.93,1220.27
4.16239,1851.33,2348.25,2172.43,2267.68,2310.78,1013.58,381.451,2034.16,3328.11,1497.87,1293.07,1182.99,181.765,1298.32,1484.28,85.382,2378.92,1992.95,1776.25,1791.79,-945.142,2213.41,3356.83,2443.41,2533.74,-381.879,178.416,1764.76,1111.13,923.222,791.857,659.916,2560.93,2209.49,1770.13,3257.59,1915.21,985.082,1097.54,1037.82,3535.37,3099.12,2341.26,852.153,1144.98,708.663,1065.4,3043.37,2763.64,1809.39
4.17054,2259.76,2368.25,2451.1,2478.53,2276.8,831.505,875.573,2029.15,2367.65,2025.37,1162.63,893.403,565.723,34.6971,1427.03,5.7356,1484.42,1298.23,1544.65,1938.83,-568.197,1360.14,3757.22,2425.02,2126.77,-405.465,-604.997,2448.65,1634.12,725.844,549.748,791.577,2961.25,2809.52,1508.58,3730.26,1510.1,940.943,931.709,947.556,3646.14,2634.78,2207.13,448.916,1208.14,687.401,1232.25,2669.63,2064.29,2259.91
4.17868,2318.66,2783.85,2935.52,2562.49,2005.38,835.786,1280.06,1483.8,1452.03,2822.11,1057.98,974.997,852.908,-975.257,1376.67,493.236,927.208,775.668,1380.03,2157.4,183.389,558.73,3621.54,2164.72,1739.09,-338.711,-756.811,2983.52,1876.75,931.323,176.102,1044.26,3105.58,3373.35,1615.13,4155.33,998.663,554.237,804.668,351.154,3030.51,1900.18,1333.69,321.316,983.016,680.297,1183.01,2361.98,1405,2628.91
4.18683,2290.12,3270.82,3560.01,2816.09,1541.88,691.009,1468.98,736.471,1019.39,3283.61,1161.92,1552.67,874.471,-1109.68,1441.46,1206.33,1302.28,630.255,1425.29,2568.81,626.771,180.145,3203.2,1589.5,1788.11,-354.181,-404.931,3223.2,1904.4,1351.58,-146.355,1407.42,2818.8,3877.16,1375.08,4451.66,910.572,378.334,1265.16,171.875,2135.88,1178.54,263.2,683.799,917.078,1228.99,1351.29,2410.99,1033.97,3037.13
4.19497,2292.11,3454.92,3671.93,3190.29,1273.72,133.017,1339.75,445.382,750.356,3063.93,1206.22,2016.16,594.522,-191.018,1353.21,1607.45,1571.89,614.291,1543.74,3142.22,569.657,79.5838,3171.47,421.726,1710.05,-255.167,-150.212,3195.58,1873.21,1564.45,12.7491,2181.95,2362.1,3835.73,704.25,4435.41,747.36,815.212,1821.29,267.801,1668.61,625.681,-683.394,676.366,1300.99,1831.45,1781.68,2537.13,943.355,3236.39
4.20312,2108.29,3166.31,3047.77,3401.51,1692.22,-523.498,711.901,655.19,333.592,2733.4,1228.32,2054.13,725.313,1093.59,887.747,1698.39,1493.36,643.38,1811.7,3445.63,221.507,358.167,3153.22,-922.823,1272.84,60.599,-87.4957,3356.06,1558.78,1675.91,411.071,3002.6,2097.35,3174.2,294.628,4135.35,377.043,1720.65,2013.44,318.404,1685.79,273.692,-1340.58,654.059,1599.77,1970.74,1836.64,2638.06,1105.63,3198.42
4.21126,1551.45,2677.89,2534.03,3270.06,2579.89,-1141.53,59.3844,930.288,55.27,2482.01,1189.54,1993.62,1471.36,1856.63,685.384,1731.84,1218.57,707.347,2164.8,3261.71,109.734,840.962,2803.18,-1703.08,1069.69,397.748,-53.4732,3902.49,1184.27,1609.42,741.271,3396.42,1808.1,2256.46,185.085,4068.54,250.876,2249.6,1990.73,349.79,1634.06,31.8978,-1429.4,1233.47,1610,1623.87,1524.17,2763.71,1506.34,3065.35
4.21941,1014.11,2242.91,2352.27,2900.21,3327.6,-1710.56,-144.033,1176.32,-174.211,1812.21,828.766,2124.11,2094.62,2144.94,1206.07,1886.4,737.363,767.616,2105.33,3005.65,283.802,1270.44,2518.95,-1516.68,1256.17,540.191,371.444,4322.04,762.512,1317.88,676.794,3574.59,1539.82,1406,46.7063,4178.72,201.556,2050.04,1928.32,249.208,1452.28,-214.135,-1238.18,2079.33,1821.24,1266.27,1127.02,3012.68,2241.08,2908.54
4.22755,817.886,1962.35,2239.48,2522.26,3534.55,-2094.13,63.4959,1657.09,-487.818,994.227,350.525,2322.89,1947.05,2390.55,2153.43,1763.19,293.296,908.21,1301.37,3178.95,657.939,1253,2302.08,-746.765,1406.36,803.892,1343.02,4416.17,359.298,1372.83,305.434,3318.29,1307.46,733.036,64.3969,4223.29,165.787,1640.63,2266.45,49.8008,1198.05,-193.159,-726.903,2954.96,2467.49,1283.55,674.932,3252.13,2977.79,2651.01
4.2357,859.599,1886.83,2331.88,2043.31,3220.42,-1999.74,670.796,2246.63,-640.637,721.259,52.0496,2419.12,1477.88,2308.02,2978.1,1301.29,404.872,886.855,354.472,3665.81,1139.08,1049.25,2144.73,-213.552,1614.37,1088.1,2576.61,4678.72,282.975,1772.36,161.625,2806.04,1023.93,29.3273,374.264,3887.16,443.976,1662.35,2864.05,37.3709,1005.7,172.758,-206.324,3459.39,2949.2,1739.6,456.202,3272.67,3322.73,2613.23
4.24384,1352.23,2172.39,2410.48,1411.86,2362.32,-1183.32,1337.97,2797.17,-398.831,1178.74,169.889,2241.05,1323.49,2016.99,3148.24,986.444,1057.81,637.409,-4.10376,3938.56,1550.96,1334.67,2346.3,210.231,1943.75,1260.66,3419.59,5040.4,639,2236.22,519.311,2332.11,857.898,-605.734,929.433,3176.95,817.822,2265.68,2882.38,97.8052,993.933,886.391,79.9327,3243.62,2794.32,2341.62,647.114,2997.62,2793.65,2765.03
4.25199,1876.55,2654.95,2351.1,1138.07,1535.82,-3.77833,1547.37,3262.99,324.745,2110.59,700.638,2033.76,1190.14,1958.39,2948.29,1167.57,1670.54,836.063,305.074,3727.82,1638.05,2038.53,2614.44,520.607,2289.37,1524.64,4061.06,4852.13,1261.52,2638.82,1251.42,2229,1160.18,-1051.98,1506.5,2373.87,1251.22,2992.41,2366.96,195.097,1324.24,1582.35,367.569,2654.27,2599.77,2968.28,910.962,2697.5,2127.01,2985.07
4.26013,2111.1,3112.95,2481.55,1604.01,1355.2,814.388,1128.4,3307.74,925.985,2793.32,1186.22,1815.24,1063.7,2094.04,3078.18,1841.32,2198.36,1177.08,983.428,3357.5,1505.02,2456.67,2127.27,464.283,2348.96,2031.68,4557.71,4166.95,1808.81,2786.96,1835.8,2621.47,1873.77,-1429.41,1784.53,1773.88,1850.93,3052.14,2089.12,383.384,1935.15,2123.89,743.587,2140.71,2462.78,3412.92,1248.62,2414.8,1814.92,2947.22
4.26828,2006.36,3767.79,2726.9,2327.93,1500.43,1046.59,577.531,2688.26,896.259,2948.4,1767.09,1533.13,790.5,2118.9,3785.84,2777.08,2986.83,959.529,1527.55,3323.48,1373.6,2291.08,1132.96,217.199,2294.31,2437.33,4891.55,3712.86,2220.87,2778.99,2183.98,3129.14,2294.81,-1504.85,1978.85,1351.23,2355.41,2684.76,1952.35,458.507,2202.41,2530.25,998.452,1662.56,2445.53,3556.03,1716.37,2072.77,1431.67,2699.52
4.27642,1732.31,4063.24,2881.85,2761.58,1612.72,951.748,681.617,1627.18,598.346,3292.87,2328.47,1263.17,741.407,1925.85,4775.46,3088.89,3693.63,296.795,1652.47,3542.46,1263.49,1793.78,722.504,312.778,2205.25,2458.01,5039.07,3300.5,2430.37,3023.02,2692.14,3566.33,2466.18,-1071.98,2531.42,883.49,2493.4,2531.53,1534.41,558.043,1927.52,2773.2,1293.8,956.279,2572.28,3545.25,2188.9,1815.16,905.11,2544.54
4.28457,1462.76,3538.81,2813.47,3077.05,2048.83,1300.41,1518.75,835.556,599.213,3554.02,2475.55,871.084,1373.83,1851.82,5551.21,2780.33,3580.23,-223.468,1581.46,3757.23,1553.64,1328.52,825.544,471.959,1891.76,2585.12,5001.01,2924.21,2804.84,3273.95,3032.35,4170.16,2895.25,-465.532,3332.63,635.164,2338.8,2517.34,1156.29,861.861,1408.12,2981.69,1407.34,454.626,2797.38,3496.62,2591.46,1743.75,330.823,2674.38
4.29271,1515.57,2655.61,2843.19,3292.08,2828.56,1916.98,2534.17,814.721,804.225,3422.83,2292.03,666.356,2156.93,2113.6,5946.13,2143.23,2373.01,-144.721,1621.79,3901.56,1998.86,985.828,975.83,413.365,1504.3,3148.76,5032.49,3146.33,3517.95,3439.82,2802,4759.39,3306.25,12.4948,3889.45,988.723,2147.47,2874.1,950.317,1219.86,784.399,2993.82,1501.54,772.729,3229.92,3209.76,2693.77,1877.93,-121.007,3139.45
4.30086,1901.4,2175.66,3463.31,2857.13,3135.39,2031.49,3294.82,953.568,1056.81,2842.44,2078.1,906.808,2780.55,2441.14,5540.36,1268.39,1048.34,307.672,1964.16,4025.66,2623.34,965.898,1159.92,-6.67757,1262.2,3780.63,4927.9,3948.45,3792.22,3724.37,2421.44,5006.55,3011.26,681.445,4233.96,1492.52,1957.15,3180.31,1228.63,1313.21,314.151,3180.78,2184.64,1497.89,3755.57,2587.58,2672.48,2095.06,-186.378,3533.94
4.309,2227.19,2259.09,4111.8,2090.16,2682.83,1879.9,3493.39,1102.55,1302.79,2100.32,1892,1128.54,2983.9,2688.5,4527.05,767.893,701.961,538.813,2387.98,3889.03,3385.6,1595.58,1614.71,-368.694,1202.94,3879.63,4399.62,4824.98,3676.54,3938.24,2401.95,4901.75,2327.6,1630.88,4568.8,1939.24,1949.51,3108.99,1770.58,1377.83,213.452,3531.54,3245.36,2055.67,4124.96,1993.88,2223.74,2215.62,103.051,3361.46
4.31715,2355.73,2720.41,4152.18,1649.18,2205.98,2109.02,3355.61,1442.98,1549.05,1629.62,1643.57,1029.41,2665.88,2904.84,4025.77,781.431,1503.48,657.764,2624.1,3388.39,3901.94,2640.52,2093.98,-308.69,1335.66,3334.44,3873.36,5042.93,3947.73,3692.04,2882.92,4606.39,1841.03,2505.98,4717.04,2174.66,2134.92,2901.56,2032.52,1469.66,587.393,3614.73,3967.16,2457.01,4230.84,1960.89,1512.64,2489.53,400.527,3040.92
4.32529,2677.84,3297.53,3883.89,1956.21,2221.67,2727.49,3406.43,1549.93,1865.2,1247.28,1488.23,709.119,2320.91,3072.89,4259.22,824.678,2451.31,893.016,2615.74,2771.42,4284.99,3652.57,2215.34,176.682,1616.17,2821.34,3504.56,4848.86,4286.3,3475.81,3776.23,4055.26,2071.54,2889.97,4735.19,2447.67,2266.7,2817.84,2472.27,1568.99,947.814,3582.22,4073.54,2610.64,3722.03,2630.27,1067.99,2522.43,803.629,2841.3
4.33344,3169.02,3454.83,3842.61,2822.26,2426.57,3148.58,3111.12,1302.57,2280.15,1163.5,1265.15,636.246,2459.71,3172.37,4560.5,679.142,2869.25,1245.87,2421.43,2239.02,4733.48,4130.87,2070.4,894.192,2463.97,3206.02,3108.46,4740.06,4291.86,3875.21,4571.59,3437.02,2814.88,2562.88,4675.77,2882.73,2395.71,2966.12,3253.11,1550.79,1438.9,3607.24,3813.82,2600.71,3077.27,3518.51,949.672,2276.23,1325.59,2536.7
4.34158,3488.98,3346.57,4006.95,3579.11,2337.67,3144.29,2286.82,682.157,2854.31,1535.89,1113.12,1063.16,2654.23,3274.38,4423.17,390.43,2794.73,1697.3,2313.05,1607.22,4817.1,4193.18,1974.18,1357.97,3434.97,4181.65,2847.98,4514.03,4273.98,4493.03,4543.94,3306.43,3309.58,1669.26,4719.76,3316.07,2798.37,3513.64,3705.31,1459.69,2545.81,3840.35,3704.19,2520.97,2603.34,3972.28,724.701,2199.11,2110.14,2233.51
4.34973,3691.88,3068.16,4187.27,4081.9,2018.68,2927.31,1746.08,210.094,3426.76,1762.2,1361.78,1706.03,2831.71,3559.38,4223.82,593.085,2703.64,1892.89,2270.21,950.416,4618,4046.46,2053.08,1505.77,3954.96,5098.53,2618.55,4197.4,4480.38,4498.28,4025.72,3592.09,3224.79,1071.16,4844.66,3537.79,3017.03,4116.98,3545.06,1389.23,3919.72,4258.64,3624.23,2768.28,1891.37,4100.23,496.611,2291.83,2955.84,2527.05
4.35787,4038.29,2707.7,4447.95,4261.12,1647.04,2553.6,1674.85,183.404,4042.65,1843.67,1570.36,1947.54,2824.69,3686.79,4247.23,1642.76,2731.79,1579.51,2283.95,666.994,4402.23,3805.91,2427.1,1520.14,4062.66,5654.67,2085.07,4368.29,4672.77,4214.17,3823.4,3844.09,2687.38,1284.62,4658.03,3483.65,2907.76,4570.65,3054.95,1545.7,4636.97,4314.11,3660.04,3532.09,1284.84,3761.7,732.848,2257.33,3302.11,3415.33
4.36602,4302.87,2382.86,4599.42,4000.86,1197.93,2013.23,1632.11,661.939,4234.88,1816.26,1603.81,2123.83,2629.14,3927.57,4516.96,2687.97,2431.75,1382.8,2430.13,1022.99,4201.48,3597.85,2823.37,1457.42,4363.18,5605.67,1671.07,4946.64,4500.1,3991.68,3757.83,3816.33,2416.26,1988.5,3981.19,3114.18,2776.64,4973.46,2697.5,2093.81,4812.49,3853.8,3963.38,4377.05,1039.51,3158,1259.67,2334.29,2976.48,4068.17
4.37416,4113.26,2414.21,4402.29,3742.62,1054.96,1445.49,1296.69,1472.92,3723.86,1698.04,1771.14,2508.01,2699.72,4273.06,4853.13,3166.07,1695.27,1689.31,2864.06,1858.19,4323.99,3418.85,3034.96,1352.46,4675.72,5174.8,1945.14,4902.88,3855.02,3904.07,3444.53,3516.92,2242.1,2829.18,3158.89,2924.67,2640.42,4983.75,2967.11,2623.09,4717.16,3304.64,4107.65,4718.02,1211.38,2648.86,1857.91,2719.49,2608.66,4544.61
4.38231,3866.73,2692.9,3831.66,3396.21,1594.34,1225.55,1003.54,2385.06,3057.09,1521.84,2104.59,2836.51,2962.97,4271.19,4694.11,3334.13,852.113,2029.5,3516.14,2865.21,4534.46,2948.57,3195.75,1568.82,4558.12,5177.48,2950.59,4338.59,3157.86,4351.62,3084.55,2921.94,2127.05,3649.21,2587.45,3317.14,2849.18,4889.7,3619.49,2747.04,4214.93,3075.9,4165.56,4818.25,1561.05,2489.69,2289.88,3331.44,2653.3,4895.23
4.39045,3842.66,2741.96,3173.33,3010.26,2308.31,1544.56,780.528,3069.19,2424.16,1700.61,2512.17,3141.78,3186.05,4107.68,4090.43,3680.82,507.993,2291.41,4105.59,3459.48,4500.96,2375.26,3311.88,2163.8,4432.39,5736.59,4047.76,4112.29,2827.33,5088.85,3125.63,2332.58,2305.03,3833.07,2451.66,3771.97,3661.3,5102.08,4019.36,2673.01,3323.15,3183.1,4240.23,4526.14,1685.75,2924.06,2363.07,3932.33,2784.39,4903.57
4.3986,3777.97,2802.76,2761.52,2918.42,2864.32,2461.32,313.135,3239.42,1975.74,2292.17,3003.65,3190.76,3441.57,4064.97,3751.51,4016.28,837.13,2695.08,4951.06,3569.47,4411.8,1964.8,3356.06,2422.41,4712.78,6091.88,4797.32,4187.19,2945.98,5302.36,3937.83,2245.11,2392.53,3474.35,2906.91,3790.21,4763.98,5572.8,4083.87,2822.49,2370.55,3621.09,4511.96,4013.58,1593.07,3522.61,1994.69,4127.61,3042.72,4777.08
4.40675,3625.32,2947.61,2611.67,3011.46,3066.25,3634.99,299.351,3107.16,1868.46,2679.35,3588.8,3079.69,3729.57,4120.61,3671.29,4133.54,1356.75,3221.01,5811.61,3647.92,4269.17,1982.68,2960.6,2291.48,5045.2,5697,5226.71,4508.75,3035,5154.02,4947.16,2676.86,2381.5,3614.56,3749.43,3737.02,5661.08,5713,4034.53,3168.3,1913.33,4226.74,4967.27,4036.71,1530.42,3554.15,1424.35,3841.83,3220.65,4854.56
4.41489,3509.51,2959.1,2628.3,2978.87,3236.29,4442.93,1127.16,3150.47,2117.85,2802.8,3862.2,2953.39,4104.12,4196.72,3552.34,4255.15,2007.82,3627.79,6032.12,3999.34,3920.01,2274.07,2511.5,2178.73,5272.66,5029.78,5379.07,4641.36,2870.92,4997.32,5547.56,3054.11,2455,4196.9,4427.66,4099.76,5776.28,5544.18,3917.26,3523.49,2168.43,4856.94,5279.25,4511.72,1930.31,3175.05,796.4,3381.66,2910.2,4938.42
4.42304,3525.47,2880.16,2139.51,3286.03,3079.93,4996.09,2194.21,3375.85,2601.2,2861.88,3539.74,3064.5,4520.78,4313.75,3747.56,4523.72,2883,3847.96,5600.67,4505.82,3474.96,2233.13,2652.16,2682.01,5471,4496.92,5692.51,4703.35,2845.92,4845.59,5923.3,2817.73,2767.09,4404.68,4828,4850.69,5369.17,5264.58,3806.34,3798.79,2663.3,5559.45,5530.66,5044.12,2616.85,2895.09,334.626,2975.65,2357.42,5094.88
4.43118,3518.72,2897.82,991.294,3613.82,2760.04,5617.54,3034.03,3992.22,3232.77,3128.16,3079.56,3460.2,4544.1,4493.24,4356.23,4852.67,3862.78,4259.85,5014.43,5125.61,3338.17,1777.3,3212.99,3367.82,5512.43,4459.47,6472.42,4948.15,3271.81,4858.3,6107.77,2738.35,3288.92,4742.64,5054.7,5645.09,4788.07,4975.06,4087.14,3886.94,3041.39,6222,5668.22,5592.67,3146.07,2614.19,495.539,2924.53,2153.33,5370.74
4.43933,3051.79,3082,4.31172,3735.8,2808.59,5953.4,3767.71,4514.03,3775.82,3726.12,3379.22,3565.68,3950.78,4879.55,5234.2,5258.18,4748.47,4526.85,4841.99,5656.93,3588.55,1342.57,3796.42,3691.94,5644.97,4982.17,7347.22,5172.66,3830.61,5012.86,5980.11,3537.45,3813.64,5068.78,5122.09,5964.21,4243.38,4826.07,4280.18,3866.34,3338.81,6371.3,5653.49,6164.07,3951.1,2424.35,1396.61,3256.08,2286.73,5600.71
4.44747,2460.97,3564.46,-325.888,3915.07,2957.81,5809.01,4486.54,4560.32,4125.99,4149.25,4209.04,3659.1,3308.56,5180.56,5824.66,5662.95,5283.12,4449.32,5223.5,5801.87,4062.07,1167.18,4055.55,4064.76,6267.66,5343.81,7634.11,4937.84,4302.11,4999.36,5785.33,4527.2,4287.5,4717.57,5313.81,6081.72,4229.65,4963.67,4282.38,4011.45,3682.48,6072.1,5761.33,6586.61,4651.13,2769.34,2785.96,3777.7,2613.35,5532.94
4.45562,2354.89,4281.41,52.7038,4412.49,3059.22,5557.72,5236.9,4389.46,4392.79,4464.93,5101.58,3966.25,3191.96,5473.08,5345.51,5760.48,5132.45,4362.8,5692.05,5640.48,4611.77,1575.33,4277.56,4420.51,7031.79,5253.66,7593.15,4532.22,4611.72,4705.95,5273.03,4977.23,4336.13,4562.95,5700.07,6162.01,4531.71,5185.23,4317.25,4620.02,4164.54,6059.53,5838.45,6350.34,5055.52,3803.93,3732.54,4112.31,3442.72,5136.92
4.46376,2371.77,5038.95,755.673,5136.56,3282.83,5405.92,5802.83,4458.17,4222.74,4698.51,5995.06,4249.25,3736.8,5803.63,4569.46,5617.45,4662.86,4536.95,5828.22,5524.51,5198.22,2885.4,4891.62,4703.6,7602.23,5160.47,7359.01,4540.83,4947.45,4637.46,4669.5,4905.43,4150.6,5206.25,5959.19,5901.48,4542.83,5583.1,4142.02,5770.92,4819.41,6322.13,5656.4,5729.37,5346.98,4839.4,4280.16,4165.64,4439.39,4450.92
