,FA_20231206_2H_yeast_1.3.ser#1,FA_20231206_2H_yeast_1.3.ser#2,FA_20231206_2H_yeast_1.3.ser#3,FA_20231206_2H_yeast_1.3.ser#4,FA_20231206_2H_yeast_1.3.ser#5,FA_20231206_2H_yeast_1.3.ser#6,FA_20231206_2H_yeast_1.3.ser#7,FA_20231206_2H_yeast_1.3.ser#8,FA_20231206_2H_yeast_1.3.ser#9,FA_20231206_2H_yeast_1.3.ser#10,FA_20231206_2H_yeast_1.3.ser#11,FA_20231206_2H_yeast_1.3.ser#12,FA_20231206_2H_yeast_1.3.ser#13,FA_20231206_2H_yeast_1.3.ser#14,FA_20231206_2H_yeast_1.3.ser#15,FA_20231206_2H_yeast_1.3.ser#16,FA_20231206_2H_yeast_1.3.ser#17,FA_20231206_2H_yeast_1.3.ser#18,FA_20231206_2H_yeast_1.3.ser#19,FA_20231206_2H_yeast_1.3.ser#20,FA_20231206_2H_yeast_1.3.ser#21,FA_20231206_2H_yeast_1.3.ser#22,FA_20231206_2H_yeast_1.3.ser#23,FA_20231206_2H_yeast_1.3.ser#24,FA_20231206_2H_yeast_1.3.ser#25,FA_20231206_2H_yeast_1.3.ser#26,FA_20231206_2H_yeast_1.3.ser#27,FA_20231206_2H_yeast_1.3.ser#28,FA_20231206_2H_yeast_1.3.ser#29,FA_20231206_2H_yeast_1.3.ser#30,FA_20231206_2H_yeast_1.3.ser#31,FA_20231206_2H_yeast_1.3.ser#32,FA_20231206_2H_yeast_1.3.ser#33,FA_20231206_2H_yeast_1.3.ser#34,FA_20231206_2H_yeast_1.3.ser#35,FA_20231206_2H_yeast_1.3.ser#36,FA_20231206_2H_yeast_1.3.ser#37,FA_20231206_2H_yeast_1.3.ser#38,FA_20231206_2H_yeast_1.3.ser#39,FA_20231206_2H_yeast_1.3.ser#40,FA_20231206_2H_yeast_1.3.ser#41,FA_20231206_2H_yeast_1.3.ser#42,FA_20231206_2H_yeast_1.3.ser#43,FA_20231206_2H_yeast_1.3.ser#44,FA_20231206_2H_yeast_1.3.ser#45,FA_20231206_2H_yeast_1.3.ser#46,FA_20231206_2H_yeast_1.3.ser#47,FA_20231206_2H_yeast_1.3.ser#48,FA_20231206_2H_yeast_1.3.ser#49,FA_20231206_2H_yeast_1.3.ser#50,FA_20231206_2H_yeast_1.3.ser#51,FA_20231206_2H_yeast_1.3.ser#52,FA_20231206_2H_yeast_1.3.ser#53,FA_20231206_2H_yeast_1.3.ser#54,FA_20231206_2H_yeast_1.3.ser#55,FA_20231206_2H_yeast_1.3.ser#56,FA_20231206_2H_yeast_1.3.ser#57,FA_20231206_2H_yeast_1.3.ser#58,FA_20231206_2H_yeast_1.3.ser#59,FA_20231206_2H_yeast_1.3.ser#60,FA_20231206_2H_yeast_1.3.ser#61,FA_20231206_2H_yeast_1.3.ser#62,FA_20231206_2H_yeast_1.3.ser#63,FA_20231206_2H_yeast_1.3.ser#64,FA_20231206_2H_yeast_1.3.ser#65,FA_20231206_2H_yeast_1.3.ser#66,FA_20231206_2H_yeast_1.3.ser#67,FA_20231206_2H_yeast_1.3.ser#68,FA_20231206_2H_yeast_1.3.ser#69,FA_20231206_2H_yeast_1.3.ser#70,FA_20231206_2H_yeast_1.3.ser#71,FA_20231206_2H_yeast_1.3.ser#72,FA_20231206_2H_yeast_1.3.ser#73,FA_20231206_2H_yeast_1.3.ser#74,FA_20231206_2H_yeast_1.3.ser#75,FA_20231206_2H_yeast_1.3.ser#76,FA_20231206_2H_yeast_1.3.ser#77,FA_20231206_2H_yeast_1.3.ser#78,FA_20231206_2H_yeast_1.3.ser#79,FA_20231206_2H_yeast_1.3.ser#80,FA_20231206_2H_yeast_1.3.ser#81,FA_20231206_2H_yeast_1.3.ser#82,FA_20231206_2H_yeast_1.3.ser#83,FA_20231206_2H_yeast_1.3.ser#84,FA_20231206_2H_yeast_1.3.ser#85,FA_20231206_2H_yeast_1.3.ser#86,FA_20231206_2H_yeast_1.3.ser#87,FA_20231206_2H_yeast_1.3.ser#88,FA_20231206_2H_yeast_1.3.ser#89,FA_20231206_2H_yeast_1.3.ser#90,FA_20231206_2H_yeast_1.3.ser#91,FA_20231206_2H_yeast_1.3.ser#92,FA_20231206_2H_yeast_1.3.ser#93,FA_20231206_2H_yeast_1.3.ser#94,FA_20231206_2H_yeast_1.3.ser#95,FA_20231206_2H_yeast_1.3.ser#96,FA_20231206_2H_yeast_1.3.ser#97,FA_20231206_2H_yeast_1.3.ser#98,FA_20231206_2H_yeast_1.3.ser#99,FA_20231206_2H_yeast_1.3.ser#100
1.65782,26.5510,325.941,-55.3306,334.461,74.7831,97.5367,103.850,134.262,82.8635,288.333,71.4605,388.561,487.703,159.099,287.712,342.084,203.812,434.493,508.509,730.712,485.516,361.859,362.117,172.909,538.778,268.460,597.645,340.608,575.748,585.236,619.998,295.270,297.123,-105.450,543.098,222.933,389.593,783.185,295.521,399.151,348.455,456.337,579.363,554.015,444.400,590.200,517.662,636.648,425.957,611.538,588.082,564.858,629.168,578.559,464.890,430.917,566.854,616.142,407.505,542.737,649.503,613.089,590.777,404.387,674.413,811.108,714.584,586.559,427.452,516.949,756.537,546.160,954.721,472.657,415.142,646.049,741.856,633.242,512.600,661.863,28.3964,355.203,322.508,530.830,404.397,810.119,397.656,627.654,553.983,659.389,548.319,629.304,374.191,793.072,863.633,681.928,481.733,903.810,774.885,644.606
1.66189,10.7665,292.019,-75.2223,334.659,62.8314,79.8782,69.5655,139.519,94.1757,280.291,64.3206,390.084,483.111,159.585,270.433,324.133,195.416,400.965,514.015,714.145,480.945,360.429,355.408,172.921,514.434,254.199,576.579,351.121,583.490,546.588,605.351,301.671,270.874,-89.6054,536.951,191.702,389.634,751.398,255.402,368.083,366.420,403.167,567.522,552.638,422.429,595.822,540.315,651.395,400.228,604.455,567.400,567.813,578.822,562.387,473.702,409.856,553.913,613.751,401.163,533.976,648.691,610.476,589.838,415.343,674.581,784.136,708.331,575.659,420.144,491.132,698.225,562.695,951.560,483.473,398.272,628.013,738.671,656.020,487.662,661.651,21.5536,329.045,346.404,512.935,385.426,778.455,354.462,588.296,530.807,601.250,574.915,607.871,354.522,772.453,852.884,685.291,459.694,856.136,754.062,613.071
1.66596,-5.71949,254.197,-84.1423,324.808,53.0587,57.5592,39.9352,140.249,113.641,269.220,58.5752,392.864,477.875,158.592,252.612,309.297,185.398,373.020,515.740,688.919,478.443,355.105,348.008,174.386,489.537,238.327,551.081,360.569,592.027,504.673,581.624,304.306,243.834,-70.4795,528.309,164.320,391.768,713.564,216.614,344.534,388.452,352.474,556.004,549.653,400.814,598.785,557.531,660.952,377.921,595.046,533.196,562.571,524.638,552.072,483.619,395.954,541.555,608.154,393.224,533.502,649.845,608.959,585.531,426.980,668.552,758.004,695.497,561.714,418.230,469.923,644.377,575.262,950.611,498.878,380.830,608.396,732.714,674.451,453.094,661.831,24.6592,296.931,376.065,492.273,374.375,740.637,308.588,548.542,511.335,555.376,599.686,579.569,340.283,748.215,834.220,692.541,436.002,802.865,731.024,592.660
1.67004,-19.3307,215.483,-83.9670,303.892,46.5120,30.8009,13.6900,135.860,137.926,257.126,54.0236,393.219,471.388,153.841,238.441,295.768,174.603,347.973,512.871,655.546,478.563,348.270,340.293,176.882,465.292,221.000,522.886,369.257,598.765,460.203,549.593,301.506,216.334,-52.1393,519.755,139.570,393.169,670.731,181.725,334.179,412.723,303.600,542.861,543.408,379.664,596.500,568.563,662.177,363.351,582.972,485.447,551.851,470.317,550.570,493.146,389.986,527.522,602.228,380.978,542.847,651.232,612.549,577.515,439.642,655.372,732.685,675.274,544.296,419.209,453.430,598.390,581.277,948.259,515.386,362.515,588.340,722.473,687.667,411.381,658.549,36.4848,262.043,408.326,467.467,369.196,700.096,262.026,509.647,495.807,524.154,619.778,548.086,330.887,723.576,808.213,703.545,414.633,748.841,707.144,586.093
1.67411,-27.4592,179.045,-78.7930,273.665,45.4134,0.225962,-10.8072,126.389,162.828,245.071,50.4405,388.060,465.120,145.447,232.156,281.724,164.305,322.580,505.328,616.631,481.193,342.088,331.937,180.825,442.405,202.612,495.109,378.175,601.190,415.074,511.986,293.517,189.890,-37.2826,513.791,117.306,392.036,623.049,153.000,339.276,436.775,256.307,525.724,532.890,358.376,587.363,573.811,654.011,358.760,569.198,426.892,539.267,419.281,559.771,500.866,392.181,511.153,599.034,363.200,559.245,652.270,624.355,565.857,452.050,635.088,708.220,649.295,523.584,421.344,440.205,562.349,579.394,940.439,529.284,343.987,569.220,706.413,694.411,367.123,649.535,54.1642,227.685,438.874,438.416,368.095,660.070,217.338,474.417,483.810,508.610,633.537,516.678,324.803,700.968,777.374,716.538,398.647,698.571,682.777,592.390
1.67818,-29.6486,147.688,-72.5069,238.190,51.6166,-32.5863,-35.0234,112.663,184.192,233.371,47.5690,376.391,461.726,135.318,237.225,266.543,155.727,294.873,492.943,576.762,485.428,337.335,322.232,187.231,420.580,184.080,471.367,388.157,597.429,371.766,472.476,281.704,166.817,-26.7864,511.591,97.9080,387.820,570.388,131.609,357.794,457.771,211.205,503.396,518.310,336.700,571.614,574.485,637.422,363.110,554.735,362.518,527.879,373.781,578.848,506.721,401.814,493.603,599.935,340.188,576.871,652.609,645.628,550.941,461.276,608.238,685.329,620.998,500.384,422.716,428.466,537.196,569.847,923.925,538.715,326.783,551.941,684.782,693.523,325.587,635.386,73.9268,196.389,463.878,406.109,369.744,622.553,177.457,446.987,473.846,508.875,639.610,487.151,320.700,681.374,744.587,727.805,389.776,655.263,656.904,607.412
1.68225,-27.5283,123.335,-67.3022,202.721,65.3416,-65.3705,-59.5873,96.4457,198.471,221.997,45.1105,359.735,462.689,125.492,255.186,250.704,150.070,265.042,475.100,541.176,490.270,333.122,310.656,197.058,398.848,166.973,454.551,399.141,586.829,332.966,434.155,267.376,149.430,-20.2842,512.253,80.7091,380.787,513.518,117.128,384.427,472.796,169.533,476.608,501.261,315.555,551.625,573.079,614.834,372.178,539.377,298.241,519.525,334.667,604.547,512.753,416.824,476.866,603.935,313.198,589.742,651.199,675.227,534.096,464.053,575.484,664.611,594.534,476.580,421.219,417.403,522.661,553.528,897.197,544.439,312.532,536.169,660.204,684.274,290.614,618.296,92.7992,169.732,481.128,372.361,372.514,588.172,144.636,431.431,463.007,523.320,636.721,459.555,317.811,664.805,711.988,732.869,388.988,620.174,628.156,625.363
1.68633,-23.8826,106.366,-64.1828,172.164,84.5805,-95.9846,-83.7921,80.3118,203.083,211.045,42.4810,340.954,466.499,117.207,284.696,234.993,148.283,234.878,451.527,513.969,495.224,327.494,297.126,210.066,376.710,153.082,445.689,410.134,570.285,301.575,398.417,251.146,139.495,-17.1011,513.136,63.3679,371.730,454.690,108.070,412.405,479.583,132.725,447.389,484.122,296.664,531.348,573.293,589.560,380.184,521.870,239.306,514.891,301.589,632.613,522.261,433.796,462.845,608.642,283.729,594.081,646.248,709.744,517.579,458.340,537.910,645.524,573.850,455.302,415.771,407.378,517.296,530.758,861.072,548.385,301.980,519.936,636.837,666.500,263.286,599.734,109.817,148.806,490.067,339.428,373.828,556.763,119.308,429.905,447.465,547.654,624.163,432.886,315.683,651.272,680.831,728.672,397.110,592.485,596.277,640.612
1.69040,-21.5227,95.4936,-64.1583,149.461,105.180,-123.038,-105.850,66.9433,196.658,201.135,38.7892,322.189,469.158,111.444,321.773,220.022,150.533,206.115,423.280,496.836,500.170,318.710,282.038,224.340,355.001,143.813,443.755,419.740,550.125,280.122,364.962,233.173,137.661,-16.5906,511.085,42.9807,361.868,397.044,103.240,435.434,477.408,102.181,417.925,469.246,281.212,515.039,578.271,565.403,382.106,501.122,189.231,513.601,273.542,658.948,537.789,448.555,453.313,611.718,252.963,588.663,636.053,744.228,503.431,444.240,497.517,626.423,561.707,439.992,407.086,398.614,518.914,501.279,818.901,551.744,294.692,500.611,618.964,640.787,242.409,579.482,125.762,134.684,491.067,309.527,370.794,528.139,99.7645,441.795,423.943,575.609,602.455,406.316,314.115,641.453,652.018,715.282,414.425,569.704,563.097,649.277
1.69447,-22.2977,88.5385,-68.1831,134.392,121.598,-146.047,-123.671,57.9782,179.294,193.219,33.2207,303.531,466.776,109.826,361.514,206.180,155.999,178.896,393.009,489.128,505.059,306.610,266.263,237.390,335.790,139.968,446.694,426.590,529.562,269.540,332.755,213.988,142.695,-17.9481,503.898,17.6665,352.439,343.231,102.604,449.466,467.561,79.0758,390.039,458.727,268.566,505.694,588.082,546.169,375.222,477.124,149.472,514.006,249.478,680.115,559.510,457.394,450.166,612.046,221.830,573.676,619.818,773.422,492.544,424.152,457.278,605.365,558.580,432.870,397.044,389.511,525.244,465.298,775.953,554.418,289.491,476.721,609.467,608.585,226.177,556.566,141.983,128.052,484.706,284.613,361.732,502.524,82.9794,464.399,391.323,600.949,573.752,380.213,313.272,636.581,626.446,695.728,439.212,548.406,532.492,650.141
1.69854,-26.5183,83.4552,-75.9585,123.514,128.406,-165.273,-135.331,53.2449,152.788,187.794,25.5185,283.630,457.932,114.118,400.167,193.516,163.151,151.964,364.675,488.961,509.796,292.977,250.814,247.816,321.411,141.495,452.672,429.373,511.840,268.585,301.394,195.359,151.137,-20.3299,491.538,-12.5590,344.152,294.354,106.710,453.836,453.069,64.2455,365.400,454.526,256.243,504.015,598.491,534.747,359.564,450.971,119.742,513.406,228.485,693.594,585.043,458.509,454.949,610.423,191.661,549.769,598.017,793.214,484.942,402.423,420.786,580.811,562.117,434.152,387.332,376.701,534.377,424.238,737.713,555.818,284.937,448.700,608.452,572.077,213.498,530.701,159.586,128.229,471.399,266.282,347.137,480.335,66.3044,494.149,351.263,619.326,541.628,356.345,313.595,637.675,604.708,673.968,466.610,525.221,509.130,644.392
1.70262,-32.9845,79.0164,-85.4042,111.536,122.151,-181.355,-139.064,51.2664,120.372,184.264,16.4212,261.526,443.763,124.456,435.919,181.563,170.321,124.313,342.891,494.023,513.905,280.375,236.185,255.747,313.051,146.948,460.429,426.790,499.194,274.312,272.273,180.541,158.025,-23.3857,476.448,-45.6121,337.069,249.928,115.241,451.135,437.731,58.3760,345.736,458.133,241.444,508.697,602.187,532.025,337.717,424.428,98.9046,509.357,209.609,698.146,610.504,452.689,467.727,609.459,164.650,518.125,572.585,801.738,480.727,384.560,391.555,551.928,567.642,442.399,378.448,357.372,544.759,380.815,707.601,555.992,279.715,418.001,613.158,534.114,204.245,503.085,179.615,132.950,451.541,255.255,329.223,461.451,49.1940,527.082,307.680,629.007,510.096,337.055,315.634,644.584,586.689,652.610,489.351,497.938,496.420,634.371
1.70669,-39.3863,75.0731,-93.7656,93.7165,102.528,-194.861,-133.460,50.6874,85.8729,181.130,7.91962,238.017,426.101,138.405,467.984,169.696,176.354,96.4054,331.670,501.257,515.983,270.490,221.837,261.674,309.666,153.615,468.906,417.847,491.944,283.015,248.658,173.495,158.498,-27.4212,462.626,-77.6752,330.859,208.629,126.329,445.872,425.120,62.0988,332.757,469.673,222.937,517.654,592.153,536.545,313.846,399.716,85.8966,501.327,192.019,694.263,631.759,442.543,486.380,612.478,143.321,480.815,546.839,799.398,480.704,375.825,372.021,518.661,569.666,455.171,369.545,331.608,554.978,338.734,685.536,556.048,273.095,386.287,619.673,498.113,198.639,476.353,203.585,139.347,426.117,250.745,310.635,444.702,33.5188,558.407,265.557,630.328,482.472,324.119,320.099,655.501,571.645,632.009,500.304,466.117,494.662,622.380
1.71076,-42.7407,72.2126,-99.2077,68.3628,72.1489,-206.180,-118.160,51.1749,52.8886,176.968,2.93945,215.667,405.938,152.032,495.254,157.972,180.892,70.1602,332.838,506.461,513.677,263.526,206.374,265.052,308.201,158.793,477.210,402.376,488.428,291.273,234.280,177.205,149.447,-32.7937,453.934,-104.094,325.192,169.356,137.573,442.767,418.238,75.4099,327.933,487.304,201.580,528.888,565.248,545.382,292.121,379.569,80.0989,491.210,175.754,684.359,645.156,431.045,507.131,621.653,129.303,440.688,524.523,787.790,486.163,379.243,362.702,482.096,563.859,469.481,359.201,302.436,563.561,302.010,668.400,557.710,265.260,355.687,625.171,467.278,196.415,453.698,233.253,145.013,397.122,250.849,293.501,428.328,21.7830,582.504,229.415,624.426,460.681,318.188,328.201,667.446,558.765,611.071,495.413,430.780,500.464,610.192
1.71483,-39.9850,71.1038,-101.211,38.1137,35.3864,-215.888,-94.4726,52.9334,24.3638,171.561,4.24409,197.484,383.557,161.921,516.120,147.438,184.171,48.5031,344.960,505.461,504.566,258.957,188.438,264.122,304.970,161.158,485.168,381.187,486.015,296.836,231.401,192.107,130.659,-39.0900,452.567,-120.706,320.146,132.297,147.924,445.446,419.591,96.8530,332.159,507.750,179.407,540.377,523.583,555.767,275.631,367.042,81.2535,482.235,162.394,672.239,647.944,420.777,526.019,636.023,122.740,400.898,508.165,768.592,497.819,394.045,362.130,445.136,548.327,482.332,346.876,274.079,569.025,274.247,651.844,562.466,257.138,329.091,629.135,443.529,196.632,437.387,269.340,148.308,367.356,253.929,279.177,411.250,14.8921,594.604,201.710,612.297,445.062,318.887,341.874,677.580,547.626,588.748,475.529,393.739,507.978,599.003
1.71891,-28.9118,72.5421,-99.8080,8.84330,-2.87214,-224.929,-65.2450,55.6556,2.30155,166.310,12.9614,185.155,359.427,166.356,529.670,139.332,186.611,34.9694,363.639,496.466,487.432,256.451,167.862,256.985,296.921,161.139,493.801,355.557,482.399,299.105,239.610,215.862,105.061,-44.7351,458.359,-125.135,316.457,99.2220,158.530,455.889,430.734,123.647,345.279,527.908,158.492,549.598,472.920,566.344,266.365,364.712,89.3187,477.213,154.988,661.749,638.803,413.975,540.273,650.808,123.138,364.253,498.037,743.508,514.753,415.866,367.488,412.273,523.376,491.573,333.976,250.278,570.424,258.271,632.014,570.728,250.068,309.492,632.975,427.388,198.230,427.417,310.155,148.285,339.782,259.423,268.272,394.269,11.9553,593.262,181.850,594.837,434.602,325.002,363.190,684.637,538.064,564.957,446.196,357.389,511.319,589.481
1.72298,-9.01022,78.0204,-94.9229,-13.7992,-38.1686,-234.036,-34.0166,58.3249,-12.6015,163.756,27.6920,178.202,334.598,165.156,536.895,134.087,188.171,33.0405,383.416,481.385,462.838,256.196,146.286,242.999,282.115,160.360,505.054,326.633,476.295,299.333,255.789,244.582,77.6656,-47.1712,469.270,-117.633,315.568,72.5631,171.487,474.402,451.272,153.098,365.839,546.464,140.386,553.681,419.578,577.217,265.565,373.639,104.306,477.156,157.294,655.142,618.346,412.341,548.795,659.480,130.843,332.589,492.552,715.099,534.483,438.721,375.461,387.607,490.495,496.599,323.340,233.592,568.000,255.678,606.290,581.291,245.659,299.086,638.404,418.985,200.660,421.354,351.452,144.812,316.835,267.409,260.734,380.272,12.0901,581.323,166.713,573.508,427.678,334.516,392.945,689.730,529.527,540.500,415.240,324.514,506.689,581.820
1.72705,18.4204,89.2218,-86.3597,-27.9605,-67.0725,-242.956,-3.99272,60.1396,-21.3267,166.770,45.1430,174.793,310.693,158.958,540.476,131.303,187.531,44.8749,400.191,464.731,432.469,258.994,126.647,223.695,259.958,160.542,520.812,295.388,467.330,300.189,275.254,274.241,53.5234,-43.5527,482.597,-101.138,319.612,54.1691,187.578,499.548,478.696,183.998,391.569,564.233,125.941,550.571,368.196,588.879,273.779,392.984,125.999,480.980,172.422,652.298,589.318,416.229,551.598,657.467,147.574,306.666,489.658,687.106,554.090,457.443,382.987,372.765,451.870,498.140,317.386,225.456,563.086,265.977,573.343,591.545,245.498,299.031,645.798,418.796,204.047,415.757,388.078,138.788,300.012,278.165,256.077,372.990,15.6834,564.516,152.550,550.629,423.039,344.584,429.406,695.688,520.610,516.651,389.523,297.474,493.178,575.584
1.73112,50.6506,106.211,-74.1039,-36.2962,-87.3086,-250.318,22.5137,61.4714,-26.5179,177.720,62.1122,173.572,289.894,148.771,543.226,130.625,182.048,69.9374,412.374,451.028,398.295,266.345,111.680,202.771,231.510,162.333,541.732,263.040,455.372,304.147,293.677,301.256,35.9849,-31.7319,495.966,-80.0695,330.938,44.6755,205.089,528.247,509.671,216.622,420.183,583.035,115.364,540.355,321.375,600.891,290.759,420.557,153.821,486.548,201.146,651.442,556.405,423.863,548.830,644.336,175.129,286.770,488.007,663.508,571.217,469.496,387.722,366.749,410.460,497.144,316.411,226.283,557.360,286.107,533.225,598.567,250.646,309.679,653.596,427.034,209.103,408.119,416.419,132.096,289.793,292.374,253.782,374.760,23.6327,548.929,136.914,528.785,420.416,351.639,468.475,705.049,509.348,495.001,372.914,277.410,472.367,569.536
1.73520,83.8634,126.191,-58.6097,-43.3620,-97.5844,-254.341,44.0484,63.7089,-31.6239,197.427,77.3020,175.047,274.851,135.726,546.495,132.136,169.147,104.818,420.244,442.756,362.848,279.964,102.272,184.884,199.503,164.742,566.520,231.411,439.918,311.508,308.739,322.638,26.3148,-10.8726,507.735,-58.1368,351.001,43.3983,220.672,556.749,541.474,251.585,449.701,604.114,108.663,525.511,280.240,611.255,315.600,453.578,187.092,492.313,241.003,650.522,525.360,431.532,540.322,623.044,213.143,273.125,487.216,647.133,584.083,475.842,388.369,367.364,369.775,493.932,318.295,235.203,552.245,311.162,487.610,600.510,261.392,330.562,658.814,442.518,217.017,397.714,435.731,126.979,285.566,310.805,253.699,385.044,36.0333,538.979,119.547,509.915,420.325,352.061,505.450,718.301,493.839,477.330,366.113,264.362,447.425,562.111
1.73927,113.665,144.229,-40.9052,-52.1146,-97.7798,-253.930,59.7548,68.0758,-39.3723,224.184,91.6003,181.571,268.261,120.646,549.823,135.549,148.353,144.813,424.643,439.929,330.094,300.649,96.7558,173.686,167.801,165.671,592.062,202.907,420.361,319.912,320.563,336.501,24.4399,18.7812,517.136,-36.8503,379.574,48.4389,231.274,582.205,572.343,288.876,478.225,627.068,106.384,509.856,244.927,616.998,347.048,489.127,225.197,498.191,286.926,648.055,501.347,435.214,526.027,597.714,257.917,265.460,487.407,638.923,590.902,480.572,385.153,372.604,333.123,488.698,319.817,249.747,548.862,336.037,439.741,597.374,277.307,360.002,658.268,462.611,229.102,384.907,447.155,124.890,285.417,333.123,255.956,401.231,52.3410,536.480,102.184,495.080,423.235,343.373,537.014,733.711,472.910,465.088,367.530,257.885,422.124,552.468
1.74334,136.150,155.440,-22.3429,-62.0444,-89.6495,-249.394,69.1309,74.3917,-50.5745,253.826,106.956,195.975,271.931,103.621,551.895,139.390,122.594,186.122,426.322,441.051,305.059,327.291,91.9383,170.342,140.357,163.300,614.347,180.135,397.048,326.218,330.818,342.741,29.9786,56.5841,524.249,-15.6775,415.058,57.0039,235.411,603.600,601.029,327.584,503.939,649.686,109.993,497.108,215.362,615.747,383.554,524.531,267.046,505.074,332.580,643.148,487.163,432.761,506.922,571.664,303.499,262.589,488.632,637.957,589.756,489.003,379.927,381.162,302.983,482.677,318.752,265.878,548.190,357.059,393.799,590.473,297.214,394.967,649.853,484.395,246.065,370.078,451.569,125.646,286.313,357.371,260.326,420.455,72.4564,540.603,87.5254,485.081,428.738,324.954,561.944,748.526,446.898,458.979,374.377,257.419,399.824,541.157
1.74741,149.063,157.097,-3.82734,-69.5755,-76.9894,-242.148,72.0241,80.7079,-64.2088,281.348,125.079,219.568,285.475,83.9864,551.791,141.567,97.7976,226.985,425.953,444.372,291.732,356.818,85.4146,173.509,119.978,157.436,629.722,165.446,371.934,329.395,341.488,343.012,42.7041,101.690,529.527,7.03182,455.173,65.9315,233.015,621.342,626.294,365.920,525.610,668.778,121.447,489.842,192.424,607.133,423.125,558.081,310.164,513.682,371.725,634.984,482.347,424.842,485.425,546.527,344.126,263.076,490.650,642.005,579.329,505.116,375.175,392.265,281.094,478.203,315.102,278.504,550.956,372.854,353.966,581.005,319.059,431.717,633.220,505.693,267.638,353.534,448.773,127.697,284.990,381.057,265.905,439.960,96.8100,548.512,77.7589,481.118,435.244,297.656,580.559,760.412,417.983,458.942,383.672,262.577,382.670,529.832
1.75149,152.248,149.548,14.9586,-70.0503,-64.2630,-233.657,68.9409,84.1945,-78.5405,303.101,146.867,250.432,305.474,60.9310,549.672,140.904,80.7220,267.227,424.091,448.193,290.987,385.242,77.3958,180.447,107.452,149.926,635.844,160.590,348.034,331.832,354.331,339.543,61.9597,152.357,533.043,33.1918,497.249,72.2121,224.577,635.778,646.608,401.301,542.801,681.677,142.052,488.959,178.345,592.682,463.414,589.495,350.510,523.756,399.632,622.299,483.614,414.041,464.608,522.647,376.087,266.355,493.028,648.504,560.039,529.855,372.464,405.470,268.876,477.336,310.262,282.708,557.197,384.149,323.493,569.042,340.066,466.957,609.793,524.832,293.064,336.091,438.767,129.118,279.112,402.648,271.671,456.220,125.309,556.665,73.4530,484.639,440.414,263.125,594.022,768.171,389.633,463.874,393.030,273.521,371.439,520.236
1.75556,147.231,135.769,35.2155,-60.1707,-54.3728,-224.614,61.0940,82.7330,-92.0546,317.865,172.482,283.030,325.843,34.4464,546.467,138.076,75.9703,306.906,420.861,450.229,300.435,409.098,70.6377,188.076,101.417,143.943,631.934,166.174,328.218,337.746,370.681,333.519,85.6810,205.268,534.218,64.1180,538.437,73.4144,210.756,645.716,660.198,430.829,555.283,687.220,171.255,493.777,175.642,574.242,502.118,619.316,383.646,534.059,413.941,603.583,486.124,403.377,446.622,500.197,398.102,272.891,495.301,655.409,534.749,560.935,371.820,420.715,267.247,480.638,305.023,275.586,566.322,392.562,304.022,553.627,357.665,498.696,582.347,539.782,321.628,319.079,423.203,128.330,268.240,421.948,277.280,465.132,156.648,562.493,73.5323,496.529,442.135,223.366,603.985,771.394,365.573,471.290,401.098,291.045,366.091,513.186
1.75963,136.436,120.044,57.6135,-39.7622,-47.4784,-214.733,49.7254,76.1263,-103.567,326.267,201.508,309.757,339.675,5.86683,542.664,135.053,83.9671,345.257,415.756,447.316,315.945,426.118,68.6542,193.396,98.8951,142.856,618.360,180.756,314.093,350.171,390.898,324.519,110.408,256.141,532.394,99.8799,576.160,68.0921,192.710,648.382,665.855,452.176,562.464,685.525,205.992,502.769,185.597,552.635,537.112,647.710,406.778,542.847,414.323,578.154,484.876,395.385,431.777,479.825,410.512,283.377,497.088,661.188,508.060,593.850,372.495,438.297,275.673,487.204,298.739,257.757,577.987,399.076,295.506,533.570,371.079,526.156,554.101,548.278,352.170,303.719,405.235,124.338,254.231,439.393,282.980,463.978,188.743,565.460,76.3928,516.477,439.473,180.448,612.233,769.885,348.637,478.051,407.422,316.024,366.377,508.261
1.76370,122.413,106.256,81.2559,-12.1666,-41.7532,-202.800,35.3116,66.2776,-112.039,329.587,232.651,324.004,341.976,-22.4150,537.506,133.580,101.137,380.830,407.841,436.101,333.162,435.104,73.6284,193.795,96.3670,149.350,596.211,200.478,305.529,368.983,413.724,311.622,132.538,301.390,527.666,139.333,608.409,56.0723,172.458,641.143,664.155,464.325,563.867,677.335,241.000,514.499,207.728,527.863,566.289,673.776,420.192,548.457,401.744,547.028,476.034,391.558,418.972,462.340,414.352,298.246,498.295,664.136,484.032,623.545,374.158,458.539,291.611,495.552,290.368,233.503,592.679,403.230,296.837,508.340,382.431,549.145,527.626,549.404,382.135,290.872,388.273,116.858,240.375,455.445,288.682,453.363,219.724,566.754,81.3891,543.018,432.972,136.582,620.192,763.893,339.765,482.090,411.711,348.551,371.966,504.296
