2H chemical shift (ppm),FA_20240228_2H_E.coli_1.4.ser#1,FA_20240228_2H_E.coli_1.4.ser#2,FA_20240228_2H_E.coli_1.4.ser#3,FA_20240228_2H_E.coli_1.4.ser#4,FA_20240228_2H_E.coli_1.4.ser#5,FA_20240228_2H_E.coli_1.4.ser#6,FA_20240228_2H_E.coli_1.4.ser#7,FA_20240228_2H_E.coli_1.4.ser#8,FA_20240228_2H_E.coli_1.4.ser#9,FA_20240228_2H_E.coli_1.4.ser#10,FA_20240228_2H_E.coli_1.4.ser#11,FA_20240228_2H_E.coli_1.4.ser#12,FA_20240228_2H_E.coli_1.4.ser#13,FA_20240228_2H_E.coli_1.4.ser#14,FA_20240228_2H_E.coli_1.4.ser#15,FA_20240228_2H_E.coli_1.4.ser#16,FA_20240228_2H_E.coli_1.4.ser#17,FA_20240228_2H_E.coli_1.4.ser#18,FA_20240228_2H_E.coli_1.4.ser#19,FA_20240228_2H_E.coli_1.4.ser#20,FA_20240228_2H_E.coli_1.4.ser#21,FA_20240228_2H_E.coli_1.4.ser#22,FA_20240228_2H_E.coli_1.4.ser#23,FA_20240228_2H_E.coli_1.4.ser#24,FA_20240228_2H_E.coli_1.4.ser#25,FA_20240228_2H_E.coli_1.4.ser#26,FA_20240228_2H_E.coli_1.4.ser#27,FA_20240228_2H_E.coli_1.4.ser#28,FA_20240228_2H_E.coli_1.4.ser#29,FA_20240228_2H_E.coli_1.4.ser#30,FA_20240228_2H_E.coli_1.4.ser#31,FA_20240228_2H_E.coli_1.4.ser#32,FA_20240228_2H_E.coli_1.4.ser#33,FA_20240228_2H_E.coli_1.4.ser#34,FA_20240228_2H_E.coli_1.4.ser#35,FA_20240228_2H_E.coli_1.4.ser#36,FA_20240228_2H_E.coli_1.4.ser#37,FA_20240228_2H_E.coli_1.4.ser#38,FA_20240228_2H_E.coli_1.4.ser#39,FA_20240228_2H_E.coli_1.4.ser#40,FA_20240228_2H_E.coli_1.4.ser#41,FA_20240228_2H_E.coli_1.4.ser#42,FA_20240228_2H_E.coli_1.4.ser#43,FA_20240228_2H_E.coli_1.4.ser#44,FA_20240228_2H_E.coli_1.4.ser#45,FA_20240228_2H_E.coli_1.4.ser#46,FA_20240228_2H_E.coli_1.4.ser#47,FA_20240228_2H_E.coli_1.4.ser#48,FA_20240228_2H_E.coli_1.4.ser#49,FA_20240228_2H_E.coli_1.4.ser#50,FA_20240228_2H_E.coli_1.4.ser#51,FA_20240228_2H_E.coli_1.4.ser#52,FA_20240228_2H_E.coli_1.4.ser#53,FA_20240228_2H_E.coli_1.4.ser#54,FA_20240228_2H_E.coli_1.4.ser#55,FA_20240228_2H_E.coli_1.4.ser#56,FA_20240228_2H_E.coli_1.4.ser#57,FA_20240228_2H_E.coli_1.4.ser#58,FA_20240228_2H_E.coli_1.4.ser#59,FA_20240228_2H_E.coli_1.4.ser#60,FA_20240228_2H_E.coli_1.4.ser#61,FA_20240228_2H_E.coli_1.4.ser#62,FA_20240228_2H_E.coli_1.4.ser#63,FA_20240228_2H_E.coli_1.4.ser#64,FA_20240228_2H_E.coli_1.4.ser#65,FA_20240228_2H_E.coli_1.4.ser#66,FA_20240228_2H_E.coli_1.4.ser#67,FA_20240228_2H_E.coli_1.4.ser#68,FA_20240228_2H_E.coli_1.4.ser#69,FA_20240228_2H_E.coli_1.4.ser#70,FA_20240228_2H_E.coli_1.4.ser#71,FA_20240228_2H_E.coli_1.4.ser#72,FA_20240228_2H_E.coli_1.4.ser#73,FA_20240228_2H_E.coli_1.4.ser#74,FA_20240228_2H_E.coli_1.4.ser#75,FA_20240228_2H_E.coli_1.4.ser#76,FA_20240228_2H_E.coli_1.4.ser#77,FA_20240228_2H_E.coli_1.4.ser#78,FA_20240228_2H_E.coli_1.4.ser#79,FA_20240228_2H_E.coli_1.4.ser#80,FA_20240228_2H_E.coli_1.4.ser#81,FA_20240228_2H_E.coli_1.4.ser#82,FA_20240228_2H_E.coli_1.4.ser#83,FA_20240228_2H_E.coli_1.4.ser#84,FA_20240228_2H_E.coli_1.4.ser#85,FA_20240228_2H_E.coli_1.4.ser#86,FA_20240228_2H_E.coli_1.4.ser#87,FA_20240228_2H_E.coli_1.4.ser#88,FA_20240228_2H_E.coli_1.4.ser#89,FA_20240228_2H_E.coli_1.4.ser#90,FA_20240228_2H_E.coli_1.4.ser#91,FA_20240228_2H_E.coli_1.4.ser#92,FA_20240228_2H_E.coli_1.4.ser#93,FA_20240228_2H_E.coli_1.4.ser#94,FA_20240228_2H_E.coli_1.4.ser#95,FA_20240228_2H_E.coli_1.4.ser#96,FA_20240228_2H_E.coli_1.4.ser#97,FA_20240228_2H_E.coli_1.4.ser#98,FA_20240228_2H_E.coli_1.4.ser#99,FA_20240228_2H_E.coli_1.4.ser#100,FA_20240228_2H_E.coli_1.4.ser#101,FA_20240228_2H_E.coli_1.4.ser#102,FA_20240228_2H_E.coli_1.4.ser#103,FA_20240228_2H_E.coli_1.4.ser#104,FA_20240228_2H_E.coli_1.4.ser#105,FA_20240228_2H_E.coli_1.4.ser#106,FA_20240228_2H_E.coli_1.4.ser#107,FA_20240228_2H_E.coli_1.4.ser#108,FA_20240228_2H_E.coli_1.4.ser#109,FA_20240228_2H_E.coli_1.4.ser#110,FA_20240228_2H_E.coli_1.4.ser#111,FA_20240228_2H_E.coli_1.4.ser#112,FA_20240228_2H_E.coli_1.4.ser#113,FA_20240228_2H_E.coli_1.4.ser#114,FA_20240228_2H_E.coli_1.4.ser#115,FA_20240228_2H_E.coli_1.4.ser#116,FA_20240228_2H_E.coli_1.4.ser#117,FA_20240228_2H_E.coli_1.4.ser#118,FA_20240228_2H_E.coli_1.4.ser#119,FA_20240228_2H_E.coli_1.4.ser#120,FA_20240228_2H_E.coli_1.4.ser#121,FA_20240228_2H_E.coli_1.4.ser#122,FA_20240228_2H_E.coli_1.4.ser#123,FA_20240228_2H_E.coli_1.4.ser#124,FA_20240228_2H_E.coli_1.4.ser#125,FA_20240228_2H_E.coli_1.4.ser#126,FA_20240228_2H_E.coli_1.4.ser#127,FA_20240228_2H_E.coli_1.4.ser#128,FA_20240228_2H_E.coli_1.4.ser#129,FA_20240228_2H_E.coli_1.4.ser#130
8.16983,-215.909,236.503,-113.35,24.3126,135.994,-85.7917,-191.065,-66.7244,137.563,177.404,-27.5053,-281.179,-109.318,81.8761,39.8335,-143.188,-119.2,38.9638,45.5736,52.4171,-142.037,0.833615,417.871,-101.275,-91.8651,-194.535,-19.6503,172.837,-101.461,-137.636,148.925,163.966,136.323,-81.3074,249.895,30.3944,301.161,-30.279,193.753,198.014,25.2349,147.218,83.8801,-122.705,-66.6553,73.5861,-40.288,-109.835,9.64907,-62.9766,-4.08504,64.3376,-212.48,-125.649,79.6039,-68.8884,237.912,-135.404,-262.964,-59.213,-4.45671,63.0848,-182.952,201.764,73.6273,82.7844,65.8962,-81.4329,70.0692,-29.7962,91.4254,-242.951,64.3312,-154.783,-137.747,51.3791,-344.547,79.4908,-99.5794,-132.042,-354.077,-401.214,109.428,113.134,74.7705,72.9873,-77.9062,85.4533,-7.78783,135.695,-275.74,121.08,113.354,246.335,198.344,-61.6687,178.693,-72.3123,24.9108,153.936,54.6481,-264.209,60.5271,24.1246,-17.6842,25.9979,34.6884,-94.5694,29.7186,-105.897,100.971,72.9263,-53.093,93.3702,187.047,85.7989,-46.0341,-130.304,461.348,187.719,-98.0934,-130.155,-15.7415,-170.154,-119.599,-205.124,291.115,24.5027,-39.0611,530.671
8.1739,-240.996,255.372,-134.562,46.7245,135.501,-90.4528,-168.5,-109.688,153.733,180.307,-5.11336,-265.54,-119.172,82.9491,53.5145,-131.378,-146.358,59.807,35.4356,38.2499,-141.178,-24.5483,401.097,-99.6948,-128.336,-177.774,-35.5776,210.455,-111.605,-135.339,118.933,159.508,97.5961,-85.9972,277.605,17.1183,298.567,-30.0046,219.537,191.044,56.9577,165.43,76.9579,-115.35,-86.2224,84.5634,-58.3057,-94.2692,-18.2794,-59.2139,6.65547,66.2567,-200.087,-105.519,103.07,-61.3337,228.214,-150.891,-263.445,-83.5823,4.1401,48.6493,-170.824,239.397,53.0287,71.5364,51.3683,-65.58,73.0523,-57.5954,117.355,-265.898,80.5792,-170.439,-147.823,6.6959,-330.655,76.6928,-100.233,-153.491,-372.989,-397.041,98.3186,102.552,91.2417,46.9324,-70.4092,74.0519,-30.1511,133.116,-244.551,129.317,136.677,265.234,195.159,-66.9608,180.662,-85.9565,11.6349,157.572,83.9328,-241.347,44.8717,16.6698,-8.15459,25.4103,30.893,-109.49,55.5209,-111.795,120.517,50.8938,-39.2602,91.5943,141.588,88.1641,-50.9649,-117.291,437.025,197.146,-54.5799,-84.7095,-60.3209,-152.98,-126.054,-195.849,326.8,15.186,-55.5354,548.277
8.17797,-267.755,272.731,-152.497,68.6652,137.027,-96.0061,-142.726,-150.908,166.987,183.743,6.00119,-250.37,-129.628,75.3837,66.7009,-115.072,-166.928,76.6046,25.9785,19.5272,-130.617,-57.9065,379.258,-94.6893,-158.238,-159.984,-49.9989,244.358,-120.274,-138.76,87.8399,154.309,66.4572,-94.2865,296.637,4.51515,299.599,-28.6696,238.92,174.798,91.7814,179.334,71.6112,-99.3908,-104.184,97.2131,-72.624,-71.925,-43.1291,-54.2182,17.4258,71.3593,-186.635,-82.0688,119.774,-53.6009,212.947,-160.073,-267.111,-104.801,18.3553,25.0634,-154.646,272.53,33.0075,64.2676,33.9353,-55.3863,73.6399,-85.1724,147,-276.125,98.6175,-184.885,-155.28,-41.8197,-306.222,71.363,-102.874,-170.163,-382.202,-379.511,84.5015,90.7218,101.595,24.4709,-66.2705,56.7138,-54.7046,132.75,-211.29,135.284,156.821,273.398,195.5,-63.5577,183.147,-106.247,-4.92839,160.02,103.891,-216.31,29.3321,13.915,3.05682,29.6945,25.8499,-112.907,86.2388,-117.381,140.11,31.3614,-24.0096,85.6377,94.1956,96.5948,-45.4115,-103.83,406.63,206.86,-17.2486,-40.8774,-100.046,-133.866,-121.757,-181.639,354.108,5.86322,-68.1265,565.695
8.18205,-295.304,284.766,-165.546,88.3535,144.764,-102.436,-118.421,-185.654,175.144,186.541,5.37792,-237.225,-142.656,59.0084,76.4952,-96.0084,-182.967,88.0711,17.6772,-2.25252,-111.03,-98.0184,353.122,-84.687,-180.416,-143.569,-62.9582,271.445,-129.936,-148.444,60.5629,146.802,44.6423,-107.125,303.717,-7.58077,303.368,-26.0035,251.209,150.451,127.578,188.598,69.5449,-77.5172,-121.746,108.406,-80.7489,-45.6142,-59.3068,-48.0279,29.6401,79.9085,-172.552,-57.5477,130.487,-44.9706,195.498,-166.488,-273.704,-120.205,37.4007,0.267122,-136.105,300.411,17.9645,62.9811,17.6212,-50.656,72.4743,-111.747,176.6,-274.801,119.149,-197.534,-157.301,-92.5832,-273.854,62.8873,-106.868,-181.427,-381.714,-352.841,68.4515,78.6841,104.156,8.68056,-64.7794,32.8125,-81.3753,131.999,-178.96,137.037,169.04,271.452,201.788,-54.129,186.073,-130.552,-23.2596,160.235,113.621,-186.993,16.8538,10.7218,13.4513,39.9479,22.7951,-105.584,119.053,-119.822,159.616,15.2788,-8.4059,73.1563,48.3383,111.895,-28.054,-89.0598,370.674,213.144,15.173,-2.12268,-131.081,-116.237,-108.838,-163.827,368.063,1.42904,-74.0478,577.809
8.18612,-321.327,287.954,-172.759,105.931,160.225,-109.918,-99.0906,-211.213,177.294,188.075,-4.62692,-227.869,-158.867,35.5321,80.4368,-75.6829,-197.16,93.5918,11.2391,-25.3592,-84.4122,-140.913,324.04,-68.4534,-195.261,-130.16,-74.4094,289.81,-142.758,-161.904,40.2309,137.153,33.4621,-124.15,298.018,-20.8218,307.59,-21.3526,258.07,120.412,161.153,193.491,72.1435,-54.413,-139.457,116.151,-82.3718,-20.2258,-63.204,-41.4474,44.7384,92.8626,-157.424,-32.8269,136.96,-34.7093,178.95,-172.315,-283.362,-126.744,60.257,-17.0449,-117.545,322.652,9.64062,67.2163,5.65836,-51.4719,70.2404,-136.62,201.489,-264.115,139.89,-208.777,-150.765,-142.373,-237.074,50.9595,-111.849,-186.714,-372.559,-323.211,52.0894,68.3029,98.1354,1.20994,-63.9454,2.31992,-109.005,127.748,-148.94,134.088,170.979,262.928,213.324,-41.9487,187.926,-154.981,-40.6782,156.447,114.497,-151.719,8.59577,2.18134,19.8856,56.5629,22.8101,-90.4257,151.1,-116.829,177.904,2.52146,6.48567,53.5387,8.24178,131.722,0.977959,-73.3035,330.546,213.542,45.1065,28.4528,-152.862,-101.957,-91.2086,-144.406,365.818,5.56461,-71.6612,579.627
8.19019,-342.016,280.82,-174.873,122.757,181.868,-118.669,-86.6654,-227.43,174.046,188.827,-20.0561,-224.529,-176.717,8.43405,77.1751,-55.4983,-211.261,93.4939,7.94706,-48.0317,-54.7874,-181.135,293.966,-44.9749,-204.883,-120.082,-83.7648,298.732,-159.405,-175.058,27.3294,126.71,32.73,-143.871,281.452,-37.656,310.198,-13.4906,261.718,87.8347,188.115,194.637,80.3129,-34.5571,-156.349,119.63,-79.0641,-0.616162,-54.1751,-35.5742,63.6793,112.245,-141.682,-8.18446,140.603,-22.1574,165.401,-177.201,-295.952,-122.617,85.216,-21.0051,-100.796,339.057,7.11332,74.2759,-0.932172,-58.0273,67.0802,-158.473,217.703,-246.31,156.098,-219.613,-133.808,-186.64,-198.798,36.0549,-116.992,-186.069,-356.157,-295.605,37.3207,61.6479,83.9263,1.8593,-61.0727,-33.6905,-135.451,117.635,-121.687,127.04,163.481,252.925,227.202,-28.9997,186.456,-174.628,-53.7765,147.384,108.883,-110.513,3.72186,-14.7076,19.5054,78.5728,25.1418,-71.1067,179.847,-107.338,193.122,-7.38783,19.1021,28.6797,-21.868,151.012,39.6772,-58.04,289.314,208.284,73.9879,48.814,-167.36,-90.5611,-72.6103,-125.635,348.145,17.8527,-60.7875,566.987
8.19426,-353.324,265.18,-174.663,139.786,206.064,-129.327,-81.5652,-235.878,167.19,190.081,-36.5117,-229.15,-192.717,-17.884,67.4136,-36.8692,-224.918,89.0566,9.09842,-68.165,-27.8493,-213.695,264.797,-14.0686,-211.691,-112.659,-90.0518,298.839,-178.767,-184.276,20.0728,116.509,39.6175,-163.751,258.231,-59.3002,310.555,-1.76814,263.091,56.2472,203.786,193.157,94.0408,-20.4238,-169.547,118.453,-72.9973,10.2045,-34.3899,-31.6848,86.1168,140.427,-127.141,16.0131,141.511,-7.01047,155.985,-178.99,-310.157,-108.604,109.75,-10.8267,-86.4814,349.734,7.785,80.8485,-3.54833,-70.1291,62.6027,-175.264,223.382,-223.502,163.178,-230.86,-107.444,-220.611,-160.232,19.7664,-120.485,-180.732,-333.97,-272.168,24.8497,60.3462,62.8075,9.19132,-53.4666,-73.1181,-158.157,100.88,-97.6316,116.936,149.564,246.075,239.969,-15.8226,180.401,-184.618,-59.1247,132.836,98.4482,-65.8247,0.211366,-39.5929,10.7941,103.77,28.3258,-50.8794,203.538,-91.4864,203.684,-14.6538,27.5528,1.93459,-39.1096,163.914,84.3814,-45.2882,251.235,199.973,101.267,59.0677,-177.089,-79.8127,-54.6978,-110.065,319.179,34.3404,-42.6464,537.428
8.19834,-352.8,245.447,-176.009,156.684,228.762,-143.441,-83.0146,-238.57,159.364,192.949,-49.9536,-241.983,-202.387,-39.7653,53.9977,-21.0425,-235.43,82.3166,15.0504,-83.2457,-9.21511,-236.016,237.483,22.3688,-216.896,-106.852,-92.3612,292.335,-198.285,-187.466,15.3822,106.185,48.7181,-180.491,233.622,-84.183,309.345,13.1062,261.742,28.8151,204.783,191.045,111.861,-12.1875,-175.312,112.328,-65.5793,11.424,-7.96354,-31.0244,109.789,178.283,-115.533,39.1018,138.73,10.1141,150.725,-175.622,-323.593,-88.0184,130.737,9.26063,-74.245,355.113,8.73331,84.95,-4.64614,-86.8172,56.1291,-184.974,219.218,-197.915,159.546,-242.369,-76.0384,-240.632,-121.038,4.55554,-120.095,-173.117,-307.458,-252.967,14.6411,65.5338,36.3953,21.4727,-39.3364,-112.937,-174.561,78.3863,-77.3789,104.959,132.528,244.771,248.758,-2.62967,170.823,-181.733,-54.6066,113.155,83.6767,-22.243,-3.69142,-68.464,-5.6254,129.214,31.2397,-32.2107,221.171,-70.1885,208.958,-19.0756,30.2704,-23.716,-43.1004,166.485,130.445,-36.5861,220.072,191.719,125.225,62.0383,-183.539,-67.1473,-36.4813,-100.031,284.523,50.6035,-19.2064,490.97
8.20241,-341,225.987,-182.116,172.653,246.763,-162.783,-89.6361,-237.086,153.528,197.146,-57.6353,-260.44,-201.313,-55.702,40.5736,-8.81544,-238.989,75.7289,24.8329,-90.893,-2.23323,-248.85,212.217,59.7998,-220.367,-101.877,-90.5131,282.648,-214.641,-183.807,10.0019,93.8286,53.7057,-190.755,212.287,-108.502,307.541,30.0329,257.192,7.28135,190.141,191.17,130.82,-8.76927,-171.149,101.777,-56.9368,3.63008,20.0749,-34.0163,130.902,223.504,-106.596,60.032,131.739,27.4729,148.41,-166.494,-334.094,-65.3616,144.872,32.4096,-63.401,355.857,7.8245,86.8604,-5.81775,-106.583,47.1852,-186.539,207.645,-171.757,147.587,-252.745,-45.9763,-245.315,-80.5761,-7.06789,-114.585,-166.241,-278.112,-237.682,7.27951,78.0588,6.22991,36.8208,-18.8037,-149.358,-182.175,52.2098,-61.492,92.229,114.2,248.63,251.453,10.1201,160.617,-165.588,-40.761,88.5963,64.8389,14.7787,-8.59238,-95.1011,-26.992,151.501,33.7767,-16.9186,231.883,-44.6832,209.159,-20.3367,27.1522,-46.8782,-36.0197,158.259,173.222,-32.1079,197.708,185.237,144.317,62.3205,-186.956,-50.8051,-15.0972,-96.4488,249.393,63.8144,7.70752,430.415
8.20648,-321.593,208.031,-193.936,187.817,258.25,-187.601,-100.151,-232.169,152.019,200.424,-58.7435,-278.978,-186.265,-66.2198,29.8245,-0.600099,-232.935,71.6527,36.4644,-89.7278,-6.8921,-255.483,189.687,92.2772,-221.36,-97.6038,-85.605,273.174,-224.863,-172.9,1.56014,76.6574,49.8475,-192.469,197.114,-128.537,305.205,49.0828,250.253,-8.60312,161.386,196.458,147.037,-9.13851,-157.279,88.8379,-46.5658,-11.7553,44.7251,-39.4761,145.469,270.539,-97.9621,77.141,121.776,42.988,147.211,-152.232,-341.058,-44.6212,149.225,52.4263,-53.266,352.771,4.39926,88.7623,-6.77799,-127.855,36.1454,-180.258,191.399,-146.664,132.068,-259.93,-23.2142,-235.889,-39.4199,-13.6132,-104.729,-163.2,-247.791,-226.39,4.21008,98.1404,-26.2542,52.6727,5.63516,-178.465,-178.95,24.6242,-50.4012,79.4641,94.2743,255.278,246.442,22.2071,152.493,-138.729,-21.0339,59.3782,43.1822,40.7403,-14.5113,-113.62,-49.3273,166.927,36.8765,-6.07738,234.628,-16.5295,204.816,-18.5047,20.43,-67.6028,-21.5596,141.786,209.005,-30.3227,184.009,180.325,157.52,64.1711,-187.112,-30.1075,12.8498,-98.1525,217.781,72.3219,36.687,360.87
8.21055,-299.68,188.531,-209.622,203.338,262.919,-215.914,-113.684,-223.896,155.741,199.279,-53.9615,-290.322,-156.468,-72.5393,22.5404,3.21672,-217.527,71.7102,47.5698,-79.8666,-20.5065,-259.79,171.692,114.786,-219.035,-94.7695,-79.6748,265.821,-227.446,-154.152,-10.6992,52.1458,35.9158,-186.062,189.148,-142.833,300.875,71.5502,243.16,-20.6149,121.916,208.954,156.387,-12.6845,-136.437,76.6146,-34.5076,-32.2871,62.0325,-45.0196,150.758,312.41,-87.2234,88.2953,111.841,55.6218,145.869,-133.631,-345.738,-28.2429,142.029,65.8491,-43.1995,346.828,-0.475491,93.5834,-5.86571,-149.01,24.5795,-167.794,172.879,-123.51,117.658,-262.264,-11.3043,-215.472,-0.137818,-15.4477,-93.0303,-166.783,-219.213,-219.039,6.37043,124.373,-59.5088,65.9161,29.7493,-197.358,-164.052,-2.98856,-44.4772,66.7979,71.3717,261.695,232.861,33.7178,147.177,-105.869,-0.664738,26.0872,21.2374,53.4426,-22.163,-120.666,-68.7849,172.143,41.7355,0.437538,228.863,11.9577,196.668,-14.8346,14.0155,-86.0671,-3.93036,121.218,235.563,-28.3906,177.528,175.6,163.983,69.9827,-184.084,-5.41456,49.8444,-102.392,192.12,74.5913,66.148,288.445
8.21463,-279.061,162.12,-225.319,220.089,261.655,-244.747,-129.408,-212.432,163.918,190.639,-44.3845,-287.683,-114.339,-75.5769,17.7751,2.32925,-196.129,76.4094,56.0737,-62.5438,-39.3963,-264.244,160.17,124.816,-212.837,-94.8051,-74.4494,260.613,-222.656,-126.821,-26.0236,19.171,14.6591,-174.365,188.135,-152.588,291.959,98.2696,238.44,-30.8377,76.3007,229.714,155.428,-18.4106,-112.661,68.0922,-22.0104,-54.5918,70.2325,-48.622,146.12,343.207,-74.1334,91.8105,105.69,66.2304,144.644,-111.104,-350.2,-17.0211,123.511,72.2872,-32.7514,339.141,-4.45244,103.472,-1.39399,-168.07,15.1078,-152.099,154.624,-103.173,107.355,-259.167,-10.9529,-187.635,33.2419,-14.7964,-82.4227,-178.672,-195.644,-214.622,12.9229,152.934,-91.8098,74.166,49.1103,-205.415,-138.429,-30.7603,-44.2081,54.1584,45.0673,265.093,211.432,43.8698,143.029,-72.5862,15.1175,-10.1821,2.19793,53.084,-33.2584,-116.386,-82.8105,165.317,48.6715,4.23469,215.72,37.372,186.126,-12.3219,11.5418,-101.271,12.3869,101.12,252.162,-23.2653,176.249,169.375,163.244,80.4659,-178.223,21.8878,96.1382,-105.813,172.894,69.6917,93.8386,218.54
8.2187,-260.346,124.62,-236.901,237.346,255.503,-271.756,-146.034,-198.777,174.113,173.65,-30.9471,-266.968,-64.7944,-75.787,13.6254,-2.76431,-173.889,85.5012,60.8541,-39.277,-60.3271,-268.802,155.673,122.34,-203.12,-99.2036,-70.3371,256.712,-212.076,-90.7186,-43.332,-21.1997,-8.0696,-161.011,192.845,-160.105,275.913,128.049,237.182,-40.3039,29.713,259.03,142.731,-24.1048,-90.2014,65.3808,-11.2586,-75.5253,70.4841,-49.8877,132.954,359.986,-60.8666,87.5897,106.712,77.2643,145.251,-84.959,-355.686,-10.5433,96.2863,73.7539,-21.6878,330.741,-5.44878,118.425,7.45032,-182.873,10.7888,-136.837,139.57,-87.485,102.069,-251.091,-20.7015,-155.094,56.8461,-14.6967,-74.8861,-198.266,-179.581,-211.029,21.5358,178.15,-121.482,76.8178,61.0883,-204.858,-104.701,-59.5803,-50.3005,42.0108,17.2232,263.059,184.903,50.1483,137.062,-43.9498,22.9955,-47.8153,-11.0967,41.4158,-49.3337,-104.212,-90.6987,147.139,56.4748,7.93236,198.383,55.5433,175.449,-14.724,14.7533,-111.103,22.8187,85.5235,259.147,-13.0454,178.113,160.036,156.08,95.7469,-169.523,49.6899,149.164,-105.492,158.592,58.918,117.478,154.739
8.22277,-241.229,75.5347,-241.532,252.658,244.518,-295.671,-161.651,-184.859,182.579,150.79,-14.8152,-227.896,-13.405,-73.0914,7.94415,-10.291,-155.55,98.7478,62.1576,-11.4921,-81.2249,-271.247,156.733,109.03,-191.391,-108.884,-66.7096,253.802,-198.192,-47.254,-62.4895,-65.7355,-25.3815,-148.824,201.316,-166.861,251.524,157.777,237.873,-48.2619,-12.7969,295.874,119.952,-26.674,-72.8391,69.6988,-4.72008,-93.5855,66.3936,-50.0577,113.864,363.259,-50.4316,77.7542,117.068,91.5962,149.613,-55.8941,-361.674,-7.79948,65.1242,73.4781,-9.68935,322.296,-3.79437,135.905,20.8012,-191.761,14.0593,-125.119,130.186,-79.0328,100.861,-239.239,-37.6987,-119.327,68.8357,-17.5901,-70.8607,-222.339,-171.672,-205.684,29.5251,194.717,-147.246,74.7187,66.5033,-200.181,-66.3526,-89.3822,-63.1731,31.7022,-8.56064,253.71,157.058,49.4713,126.662,-23.3317,23.2066,-84.6288,-16.9261,21.0857,-70.3982,-89.6146,-93.4542,120.774,62.6113,13.8662,181.073,62.7491,166.93,-24.2282,23.4592,-113.705,23.5993,77.0097,257.362,1.9657,181.384,146.074,144.93,115.798,-157.256,75.9417,204.247,-100.204,146.586,46.2351,136.091,98.9594
8.22684,-218.623,18.3047,-238.342,262.693,227.486,-315.626,-173.731,-173.082,185.515,127.717,2.00101,-173.9,35.1723,-66.9682,-1.3029,-17.9019,-143.501,116.008,61.4035,19.1179,-101.425,-268.579,160.247,87.5239,-179.648,-123.871,-63.1913,252.358,-184.023,-0.12982,-84.248,-110.221,-32.084,-139.507,211.44,-172.744,219.467,183.841,236.903,-52.7304,-47.4422,336.851,91.8061,-23.3126,-63.0315,81.5869,-4.58728,-109.225,62.131,-51.0786,91.4612,355.944,-44.8971,66.382,137.218,111.144,158.157,-25.2266,-366.113,-7.67101,36.0686,74.4526,3.50999,313.976,-3.21186,151.81,38.8983,-194.227,25.6334,-118.503,127.422,-79.7328,101.586,-225.329,-58.4317,-81.3612,70.5039,-24.5726,-69.7966,-246.298,-170.899,-196.51,34.4398,200.271,-168.578,69.0994,69.5065,-196.731,-26.7554,-118.329,-81.9638,25.0029,-29.0517,236.419,130.912,40.7082,110.953,-11.547,20.0073,-118.068,-14.8906,-4.29622,-94.7227,-78.197,-93.1553,90.4378,63.9964,22.951,167.255,57.4594,161.659,-39.9456,36.7001,-108.696,13.1157,76.1824,247.749,19.0862,184.777,126.047,133.263,139.692,-140.416,99.549,255.995,-91.3246,134.96,36.3423,150.52,52.4592
8.23092,-191.219,-41.543,-228.461,264.265,202.739,-330.439,-179.366,-165.796,180.884,111.392,16.7066,-111.534,77.6133,-57.2456,-15.4643,-24.1546,-137.477,136.469,60.0541,50.1658,-121.579,-258.536,162.408,60.6174,-169.285,-143.07,-60.6108,252.545,-172.261,45.0854,-108.956,-151.167,-26.7111,-134.339,221.504,-176.708,181.818,203.443,230.493,-52.0202,-72.8374,376.221,64.6603,-12.3116,-60.8429,100.819,-11.8831,-123.779,60.1647,-54.5452,67.4864,341.488,-44.7349,58.0603,165.951,135.793,168.906,5.23339,-366.29,-9.08292,14.898,78.1919,17.2027,305.412,-9.39189,162.104,62.5177,-191.199,44.3912,-117.23,130.721,-89.5421,101.779,-210.93,-79.6897,-42.8884,65.8664,-35.6119,-71.1169,-266.19,-175.394,-182.89,34.1269,196.414,-186.009,61.0375,75.201,-199.006,11.4017,-143.906,-104.2,23.2578,-43.2311,212.455,107.719,26.1886,91.1606,-6.97557,19.9579,-145.773,-5.71654,-30.148,-119.737,-73.8758,-92.0366,59.5688,57.9111,34.8146,158.339,41.6004,159.112,-58.6824,53.878,-97.1396,-7.24522,81.8445,231.155,34.4367,187.189,98.8713,124.097,164.612,-118.818,120.682,299.157,-82.0739,123.944,31.6489,162.464,16.5335
